Question,Answer
Q: The same with grandparents?,"A: Yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.7Interview with Erika TamarDecember 18, 2015"
Q: Okay.,"A: There was one surviving member of my mother's family, my cousin George,who at that time was Ludzic(ph) Saltman(ph), who was interviewed by themuseum, and wrote a book, and you know, it -- it's easy to research him. He wentthrough camps from the time he was 12 to the time he was 17."
Q: Oh my.,"A: And when my mother heard that he had survived, of course, you know, shebrought him over. On my father's side, his brother survived, because he went intoRussia with the Red Army."
Q: I see.,"A: But his wife and 18 month old baby did not. The baby was lost, becauseapparently they had arranged with Christian neighbors to take the baby, and couldnever find the neighbors, never found the baby. So, big question mark."
Q: Oh.,"A: And he would have been too young to know his name or background, if he hadsurvived."
Q: Yeah.,A: But those were the only survivors of what were rather large families.
"Q: Ime --I mean, huge, huge, as far as losses go, just huge.",A: Yes.
"Q: And it also illustrates just how much on the edge your situation was. That is,","A: Oh, of course."
Q: Yeah.,"A: My cousin George's family and mine had many, many similarities, and it couldhave -- George's story could have been my story, and his -- you know. I mean it did-- we were the -- the same type of people, the same type of family, and th -- it's justfate."
Q: Yeah.,"A: Do you want to hear more about life in Vienna, or --"
"Q: Yes, I do, I do.",A: Remember that I was four years old.
"Q: Yes, I know.",A: So my memory is a little hazy. I'm going to tell you some things that I doremember.
Q: Please.,"A: But they may be colored by things that my parents told me.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Erika Tamar degDecember 18, 2015"
Q: I understand.,A: So I don't know if everything is really clear a memory.
Q: All right.,A: Ido remember the Nazis coming in.
Q: Okay.,"A: [remember my father and brother, who was nine at the time, and my mother too,of course, avidly listening to the radio and Hitler shouting, but I didn't necessarilyunderstand what he said, I just knew he was a bad man, shouting all the time. OnKristallnacht, the morning after, my father took me for a walk, and we saw thebroken glass, and the broken store windows, and I knew it was very sad, but I didnot entirely understand what had happened. But I do want to tell you somethingabout Kristallnacht, because --"
"Q: Yeah, do tell me.","A: -- it was -- you know, they said it was a spontaneous outpouring of rage, and thatis simply not true, it was preplanned. My father had a patient, we don't know who itwas, my father never knew, who was apparently very high up in the Nazi party. Andvery often a Nazi had a favor due. And the day before Kristallnacht, th-the daybefore, my father got an anonymous phone call that said, stay at home, you andyour wife, don't leave the apartment tomorrow. Stay at home. And of course that The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.10Interview with Erika TamarDecember 18, 2015day was the day when they were yanking Jewish men off the street, and arrestingthem, and humiliating Jewish women, and making them wash the sidewalks withtoothbrushes, but my father had that really strange protection, and he didn't knowfrom whom, but getting in a call like that --"
Q: Of course.,"A: --he, you know, paid attention to it."
Q: And it does tell you it's preplanned.,A: Oh yeah.
Q: Ye-Yeah --,"A: I mean, it --"
"Q: It tells you, yeah.","A: Of course, because whoever made the call knew the day before that it was goingto happen, exactly what was going to happen."
Q: Yeah.,"A: So I think that's historically interesting. But that's less in my memory, and moremy parents"" story."
"Q: Yeah. Now, do you -- your father takes you out the next day, and you're a four","A: I don't know if it was the next day.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.11Interview with Erika TamarDecember 18, 2015"
"Q: Okay, but --",A: I-
Q: -- he takes you out soon after.,"A: We took a walk, and there was a lot of broken store windows. Whether it was thenext day or not, I really don't know."
Q: Okay.,"A: But I do remember that, I do, taking a walk with him, and a -- a sense of sadness,even if I didn't know exactly why."
"Q: But did you also have a sense of fear, or -- or not?","A: I did. Not all the time, and not in terms of broken shop windows. Where mysense of fear showed itself -- and I don't remember any other incidents where I wasreally afraid, because I was very secure in my family, and I was very young. Mymother sent me to the bakery, which was in our building, so it wasn't very far forme to go, to pick up some bread, and I went, and there was a soldier with the big,black boots, and I forgot about asking for the bread, and I ran home. And mymother asked me what had happened, I said there was a Nazi soldier and I wasafraid he was going to arrest me, so I ran home."
Q: Oh. Okay.,"A: Now, part of that is clearer memory of mine, part of it is my mother's memory,so --"
Q: I understand.,A: -- everything I'm telling you is a little bit mixed.
"Q: Well, 1--1--I appreciate that you're making those -- those comments, because --","A: Right. The direct memories, I remember feeling afraid and running home."
Q: Yeah.,"A: The conversation with my mother afterwards of what I was afraid of, I don'tremember, that -- that's my --"
"Q: That was told, yeah.",A: That was told to me.
"Q: Yeah, yeah. Describe your home a little bit, in Vienna. What did it look like?","A: It was an apartment. I don't remember details. There was a park across the street.In the summertime before -- y-you know, when life was good and prosperous, weusually went away somewhere in the country in the summertime.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.13Interview with Erika TamarDecember 18, 2015"
"Q: Mm-hm. And -- and you had one sibling, an older brother?",A: Thad an older brother.
Q: What was his name?,"A: Henry -- Hein -- in German, Heinzie(ph)."
Q: Okay.,"A: But when he came to the United States, Heinz became Henry. He was, whenwe left, I was going on five, he was nine."
Q: Okay.,"A: And I think the only reason the Krauses(ph) could take me, because I was soyoung, is because I would be traveling with an older sibling."
Q: I see.,"A: Alone, I think I would have just been too young."
Q: I see. A-And what language did you speak at home?,A: German.
Q: German? Uh-huh.,"A: If my parents didn't want us to understand something, which went on forever,they spoke Polish."
Q: Okay.,"A: But I didn't understand Polish, we spoke German.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.14Interview with Erika TamarDecember 18, 2015"
Q: Did either of them speak Yiddish?,A: No.
Q: Okay.,"A: No, I think maybe my grandparents might have. But my parents were veryassimilated."
"Q: That's what I was su -- that's what it suggested, is that -- that they would have",A: No.
Q: Okay.,"A: Not religious at all, definitely secular, but with a strong sense of being Jewish."
Q: Yeah.,"A: Which I may not have known when I was young, but you know later, I mean,there -- there was a sense of being part of the Jewish nation --"
Q: Yeah.,A: -- if not the religion.
Q: Got it. And I get the impression also that since your father went to Vienna to go,"A: I'm not sure of that.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.15Interview with Erika TamarDecember 18, 2015"
Q: Okay.,"A: I don't think so. I--I don't think he came from wealth. I think his father mighthave been a grocer. He spoke much less about his background and his family. Mymother seemed to come from a -- happier circumstances, and talked a lot about herfamily."
Q: Was her family well-to-do?,A: Pm sorry?
Q: Was her family well-to-do?,"A: Comparatively, yes, because they owned a sawmill."
"Q: A sawmill, that's right.","A: I don't know how well-to-do that is, but they were a more prominent family thanmy father's family."
Q: Okay. Were either of your parents storytellers?,A: My mother.
Q: She was?,A: Yes.
Q: Yeah.,"A: She told wonderful stories, and my oldest son is a historian and had tried so hardto tape her stories, and the minute he put a microphone in front of her, or had a taperunning, she froze."
"Q: Oh, that happens with so many people.","A: So, you know --"
Q: Yeah.,"A: Yes, she was a great storyteller and she made her life in Poland and her life inVienna very vivid for all of us."
Q: Uh-huh. And what kind -- do you remember any particular stories she told you,"A: Yeah, a lot of stories."
Q: Okay.,"A: I don't know if this is relevant, this -- we're talking about way --"
"Q: Yeah, that's okay.",A: -- back in Poland.
Q: That's okay.,"A: Because they lived in a small town, she was boarded out to go to school to get abetter education, which she hated. And at some point her father gave her a violin. Idon't think my mother was musical, but her father gi -- did give her a violin. And The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.17Interview with Erika TamarDecember 18, 2015the maid in the house that she was living in got angry about something, took theviolin and smashed it. Not even angry at my mother, she was just --"
Q: Angry.,"A: --had an argument with s-somebody else, and this was the object that shesmashed. I also know that my mother hated being away from home."
Q: Did she?,"A: You know, sh-she was young, she was maybe nine, 10, I'm not sure, and shereally didn't like being away from home. My mother's father, for that time and thatperiod, was, I think something of an original. My mother was very bright, and didwell in school, and he appreciated that, and he was interested in furthering hereducation, even over the sons in the family."
Q: Wow.,"A: You know, though she was a girl --"
Q: Yeah.,"A: -- she had -- he felt she had promise, and he was very interested in furthering hereducation. Which is, I think for that time period was a little bit unusual."
"Q: Yeah, I would agree, I would agree. Did you ever visit your grandparents in","A: No, no. My brother did. I was still too young, I stayed home in Vienna, and thefollowing year I was going to, but then of course everything changed when Hitlercame in."
Q: Yeah.,"A: I will tell you that my mother, when she sent us, heard from the Polish family,and they said, how can you do this? How can you send your children away? He justwants German speaking lands. Come home to Poland."
Q: Oh my. Oh my.,A: But my mother was in Vienna and had a different picture of what washappening.
"Q: Yeah, yeah.","A: It was today Germany, tomorrow the world, and she took that seriously. I doremember seeing the Hitlerjugend, the girls --"
Q: Did you --,"A: -- marching down the street with, you know, pretty blonde braids, teenagers, andI thought they looked so wonderful and I so admired them. And I told my mother,when I'm a teenager, I want to join the Hitlerjugend girls, and my motherexplained that I couldn't. But when I came to the United States, I could join theGirl Scouts.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.19Interview with Erika TamarDecember 18, 2015"
Q: She said that at the time in Vienna?,A: Yeah.
Q: Okay.,A: This was --
Q: Yeah.,"A: -- you know, shortly when --"
Q: Before.,"A: -- she knew I was going to be leaving. Fast forward, once I actually came to NewYork, I had no interest in the Girl Scouts, but at that time, you know, theHitlerjugend girls --"
Q: Of course.,"A: -- teenagers, pretty, blonde, with -- looked so -- that's what I wanted to be when Igrew up."
"Q: Well, you know, little girls admire older girls, and latch onto them, and -- and","A: Especially when they're parading, with music --"
Q: Yeah.,"A: -- and, you know --"
Q: Sure.,"A: --I mean, I--I wasn't admiring one girl, I was admiring a whole --"
Q: All of them.,A: -- marching column. So --
"Q: Yeah, yeah. Did your parents live in the center of Vienna, or in a residential","A: I think it -- within Vienna the city, but not in the very center."
Q: Okay.,"A: If """"m -- Goldschlagstrasser --"
Q: Goldschlagstrasser?,A: That's right.
Q: Okay.,"A: Which is what I remember. And I don't remember which [indecipherable] Ihave it written down somewhere, but I don't remember. I think it was aneighborhood of Vienna, but not the, you know, center of Vienna where the operais."
Q: Okay.,"A: That was, you know, a side area, but still part of the city limits."
"Q: And your father, did he have a specialty?","A: No, he was a general practitioner.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.21Interview with Erika TamarDecember 18, 2015"
Q: De -- general practitioner. Do you have any other -- you were too young to start,"A: No, I didn't go to school."
Q: Okay.,"A: My brother did, but then at -- during the Hitler time, he stopped going to school.But I ne --I never went to school, I was too young."
Q: Did -- do you have any other memories of coming into contact with any of the,"A: I really -- I-- you know, I was sheltered and protected as a little girl, so I reallydidn't come into contact with authorities. I-- we did have an au pair namedShteffie(ph), who was a girl from the country who came to live with us and becameone of the family and I loved her, and I know she loved me. And during the Hitlertime, her father had to come from the country and take her home because she wasn'tallowed to work for us."
Q: So that was huge in your life.,"A: I don't know if I understood all the reasons why she left, I just -- you know, I --she was wa -- one of our family, and I --"
Q: Right.,"A: -- you know, I was an -- to this day that I can remember her name, Shteffie(ph),you know."
Q: Yeah.,"A: Because she was part of my life, of course."
Q: Yeah. When was the idea broached with you that maybe it -- you will be leaving,"A: I can't tell you exactly when. I drop -- you know, in terms of the --"
"Q: The time,",A: -- time frame.
Q: Okay.,"A: I would think shortly before. Before Henry and I left, we all took Englishlessons."
Q: Excuse me for a second. There is some noise here. [break],"A: You had asked me about when my parents, you know -- I -- again, I don't knowwhen, but shortly before, we all took English lessons."
Q: Okay.,"A: My mother and father separately, on an adult level, while Henry and I waited,and then Henry and I took English lessons. And we learned English from the book,""Winnie the Pooh."" The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.23Interview with Erika TamarDecember 18, 2015"
Q: Did you really?,"A: Yes, which I've always loved, and you know, though we didn't really speakEnglish, we called each other Heffalumps and Piglets, etcetera. The lady thattaught us English, was British. And I went into foster care in Texas, I came intoTexas talking about a frock and a lift and a pram. But you know, I -- because I wasso young --"
Q: Yeah.,A: --I learned English almost by osmosis.
Q: Yeah.,"A: 1--I mean I don't -- I'm sure there was a time when I had an accent, and didn'tknow the words, but I don't --"
Q: Of -- cause you don't recall --,A: -- it was so easy.
Q: Yeah.,A: It was so easy.
Q: Of course.,"A: I just sort of fell into English.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.24Interview with Erika TamarDecember 18, 2015"
"Q: Well, you know, it's like two nations divided by a common language, is what","A: Well, the words were different, obviously."
"Q: That's right, those words were different.","A: I don't think I ever had a British accent, either --"
Q: Yeah.,"A: -- you know, I am sure I had an Austrian accent at first."
Q: Yeah.,A: [have no idea.
"Q: But what a lovely way for a child to be introduced to the language, is through",A: Right.
Q: Yeah.,"A: Lovely book, right?"
Q: Yeah.,"A: My parents did everything they could to prepare us. I don't think I-- 1 knew wewere going, I don't think I knew the ramifications of it as clearly as my brother at The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.25Interview with Erika TamarDecember 18, 2015age nine. I just assumed that my parents would come. My brother had the burden ofknowing that they might never come."
Q: Yeah.,"A: You know, so I was very sheltered in that way, too. I came from a veryeasygoing family. We were European, we had good manners, dankesch6n,bitteschen, you know, was very important. But my parents were basically quiteeasygoing, and for instance eating -- this -- peas are a --"
Q: Sure.,"A: --memory to me. Eating peas when I was a little girl, you know, they roll around"
Q: Right.,"A: --and I was perfectly free to pick them up with my fingers and eat them. Oncewe were ready to go to the United States, my mother gave me pea eating lessons,where I had to learn to eat them with a fork, so that wherever we went, I wouldmake a good impression."
"Q: Impression, yeah.","A: You know, an-and I remember the peas specifically --"
Q: Okay.,"A: -- because it was so annoying. But I'm sure there were other things where shetried to prepare me, you know, to be a --"
Q: Sure.,"A: -- a little bit independent, or on my own, or, you know, eat with very goodmanners, or you know, whatever."
"Q: It must have been very hard for her, you know, a little girl, a li-- you know,","A: For my parents it had to be unbearable, and I really understood that when I hadchildren of my own. When I had a four year old and I thought, how did they dothis? But they w -- they didn't know that they had a good chance of coming to theStates. They wanted us to live."
Q: Yeah.,"A: You know, however. But I -- it had to be unbearable for them. My mother hassaid that she divided her life by, you know, the benchmark moment of when shesent her children away, before and after."
Q: Really?,A: Well --
Q: Yeah.,"A: -- what could be more memorable than that?The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.27Interview with Erika TamarDecember 18, 2015"
"Q: Well, truly. I mean, truly, it is -- it is-- yeah, yeah.",A: Conditions in Vienna na -- again not -- this is not personal knowledge --
Q: Okay.,"A: --at all, this is something that my parents told me, because my mother iscertainly a storyteller. From the time that Hitler came into power, every borderimaginable closed. And I'm really angry when I read that, you know, the Jewsdidn't want to leave their jobs, they -- none of this is true. They wanted to leave,there was no place to go. Every border closed. The American consul made it asdifficult as could be. My father was a practicing physician, a graduate of theUniversity of Vienna. When he applied for American visa, or whatever, theyinsisted they needed his elementary school records from Poland."
Q: No kidding.,A: Ye--I-it's like --
Q: No kidding.,"A: -- things to delay, to stall, to make it more difficult. Also, when he we -- came totalk to the American consul -- for a European this was insulting beyond belief,maybe not for an American -- he, the consul sat there with his feet u-up on the desk,and for a European man, that -- you know, that's the epitome of rudeness. Therewere very, very few places that took Jews. The Polish quota for the United States The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.28Interview with Erika TamarDecember 18, 2015was horrible, though my father signed up as early as he could. Trujillo was, youknow, considered a horrible dictator, but the Dominican Republic took as manyrefugees as they possibly could. Maybe with self-interest, feeling they were ed --getting educated people, or you know, who knows what. At the time that my fatherwas trying to get in United States, the only place open to us was Haiti."
Q: No kidding.,"A: And he hesitated because at that point he felt that his number was getting close,and he thought, what future would we have in Haiti, I -- you know, h-he took a hugerisk. Maybe we would have all been better off going to Haiti as a family. But yes,my parents prepared me as well as they could. They tried to make it, you know, likea very positive, like I'm going to leave this bare place and go to this wonderfulplace. I do remember that there was an air raid in Vienna with, you know, sirens, ablackout, and I said -- this I really remember, this I -- because I was so puzzled by it.I asked my father, are the bad men coming to bomb us? And my father said, ifanyone comes to bomb us, it's the good men. And I -- I had a real problem figuringthat out."
"Q: Yeah, exactly, because it's -- you know, there's a contradiction in logic.",A: Right. But it -- I--
Q: But there's logic.,A: Yeah.
Q: But it's the truth.,"A: Another way of preparing me in terms of -- my father had an original way oftalking to me sometimes, to try to make me understand what freedom meant."
Q: Okay.,"A: Like in United States we would be free. He said that freedom meant that I couldgo up to President Roosevelt, and call him a dummkopf, and nothing wouldhappen to me. And of course that stuck in my mind --"
Q: Yeah.,"A: -- because it was amazing to me that I could say something an adult -- of course,you know, I-"
Q: Of course.,"A: But it -- it was a way of telling me that you could say what you want, withoutfear."
Q: Yeah.,"A: And speak to whoever you want without fear. And that stayed with me, so I hada very positive image of going. I -- I-- though th -- I think the reality was a little bitdifferent, but --"
Q: Yeah.,"A: -- being prepared sa -- you know, to go to this wonderful place -- they really triedvery, very hard to prepare me and my brother. Much harder for my brother becausehe knew that the chances were very good that they would never come, and he had totake responsibility for me, and he did."
"Q: Well, for a nine year old those are big things --",A: He---
Q: -- those are huge bare -- burdens on the shoulder --,"A: He totally rose to the occasion. If you want to he -- I'm trying to think what else Ican tell you about Viennese background, because I'm almost about to jump --"
"Q: That's right, that's right.",A: -- to the transport. I don't know what else I can tell you.
"Q: Well, tell me a little bit about your brother, and what your relationship was like","A: In Vienna it was a normal, you know, brother --"
"Q: Did he have his friends and you had your friends, or --","A: I was so young, I mean, my friends were like, in the American terms, play dateswith mother --"
Q: That's right.,"A: -- mother's friends, some of whom I'm still in touch with, after all these years.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.31Interview with Erika TamarDecember 18, 2015"
Q: Yeah.,"A: You know, one of my very close friends was a little girl that I played with inVienna, but it was through the parents. I -- I wasn't having independent friendships."
Q: Right.,"A: """"m sure my brother had friends in school, I don't know details of it at all. Wehad a normal brother-sister relationship, you know. I--I was enough younger than --than there really wasn't sibling rivalry and I think he was protective of me. Ourrelationship changed extremely when we were on the Kindertransport."
Q: How? Tell me.,"A: He was nine years old, and he rose to the occasion of taking care of me as if hewas an adult. And what saved me from the emotional trauma was that he becamemy mother, my father, my hero. And he really was -- took w-way beyond a nineyear old."
Q: Can you give me any examples of -- of how you felt safe because he was there?,"A: Well, he wa -- well, he was my family."
Q: Okay.,"A: You know, I-- I wasn't alone. I mean, that was major that --"
"Q: That's right, he was there.","A: --I wa --I was -- I was with family. Years later 1 met some people who had beenon the ship. You may know that there was a conference in 2002 in Chicago of1,000 children who'd come unaccompanied, and I went to that, and some of the 50children were there. I'm digressing now, but --"
"Q: It's okay -- it's okay, we can do that.","A: My three children went with me, because they thought it would be emotionallyhorrendous for me. Actually, when we got there, it was very triumphant."
Q: Was it?,"A: Oh, for all of us, it's like we're here, we made it."
Q: Okay.,"A: So I met other people who'd been on the ship with me, and one of them was alady named Helga Milgram(ph), who I serd -- unfortunately has since passed away,and she remembered me. I was the baby of the group, so I was more noticeable, andshe was maybe nine or 10, and she and a bunch of other eight, nine, 10 year oldlittle girls sort of took over caring for me, and you know, being extra nice to me,and when we talked about it later she said she was working through her own painby, you know, giving to me. And I didn't remember it clearly until I met her."
"Q: Oh, and so it came back.","A: And -- and the memory came back to me. I -- I didn't remember the faces, ornames, but I did know that on board ship all these older girls, you know, were verynice to me, and favored me. I asked her if she remembered my brother, and she saidher only memory of my brother was, he was this hand --"
Q: Okay.,"A: -- that I was forever holding. My brother wrote home to my parents thatsometimes I really embarrassed him because sometimes I didn't see him, and I hada panic attack and I cried, where's Henry, where's -- or Heinzie(ph) at that --"
Q: Yeah.,"A: Where's Heinzie(ph), where's Heinzie(ph)? And maybe he was going to thebathroom, and people were calling him, your sister needs you, she just wants you.So he -- he wrote home that sometimes it was embarrassing. In terms of taking careof me, as a little girl I tended to be carsick on long trips. When we went to Texas,my memory that I don't think was by car, I think it was by bus, I'm not a hundredpercent sure, but he did write to my mother, and I had seen the letters at one time oranother, that the whole way, he told me stories so that I would forget about beingcarsick."
Q: Oh.,"A: Now that is over and beyond a nine year old.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.34Interview with Erika TamarDecember 18, 2015"
"Q: Yeah, yeah, yeah.","A: Are we on the ship, or sh --"
"Q: No, we're gonna come back. We're gonna come back --",A: Do wi- we -
Q: -- to Vienna.,A: -- do we want to go back to Vienna?
Q: We're gonna go back to Vienna because I want to come to the moment -- did,A: [have no memory of them.
Q: I see.,A: None at all.
Q: Okay.,A: I'm sorry that I don't.
"Q: That's okay, that's okay.","A: They were wonderful people I know, but I don't remember them at all."
Q: Do you remember saying goodbye to your own parents?,A: [remember going on a train --
Q: Okay.,"A:--and my mother and father seeing us off.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.35Interview with Erika TamarDecember 18, 2015"
"Q: Okay. So it would have been you and your brother on the train, and them at the","A: They were on the platform, we went on the train. And a -- my parents made suchan effort to make this positive for me, they certainly - my mother didn't cry in frontof me, you know, they made this extreme effort to say oh, this is an exciting trainride adventure, you're going to United States, you know."
"Q: So whatever you saw, it was enthusiasm and excitement, rather than pain and","A: Well a--I think other children cried. Older children perhaps, who understoodmore. I did not."
Q: Okay.,A: I--I mean --I don't know if enthusiasm --
Q: Okay.,"A: -- is the proper word, because I was leaving my parents. But I don't think I wasas upset as you would imagine, because they made it such a positive thing [coughs]-- excuse me -- and they did lead me to believe that they would --"
Q: Come.,"A: -- come.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.36Interview with Erika TamarDecember 18, 2015"
"Q: Yeah. And what about your brother, do you remember how he was reacting, or","A: Well he -- I know that he knew that there was a good chance that he wouldn'tcome -- that they wouldn't come, and I think there was much more sadness for him,and also he had the responsibility of me."
Q: Okay.,"A: You know, he was [indecipherable]"
