Question,Answer
Q: What did your father tell you about his service in Marshall Pilsudski's army?,"A: He was injured during the war, and he wanted to become a -- a how do you call?A---to be--to be permanently in the army, and he was not accepted because th-theinjury was -- I don't remember, Father never told me, but he told me only that hewas wounded, and -- and he was not accepted for -- for the --"
Q: He wanted to be a career military.,"A: Career, right. And -- and he was not. So he always exercised the same, like in thearmy."
"Q: Oh, did he really?",A: Yes. And I think my sister took after him.
Q: Really?,"A: Because she -- she is so all the time exercising, and I am worse."
Q: It's a good thing to do.,"A: Right. I only swim, that's all."
"Q: Well, that's also very good. So, you didn't have much relations with your",A: Right.
Q: Okay.,"A: Only with my mother's. With my mother's was a tremendous -- it was like wi --like having grandmother, ma -- my mom's aunt."
"Q: Okay, so that meant -- tell me a little bit about -- what was your mother's first",A: Zofia(ph).
Q: Zofia(ph). And her maiden name?,A: Bokwajits(ph).
Q: Bokwajits(ph). And where was she from in Poland?,"A: She was always living -- she was born there, and she was living in -- in bialys --Bialostocka wojewedztwa."
Q: So she always lived in the Bialystok region?,A: Mm-hm.
"Q: Okay, wi -- did she live in the town, in the city of Bialystok itself?","A: In the city, Wolkowysk."
"Q: Yeah? Ah, Wolkowysk. What was her family like? What did -- what did her","A: City -- city people, and -- and my mother, when she was three, her -- her motherdied of pneumonia. At that time I guess there was no medicine for it. And when shewas five years old, it was still under Russia, under tsar, and she -- her father went to The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.10Interview with Stanistawa TobisJanuary 28, 2015meet with the uprising people, that were preparing the uprising, and -- and waskilled, and never returned."
Q: Her fa --,A: Her father.
Q: So she was an orphan?,A: She was an orphan from five years old.
Q: Who brought her up?,A: A aunt.
Q: Her aunt?,A: Yes.
"Q: So -- and her -- what had happened -- ah, her mother had died. You're saying her","A: Her mother died, right, and --"
Q: Yeah.,A: -- and her father die -- was killed.
Q: And --,A: And that was before the first World -- World War.
"Q: Well, did she have -- did your mother have brothers and sisters?","A: She had two brothers.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Stanistawa Tobis ""January 28, 2015"
"Q: Younger, older?",A: Older.
Q: Okay.,A: Who was taken to the Russian army.
Q: Okay.,"A: And never let go, during the first World War. And after first World War, he waskept there."
"Q: Oh, really?","A: My mom -- my mom tried to get hi -- to -- to help him to come, and she couldn'tget enough money to -- fast enough, and they closed the border. So he stayed inMoscow, and had family. And I'm gonna jump a little, to fra -- to the -- because,when I talk about him, he was the one that helped us to leave Siberia, because wedidn't have Father when they were deporting us, and we had no money. My brother,only 15 years old, was supporting us, buying the bread, and this --"
"Q: We'll talk about that -- yeah, we""! talk about that later.","A: Right, right."
"Q: So, you ha -- your uncle, whom you had never seen, who had been drafted in the",A: Mm-hm.
"Q: -- journey, or whatever costs were involved --",A: Yeah.
"Q: -- and the border closed, ended up living in Moscow.",A: Right.
Q: And he was your mother's older brother.,"A: Right, older."
Q: What wa -- what was his name?,A: Jusef(ph) Bokwajits(ph).
"Q: Jusef(ph) Bokwajjits(ph), okay. And then your mother had another brother?",A: And she had a younger brother.
Q: What was his name?,"A: And -- oh my gosh, ""m--I have a--I---"
Q: You want to take a look in your book?,A: -I'd have to.
Q: Okay. Let's cut while she looks in her book.,A: Because I have -- I have a -- [break] Janic(ph) Bokwajits(ph).
Q: Was your mother's younger brother.,"A: Younger brother, yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.13Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay. Can you tell us again who -- the name of your mother's younger brother?,A: Janic(ph) Bokwajits(ph).
Q: Okay. Okay. And what happened to him? Did he stay in Poland?,"A: He stayed, and he had to hide all the possible pictures, or some -- something toshow that -- that he was my mother's brother. So he has to hide that, and they weretrying to deport him too, but never found --"
Q: Evidence.,A: Evidence.
Q: Okay.,"A: So -- so he was living til ""90, I think one."
Q: 1991.,"A: Or 1990, something like that."
Q: Okay.,A: And I was able to visit him.
"Q: Oh wow. Okay, we'll come to these times too.",A: Right. Iam not continuing that.
"Q: Yeah. So -- but I wanted to establish your family, who was in your family. And",A: Mm-hm.
"Q: Your -- he did have relations with his younger brother, who also lived in-- now",A: Right.
Q: And her father was killed during the uprising against the tsarist regime at the end,A: Aunt.
"Q: Aunt. Was it at the end of the first World War that she grew up with your aunt,","A: No, there was no -- no other wa -- and then -- then the war started, and -- and --and my mother -- and got married."
"Q: Ah, okay.",A: And ah -- so -- so she -- she -- she was --
"Q: When was -- okay, te --",A: -- growing up.
"Q: -- tell me, do you remember the date of your mother's birth?","A: Not the date, only --"
Q: The year?,A: -- the year.
Q: What was the year?,"A: The year, ni-- 19 -- you have to tell me it --"
"Q: Her sister was -- yes, what is the year?","A: So that's right, 1898."
Q: 1898. All right. So this is -- this is one of the reasons I would bring this up. Her,A: Mm-hm.
Q: And that would make it 1901. And her father dies in an uprising when she's five,A: Mm-hm.
Q: So there was an uprising against the tsarist regime before World War I?,A: It wasn't. It didn't come to that. I-- I guess they -- they got --
Q: They failed.,"A: They failed, yeah. They didn't start."
Q: Okay.,"A: It wasn't during the uprising, it was just during the meeting, that they -- theywere meeting there, in a forest."
Q: And he was killed at that time.,A: And he was killed at that time.
Q: Did ye -- did she ever find out whether -- who killed him?,A: Not -- Russians. Tsarist Russians.
Q: I see. So then she spent her childhood and her girlhood with your aunt?,A: Right.
Q: Her mother's sister.,A: Right.
Q: And at -- what was your mother's -- what was this aunt's name?,A: Zofia(ph) Kornapelko(ph).
Q: Kornapelko(ph).,"A: Hey, I remembered."
Q: Did you know her as well?,"A: Oh yes, we loved her."
Q: Was she like a grandmother then?,A: Oh yes.
Q: Okay.,"A: We called her grandmother, and she -- she loved my sister more, because she wassmaller, and she wrapped us like babies."
Q: Oh really?,A: In--in a big -- you know. She was very good grandma.
"Q: Okay. So let's turn now to your own, you know, smaller family, that is your --",A: Yes.
Q: Okay.,"A: And I have to tell you, because that's a nice story. My grandma -- or mom's aunt,she loved my mo -- our mother so much that she wanted my -- my [crying] -- can'ttalk about my mom. She wanted our mom -- mom to get married. So -- so she says, Iwant you to get married. I -- I am not gonna die until you get married. So my motherdied. No, what I am talking. Oh, I'm getting mixed up. I better don't do that anymore, it's nasty."
Q: It's okay. It's okay.,"A: So my -- my grandma was telling my mother to get married, and my mother gotmarried. So then -- then she's changed her dying date. She says, I will not die untilyou have a baby. And sure thing, my -- my mother had my brother."
Q: Okay.,"A: And he was the oldest in our family. She didn't see me, and she -- and she sawmy son -- my -- don't -- don't listen to me what I'm saying."
"Q: No, no, it's okay.",A: Listen to what I am thinking.
"Q: Okay, we"" ll listen to what you're thinking.","A: Okay, so -- so my brother was born, and -- and she says, now I can die."
Q: Okay. But she didn't.,"A: Yes, she did."
Q: But you -- but you didn't -- but you hadn't been born yet.,"A: Oh no, I-- she didn't wait for me. I wasn't important."
Q: But you said that she loved you and your younger sister.,"A: Oh yes, til then. Oh, wait a minute, my -- what did I --"
Q: You s--,"A: Oh no, I am talking about real grandmother."
Q: Your real grandmother died when your mother was three years old.,"A: No, no, wait a minute. You have to straighten me out.A2: Should I help?"
"Q: Okay, we're -- we're talking now with Stanistawa, Stella, but her sister is sitting","A: That was my mom [indecipherable] A2: Not the real mo-mother, you know."
"Q: Okay, we're -- we're talking now with Stanistawa, Stella, but her sister is sitting",A: And I am talking about --A2: Not the real grandma.
"Q: No, she is talking ab -- what you are saying is that someone else, who was",A: Yes?
Q: Yes. Who brou -- because your grandmother died when you were yo -- when your,"A: That's probably was the daughter of the -- of that grandmother, or something.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.20Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Okay, let --",A: Oh my gosh.
"Q: No, let's cut the camera.",A: I completely got -- I got completely mixed up.
"Q: Okay, but -- [break]",A: --remember what I said.
"Q: No, no, no, it's okay. Okay, so we haven't been able to really establish your --","A: Yeah, and she lived a long time, because we were in Siberia."
Q: And she still was alive.,"A: And still was alive, and she was se-sending to us some care packages."
Q: Okay. So --,A: So --so she -- so that has to be completely blank -- blank in my head. That's whatyou get with 86 ye-years old [indecipherable]
Q: Sometimes we get it even earlier. All right. So let's now turn to your brothers,A: Okay.
Q: Tell me --,A: That I remember.
Q: Good. And we start with the oldest. When was the -- who was the oldest of your,"A: My brother was born in April, 1924."
Q: And what is his name?,A: Stanislaw.
Q: Stanistaw Synowiec.,A: Right.
Q: And then who came after him?,A: I was the one.
Q: So that then it was Stanislawa?,A: Stanislawa.
"Q: And just remind me again, you were born in 1920 si--",A: Eight.
Q: 1928. And then who came after that?,A: And then my sister.
Q: Okay.,A: Who is still smarter than me.
Q: And her name?,A: Irene.
Q: And she was born?,A: February 16. Very soon her birthday.
Q: Yeah.,A: 1930 -- 1930.
Q: Okay. And who came after that?,"A: Oh, Jereczek."
Q: Okay.,"A: Really, Jerzy."
Q: Jerzy.,"A: Jerzy Synowiec(ph), and he was born on June -- June, June, June, I think maybesixth, something like that. In the beginning of June."
Q: And which year?,A: Ni--- the war -- 19 --
Q: Thirty-nine?,A: Thirty-nine.
Q: And was there any other child?,A: No.
Q: So there were you -- four of you.,A: Four of us.
Q: Okay. So that's quite a big difference between 1930 and 1939.,"A: My father h-had work in Wolkowysk. So that's -- that was 35 kilometers fromour -- our Brantowce osada. So he used to come only once a week, and apparentlydidn't work."
"Q: I see. So, did you li -- when -- describe to be bren -- Brensowice(ph)?",A: Brantowce.
Q: Bran-Brantowce. How many -- how many families lived there?,"A: One, two -- six."
Q: So it was a very small place.,"A: It's very small. I think what was happening -- I didn't know the story, not at thattime yet, and -- and then I never found out. That was probably big property ofsomeone that maybe was killed, or -- and the family was killed, or -- or ran away,because many Russian people were running away from tsars during that uprisingthat was in Russia at the same time."
Q: You mean the Bolshevik revolution?,"A: Bolshevik re -- yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.24Interview with Stanistawa TobisJanuary 28, 2015"
Q: Right.,"A: So -- so that's -- that's why that land was for the government to give to those thatwere fighting for freedom, and -- and that's how my father got as a reward for beingin the army, and --"
Q: How much land did he get?,"A: How much it -- I know it was a big -- big property, but not huge."
"Q: Was it 10 hectares, was it 20?",A: I think it was more than 20.
Q: Do you think it was more than 30? You don't know.,"A: I do--I really don't know, but I know it was one of the very, very good -- quite apiece of land. There was forest, there was a river. River was the border. And thatmy father could ju -- could do a lot with this. We had -- we had ponds, fish ponds,and my father was raising carps, which were very popular for Christmas eve dinner.So--so he -- he was making good money. Then he had apple orchards, and a pearorchard, and -- and raspberries, and all kinds of --"
Q: Fruit?,"A: -- fruit. And then other -- other things necessary for having nice -- a living, tomake a good living there."
Q: Was he a f-- was he farming the land?,"A: Not in a--as a--as his -- but he -- later, yes. He was hiring people from thevillage."
Q: To farm the land.,"A: To farm the land. And -- and -- and we had always a-- a man, and a-- andawoman to help out in the house for my mom. And he was working in Wolkowyskin a jail. And -- and that -- that was giving him additional money to -- to start thatplace, and buy the equipment and everything. So -- so he was -- a-and for that, hewas, if I can talk about my father now."
"Q: Yes, but not about the war, just about what his life was like --",A: Okay.
Q: -- what he was doing before the war.,"A: Okay, so that's the -- I think that fits into it."
Q: Okay.,"A: So when -- when Russians came, he was arrested."
"Q: Well, excuse me, let's leave that for later.","A: Oh, oh, oh, okay."
Q: Because that's already about -- about what happens during the war.,"A: Okay. Okay.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.26Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Okay. But I -- tell me this, wha-what was his role in the jail? What was his job","A: I think he was in --I have no idea, because I was too small. Father was stilltalking about showing the pictures. I know on the pictures he had a lot of picturesfrom the jail. And -- and he was always in the middle, so I don't know whetherthat's the -- was that something important for him?"
"Q: Yeah. Was he the -- was he the director of the jail, or was he just in charge of","A: He was maybe -- maybe -- I don't know, director, or -- or -- or somebody, youknow, in may -- maybe somebody more important, you know."
Q: Okay.,"A: But I know he was getting good money and -- and -- and it's helped him to startin the farming, and -- and whatever. And he was very smart man, because he knewhow to start -- start everything, and --"
Q: It sounds like he was very enterprising.,"A: Right, right, he was."
"Q: Now, di-- because it was land that he was given, did he and your mother build","A: Yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.27Interview with Stanistawa TobisJanuary 28, 2015"
Q: Was it a new house?,A: Yes.
Q: What did it look like?,"A: Well, it was bigger than somebody else had."
"Q: In other words, it was a large house.","A: Well, the -- I would say medium --"
Q: Okay.,A: -- because there will -- there were bigger houses than -- but not in this area.
"Q: Okay, was it built from brick, or from stone, or from wood?",A: From wood.
Q: Okay.,"A: And we -- we had the f-- forest, a lot of forest, so -- so I guess they -- they hadtheir own probably wood, that they took to Tartak, and in Tartak was where theycan take the -- and the -- the tree, and -- and make a --"
Q: Log structure.,"A: -- logs for -- for building, or for something, for the boards, or whatever --whatever they needed. So --"
Q: And how -- how many rooms did you have in the house? Do you remember?,"A: Three, four. F-Four and -- and they -- they were -- no, five. There was anotherone. And -- an-and they were making another room, another --"
Q: They were adding on to the house?,A: Adding -- adding onto -- more.
"Q: Okay. When -- when you were growing up, were you going to school, to Polish",A: Yes.
Q: Did you have to travel far to do it?,"A: They usually -- the man that was working, he took u--he drove us there, but Ithink it was two kilometers."
Q: Was it by horse and cart?,A: Yes.
Q: Okay.,"A: No, that time, only one car we saw in the area, and that man owned ha --thousand -- thousand of hectare of land."
Q: So this man was a -- was your --,A: So -- so -- so -- so our -- our 30 or 40 didn't -- didn't -- car --
"Q: Yeah, no car.","A: No car.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.29Interview with Stanistawa TobisJanuary 28, 2015"
Q: No car. Did you have a radio at home?,A: Yes.
"Q: You did, okay. Did you have electricity?","A: No, not yet."
Q: Running water?,"A: Ru--no, we had to -- and --"
Q: You had a well?,A: And -- we had a river.
"Q: Oh, okay.",A: It was so -- so close that it wasn't worth it to -- to dig the well.
"Q: Oh really, so you would get water from the river?",A: Mm-hm. And I -- and that's where I learned to swim.
"Q: When you were still a girl, when all political things started happening, did your","A: I'm sure they did, because I--1 do remember some talk. Not that I maybeunderstood to a hundred percent, but I knew that something bad happening. Andthen at one time, they were collecting like donations for the government, to starthelping, and start -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.30Interview with Stanistawa TobisJanuary 28, 2015"
Q: Preparing?,"A: -- preparing. So -- so all that was being prepared, and my parents knew about it.And -- and even -- well, this -- this I am not supposed to say now. But the newspaperwas delivered, but at that time, there was no more newspaper, no more news."
"Q: Oh really? You mean in ni -- like when the war started, there was no more news?",A: Yes.
Q: Can you --,"A: Because that was -- that was -- what I want to say, it's the beginning of war."
Q: Okay.,A: Should I?
Q: In a minute. Just --,"A: Oh, in a minute."
Q: We're almost there.,A: Okay.
Q: We're almost there.,A: Okay.
"Q: Do you remember what the summer of 1939 was like? Where you were, what","A: Okay.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.31Interview with Stanistawa TobisJanuary 28, 2015"
Q: Do you remember how your family spent that last summer?,A: We were at home. My father fi -- he was not working in Wolkowysk any more.So-
Q: He had stopped his job?,"A: He stopped his job, but -- I think couple years ago, but I really don't rememberwhich year. And so he -- and -- and -- and probably about three years or so, andJereczek was born, so Father was so happy that finally, I will raise this child. P'll be--I will have him, and -- and he was very happy that it's a little boy, and so -- andmy brother was always trained for the army, because my father was so proud of hisboys. And I thought he doesn't love me."
Q: Oh.,"A: But I -- but when he died, my brother says, you know you -- our father loved youmore than me."
Q: Oh really?,A: So I guess there is no --
Q: Yeah.,A: --no -- with children --
"Q: Yes, yeah.","A: -- you never -- you never judge your father or mother.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.32Interview with Stanistawa TobisJanuary 28, 2015"
Q: No. You can't tell.,A: Mm-mm.
"Q: I mean, you're loved -- you're loved much more sometimes than you know.","A: Right, right."
"Q: Yeah. So, do you remember the day that the war broke out? This was September","A: Yes, yes."
Q: Where were you?,"A: Iwas home. We didn't start the school, and -- and my father tell -- told my mom,I'm gonna go to the village, and I'm gonna find out -- maybe they have some news,and -- and maybe I can find out what's happening. And he -- he went, and -- andthere was an hour, two hours, three hours. My mom started to crying, and --something happened to Dad. And she says, why don't you go to that village, a-andmaybe you will find Father."
Q: And this was September first?,"A: Yes. Wait a minute. September -- yeah, that was --"
Q: The fi -- when the war actually starts.,"A: Yes, yes, yes."
Q: Okay. And what was the name of the village that he had gone to?,A: Krupa.
"Q: Krupa, all right. So who did she ask? She asked you to go?",A: My s-- my sist -- my sister and me. You didn't go? A2: I don't think so.
"Q: Krupa, all right. So who did she ask? She asked you to go?","A: Oh, so I probably went, maybe with neighbor's children."
Q: Okay.,A: Because we had one neighbor very close to us.
Q: Okay.,"A: Because the -- the plans were, on your property, you -- you build, you know,where you wanted. So -- so that was close to the river, close to the border, and --"
"Q: By border you mean the territ -- your -- parents"" land?",A: Right.
"Q: From the neighbors"" land.","A: Right, right."
"Q: Okay. So, you went to find your father in the village of Krupa?",A: Mm-hm.
Q: What happened? What did you find out?,"A: On the -- on the way to it, my father was led by group of Byelorussian boys, withthe gun pointing at him, and walked towards us. Where they were walking -- I really The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.34Interview with Stanistawa TobisJanuary 28, 2015don't know wher-where they wanted him to go. At that point, wasn't yet towardsLyskow. In the Lyskow was -- that was post office place, very small town. And in itwas place for the police, and apparently -- and they got the guns from the policeover there, and -- and police already was in the jail. And they were leading myfather there."
Q: To the jail.,A: To the jail.
Q: In Lyskow.,"A: Yes. And my father just said, go to Mom and tell her what you saw."
"Q: Okay, but I'm a little confused. You're saying this happened September first?","A: Oh, wait a minute. No, no, no, that's not -- not September first, that was 19""?"
"Q: September 19""""?","A: September 19"", yes."
"Q: Okay, so --",A: I'm sorry.
"Q: Okay. That's -- okay, that makes more sense, bec-because --",A: Yeah.
Q: -- September first is when Germany attacks.,"A: Germany attacked. At that time, the radio still was working, and we heard the --the news on the radio yet."
"Q: Okay. [phone ringing] We can stop, please [break] Q: Okay, so we were talking about the radio still worked, and was telling -- wi --",A: Right.
Q: Do you remember how your parents reacted? How --,"A: Very, very worried."
Q: Okay.,"A: Didn't know wha-what to do. And I really -- I really don't remember. They did --they didn't want to upset us, you know, so that was a ri -- a lot of it was hush hush."
Q: Yeah.,A: Not -- not to tell children much.
"Q: And the next two weeks is -- you know, did -- was there any more news? Did you","A: More on the radio. Yeah, we were -- we were getting some, but I don't rememberprobably where the station was that they were getting the news. But --"
Q: Did school start?,A: No.
Q: No school.,A: The school -- school starts -- my -- my parents didn't send us to school --
Q: Okay.,"A: -- at that time. Up f-- at that time -- no, that was when the Russians came in. Then-- then our help went. They didn't -- they didn't stay with us any more. But -- but atthis point, we were -- we were still being taken care of, as far as the people workingfor us."
Q: And were the people who worked for you Byelorussian?,A: Yes.
Q: Okay.,A: From the villages. Mostly from -- from another village that has the same name asour osada.
"Q: Okay, a-as -- as your settlement.","A: As my settlement, yes."
Q: Which was bran --,A: Brantowce.
"Q: Brantowce. So there was a village Brantowce, and there was a settlement of",A: Right. And I heard that Brantowce name came from the family name Brant. So--so he probably owned this -- this property of -- at our osada.
"Q: Mm-hm, your settlement.","A: And the village at earlier times, you know, probably the village --"
Q: I see.,"A: -- belonged to him, and the people worked for him, and he -- I don't know how --how it was working, but my father was paying to -- to those women or men, youknow, that were -- were working in the fields."
Q: And you said there were two or more people working in the fields?,"A: Oh they -- no, no, in the fields there were sometimes hundred people."
Q: Oh really?,A: Because -- depending what was being done.
"Q: So you mean, during the harvest time, or the --",A: Right.
"Q: -- farming time, there could be many people.","A: Right, right."
Q: I see. And they would come as day laborers to work on this --,"A: Day. And I know my father gave them one zloty, which is what, like one dollar.So, each one got, so he always was prepared with those single -- single zlotys.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.38Interview with Stanistawa TobisJanuary 28, 2015"
Q: Did you have any interaction with these -- with the villagers who would come to,"A: What kind of interactions, what did you --"
"Q: I mean, did you talk to them, did they talk to you, did you know them by name?","A: Oh yes, when I was riding the horse, they were screaming that I am gonna fell --fall off. They -- they were sa -- shouting, [indecipherable] you gonna fall off thehorse. And I -- and I didn't care."
"Q: Okay. So, what happens -- what happened after that? How did things progress?","A: Well, we -- we just sit and wait, and -- and get some news if you can. And if youget nothing, that's --"
Q: Okay.,"A: But until ra -- Russians cross the border, that's when radios were cut, andeverything was cut. And Germans already got all the stations, so the cities on thewest, and -- and we just --"
Q: So was --,A: -- completely became --
Q: Isolated.,"A: -- isolated, yes."
"Q: So, does that -- on the day that no more news came over the radio, is that when",A: Right.
Q: Okay. And did you -- did you know that the Russians had crossed the border at,"A: 1--we didn't. I don't remember, that was surprise when we saw the tanks rollingdown those roads. Because in our area, the roads were just a normal -- how do youcall? Field roads. But well used and everything, you know, so -- so that's what theywere rolling those tanks on, and they were coming and -- and so -- so they didn'tcome to -- to our area, until the 19""."
Q: Was your father already arrested by then?,"A: No, that's -- that's when -- that's when they arrested my father, on the -- on thesecond day."
