Question,Answer,topics
Q: So being nobility didn't mean that you had money?,"A: Oh, absolutely not --","[1, 2, 3]"
Q: So you had privilege?,"A: -- I mean, that's how the Crusades once started.","[1, 2, 3]"
"Q: Uh-huh, uh-huh.","A: Get the second and third son, get them out of the way, give them something to do. And no -- and the -- the -- my oldest uncle, my mother's oldest brother, he inherited this fabulous castle, the Rimburg, which is on the border from Germany to Holland, to the Netherlands, and the n -- Holland claimed it after this last war, and my uncle was very happy about it, but then theGermans got it back. And my mother had -- there were six or seven children. Uncle Siegfried was the oldest, and my grandmother was 18 years old, and she had the baby, as was done in those days, at home, but thank goodness with the help of a -- of a doctor. And he wa -- wa -- held the baby and declared him dead, and put him on a chair, and after awhile that dead child began to howl and yell, and he -- he lived. And the -- the doctor told my -- my grandfather that that was to be the first and only child. Oh, the -- she had a Caesarian, which in those days, can you imagine?And after the Caesarian she had right away one more child after the other, seven altogether.","[1, 2, 3]"
Q: Really?,A: Yeah. And died completely exhausted and spent at age 49.,"[1, 2, 3]"
Q: So this was your mother's mother?,"A: That's my mother's mother. I never met her, of course.","[1, 2, 3]"
Q: Right. Now was your mother educated?,A: No. Girls in those --,"[1, 2, 3]"
Q: Girls were not educated.,"A: -- days, girls in those days were pitifully off. Really, she went to a -- she went to a girl's school, I suppose, in wherever they lived. Oh my -- my grandfather had been the commander of Colmar, Alsatian Colmar, which then was German, which as a consequen -- which had a cra -- had a confer -- consequence. About 20 years after this past war, let's say in 1965 or so, the French government offered French citizenship to my mother.","[1, 2, 3]"
Q: Really?,"A: Yeah, which was very nice, but my mother said, no, I'm 80 years old, you know, I might as well stay who I am and where I am.","[1, 2, 3]"
Q: Right.,"A: But she felt very much like li -- very Alsatian and spoke French with a strong Alsatian accent, which is funny. And from there he went to another military g-garrison in Silesia and finally to Potsdam and in Potsdam it was time for the girls. After school my mother had -- had finishing school, one year in a finishing school in Geneva.","[1, 2, 3]"
Q: So this was a finishing school in order to be it -- to come out --,"A: Presentable, right.","[1, 2, 3]"
"Q: -- and -- oh, uh-huh.","A: I mean, her knowledge of things, be it mathematics, or -- or history, forget about it. She was -- and that -- that led to her debut before -- before the emperor, and that was mandatory. Otherwise, you -- she would never catch a husband. And so, you know, th -- how they managed, with their meager income, it was at that time meager because my -- my grandfather had to retire at age 55 because during a hunt, a hunter has mistaken his head for a hare, and put a load of what do you -- what do you call the BB gun --","[1, 2, 3]"
Q: Buckshot? Oh.,"A: -- BB in there, which he was not mortally wounded, but to get all the little pieces out of his scalp was impossible, so he could never wear a steel helmet again. A general without a helmet? Unthinkable. So he had to retire and live off a meager pension. They had just barely enough to eat and so did the ba -- the servants, you know, the life without food was thinkable, but not without servants. And then the -- my mother was taken to that wonderful ba -- ball of the year, and was pres -- officially presented to the majesties, and then other balls -- dances, followed, during which she met her first husband. Erich Baron von Hornstein, and --","[1, 2, 3]"
Q: And is that when she becomes a baroness?,"A: No, no, no, she had been a baroness.","[1, 2, 3]"
"Q: Okay, she's a baroness anyway?","A: I -- only -- only -- only noble -- no -- people of nobility were invited there, others did not exist.","[1, 2, 3]"
"Q: Exist, right.","A: Of course the -- the -- there was the so-called briefadle, which was the -- many of those which the Kaiser bestowed upon a person with great merits. But those were people that were looked down upon, of course.","[1, 2, 3]"
"Q: Yeah, because they were not true nobility.",A: Right.,"[1, 2, 3]"
Q: Yeah.,"A: And among my ancestors is not a single bourgeois, not a single one. I mean, as far as we can go back, you know?","[1, 2, 3]"
Q: Right. It's all nobility [indecipherable],A: All nobility because they didn't meet anybody else.,"[1, 2, 3]"
Q: Yeah. So how did your mother meet your father? Do you know?,"A: Oh absolutely, my father and my mother -- of course, he was old nobility too [indecipherable]","[1, 2, 3]"
Q: Yes.,A: And they --,"[1, 2, 3]"
Q: But not quite as old.,"A: Not quite as old, but that was, you know --","[1, 2, 3]"
Q: Didn't -- that didn't matter.,"A: That didn't, no, no, you know. And they met socially in Potsdam. He was a very outstanding young officer. He had been put in military school with all his brothers at age eight, and that wasa brutal education for this very sensitive boy. And he knew one thing, never mind what his father wanted, or what his -- his -- the plans that he had made for him, he will not enter the military as a -- choose the military as a career. His aim was become a diplomat and at a very young age, he became the adjutant of the then Reichschancellor von Bethmann-Hollweg. And in that capacity he -- he -- for instance, he took -- he took the declaration of war to the Kaiser personally to be signed. And he had -- he was a very promising young man who had probably become a vi -- finance mis -- minister or something like that. And then the war ended.","[1, 2, 3]"
"Q: And we're talking World War I, of course.","A: World War I, of course. And my -- my brother and his -- my -- my father and his brothers went to war, and they all die -- they were all killed except my father, who had a terrible, terrible shrapnel wound right above the eye -- the ear, the left ear. And spent a year or so in military -- in military hospitals. Was operated on under brutal circumstances. And then he came home, and he found a mother who had, you know, who had been a proud woman with her beautiful four boys, and her -- her husband, a general for a husband. She was completely broken, of course, and ma -- and my grandfather, not as a consequence of that, but soon after the war, was hospitalized with what probably was Alzheimer, and he -- he lost his mind and he died be -- six months before I was born, to be his first grandchild. That was tragic. And my father's family, they were all military. And -- and his grandfather was not only a general too, of course, but he was the -- in the cabinet of the duke -- of the Duke of Meklinburg, which was one of the states in Germany before the unification in 1917. But th -- and he was highly regarded, but the -- the -- the duke forgot something very important which he did with other people, to give him an estate for -- you know, as a thank you. So he was -- he was receiving a pension and there was no money there. And --","[1, 2, 3]"
"Q: So if nobility are not necessarily wealthy, do nobility have privilege? Is there -- is there something that comes?","A: Well they -- first of all they think they are better than others, of course, yeah.","[1, 2, 3]"
"Q: Yes, that's a self privilege, yes.","A: And -- and it car -- came close to it -- close to serfdom in many provinces. Not as badly as in Russia, but -- and some of them were -- were very, very good to their people, and I guess I learned from my -- my father how to treat people below you, always with the greatest respect. Never let them feel you're in a bad mood, or that -- always say please and thank you and I still remember my father when our nanny, who was then a cook, when she approached a door with a full tray, he would jump up and open the door for her. And that was not --","[1, 2, 3]"
Q: That was not typical?,A: No.,"[1, 2, 3]"
Q: Okay.,"A: Well, probably not. Not in my mother's family, they weren't that nice.","[1, 2, 3]"
Q: Uh-huh. Ho -- wh-what are your earliest memories as a kid?,"A: Well, the birth of my brother, I was two and a half.","[1, 2, 3]"
Q: You do remember?,"A: [remember my br -- clearly my mo -- my brother, a yellow little something lying there, and I had not been prepared. You know, in those days you weren't, because I mean, dis -- pregnancy was something very indecent. And -- but I remember my disappointment tha -- when they told me the stork had already le -- had already left -- the stork who brought my brother had already left, but he left me, as a present, a huge bag of candy. And what came out first was a wolf-like red -- Little Red Riding Hood wolf made of chocolate.","[1, 2, 3]"
Q: Really?,"A: Yeah, and that wa -- made it easier for me to accept my brother. And he is still alive.","[1, 2, 3]"
Q: Yes.,"A: And now I'm his younger sister, of course.","[1, 2, 3]"
Q: Even though you were the older sister?,A: Yeah.,"[1, 2, 3]"
Q: Yes. This is Everhard? Is -- what [indecipherable],"A: No, that's -- it's Freiderich Wilhelm.","[1, 2, 3]"
"Q: Freiderich, right.",A: Freiderich Everhard --,"[1, 2, 3]"
Q: Is the -- is --,A: -- was my mother's youngest brother.,"[1, 2, 3]"
"Q: Y-Youngest brother, right.",A: Yes.,"[1, 2, 3]"
Q: And how do you remember your parents when you were so young? I mean di -- were you close --,"A: Well, I remember my -- my mother as being almost aloof, very cool.","[1, 2, 3]"
Q: Cruel?,A: Cool.,"[1, 2, 3]"
Q: Cool.,"A: Very cool, and I never -- I cannot remember one single occasion where I sat on her lap. She couldn't -- she never received love at home, so she couldn't give love to her children, which was tragic. She had a horror of men because her father was -- had been after the daughters, which --","[1, 2, 3]"
Q: Sexually.,"A: Yes. And it must have come to a scene once where my mother overheard her mother behind a closed door yelling, ""And if you do that once more, I'm going to divorce you."" I mean, he never really touched them, you know, but it came pretty close.","[1, 2, 3]"
Q: So how did you find out about this?,A: My mother told me.,"[1, 2, 3]"
Q: Later?,"A: Yes, much later when I would understand.","[1, 2, 3]"
Q: So she was afraid of her father?,"A: She was afraid of her father and in consequence of -- of all men, including God. She was afraid of God. She could deal with Jesus Christ, but not with God himself.","[1, 2, 3]"
Q: Did you ever see her be affectionate with your father?,A: I don't think once. Not even once. She was affectionate with my little brother.,"[1, 2, 3]"
Q: She was?,"A: Yes, and of course that made it very hard for me --","[1, 2, 3]"
Q: For you.,"A: -- because I -- I was always told how homely I was. I had very little hair, the hair came late, and I was spindly little legs, you know, fresh. And I once overheard a terrible thing, which I -- at the time I couldn't really interpret. Behind a -- a paravol, I overheard, in somebody else's house, people talking and si -- once one lady said to, was it her husband, saying, ""Unbelievable, that child and this beautiful mother? Those poor people."" So that was me.","[1, 2, 3]"
Q: So you grow up feeling unattractive?,"A: Unattractive and that lasts for quite a long time, until I found out at age 18 that I had something that my mother didn't have. And that was called sex appeal.","[1, 2, 3]"
"Q: Right. Now how did your father make you feel since you were much closer to him, yes?","A: My f -- fa -- father, as soon as he was home I climbed on his lap and he kissed me and Sunday mornings, I'Il -- I'll sit at the foot of his bed and for -- for -- for -- for hours he would tell me stories, and never wo -- I would have done -- have been in my mother's bed, unthinkable.","[1, 2, 3]"
"Q: Now, did they sleep in separate rooms?",A: Oh yes.,"[1, 2, 3]"
Q: This was -- this was what was done?,"A: That was -- yeah, that was done in our circles. Most of them slept in different room, but with door open so my father can -- could come and help my father. My father suffered from the most terrible nightmares.","[1, 2, 3]"
Q: Uh-huh.,"A: Not only as far as the past was concerned, but it always ended with a horribly -- with this hoarse voice he'd say, ""They are coming for me, they are coming for me."" ""Sie holen mich, sie holen mich."" Well, one day they came.","[1, 2, 3]"
Q: And it was -- and do you think at that point he was thinking of the Nazis?,A: Oh yes.,"[1, 2, 3]"
Q: Yes.,A: Very definitely.,"[1, 2, 3]"
Q: So --,"A: And I was very surprised when I -- to find out someday that other people's fathers didn't have these nightmares. They didn't yell out at night, he woke up the whole house. It happened at least once a week.","[1, 2, 3]"
Q: It was that loud?,A: It was the past that --,"[1, 2, 3]"
Q: And would you run into his room?,"A: No, no, I knew my mo --","[1, 2, 3]"
Q: You wouldn't? So your mother --,A: But I would -- I would get up at times because I heard my mother trying to comfort him.,"[1, 2, 3]"
Q: I see.,A: And to wake him up and all that.,"[1, 2, 3]"
Q: Right.,A: But it was taken for granted.,"[1, 2, 3]"
"Q: Do you -- a-as you look back, as a young person, not as a -- not when you were a teenager or older than that, did you think that they had a good marriage, or was this not what one thought about very much?","A: Yes, I thought it was. They never fought, they were very respectful to -- to one another, but there was no -- no tenderness --","[1, 2, 3]"
Q: Uh-huh.,"A: -- no -- no, it wasn't -- just somehow -- I -- I could compare because th -- I-I adopted a family in the neighborhood.","[1, 2, 3]"
Q: Uh-huh.,A: I talked about --,"[1, 2, 3]"
"Q: Ditte, your friend. Ditte -- or Ditte.",A: Ditte.,"[1, 2, 3]"
Q: Ditte.,A: She is still alive.,"[1, 2, 3]"
Q: Really?,"A: And Ditte's mother was Jewish. Of course, in those days denying she was, she looked like -- you would s -- notice it right away. But they had a regular Jewish family life, wonderful. And they adopted me, and I really -- you know, from a certain age on, from age nine and 10 on, was never anything but politics discussed at the dinner table. The atmosphere was grave at home, if not black. And we grew up without supervision, too, you know my mother could -- we were sent out into the street, I was a regular little Berlin street girl, unusual for our circles, very unusual.And -- but home, my home was with the Nickel family, really. The Nickels.","[1, 2, 3]"
Q: So when did you f -- when did that start?,"A: That started -- we -- we entered -- we entered the lyceum, the high school together at age -- I was nine, Ditte was 10.","[1, 2, 3]"
Q: So that's when that started?,"A: That's when that started, yes.","[1, 2, 3]"
Q: But now all through -- all through your childhood -- the Nazis don't take over until deg33.,A: Yeah.,"[1, 2, 3]"
Q: But there's a lot of ferment in Germany --,A: But there was --,"[1, 2, 3]"
Q: -- and a lot of [indecipherable],"A: -- yeah, there wa -- the -- the -- he was co -- Hitler was coming.","[1, 2, 3]"
Q: Right.,"A: [remember a scene in a nearby street, the street on which Martin Niemoeller lived, and the -- and the -- the -- the St. Anne's church was on that. One Sunday the SR -- the SR was marching outside, singing, chanting, you know, howling one. And I looked -- I said to my father, ""Who are they?"" And my father s -- it must have been in ""32. And my father said, ""Well, that's a terrible gang, and -- and,"" -- and I said to him, ""Why -- who allows them to do that?"" ""Well, th-that's their leader."" And I said and what was going to happen, and he said, ""Well he -- he wants to be the -- the head of the German government, and if he ever comes to power,"" -- I said, ""What -- what will happen then?"" And he said, ""May God help us all."" So I remember that, I've never forgotten. They did that in front of the church, to -- to disturb the services.","[1, 2, 3]"
Q: In Dahlem?,A: In Dahlem. That already --,"[1, 2, 3]"
Q: Right. You moved there --,"A: -- we had -- we had moved to Dahlem, yeah.","[1, 2, 3]"
"Q: -- a number of years before. So ag-again, a little bit pri -- prior to the 32 and deg33, is it a very religious home that you grew up in?",A: No.,"[1, 2, 3]"
Q: No.,A: No. There was prayer at lunch.,"[1, 2, 3]"
Q: And you all ate lunch together?,A: My mother --,"[1, 2, 3]"
Q: Father?,"A: -- and my -- no, my father was -- worked an hour away.","[1, 2, 3]"
"Q: Oh, I see.","A: He was then in the same pos -- in the position with the Hohenzollerns, the keeper of the privy -- purse, you know, the -- under a ruling monarch that would have been finance minister. And he took care -- administered the -- one of the biggest fortunes not only in Germany, but in the world.After the Kaiser abdicated and f -- not went, but fled to Holland.","[1, 2, 3]"
Q: Right.,"A: The German government took everything from him. But somehow things went large -- long trains went to Holland, where he had sought and received asylum. He received all his -- his personal belongings and -- and also his many, many estates.","[1, 2, 3]"
Q: Really?,A: They were all back to his name there.,"[1, 2, 3]"
Q: So your -- and your father is taking care of all this?,"A: My father is -- not only administered the money, but made a lot of money for them. The Hohenzollern -- Hohenzollern family though, were imbeciles. Really. He did -- my father was not a monarchist. My father couldn't ta -- stand the Hohenzollerns, who took advantage of him whenever possible. But he loved this old, old, confused old man.","[1, 2, 3]"
Q: Really?,"A: Who had caused so much trouble in the world, but would never admit to it. Never one word.And who was easily influenced. When the Nazis came he had remarried. Remarried a princess, a widowed princess with four children, of -- two sons and two daughters, Princess of Schoenaich- Carolath, and who was 30 some years younger than he, and he fell in love, you know. His first wife, the Empress Auguste, who must have been an angel, she loved him. And she died literally of a broken heart after he went to Holland. And then he soon, within two years he was remarriedand lived in his golden cage, and my father had his own apartment there, of course, and went -- stayed with him, I would say, an average of a week a month.","[1, 2, 3]"
Q: Uh-huh.,"A: And when him -- when my father left him, he had talked reason to him, you know, but he always knew, as soon as he turns his back, the old man would --","[1, 2, 3]"
Q: Wish -- good -- would go back.,A: -- fall prey to any bad influence. Poor man.,"[1, 2, 3]"
Q: Yes.,"A: He had a hard life, you know, growing up with wa -- only one arm, the other one crippled. For a Prussian, for a future emperor, he had hells on wheels.","[1, 2, 3]"
"Q: Hm. We have to stop the tape and change it. Q: When does Anna come into your life as a housekeeper? Or what is she, actually?","A: 1-- I came into Anna's life, so to say. Anna -- when my -- my father and my mother got married, they got in touch with je -- with each other while my mother was in the sanitorium for her lung disease and my father was in a military hospital. Somehow a correspondence began.","[1, 2, 3]"
Q: Really?,"A: And one remembered the other, and they really fell in love over -- they must have -- over the letters, because they already got -- he got out of the military and they married in May of 1919.My sister was always -- half sister was six months -- six years old.","[1, 2, 3]"
Q: Uh-huh.,"A: And then was the question what was he going to do with his life. He had -- he ra -- was a very good looking man, he had had his military -- military academy education, which I mean for those years were -- was a pretty good one. He was right away spotted as a very special -- very special man with a talent for finances. Well, they got married and even though they had hardly enough to eat, they had to have a servant who would cook. And --","[1, 2, 3]"
"Q: Your mother didn't go into the kitchen, of course.","A: Oh, would sh -- well, first of all they -- they asked around in Potsdam and Anna's name was given to them. She was -- Anna was born in -- in the 1980 -- 18 -- 1887, so she was already, you know, not very young for those days any more, and she was -- her -- her family, also noble, her family, von Massel -- I call them Shtraylo in my -- in my book, I believe. There were, due to the circumstances there was nothing to eat, it was dismal circumstances. They moved to one of their estates, they had an estate. So Anna could pick, you know, and she took one look at my mother and said this lady is not going to interfere with my housekeeping, you know. She was right. Andno children, thank goodness. So she accepted for -- for, 1 mean, peanuts for pay, the position. My mother -- my mother and father had been assigned an ap -- miserable apartment, which is still standing in Potsdam facing a coal supply firm, and it was all windows going to the north, and there were -- was a bit wet, and but you -- what could they do? And that's where I began my start in life. And when Anna heard that a baby was on the way, she seriously considered leaving. But then on the other hand, you know, maybe my mother had no interest -- as little interest in a child than she had for the household. She stayed, watched me being born and I was her baby. From the first day on, I grew up on Anna's arms, and all the tenderness that I didn't get from my mother, I got from Anna.","[1, 2, 3]"
Q: So Anna became a kind of mother figure --,A: Absol --,"[1, 2, 3]"
Q: [indecipherable],"A: -- and still -- I still, when I think of motherhood and -- and of being on somebody's lap, there is Anna, holding me tight like a -- like a gorilla holding her young, Anna. She would not even share -- share her with my mother. This -- when my mother three years later, two and a half years later, gave birth to my brother, she decided she'd let her keep that baby.","[1, 2, 3]"
"Q: So in some ways, Anna kept you from your mother, at a certain point.","A: Well, though, she didn't have a hard time keeping --","[1, 2, 3]"
"Q: Keeping you, I see.","A: Yeah, yeah, of course.","[1, 2, 3]"
Q: Explain to me what you mean by an apartment was assigned to your parents. Who assigned it?,"A: It was assigned, there was a housing office --","[1, 2, 3]"
Q: I see.,"A: -- because of the terrible shortage, like there was during the war -- World War IL, and after World War II --","[1, 2, 3]"
Q: Right.,"A: -- where you had a va -- you had a right to certain space and -- and that's what they had to take, whether they liked it -- it was either that apartment or none.","[1, 2, 3]"
"Q: Right. Now tell me something, Anna is nobility, but she's working as a housekeeper. Now, is this odd? Or is it --",A: Wait -- what -- what -- whose --,"[1, 2, 3]"
"Q: Anna. Anna you said had an -- estates, her family. Or am I wrong?","A: Yeah, Anna came from the Vendish tribe.","[1, 2, 3]"
Q: Right.,"A: A Vendish tribe, and a very proud tribe, and the girls were all sent to work with -- to work in households.","[1, 2, 3]"
"Q: I see, I see.","A: They couldn't do anything else, th -- they had, according to German laws, which applied to them, learn German and -- and attend school until 14. But Anna would not have gone to a bourgeois family. First position she had at age 14 was with nobility and later my parents.","[1, 2, 3]"
"Q: And why is that, because the ven --",A: A beca --,"[1, 2, 3]"
Q: -- because of wu -- of the group that she comes from? The particul --,"A: No, I don't -- she identified herself so much with our family that y -- or later too, very few non-nobility people came into our house, and they had to make up for their terrible lack by titles","[1, 2, 3]"
Q: Hm. When you start going to school --,A: Yeah.,"[1, 2, 3]"
"Q: Well, let's --",A: Well --,"[1, 2, 3]"
"Q: -- let's mo -- move up. When do you first go to school, when you're six?","A: When I was six, I went -- of course, we were much too sn-snobbish a -- to -- snob is not a ver -- g -- good word, by the way, a -- but mainly thanks to Anna, her child would not attend a public school. So we -- th -- my parents joined other parents and they founded a school in the neighborhood, it took place in one room, and there were -- for the first three years of my life there was one teacher who had been retired, he came out of retirement. He taught us all, we were about 12 children. That was neat, that was neat. And then we -- even though I was so small and - - and I was sick very often, my parents insisted on me entering the so-called high school, the higher school, not at age 10, but at age nine. Which of course, as a consequence, I -- I was left behind when I was 13.","[1, 2, 3]"
"Q: In order to join up with the other kids, or because you weren't --",A: Because I was not --,"[1, 2, 3]"
Q: You weren't ready.,A: -- not mature enough.,"[1, 2, 3]"
Q: Right.,"A: And th -- that -- that school was just around the corner from us in Dahlem, we had moved to Dahlem, renting a beautiful house on the same street where we would later in 1932 and ""33, would build our own townhouse.","[1, 2, 3]"
Q: Uh-huh.,A: Yeah.,"[1, 2, 3]"
Q: But you also said that that became a neighborhood where a lot of Nazis --,A: It was an --,"[1, 2, 3]"
"Q: -- lived, or least some.","A: -- a neighborhood where a lot of non-Nazis lived, but among the populati -- and film stars, movie stars lived there. But a lot of the highest Nazis -- Himmler had his house around the corner, the Minister of Economy, the Minister of Education, Woost, economy was Starrer.Goebbels was out in Wannsee. Oh yes, a lot of it was -- you know, all these beautiful villas where Jews had lived, that Jews had -- had built, had worked for, when they were expelled, before being dis -- deported and killed, those villas were taken by the Nazis and high military people. You know, I had one Brauchitsch, General Field Marshall -- Field Marshall Walter von Brauchitsch, a cousin of my mother's, who was Chief of Staff of the German armed forces, of the German army. And he lived in one of these big villas, and was -- he had been a member of the Nazi party, with the golden bird. And even though he lived, walking, maybe seven minutes away, I not ever in my life set eyes on him. My father would not allow anyone even faintly resembling -- faintly connected with the Nazis, he would not allow it, but my mother was -- was my mother's brother in a -- in -- a young 0 -- an older brother, of course, he joined the SR and the party. And you -- he didn't -- didn't come to the house after that.","[1, 2, 3]"
"Q: Did your mother keep connections with the people who had connections with the Nazis, or were -- did she join with her father --","A: No, no, no, she joined --","[1, 2, 3]"
Q: -- or was it -- with her husband?,"A: -- absolute -- absolutely, yes.","[1, 2, 3]"
Q: Uh-huh.,"A: And on the other hand there was the other brother of my mother, who married a Jewish lady from --","[1, 2, 3]"
Q: Right.,"A: -- from Russia, originally.","[1, 2, 3]"
"Q: Now, when you first moved to Dahlem -- I don't mean when you were two and a half, when you [indecipherable] you wouldn't --","A: No, to -- to -- to Dahlem, I moved at age six.","[1, 2, 3]"
Q: At age six?,A: Yes. To -- from Potsdam to Berlin --,"[1, 2, 3]"
"Q: Ah, at age two and a half.",A: -- at age two and a half.,"[1, 2, 3]"
"Q: Right, okay. So when you were six.","A: When I was six we moved. That makes it 1929. We moved t -- to Dahlem, had that rented house.","[1, 2, 3]"
"Q: Now, do you remember having Jewish friends as well as non-Jewish friends?",A: Oh yes.,"[1, 2, 3]"
"Q: The neighborhood is quite mixed, then?","A: Th-The school was -- yeah, my class was -- was -- was full of Jewish girls, and one by one they disappeared. But except for my dear, dear, dear friend Anita Frank, who was -- they were -- she and her brother were already orphaned at the time, she died in Bergen-Belsen. Reinhardt made it out of -- of Auschwitz, they all reached safety.","[1, 2, 3]"
Q: Really?,"A: Yeah. For a very simple fact. Not only were the parents well informed, but they had a lot of money.","[1, 2, 3]"
Q: Money.,A: Yeah.,"[1, 2, 3]"
Q: And they could get out.,A: Right.,"[1, 2, 3]"
Q: So they got out early.,"A: That's why I never, except for once in Berlin during the day I saw an open truck loading Jews from house -- from a Jew house. Otherwise these sights were not -- you know, I was not familiar with that sight, because even if they had come for them, you know, with the wide spaces in between the houses, nobody would have known.","[1, 2, 3]"
"Q: Did your father explain to you when people were leaving, why they were leaving, or were you reading the newspapers when you were nine or 10 years old? I mean, what did you know?","A: No, I wa -- I remember his growing interest when I said well, Ellen Ginsburg, or Alice Levy, or wa -- and he said, ""They're Jewish?"" And I said yes. And behind that question was always, what can we do for them? That ha -- that happened very, very early. I remember the first incident at school where I didn't even notice it, but my father immediately did, where we handed little forms indicating what religion we were, you know? Name, and -- and re -- what religion theparents were. And -- and what -- what heritage and all that, I remember. Suza -- Suzi Levy, Susannah Levy, si -- Ellen Levy, sitting behind me and showed me hers, and that said, we hereby testify that so and so is of purely Jewish background. It was the wa -- death verdict for them, you know? And I didn't -- I didn't find anything wrong with it, I thought that goes with school, they want to know. Boy, did they ever want to know. And then, you know, by -- by -- of course, I was taken out of that school, and by the time I was taken out in 1937, there were still -- even though there were Jewish schools in Berlin, there were still some Jewish girls in my class. And by the time I came back in 1939, there were -- I don't know, all left, they were all gone.","[1, 2, 3]"
Q: Right.,"A: And I don't have the f -- I was not a go -- very good friend with the exception to Anita and she in deg41 once rang our doorbell, you know. She'd been told that we were okay, and Anita I've never forgotten. She --","[1, 2, 3]"
"Q: She was alone with her brother, her mother had been able to --","A: She wa -- her f -- her -- her -- she lived in -- they lived in Dahlem. How much money they had, I never knew. Very, very much. The mother, widowed mother, can you imagine such a thing, left the children. Anita was then 16 or so, and the brother nine, alone to fend for themselves. She left for Switzerland to marry a man, in the hope that she would dr -- get the children, too. That mother must not have been terribly bright according to what Reinhardt says.","[1, 2, 3]"
Q: No. Yeah.,"A: And of course they moved one -- from one relative to the other, from one Jewish school to the other, until a fa -- she finally -- were both finally caught by the -- by the Nazis and she became a nurse, a nurse's aide -- she wanted to be a midwife.","[1, 2, 3]"
