Question,Answer,topics
Q: Golysuk(ph).,A: And my father Sherman.,"[1, 2, 3]"
Q: Yeah. And were they also from Mlynov?,"A: Yes. They -- in there, yeah, yeah.","[1, 2, 3]"
"Q: Okay. So did you have a larger family, aunts and uncles, and --","A: Yes, from both sides.","[1, 2, 3]"
Q: Yeah?,A: I would say about 200 people.,"[1, 2, 3]"
"Q: So your father's side, do -- did he have brothers and sisters?",A: [had one brother -- two brothers and a sister.,"[1, 2, 3]"
Q: You?,"A: There were four kids, yes.","[1, 2, 3]"
Q: Okay.,A: I was the youngest one.,"[1, 2, 3]"
Q: What are -- what were their names?,"A: My brother after me was Josef(ph), and my sister, her name was a Jawa(ph).","[1, 2, 3]"
Q: Jawa(ph)?,"A: Yes. And my older brother, the oldest, was Jacheal(ph).","[1, 2, 3]"
Q: Jachear(ph)?,A: Jacheal(ph).,"[1, 2, 3]"
Q: Jacheal(ph).,A: Yes.,"[1, 2, 3]"
Q: Mm-hm. And how much older was your oldest brother?,A: My oldest brother was eight years older than I am.,"[1, 2, 3]"
Q: So he was born in 1923?,A: He was in 1922.,"[1, 2, 3]"
Q: deg22.,A: Yes.,"[1, 2, 3]"
Q: In 1922. And how did your father support the family?,"A: My father had a butcher shop, and he used to like be a middle man, selling cattle, buying cattle.","[1, 2, 3]"
"Q: Would he go out to the villagers and buy cattle from them, or they would bring it to him?","A: In Mlynov was with the biggest market in the Wolyn area. Wolyn was like a county here.Interview with Ezra Sherman "" May 16, 2014","[1, 2, 3]"
Q: Yeah.,"A: The biggest market. Every Tuesday was a big market, from everything from A to Z.","[1, 2, 3]"
Q: Okay.,"A: And he knows a lot of -- or used to deal with a lot of farmers, a lot of [indecipherable] and used to make a nice living.","[1, 2, 3]"
"Q: And so, can you describe a little bit about how he would purchase the animals?","A: Yeah. He knew a lot -- all the villagers around there, you know.","[1, 2, 3]"
Q: Okay.,"A: He was born there, he used to deal with them, handle with them, lend them some money, or -- a lot of business did with them. He was a successful businessman.","[1, 2, 3]"
Q: What kind of a personality did he have?,A: He?,"[1, 2, 3]"
Q: Yeah.,"A: He was a sm-smart guy. He knew how to deal with people, with a lot of farmers, a lot of Czechs, Poles. He had a mix, it was a mixed ter -- the majority was Ukrainian, but a lot of Poles, Czechs, villagers.","[1, 2, 3]"
"Q: So, he must have spoken many languages.","A: He spoke Russian, he spoke Ukrainian, he spoke Polish, Jewish.","[1, 2, 3]"
Q: And at home? What did you all speak at home?,A: At home we used to speak Jewish.,"[1, 2, 3]"
"Q: So, Yiddish, yes?",A: Yeah.,"[1, 2, 3]"
"Q: Yiddish, okay. And, was he alone in this business?",A: Yes.,"[1, 2, 3]"
"Q: So, no help from the family, or did your mother help him sometimes?","A: My brother got older, used to help him here and there. But we were little.","[1, 2, 3]"
"Q: Yeah, yeah, yeah. And did your father have brothers and sisters? Did you have aunts and uncles?","A: Yes, my -- my father had three brothers and a sister.","[1, 2, 3]"
Q: And did you know them well?,A: Hm?,"[1, 2, 3]"
Q: Did you know them well?,A: Yeah.,"[1, 2, 3]"
Q: They lived in the area. And what were their businesses? What were wa -- how did they make their livings?,"A: One brother had a -- a store of, you know, like a little supermarket, you know. The other one, I don't remember. I don't -- I was -- the war broke out in ""39. 9 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
Q: You were young.,A: I was nine years old.,"[1, 2, 3]"
Q: What are some of your earliest memories from childhood?,A: Hm?,"[1, 2, 3]"
Q: What are some of your earliest memories from childhood?,"A: I think I remember since I was fi -- four or five years, when I went to cheder, you know.","[1, 2, 3]"
Q: Mmm-hm. Tell us a little about that.,A: Huh?,"[1, 2, 3]"
Q: Tell us a little about that.,"A: In my town, I would say every child went to cheder. Then I -- I got a Hebrew teacher. We were five, six kids, and he used to teach us. And then when they broke out the war, everything is gone.","[1, 2, 3]"
Q: Yeah. Well --,"A: Then I went to school, to Polish school for two years.","[1, 2, 3]"
Q: You did?,A: Yes.,"[1, 2, 3]"
Q: Okay. So it was a public school?,"A: Public school, yes. 10 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
"Q: And was this -- were most of your friends in that school also Jewish, because the town was Jewish?","A: No, mixed.","[1, 2, 3]"
Q: Mixed.,A: Was mixed.,"[1, 2, 3]"
Q: Okay. Did you ever experience prejudice in the -- in the classroom?,"A: We used to fight, but I don't know if it was because I'm Jewish or not Jewish.Just kids, you know?","[1, 2, 3]"
"Q: Yeah. And did you speak Polish, of course, in this --",A: Hm?,"[1, 2, 3]"
Q: Did you speak Polish?,A: Yeah. Still remem -- can si -- communicate good.,"[1, 2, 3]"
Q: Yeah? Okay. Tell us a little bit about your mother. What kind of a person was she?,A: About my mother?,"[1, 2, 3]"
Q: Mm-hm.,"A: My mother died, I think, in deg37.","[1, 2, 3]"
"Q: Oh, so you were little.",A: Yes.,"[1, 2, 3]"
Q: You were little. Do you have memories of her?,A: Very little.,"[1, 2, 3]"
"Q: Yeah. As the youngest, you must have missed her very much.",A: Yes.,"[1, 2, 3]"
"Q: Yeah. Your brothers and sisters, since you were the youngest, was there someone who paid particular attention to you and helped you?","A: Yeah, next door my grandmother lived --","[1, 2, 3]"
Q: Okay.,A: --with my mother's -- her sister. They used to take care of me.,"[1, 2, 3]"
Q: And what do you remember about your grandmother? What kind of a person was she?,"A: [remember almost everything. The names, the --","[1, 2, 3]"
Q: Tell me.,"A: -- where they lived. They used to come each to other, because the town was a little town, five houses, or six houses here there, the left to the right, th-they lived.There were also some of them had kids, my mother's sister had two daughters.Another one had -- my mother had three sisters, and three brothers also, there were seven kids.","[1, 2, 3]"
Q: Your -- what was your grandmother's name?,A: Hannah(ph).,"[1, 2, 3]"
Q: Hannah(ph). And she was your mother's mother?,A: Yes.,"[1, 2, 3]"
Q: Okay. Did you also know your father's parents?,A: Only the grandmother.,"[1, 2, 3]"
"Q: Only the grandmother, okay.",A: Both died before I think I was born. One gr -- one from -- my mother's father wasn't -- lived in United States for eight years.,"[1, 2, 3]"
Q: Did he?,"A: He came here in -- after the war, 1920 or ""21, with some relatives, they live in Baltimore. And after eight years he came back, and a year or two he died, I think.Was before 1930.","[1, 2, 3]"
Q: Can you -- what -- what is it that caused your mother's death? How did your mother die? Was she sick?,A: Yes.,"[1, 2, 3]"
Q: What was the illness?,"A: When I was born -- before I was born, she slipped on the ice. Ever since then, she got sick. I was born in seven months.","[1, 2, 3]"
Q: You were premature?,A: Yeah.,"[1, 2, 3]"
Q: And so was she in bed most of the time? Is that how you remember her?,"A: She -- that time she was sick, yeah. 3 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
"Q: Yeah, yeah. What did -- did your father have any free time to play with the children?",A: I didn't hear you.,"[1, 2, 3]"
"Q: Did your father have any free time to play with the children, to pay attention to the children?","A: Yeah. In the evening he used to come home, I used to help him count the money, help him fill up cigarettes.","[1, 2, 3]"
Q: Did he ever tell stories?,A: Hm?,"[1, 2, 3]"
"Q: Did he ever tell stories? Did he ever tell the children stories, you know, about his life, or about -- about how the day went?","A: Some of them, yes. Little bit, not too much --","[1, 2, 3]"
Q: Was he --,"A: -- because there were certain time, when I take to Palestine, we were about 30 - 40 youngsters, all of them orphan. We didn't talk about the past, til I would say the last 15 - 20 year, we start to talk out.","[1, 2, 3]"
Q: You're talking about yourself?,"A: Yes. 4 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
"Q: Okay, okay. I'd like to break right now, just for a second. [break] Okay, do you have any other memories of what the town looked like, of Mlynov, from before the war?","A: Sure, I have memories. I remember every street, almost every house, remember almost 70 percent of the people, even the names there.","[1, 2, 3]"
Q: Really?,A: Yeah.,"[1, 2, 3]"
Q: Yeah.,"A: It vi-- did you see ""Fiddler on the Roof?""","[1, 2, 3]"
Q: Yes.,A: That's was Mlynov.,"[1, 2, 3]"
"Q: Well, is your local -- was [indecipherable]","A: This was Mlynov. Some -- all the houses, some a little bit nicer, some -- this was the --","[1, 2, 3]"
Q: But wasn't it --,A: No -- no paved streets.,"[1, 2, 3]"
Q: Yeah.,"A: When was raining, you know, what -- walking in mud, that's all. No water in the houses, no electricity. The -- before the war, I think in ""38, we got some electricity.","[1, 2, 3]"
Q: That must have been a big thing.,"A: We were one of the first houses, because my -- my grandmother's brother, he had a mill, and he purchase a generator and got some electricity, and we were one of the first houses that we got it.","[1, 2, 3]"
Q: That's a big thing. That's a big thing.,"A: Yeah, that time was a big deal. No radios -- maybe in the whole town you could find five radios, maybe.","[1, 2, 3]"
Q: What about cars?,A: Mm?,"[1, 2, 3]"
Q: Did anybody have a car?,"A: The prince had a car. We had a prince, a Polish prince lived in --","[1, 2, 3]"
Q: Oh really?,"A: Yeah. He had a car, and another guy, the -- a farmer si -- had a car, that's all. Used to see -- a bus used to come twice a day, that's all, to a bigger town, was coming, you know.","[1, 2, 3]"
Q: Did the kids chase the car or the bus?,"A: Yeah, used to chase it. Run it after them.","[1, 2, 3]"
"Q: What were the -- what were the Polish people, the Gentile people like in the town?","A: Some of them were nice, some of them.","[1, 2, 3]"
Q: Okay.,A: And most of them were anti-Semite.,"[1, 2, 3]"
"Q: Did you feel that, did you experience that?","A: Tas a child didn't feel it. If a child in school told me something, I-I fighted him, or he hit me, or I hit him. That's what was -- that's the way I was raised. My father told me, don't give in, fight.","[1, 2, 3]"
"Q: Yeah. As a little kid, I would suspect that you didn't have much idea of the big historical, political things going on at the time.","A: I knew what's going on, I-- I knew. When the war broke out in ""39, my father came home -- Saturday they used to -- he came home from the killing house, he used to kill the -- the -- Saturday night, in the evening [indecipherable] he came home a Saturday evening, and he says, we in the war. German attacked Poland. Because near their place was a big -- a bridge, a wooden bridge, that he saw these Polish soldiers putting straw under the bridge to destroy the bridge, to [indecipherable]. And my father remembered the Germans -- Austro-German from World War I. Then the next day, or days later, he took a wagon with horses, and he put this all, everything of -- of ours on the wagon, and we head to the Russian border. And we were close, the Russian border was about 50 miles from us. That -- that -- today it's east Ukraine --","[1, 2, 3]"
"Q: Right, right. u Interview with Ezra Sherman May 16, 2014","A: -- that they call it. And we came close to them by maybe 10 - 15 miles. The Russian soldiers holler and said, you can go back, they already in your town. Then the Russia took away Ukraine from -- they got the agreement with the German.","[1, 2, 3]"
Q: How did that affect -- and did -- did people in the town know that there was an agreement that Russia had with Germany?,"A: Most of them didn't know. Only til the Russian came in. Because we didn't have radios, everybody didn't have a radio. And only from voice to voice, you got the news. [break]","[1, 2, 3]"
"Q: Okay. So -- so the Russians are in the town, and people don't have information, they don't have radios to find out what really is going on, it's only, you know, one person says to another person what they -- what they see, or what they might have heard.",A: Exactly.,"[1, 2, 3]"
Q: Okay.,"A: That's the way it was. And the Russian came in, they -- right away, if somebody had business, they sophisticated.","[1, 2, 3]"
"Q: Well, did that happen with your father?","A: Yeah, even my father's store they took away, and everything. And it was a very hard time to make a living, because if you got the -- wasn't jobs also, it's a little town, it's not a-- then my mother used to, you know [indecipherable]ontectnetonancedjusetneey for tarher biormatoerabouttfisestecion Interview with Ezra Sherman a May 16, 2014","[1, 2, 3]"
"Q: Well, your mother was gone by then.",A: Hm?,"[1, 2, 3]"
Q: You -- you said your mother was gone by then. Who was it --,A: My mother was gone.,"[1, 2, 3]"
Q: Yeah. So your father would be --,"A: My father made a living, he always find a way out.","[1, 2, 3]"
Q: But not easy.,"A: Yeah, it not easy, sure. And when they caught him, we have to leave the town.","[1, 2, 3]"
Q: What did they catch him doing?,"A: Used to deal with the Russian. At that time everything was a problem. Sugar was short, it -- kerosene, oil was short, everything was short. Even the -- after a couple months, even bread. They used to give away a--a kilo --a kilogram bread for a day, used to give to people.","[1, 2, 3]"
Q: For a family?,"A: We didn't have problem because my -- my father knew all the farmers, and the farmers always used to hide. They -- th-they have what to eat. And he used to de -- deal and deal, you know, the way he made a living. And we have to leave the town because they cau -- they [indecipherable] was involved with one of the high ranking officer, the Russian.","[1, 2, 3]"
Q: In black market?,"A: Everything -- yeah, the bribery was all -- everything was bribery. With the communist system you're -- they -- they -- they didn't steal, they used to get. They never -- they knew -- didn't -- no, they won't steal. You get it. And that's the way it was, and --","[1, 2, 3]"
Q: Were people frightened?,"A: -- we have to move to -- about 10 - 12 miles, another town. We had a house there also.","[1, 2, 3]"
Q: Your father?,"A: Yeah. He moved there, all of us.","[1, 2, 3]"
"Q: And what happened to him, if he got caught? Did they let him go, or did they keep him?","A: Bre -- paid off. And he moved to the other town and we lived there til the war broke out again in fer -- 41%, when Germany attacked Russia.","[1, 2, 3]"
"Q: Before we get there, I want to talk about this other period. Were people frightened when the Russians came? Did they feel kind of uneasy, or was it --","A: Listen, it -- most of the people were poor. You saw ""Fiddler on the Roof?"" You had a couple families, why -- 20, 30 or a hundred, I don't know, they made a decent living. Most of them, they lived from day to day.","[1, 2, 3]"
Q: Yeah.,"A: Then -- that's the way it was, the life. And the Russian came in. They -- some people were already communists, you know, or illegal, because in Poland was illegal to be a communist. And that's the way some of them -- even they arrest some of them sent a-away to sa -- to the gulag, wherever they call it.","[1, 2, 3]"
Q: Did you know any people who were sent there? Did you know any people who disappeared?,A: Very few. Very few.,"[1, 2, 3]"
"Q: Very few. What happened to the Polish prince? When the so -- when the Soviets came, what happened to the Polish prince, who was --",A: To the Bolshevik?,"[1, 2, 3]"
"Q: No, no, no, no, to the Polish prince who had a car.","A: They ran away before the -- he ran away. He got a plane, he ran away. He had a big farm, very big farm. About two, three villages, Ukraine used to work for.","[1, 2, 3]"
Q: I see. I see.,A: My father used to deal with him.,"[1, 2, 3]"
"Q: With the prince's family, or with the villages? Who did your father deal with, when you said that he used to deal with them?",A: He used to deal with the prince.,"[1, 2, 3]"
"Q: Oh, did he?","A: Sure, he used to deal with the prince, his manager, whatever.Interview with Ezra Sherman * May 16, 2014","[1, 2, 3]"
"Q: Uh-huh. And was it usually a fair deal, or not so much?","A: He used to buy from him a lot of things. Sometimes sell, and sometimes he used to ask for 40 horses he needed, and my father used to get him 40 horses.","[1, 2, 3]"
Q: But all that changed when -- when the war br --,"A: The Russian came in, everything changed.","[1, 2, 3]"
Q: Okay. Did you go to school?,A: Yes.,"[1, 2, 3]"
Q: Did school life change?,"A: When the Russian came in, I was already in the other town.","[1, 2, 3]"
Q: Okay.,"A: Couple months. They came in in the s-s -- end of September, less. The war start September first, and they came in 10 days maybe, or less. I don't remember exactly the date. Then I went to school. The first year at school was in Yiddish, everything Yiddish, but we used to study Russian. Next year, finish with Yiddish, with Jewish.Only Russian. And I studied two years.","[1, 2, 3]"
"Q: Well, tell me about religious life then. Did people still go to synagogue?",A: Most of the people there religious.,"[1, 2, 3]"
Q: Yeah.,"A: Most of them. There was some mi-- modern religious, some fanatic religious.","[1, 2, 3]"
Q: What about your family?,A: My family was modern.,"[1, 2, 3]"
Q: Modern.,"A: My father used to go Saturday to the synagogue, otherwise no. During the week, he didn't.","[1, 2, 3]"
"Q: Yeah. Did he used to talk about the -- you know, what these changes were in that -- what was the name of the other town you moved to?",A: Dubno.,"[1, 2, 3]"
Q: Dubno.,A: Dubno.,"[1, 2, 3]"
Q: Was it larger than Mlynov?,"A: Yes, it was over 8,000 Jews living there.","[1, 2, 3]"
Q: Wow.,A: Yes.,"[1, 2, 3]"
Q: Wow.,A: And the majority were Jewish also.,"[1, 2, 3]"
Q: Okay. What kind of a house did he have there?,A: A nice house.,"[1, 2, 3]"
Q: In the center?,"A: No, the -- the si -- by the end of the [indecipherable]. A nice house we have.","[1, 2, 3]"
"Q: And how did he support the kids in Dubno, same way?",A: The same way. He became the horseman of the commandant of the city.,"[1, 2, 3]"
Q: Really?,A: Yeah.,"[1, 2, 3]"
Q: What did that mean?,"A: He used to take care on the -- the horses there. The commandant has to gr -- go someplace, it wasn't cars like today. Didn't drive a Lexus [indecipherable]. Then he -- he used to work, and a -- a couple weeks, or a couple months later whatever, he took a Gentile and he put him in wa -- on this place. And he used to handle [indecipherable] to make a living.","[1, 2, 3]"
"Q: And when you moved to Dubno, was it just the children and your father, or was there more family members?",A: The father -- the father remarried that -- later. A couple months before the war. And--,"[1, 2, 3]"
Q: So you had a stepmother.,"A: -- it was my stepmother, yeah. And -- and the war broke out in ""41, it -- it was the end of the -- no, before the war broke out, it was the vaca -- vacation time, because the war broke out 22"" of June, 41%.","[1, 2, 3]"
Q: That's right.,"A: But we finished school I think, three weeks before that. Then I went to visit my grandmother, because all my friend I grew up with are there. And when the war broke out, I was back in my town with the grandmother.","[1, 2, 3]"
Q: Mlynov.,"A: Yes, Mlynov.","[1, 2, 3]"
"Q: And what happened? How did you experience it? How did you find out that -- that -- now that the war is here, on our doorstep?","A: Saturday night, by three o'clock in the morning, we had a -- a big airport, military airport near the town. They bombed the airport. Three o'clock in the morning we heard the explosion of it. In the morning we got up, everybody knew it's a war,again a war. By two o'clock the planes came again, bombed again. And they threw a couple bombs in the town, here and there. It was killed a couple -- three or four people was killed. Not Jewish, Gentiles instead. And we knew the war, Sunday. And Thursday night the German were all in the skirt of the town. And it was a shootout between some Russian [indecipherable] and Friday morning they were in town.","[1, 2, 3]"
Q: Five days.,A: remember this like was yesterday.,"[1, 2, 3]"
Q: Tell me about it. What did you see?,"A: When they came in, the first thing they took the rabbi to the river and killed him.","[1, 2, 3]"
Q: You saw this?,"A: I didn't see it, but --","[1, 2, 3]"
"Q: But people said, yeah.","A: And here and there they caught another couple guys, young boys, they killed them. And after a couple weeks, the front went further. Start to come the Gestapo, to come.","[1, 2, 3]"
"Q: Tell me -- before the Gestapo comes, tell me, where was the first time you saw a German soldier?",A: Friday morning.,"[1, 2, 3]"
Q: Friday morning?,A: Yeah.,"[1, 2, 3]"
"Q: Were they just marching in, or --",A: Hm?,"[1, 2, 3]"
"Q: Did they just march into the town, or --","A: They just came in on bicycles. Bicycles, then came in with the horses, and the heavy weapons and the -- they stood a couple of days, and then came another unit all the time. But the -- the front get deeper to Russia then. Was not military, only where the king we - or the prince was living, it was a commandant, a German with a couple German soldiers, and that's it.","[1, 2, 3]"
Q: So they stayed there in his -- in his old house?,"A: Yeah, yeah. ontectnetonancedjusetneey for tarher biormatoerabouttfisestecion Interview with Ezra Sherman deg May 16, 2014","[1, 2, 3]"
Q: Okay.,"A: Yeah, then they start little by little come into the -- create a Judenrat, you know, a Jewish [indecipherable]. And they said okay, we need two kilogram gold. If not, they"" ll kill 50 people. That's the way it start. And the ki -- and it was go on all the -- all most of the time.","[1, 2, 3]"
"Q: So tell me this: you were caught -- you were in Mlynov, your father and the other children were still in Dubno?",A: Yes.,"[1, 2, 3]"
"Q: Did you stay in Mlynov, and they stayed in Dubno?","A: I stayed in Mlynov maybe another two months. Then, one day, my grandmother knew some Ukrainian, and they took me walking [indecipherable] walking to Dubno, was about 10 - 12 miles, they brought me back to Dubno, and I was staying with my family in Dubno another maybe two months [indecipherable]. And the minute they start to talking about tho -- a ghetto, but -- and they used to run aro -- round around men, Jewish men. I saw two execution, because my -- my house was -- we lived near the cemetery, big cemetery --","[1, 2, 3]"
Q: In Dubno?,"A:--ina hill, yeah, in Dubno. And from my house, I saw the graves, everything there. And I one time -- the first time they round around 150 men brought them to the cemetery [indecipherable] and I saw they shoot them. The second time, they roundInterview with Ezra Sherman a May 16, 2014around by 300 men. My father went up on the -- on the roof and hide. They didn't come to -- even to look for him. Maybe they didn't know, because we were -- li-lived with some Gentiles and Ukrainian, any kind. And then I went back to Mlynov. And then --","[1, 2, 3]"
Q: So you saw this all?,"A: -- maybe another month or two, they made a ghetto. Round up all the Jews in a couple streets near the river, was a big river there.","[1, 2, 3]"
Q: You had older brothers. What happened to your oldest brother?,"A: My -- my older -- my oldest brother, when the Russian came in, he went back to dub -- to Mlynoy, and he stood with my grandmother. He was already that time 18 years old. And he got a job there, with the Russian. He was a director of a restaurant, the -- only the military used to eat there.","[1, 2, 3]"
Q: Yeah.,"A: Yeah. And he worked there, and the -- the war broke out. He and another five guys took bicycles and ran away to Russia. That's the way ga -- he survived. Then he was in the Russian army, then they transferred him as a Polish citizen to the Polish army, and he finished the war, and he survived.","[1, 2, 3]"
"Q: [coughing] Excuse me. So, he had an idea that the only way -- that the only way to survive was to go east.","A: Yes. 38 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
Q: He -- he -- he knew that.,"A: We --in my grandmother's house lived two pilots, Russian pilots. They ki---I remember Sunday afternoon they came over with the truck, and took their wives.Their wives -- they said, you want to come with us. Get out on the truck and come.Nobody, not my grandmother, not my aunt -- two aunt, didn't want to go. Who -- most of the people from our town that I know, maybe 45 tell the people run away, most of them survived. In Russia, in the army, not in the army, they survived.","[1, 2, 3]"
Q: Those who stayed?,A: And those who stayed got killed.,"[1, 2, 3]"
"Q: When -- you said that after that second execution, that second time when you saw 300 men executed.","A: Yeah, 300 men they killed.","[1, 2, 3]"
"Q: Your father sent you back to Mlynov, or you went back? How did that --",A: I went back to Mlynov.,"[1, 2, 3]"
Q: Because of this?,"A: Also with a Gentile of my father's acquaintance, he took me back to Mlynov, and I stood with my grandmother.","[1, 2, 3]"
Q: Okay.,"A: And I did -- I went -- one time I went back with -- also with a Gentile, a Ukrainian.He took me -- there was the ghetto from the beginning when they made the ghetto,39 Interview with Ezra Sherman May 16, 2014 you could go in even with the -- a wagon with the horses to the ghettos. The first couple weeks was like [indecipherable] then the Gentile brought some potato, some food for my father, and he -- and I visit there.","[1, 2, 3]"
Q: So your father was already in the ghetto in Dubno.,A: Yes.,"[1, 2, 3]"
Q: And you went with a Gentile to the -- to Dubno --,"A: To -- to see my family, and I was there a couple hours, and went back with the -- the same -- the same farmer took me back.","[1, 2, 3]"
Q: How come you didn't stay with your father?,A: Hm?,"[1, 2, 3]"
Q: How come you didn't stay with him?,A: I can't hear you well.,"[1, 2, 3]"
Q: How come -- why is it that you didn't stay with your father?,"A: I don't know, I ca -- I have no explanation.","[1, 2, 3]"
Q: Okay. Was your sister with him?,A: Yes.,"[1, 2, 3]"
Q: Was your other brother with him?,A: Yes.,"[1, 2, 3]"
Q: And your stepmother?,"A: Hm? Yes. 30 Interview with Ezra Sherman May 16, 2014","[1, 2, 3]"
Q: And your stepmother.,A: Yes.,"[1, 2, 3]"
"Q: Did they have their own children, your stepmother and your father?",A: No.,"[1, 2, 3]"
Q: No children. What was her name?,A: I don't remember.,"[1, 2, 3]"
Q: You don't remember. Okay. Was she a nice person?,A: Yeah.,"[1, 2, 3]"
Q: Okay. But you have no memories of her?,A: No memories. Was very a short time I was with her.,"[1, 2, 3]"
"Q: Yeah, yeah.","A: Because when the Russian came in, I was [indecipherable] the whole summer in Mlynov, and then I came back for another month maybe, or two, I don't -- it's very hard to remember this.","[1, 2, 3]"
Q: When was the last time you saw your father?,A: It was in 1942.,"[1, 2, 3]"
Q: How? What was the circumstance?,A: When I -- the Gentile took me to the ghetto with him. He brought him some food.,"[1, 2, 3]"
Q: So that was the time --,"A: That was the last time I saw --ontectnetonancedjusetneey for tarher biormatoerabouttfisestecion "" Interview with Ezra Sherman deg May 16, 2014","[1, 2, 3]"
Q: -- was the last time. And you returned to Mlynov.,A: Hm?,"[1, 2, 3]"
Q: And then you returned to Mlynov.,"A: And then I returned to Mlynov, I stood with my grandmother.","[1, 2, 3]"
Q: And what happened when you stayed with your grandmother?,"A: What happened? Well, they round up the ghetto -- in April ""42, they made a ghetto there. They ordered all the Jews in maybe two streets.","[1, 2, 3]"
Q: So they waited until April --,"A: Three, four families in-in -- in two rooms.","[1, 2, 3]"
"Q: So it means that from June deg41, until April ""42, in Mlynov there was no ghetto?",A: No.,"[1, 2, 3]"
Q: Okay.,"A: No, no.","[1, 2, 3]"
Q: But in April 42 --,A: April deg42 til October eight. Exactly the date that they --,"[1, 2, 3]"
Q: You remember.,A: -- surrender the ghetto and killed all the Jews the same day.,"[1, 2, 3]"
"Q: Hm. Okay. Let's talk about when you first go into the ghetto, and you started telling me two rooms, many families. What -- what were the circumstance -- how did life change? What happened to you?","A: To me, didn't change much, because I didn't stay -- no in the ghetto. Even before the ghetto I used to go out, farmers that I knew or don't knew, used to help and take the cow for -- places that they cow used to eat the grass. They used to give me some food. Sometimes used to give me some food, I used to bring, give in for my grandmother. I wouldn't stay in the ghetto [indecipherable] just used to come to sleep sometimes and sometimes didn't come even to sleep.","[1, 2, 3]"
Q: So you were -- you were in some ways earning your living to -- to be f-- to be fed.,A: Yeah. Yes.,"[1, 2, 3]"
Q: And you were an eight year old boy.,A: Around the town was villages --,"[1, 2, 3]"
"Q: Ten year old, yeah.","A: -- Ukrainians. Some Polish. A couple of -- and I wasn't afraid. I used to go out and even if I didn't know him, I'd say, you wanted me to help you, take your cow to this? Say okay. [indecipherable] We had some -- one village almost in the skirt of the town, they were like -- they called them [indecipherable] they -- they -- they kept Sabbath, like the sh -- the -- here, the -- you know. They were nice to me. Used to give me food, used to go out with the cow, two cows, all day, used to give me food for all day. Used to come [indecipherable] used to give me a loaf of bread, take [indecipherable] with something [indecipherable].","[1, 2, 3]"
Q: Were they Ukrainian?,A: Yes.,"[1, 2, 3]"
Q: Was there a difference between how the Ukrainians and the Poles --,"A: The -- some Poles were anti-Semite, exactly like the Ukrainian. Most of the Ukrainian were anti-Semite. They were primitive people, they -- they used to believe what the -- the pope told them. And the pope was also uneducated. It's -- it's not the popes today, the-they finish college, or whatever. But some very little. If the popes and the Ukrainian wouldn't cooperate with the German, another million, million and a half Jews would survived. Because used to go and point, here's a Jew.","[1, 2, 3]"
Q: But you didn't feel this fear?,"A: I wasn't afraid, I was a little boychik and I used to go. I didn't sit in the ghetto, the eight month of the ghetto was, I don't know if I was a month in the ghetto.","[1, 2, 3]"
Q: So you would go back and forth?,"A: Every day, is true.","[1, 2, 3]"
Q: Back and forth?,"A: Crawl under the fence, and out.","[1, 2, 3]"
