Question,Answer,topics
Q: Could you see the apartment when you went there?,A: I couldn't get myself to ring the bell.,"[1, 2, 3]"
Q: Ican imagine that would be nerve-racking.,"A: Ijust couldn't. I stood there like I was frozen, but --","[1, 2, 3]"
Q: I can understand.,A: But it was still a doctor's office.,"[1, 2, 3]"
Q: Isee. Did your mother work?,"A: No, well, she had two kids. She worked with --Yeah. And she was a typical house frau.","[1, 2, 3]"
Q: Uh-huh. Did you have household help?,A: Yes.,"[1, 2, 3]"
Q: [know a lot of people in Vienna did.,"A: Yes, we did. We had -- we had a cook and we had a fraulein, a nanny.","[1, 2, 3]"
Q: Isee. Did they live with you?,"A: I don't think so, but I'm not sure.","[1, 2, 3]"
Q: Do you have good memories of them?,"A: Oh, yes.","[1, 2, 3]"
Q: Nice. Do you have any -- anything specific or --,"A: I know the fraulein was really nice and she took us to the park and she took us -- she walked us to school and/or at least me. My brother was older, so --","[1, 2, 3]"
Q: What was her name?,A: Fraulein.,"[1, 2, 3]"
Q: Fraulein. I understand. So your father was a doctor and he was able to be close to home?,"A: Yes. Well, he would visit his patients but he would --","[1, 2, 3]"
Q: So you saw him a lot?,"A: His practice was at home. Oh, yes.","[1, 2, 3]"
Q: That's good. And I understand you were -- so 1930?,A: Yeah.,"[1, 2, 3]"
Q: So you were in Vienna for the first eight years of your life?,A: Yes.,"[1, 2, 3]"
Q: And can you tell me about school and --,"A: Well, I was -- we were in a school -- we were the only Jewish children in the school.","[1, 2, 3]"
"Q: How soon after the Anschluss did that happen, that you had to leave school? Interview with Eva Desrosiers 7","A: Well, the Anschluss was in March and school ended in the summer, so it was -- I'm not exactly sure. It wasn't very long that we went to the other school, and I have no memory of it.","[1, 2, 3]"
Q: Really?,A: But I remember that we had to go to this other school and we had to take the street car to get there.,"[1, 2, 3]"
Q: Do you know where it was?,"A: Inacompletely different area, but, no, I don't remember the name or the street or anything like that.","[1, 2, 3]"
"Q: I know that today young children move about Vienna on the subway and on the trans by themselves, which we would never do here. Was it that way when you were a child?","A: I think we went by ourselves after -- to that school, my brother and I, but I -- I really - - somehow I don't have a lot of memories about it.","[1, 2, 3]"
Q: Sounds like you only attended that school for a short time?,"A: It was for a short time, yes, because we left in August. I mean, and school was out, I think, in June, so.","[1, 2, 3]"
Q: Yeah. So you said you were the only Jewish children in your first school?,A: Yes.,"[1, 2, 3]"
Q: And do you recall an awareness of Judaism as your religion or --,"A: Iknew I was Jewish, but I don't think -- I think I went to the temple once with my mother, but I don't really remember.","[1, 2, 3]"
Q: Do you know which temple?,A: No.,"[1, 2, 3]"
Q: At that time there were many.,"A: There were many, but I don't think there were too many in Meidling.","[1, 2, 3]"
Q: No?,A: I don't think there were any in Meidling.,"[1, 2, 3]"
Q: Maybe not.,"A: Lassume it was near where my grandmothers lived, but I really don't know.","[1, 2, 3]"
Q: So that's actually a good -- what other family members in Vienna?,"A: My two grandmothers both lived in Vienna, and they lived together. They were very good friends.","[1, 2, 3]"
Q: How nice.,"A: So I felt that was what everybody did, that they went to see their grandmothers.","[1, 2, 3]"
Q: That's wonderful for children.,A: Yeah.,"[1, 2, 3]"
Q: And did they live near you?,A: No. They lived on Mariahill Fortash (ph).,"[1, 2, 3]"
Q: Okay.,A: But I don't know exactly.,"[1, 2, 3]"
Q: But and was that -- today it's a shopping are,A: Was it a shopping area then too?,"[1, 2, 3]"
Q: But and was that -- today it's a shopping are,A: I really don't know.,"[1, 2, 3]"
Q: That's okay.,A: I didn't do much shopping at that time. Interview with Eva Desrosiers 9,"[1, 2, 3]"
"Q: No, I guess not. And so does that mean that your grandfathers were no longer living?",A: I never met my -- both my grandfathers had died before I was born.,"[1, 2, 3]"
Q: Isee. Were your grandparents also from Vienna?,"A: My -- on my mother's side, yes. On my father's side -- well, my father was born during the Austrian Hungarian Empire in 1894, and he was born in a little town in what we thought was Hungary. His name was Gaza, which was a Hungarian name.","[1, 2, 3]"
Q: Yeah.,A: And but he went to Vienna for the -- for his schooling and he lived in Vienn,"[1, 2, 3]"
Q: Yeah.,A: He considered himself a Viennese.,"[1, 2, 3]"
Q: Did he speak Hungarian?,A: Yes.,"[1, 2, 3]"
Q: Isee.,A: But we didn't. My mother didn't and we didn't.,"[1, 2, 3]"
"Q: Yeah, well, I guess German is most important in Vienn",A:,"[1, 2, 3]"
"Q: Yeah, well, I guess German is most important in Vienn","A: And I don't remember my grandmother having a Hungarian accent whereas other people, other relatives that, you know, not close relatives had -- did.","[1, 2, 3]"
Q: Yeah. Were there other relatives in Vienna?,"A: No, but they visited. Both -- obviously the families of my mother and my father were very close to each other and so we had relatives from both sides visiting us.","[1, 2, 3]"
Q: So did the close relationship between your grandmothers bring your parents together or did your parents come together -- bring them together?,"A: I think they had -- they brought them together, but we had a very close relationship after they were married. Like my mother introduced one of her best friends to her brother-in-law.","[1, 2, 3]"
Q: Uh-huh.,"A: Who, you know, so -- and then later on my other uncle was the one who saved -- saved our lives, I mean, let us come -- get out of Austria, so --","[1, 2, 3]"
"Q: When you said that they brought them together, the grandmothers brought your parents together or --",A: No. I think my parents got the grandmothers together.,"[1, 2, 3]"
Q: I see.,"A: But they were both widows, I guess, by then. As I understand, as far as I know they lived together.","[1, 2, 3]"
Q: That's okay. Yeah. That's really lovely for children.,A: Yeah.,"[1, 2, 3]"
"Q: That's really -- and both families were Jewish, mother's family and father's family?",A: Yes.,"[1, 2, 3]"
Q: Were your grandparents -- grandmothers religious at all?,A: I don't think so.,"[1, 2, 3]"
Q: Yeah. It's typical for Viennese Jews.,"A: Viennese, we're very much assimilated.","[1, 2, 3]"
"Q: Right. Yeah. Do you know, were your parents members of the Jewish community?","A: I don't think so, not in Vienn","[1, 2, 3]"
"Q: Right. Yeah. Do you know, were your parents members of the Jewish community?","A: I mean, when we lived in Ecuador later on, yes, but -- I know -- well, let me take that back. They were both Zionists. In fact, they met in a hiking club, Zionist -- what was it called? I don't remember. They always mentioned it, but I don't remember what it was called.","[1, 2, 3]"
Q: So they met through their common interests in Zionism --,"A: Yes, yes.","[1, 2, 3]"
Q: -- and hiking?,A: Yes.,"[1, 2, 3]"
"Q: Allright. Sounds very Austrian and Jewish, Zionism and hiking.","A: Yes, yes.","[1, 2, 3]"
"Q: Yeah. And so then other than -- or in addition to Zionism, do you know what your parents"" political affiliations were?",A: I would think they were very liberal sort of socialist.,"[1, 2, 3]"
"Q: Probably, yeah.",A: Yeah.,"[1, 2, 3]"
Q: Sometimes young people have memories -- people who were young at that time have memories of being in the socialist youth group or the communist youth group and --,"A: No, we were not -- I was in no -- in any -- not in any group of any kind.","[1, 2, 3]"
Q: Isee.,"A: I got -- I guess I was -- as I said, I was -- I had just turned eight.","[1, 2, 3]"
"Q: Right. Very young, yeah.","A: In fact, I hadn't turned eight yet when the Anschluss occurred. It was a few months later.","[1, 2, 3]"
"Q: Of course, yeah. On June 30th. And how do you recall your neighborhood and the surroundings before the Anschluss?",A: We had -- it was a nice place and people were very friendly and they loved my father.They all -- they all were very close to -- most of them were his patients.,"[1, 2, 3]"
"Q: Sure, yeah. And so he had many non-Jewish or maybe even all non-Jewish patients?","A: I'm sure he had some Jewish patients, too, but, yeah, most of -- yeah.","[1, 2, 3]"
"Q: I know you were young, but do you recall any kind of antisemitism or discrimination before the Anschluss?","A: No, no. I never -- I never felt it.","[1, 2, 3]"
Q: That's good. And do you recall your parents talking about it or later?,A: They didn't talk about things like that.,"[1, 2, 3]"
"Q: Yeah. I understand. Some questions might seem silly, but I have to --","A: But I mean, you know, they -- as I said, we had a fraulein who sort of -- so I wasn't participating in my parents"" life as much as American kids do, you know.","[1, 2, 3]"
"Q: Well, yeah. Gets -- it's changed a lot, too.",A: Yes.,"[1, 2, 3]"
"Q: Did you -- I know you were young, but did you know anything, were you aware of Hitler or Naziism before the Anschluss?","A: Iremember the Hitler Jugand marching, and I thought that sounded really neat.","[1, 2, 3]"
Q: Really? Where did you see them or hear them march?,A: Isaw them from my window.,"[1, 2, 3]"
Q: Before the Anschluss?,A: No.,"[1, 2, 3]"
Q: After?,A: I guess it was after.,"[1, 2, 3]"
"Q: I guess, yeah, of course.",A: I guess it was after.,"[1, 2, 3]"
Q: Yeah. So it was impressive?,A: Yes.,"[1, 2, 3]"
"Q: Yeah. And do you -- do you recall -- again, I feel like I should preface everything with I know you were young.","A: No, that's okay.","[1, 2, 3]"
"Q: The day of the Anschluss, do you recall the day?","A: No, no, I don't know exactly the day.","[1, 2, 3]"
Q: Do you know any stories your family had about that day?,A: Not about that day.,"[1, 2, 3]"
Q: But then --,"A: I know later on my father was picked up and was put in a jail with -- they picked up all the men, the Jewish men and he was in a -- in a jail cell, and I assume the next day or soon after they would have been sent to a concentration camp; and the guy who was the night guard at that jail was a former patient of his and he let him out.","[1, 2, 3]"
Q: Wow.,"A: And I know that -- I assume my parents had talked about leaving before that because then he came home and he told my mother, see, we have friends, we don't have to worry; and my mother said no, and we left either the next day or very soon thereafter.","[1, 2, 3]"
Q: Wow.,A: And we had passports and we left by an airplane in 1938.,"[1, 2, 3]"
Q: That's so unusual.,A: And I saw that airplane or one like it at the museum here in (inaudible).,"[1, 2, 3]"
"Q: Really? Do you know -- I have no idea about airplanes, but what kind?",A: It's a Fokker trimotor. I -- I have a picture of me standing in front of it.,"[1, 2, 3]"
Q: Really?,"A: I mean now, not as a child.","[1, 2, 3]"
Q: That would have been --,A: With my great grandchildren.,"[1, 2, 3]"
"Q: That's great. So before we get to that, because that's the big piece of the story --","A: Yeah, I know. That's a lot later, yeah.","[1, 2, 3]"
"Q: So you just mentioned, though, that after the Anschluss you remember being impressed with the Hitler Jugand marching?",A: Yeah. I believe they had flags and they were marching and sounded like it should be fun to an eight-year old.,"[1, 2, 3]"
"Q: Yeah, sure. And maybe it was.",A: Yeah.,"[1, 2, 3]"
Q: Not in the context that we know it now of course.,A: Yeah.,"[1, 2, 3]"
"Q: What about adult Nazis, adult officers and officials do you recall?","A: I don't remember -- I remember after the Anschluss my father would go and whenever he visited his patients at their home, the owner of the garage would take him and would drive him instead of having my father drive, and once he took me along. I remember while I was waiting downstairs while he went to see somebody and I saw the sign owned by Arians and I asked, what does that mean, and the guy shushed me up and told me not to ask those questions.","[1, 2, 3]"
Q: Oh. Interesting.,"A: That was, you know, one of the vignettes that I remember.","[1, 2, 3]"
"Q: Do you remember other -- seeing other signs, these sort of --","A: Oh, yes.","[1, 2, 3]"
Q: Yeah.,"A: I mean, we weren't allowed to go several places and --","[1, 2, 3]"
Q: How did your parents explain that to you as a little girl? Do you recall?,A: I don't -- they didn't. We just didn't -- they just didn't talk about it.,"[1, 2, 3]"
Q: Yeah. I think sometimes --,"A: And they tried to protect us, I guess.","[1, 2, 3]"
"Q: And also I think sometimes in such dire situations, parents think, okay, we have to do this, this, and this and --","A: Yeah. They didn't discuss those things in front of us. Like, I don't know how the plans were made for us to leave.","[1, 2, 3]"
Q: So you -- you said that when your father was arrested within a day or two of his release you were packed and leaving?,A: Yes.,"[1, 2, 3]"
Q: When was his arrest? Do you know?,A: I don't know the exact date.,"[1, 2, 3]"
Q: So sometime between March and August?,A: And August. I --,"[1, 2, 3]"
Q: If you left in August --,"A: I don't know if you have a copy of my passport there, because I know they took pictures of it.","[1, 2, 3]"
Q: I don't have your passport.,A: I-- [have it at home.,"[1, 2, 3]"
"Q: Well, if we have it here I can look at it too.","A: Because I -- you know, the day that we left is stamped on it, but --","[1, 2, 3]"
Q: In your letter to your granddaughter --,A: I don't think I had it then.,"[1, 2, 3]"
Q: -- you said you -- but you said you left in August of 1938?,"A: Yes, yes.","[1, 2, 3]"
Q: So that means --,"A: I know it was August, but I have the date stamped.","[1, 2, 3]"
Q: That's fine.,A: On the --Interview with Eva Desrosiers 17,"[1, 2, 3]"
Q: That's fine.,A: On the passport.,"[1, 2, 3]"
Q: We can look that up if we need to.,A: Yeah.,"[1, 2, 3]"
"Q: Ihave heard many Austrian historians and other historians now like to say that the Reich Programna (ph), the Cristnauf (ph) in Vienna began in March 1938, and they refer to it as months of the kind of persecution that Germany started to see --",A: Yes.,"[1, 2, 3]"
Q: -- on that night. Do you recall that kind of activity?,"A: Well, I know that we were told not to -- not to go out, you know, to stay home or else go to school and just come straight home and --","[1, 2, 3]"
Q: Uh-huh.,"A: And as I said, we had to go to another part of town to go to school.","[1, 2, 3]"
Q: And was that the only time you would go out of the house?,A: We would go visit our -- some friends. I know the night before we left I spent the night at a friend's house.,"[1, 2, 3]"
Q: To say goodbye? To have a --,A: I didn't know I was saying goodbye.,"[1, 2, 3]"
Q: Did you know you were leaving?,A: No.,"[1, 2, 3]"
Q: Oh. Wow. Do you remember that morning?,"A: Iremember, you know, that we went. It was a stormy day and we went -- I don't know how we got to the airport, and we each were allowed one suitcase, and I remember that my father's suitcase was lost.","[1, 2, 3]"
"Q: Oh, no.",A: But we flew from Vienna to Rotterdam in Holland where we had an uncle.,"[1, 2, 3]"
Q: And did you pack your own suitcase or did your mother do that for you?,"A: No, I didn't pack my suitcase.","[1, 2, 3]"
Q: Do you remember what --,A: I remember --,"[1, 2, 3]"
Q: -- you brought?,"A: -- talking on the plane to people saying oh, you know, we're going to -- and they kept shutting me up. They kept telling me not to talk to the other people.","[1, 2, 3]"
"Q: Did they tell you we're going on a little vacation, honey, or --","A: No. They just said we're leaving, we're going to see, you know. They didn't want me to blab about it.","[1, 2, 3]"
Q: Yeah.,A: I was a chatterbox.,"[1, 2, 3]"
Q: And so you mentioned this uncle was in Rotterdam?,"A: Well, actually, he was in another town near there.","[1, 2, 3]"
Q: And he was able to help you to escape?,"A: Well, no. This was the one -- we went to Rotterdam -- we went to Holland and we were staying in a little town called Oss where my uncle, he worked for a bigontactnetonancedjusietneey for tarher biormatberabouttfisonecion Interview with Eva Desrosiers 19 pharmaceutical company, Organon, which I think still exists because I've seen Organon at least several years ago in South Americ","[1, 2, 3]"
Q: And he was able to help you to escape?,A:,"[1, 2, 3]"
Q: Uh-huh.,A: Medicines. But he was well established there and he and his wife lived there. He eventually was sent to a concentration camp but he was -- he survived it.,"[1, 2, 3]"
Q: So they didn't end up leaving the Netherlands? They --,A: No. They stayed there.,"[1, 2, 3]"
Q: They stayed there. A little bit earlier you referred to as an uncle saving your life.,"A: Well, that was the other brother.","[1, 2, 3]"
Q: Okay.,A: Of my father -- my father had two brothers.,"[1, 2, 3]"
Q: Uh-huh.,A: And the other uncle was a resident in the United States.,"[1, 2, 3]"
Q: Uh-huh.,A: And he sent us the affidavits that we wouldn't be a burden to the United States.,"[1, 2, 3]"
Q: Isee.,"A: So we came to New York, actually, and we stayed here for a while, but that's -- that comes on later.","[1, 2, 3]"
Q: That comes later. So the first -- the first leg of your journey out of Austria --,A: Was to Holland.,"[1, 2, 3]"
"Q: -- was to Holland. And as you said before, your mother and father seemed to have that planned and ready when they needed it?","A: I figured they must have, yes.","[1, 2, 3]"
Q: Yeah. But you don't recall the plans or anything --,A: No.,"[1, 2, 3]"
Q: -- going on.,"A: I know that my mother insisted we got to leave and my father saying -- I mean, that I heard later, him saying that we don't need to leave because we had friends.","[1, 2, 3]"
Q: But she convinced him?,A: She convinced him. She was bound and determined that we should leave.,"[1, 2, 3]"
Q: She was right.,A: She sure was.,"[1, 2, 3]"
Q: She was definitely right. And do you know if the Jewish community had any involvement in your papers or paperwork or anything like that?,A: [have no ide,"[1, 2, 3]"
Q: She was definitely right. And do you know if the Jewish community had any involvement in your papers or paperwork or anything like that?,"A: I wish I knew because I didn't even know she had all these papers for us. I had a passport, and I remember I had to sign it in cursive, and I had learned to write the German script which was different.","[1, 2, 3]"
Q: Yeah. I can't read it.,"A: I can't read it either, but at that time that's what I -- so I remember signing Eva Fisch.","[1, 2, 3]"
"Q: Uh-huh. Just as a side note, the Holocaust Museum in our archives has the majority of the Jewish community's documentation on microfilm from about -- this is not exact, but something like 1937 to 1947, something like that.",A: Uh-huh. Interview with Eva Desrosiers 21,"[1, 2, 3]"
"Q: It's possible that that could be researched. I don't know how easy it would be, but it's possible that that could be researched.","A: Yeah, but I do have the passport, the actual passport, as I said.","[1, 2, 3]"
"Q: Yeah. It's -- because of the way things were set up and operated in Vienna, often the Jewish community would become involved or people who had not been affiliated --",A: Yeah.,"[1, 2, 3]"
Q: -- just might be --,"A: Yeah, but I don't --","[1, 2, 3]"
"Q: No, no, I'm just -- for your --","A: And the worst thing is, there's nobody I can ask. I'm the only one still living.","[1, 2, 3]"
"Q: Yeah, yeah. So when you left, did your grandmothers stay in Vienna?","A: Yes, but they both ended up living somewhere else. My -- my grandmother Fisch actually went -- ended up going to Oss to be with her son.","[1, 2, 3]"
Q: Uh-huh.,A: And she died before he was sent to concentration camp.,"[1, 2, 3]"
Q: Okay.,A: So she --,"[1, 2, 3]"
Q: Of natural causes?,"A: Of natural causes. And my other grandmother went to South America to her son to Chile and then came to live with us. She died in Quito, Ecuador with -- at our house.","[1, 2, 3]"
Q: Isee.,A: But --Interview with Eva Desrosiers 22,"[1, 2, 3]"
Q: So that's good fortune. They were able to --,A: Yeah. They were both able to get out.,"[1, 2, 3]"
Q: Yeah. So -- so your uncle in the United States provided the affidavit --,A: Yes.,"[1, 2, 3]"
"Q: -- so that you could make the first part of the journey to the Netherlands, to Rotterdam?","A: I-- I assume -- yeah, I assume so. Or while we were in Holland.","[1, 2, 3]"
Q: Okay.,"A: We got the papers, again --","[1, 2, 3]"
Q: Somehow?,A: I'm not --,"[1, 2, 3]"
Q: How long were you then in Holland; do you know?,A: Three months.,"[1, 2, 3]"
Q: Three months?,A: Yes.,"[1, 2, 3]"
Q: Do you have memories of that time?,"A: Very little. I remember that I was -- I learned a little Dutch, but -- and now I can't understand a word of it, but we played with the kids that lived near where we were staying, but I don't really remember much about it.","[1, 2, 3]"
Q: It was a short time and you were young.,A: Yeah. Interview with Eva Desrosiers 23,"[1, 2, 3]"
"Q: And so what was -- was your father -- I mean, was it always considered to be a temporary stop on the way?","A: Yes, yes.","[1, 2, 3]"
Q: Okay. So he didn't start working --,A: No.,"[1, 2, 3]"
Q: -- there?,"A: No, he wasn't.","[1, 2, 3]"
Q: And so what was the next leg?,"A: Well, then my mother, my brother and I left for the United States. My father could not come to the states because the United States had a quota system and they -- they put him on the Romanian quot","[1, 2, 3]"
Q: And so what was the next leg?,"A: As I said, he was born in this little town that was on the boarder of then Hungary and Romania, and the immigration authorities in their wisdom decided that he was Romanian and couldn't come in. So he went -- he left and I don't know how. He did not come with us on that ship. He went on -- he went to Canada, supposedly, to attend the medical congress and then he crossed -- he came to New York illegally and was caught.","[1, 2, 3]"
Q: Oh.,"A: And then my uncle, who was a resident, started going from one consulate to another to see where we would end up; and then we all, including my uncle and aunt, went to Ecuador.","[1, 2, 3]"
Q: The ones in New York?,A: Yes. Interview with Eva Desrosiers 24,"[1, 2, 3]"
"Q: Oh, really?","A: So we -- I mean, family helped each other in those days.","[1, 2, 3]"
Q: Yeah. So you and your mom and your brother --,A: Yeah.,"[1, 2, 3]"
Q: -- took a ship from Rotterdam to New York?,A: Yes.,"[1, 2, 3]"
Q: And there did you join up with this uncle and aunt?,A: Yeah. We lived with them.,"[1, 2, 3]"
Q: Immediately?,A: Yeah. We lived with them.,"[1, 2, 3]"
Q: And how soon after was your father then able to go to Canada?,"A: Well, he must have gone there about that same time.","[1, 2, 3]"
Q: Okay.,"A: And we were -- we were in New York only six months, and then we -- but I had gone to school those six months.","[1, 2, 3]"
Q: In New York?,"A: In New York. At first I was -- they put me in first grade because I didn't speak a word of English, of course.","[1, 2, 3]"
Q: Uh-huh.,A: And I was -- by then I was already eight.,"[1, 2, 3]"
Q: Yeah.,"A: And I was tall for my age, and I was with these five- and six-years old and it was pretty bad, and I remember coming home the first day of school and saying I'm not going back to school. I'm going to go and get ajob. And my mother convinced me that I should go back to school. And I remember my brother couldn't go -- they put him in his regular class because he was really big for his age and he wouldn't fit in the desks of the little kids.","[1, 2, 3]"
Q: Did he speak any English?,"A: I think he had taken a little bit of English in -- he was in like fourth or fifth grade, and I think he had taken maybe some -- but he really didn't speak it either.","[1, 2, 3]"
Q: What about your parents?,"A: My mother spoke a smattering of English, but -- my father -- I guess they knew a little bit, but not enough to really do much about it.","[1, 2, 3]"
Q: Uh-huh. Did your aunt and uncle have children in New York?,"A: No. The Fisch family, we were the only children.","[1, 2, 3]"
Q: Isee. The only little Fisch?,A: We were the only little Fisch.,"[1, 2, 3]"
Q: And so do you know anything about your father's illegal entry into the United States?,A: No. All I know is that he was caught and was told that he would be deported back to Austri,"[1, 2, 3]"
Q: And so do you know anything about your father's illegal entry into the United States?,"A: And my uncle, as I said, got us visas to Ecuador.","[1, 2, 3]"
Q: Did the U.S. officials detain your father?,A: They didn't detain him. He was -- he was -- but he was there for just a very short time. Interview with Eva Desrosiers 26,"[1, 2, 3]"
Q: Yeah. And so your uncle went to the different consulates looking for who could take you?,"A: Who would give us a visa, yes.","[1, 2, 3]"
Q: And did he run into the same problem that the other foreign consulates saw as Austrian quota and your father as Romanian or --,"A: No, no.","[1, 2, 3]"
Q: No?,"A: But many of them did not want us, but Ecuador -- we had to come in as industrialists.We were going to -- had that -- I mean, the girl -- the adults were going to set up a business, an industry in Ecuador. They wouldn't allow my father to practice medicine, but he did. That, again, is another story.","[1, 2, 3]"
Q: That's coming?,A: Yeah.,"[1, 2, 3]"
Q: So you mentioned -- I'm sorry. I'm going back a little bit.,A: Yes.,"[1, 2, 3]"
Q: But you mentioned that you were each able to take one suitcase and your father's was lost?,A: Yeah.,"[1, 2, 3]"
Q: And that you had no idea you were leaving so your mom packed the suitcase?,A: Yeah.,"[1, 2, 3]"
Q: And did you have any toys with you or any --Interview with Eva Desrosiers 27,"A: I think I had a couple of books with me, and I must have brought my doll, because I always had my doll.","[1, 2, 3]"
Q: Yeah?,A: Yes.,"[1, 2, 3]"
Q: You kept her all the way to Ecuador?,A: Yeah. I still have it somewhere.,"[1, 2, 3]"
Q: That's great. That's nice. That's really nice.,"A: Maybe I don't have it anymore. I haven't found it lately, but I brought it with me.","[1, 2, 3]"
"Q: Yeah. So did you -- after a few months in New York, did you achieve a level of English?","A: Oh, yes. I was speaking perfect English by the time we left. In fact, they put me into second grade while I was there.","[1, 2, 3]"
Q: Good.,A: And [had -- yeah. I spoke it very well by then.,"[1, 2, 3]"
"Q: Did you, in that short time, make any friends?",A: Yes. [had a boyfriend.,"[1, 2, 3]"
Q: And a boyfriend. Advanced for your age.,"A: Yeah. I think his name was Richard, but I'm not sure.","[1, 2, 3]"
Q: We'll just call him Richard. So you in a quick time really --,A: Yeah.,"[1, 2, 3]"
Q: -- got into American life.,A: Yeah. Interview with Eva Desrosiers 28,"[1, 2, 3]"
"Q: Yeah. And so your memories, they're good of that time?",A: Yes.,"[1, 2, 3]"
Q: Once you learned English?,A: [learned English and I was fine. Then I found out we were going to South America and my brother and I were fantasizing we were going to go into the wild jungle with wild Indians and --,"[1, 2, 3]"
Q: Yeah. And another new language for you to learn?,A: And another new language for me to learn.,"[1, 2, 3]"
Q: Do you remember your impressions of New York? Was it overwhelming or --,"A: No. I mean, we lived in a little apartment with my uncle and aunt and -- and my aunt was an artist, and she had some very interesting friends and --","[1, 2, 3]"
"Q: And is that -- well, I guess you passed your days by going to school?",A: Yeah.,"[1, 2, 3]"
Q: And being with family?,A: Yeah.,"[1, 2, 3]"
Q: And then your uncle found that Ecuador would take you --,A: Yes.,"[1, 2, 3]"
Q: -- on the condition that you say you were opening an -- some business?,A: Yes.,"[1, 2, 3]"
Q: Industry. And what do you think made him and your aunt choose to come along?,"A: I guess they -- I've never quite -- you know, I just thought that families just helped each other and he -- they had the money. We didn't. ontactrefieannedaushariarg tr hither btrmedortabeat fielder Interview with Eva Desrosiers 29","[1, 2, 3]"
Q: Had they been in New York a long time?,"A: They had been there for a while. In fact, my aunt had just been offered a job, a good job with Vogue magazine, and she had had -- she was -- she had an exhibit of her paintings at the time somewhere in New York, but they left with us and we lived together for first few years in Ecuador.","[1, 2, 3]"
Q: And so how did you travel from New York to Ecuador?,"A: The first part of the trip from New York to Panama we went on a banana boat, an empty banana boat called a melsha (ph) which was owned by the United Fruit Company.And it was a cargo boat, but they took a few passengers on the way to Panama, and then they loaded it with bananas to come back to the states.","[1, 2, 3]"
Q: Do you recall the trip?,"A: It was -- it was -- yeah. I remember that one because, again, there were very few people on board and my brother and I were the only children.","[1, 2, 3]"
Q: Oh.,A: And the captain let us come in and see the -- steer the -- held the --,"[1, 2, 3]"
Q: The steering wheel?,"A: Yeah, whatever they call that, yes.","[1, 2, 3]"
Q: Yeah. And how long --,A: And they spoiled us a lot during those few days that the trip took.,"[1, 2, 3]"
Q: So it was just a few days?,A: Yeah. I don't remember how long it was.,"[1, 2, 3]"
Q: Did anyone get seasick?,"A: Oh, yes. Well, I know my mother got seasick on all those trips. But I didn't and my brother didn't, so we always ate everything in sight.","[1, 2, 3]"
Q: Yeah. That's actually a good point.,A: And we even on the trip to New York.,"[1, 2, 3]"
"Q: Through this time, you always had enough to eat and --",A: Yeah.,"[1, 2, 3]"
Q: -- food wasn't an issue?,"A: Food wasn't an issue, no. We always -- I've never been hungry in my life.","[1, 2, 3]"
Q: Lucky.,A: Yes.,"[1, 2, 3]"
"Q: Me, too. We are lucky.","A: Yes. No. That's why I've always said, you know, I'm not sure if I can be considered a survivor because I really didn't suffer.","[1, 2, 3]"
Q: But surviving doesn't --,A: It changed my life --,"[1, 2, 3]"
Q: Absolutely.,A: -- completely.,"[1, 2, 3]"
