Question,Answer,topics
Q: Okay. Was it named the Philipp Furniture Store?,"A: Yes, yes.","[1, 2, 3]"
Q: Okay.,A: Yes.,"[1, 2, 3]"
Q: And so your father learned his trade --,A: I think its name was Bannot(ph).,"[1, 2, 3]"
Q: Bannot(ph)?,"A: Bannot(ph) Philipp, yes.","[1, 2, 3]"
"Q: Okay. Your father learned his trade then, at the -- in his father's store. He learned the business there.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015",A: Yes.,"[1, 2, 3]"
"Q: And then when he moved to Hamburg, he then became a buyer for Karstadt?",A: Yes.,"[1, 2, 3]"
"Q: Okay. Had your family on your father's side, lived for a long time in Rathenow?",A: I don't know.,"[1, 2, 3]"
Q: -- Germans for generations?,A: Yes.,"[1, 2, 3]"
Q: Okay.,A: Yes.,"[1, 2, 3]"
Q: What about your mother? You se --,A: Same.,"[1, 2, 3]"
Q: Same?,"A: Same, yes.","[1, 2, 3]"
Q: Elberfeld is where she came from?,A: Elberfeld-Barmen.,"[1, 2, 3]"
"Q: Okay, in [indecipherable].",A: Yes.,"[1, 2, 3]"
"Q: El-Elberfeld-Barmen.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp deg October 8, 2015",A: Yes.,"[1, 2, 3]"
Q: And you said she came --,A: The street name is [indecipherable] strasse 14.,"[1, 2, 3]"
Q: That's the -- her address.,"A: That's the address that bil -- that building, that three story. In German we called it a Patrizier(ph) house. Does that -- does that mean anything to you?","[1, 2, 3]"
"Q: No, explain please.","A: Well, it's a very noble type of a building. It's a very upscale building.","[1, 2, 3]"
"Q: Is it a-- was it a one family, or a multi --",A: One family.,"[1, 2, 3]"
Q: One family [indecipherable],"A: One family, yes.","[1, 2, 3]"
"Q: Okay, do you know --","A: [remember as a child to -- spent time there, couple times.","[1, 2, 3]"
"Q: And so does that mean that her family was quite well-to-do, if they had a Patrizier(ph) house?",A: I guess so.,"[1, 2, 3]"
Q: Okay.,"A: Yes.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp deg October 8, 2015","[1, 2, 3]"
Q: Did you know your maternal grandparents?,"A: Yes, that's another story.","[1, 2, 3]"
Q: Please tell it.,A: I don't know I should.,"[1, 2, 3]"
"Q: Yeah, please.","A: I think it was in -- I have to think of the year. I don't know exactly the year, maybe 40, 1940, my grandmother came to Hamburg to visit us, and the minute she came from the station, she said she didn't feel good. So we -- they took a taxi, and they brought her up in the -- to our apartment, which was on the third floor. And they put a-- made an extra bed in my bedroom where I slept, and they put her in the bed. But the Jewish custom is, you never put the head to the door, you put -- you always put the feet to the door. Maybe you know that, I don't know. But -- but she died the same night.","[1, 2, 3]"
Q: Really?,"A: She had diabetes, of course.","[1, 2, 3]"
Q: Isee. I see.,"A: So, I remember that.","[1, 2, 3]"
"Q: Well certainly, you were a young boy still.","A: Yeah, I was young.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
"Q: Yeah, to -- to see --",A: Quite young.,"[1, 2, 3]"
Q: Did your mother have bro-brothers and sisters?,A: No. Yes.,"[1, 2, 3]"
Q: She did.,A: Yes. I think at least three.,"[1, 2, 3]"
Q: Did you know them well?,"A: No. I only heard of -- I only heard of the -- the rumors. My mother talked about her sister, she had a bad marriage, her name was Tia(ph) Klauwein(ph), I think, or Fulwein(ph). And she had a bad mar-marriage, and she got a divorce, and she had a nervous breakdown. So they put her in an institution, and that was -- that was the end of her, we never saw her again.","[1, 2, 3]"
Q: What a sad fate.,"A: They -- they killed her there, somewhere, cause Hitler didn't want anybody not healthy running around, or multiplying, yes.","[1, 2, 3]"
Q: And -- and were there uncles?,"A: Then she had another sister, who escaped from Frankfurt to England, and from England to Buffalo. And she has a son, that's my cousin, I'm in touch with him.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
Q: What was the name of this second sister? What was the name of the second sister?,A: Greta(ph).,"[1, 2, 3]"
Q: Greta(ph)?,A: Greta(ph) Ulman(ph).,"[1, 2, 3]"
"Q: Ulman(ph). And the first sister was Tia(ph), did --",A: Tia(ph).,"[1, 2, 3]"
Q: Tia(ph). Okay.,"A: And it -- the other one, I don't know.","[1, 2, 3]"
"Q: Okay. All right. And, so that was your mother's side of the family?",A: Yes.,"[1, 2, 3]"
"Q: And did you say she had a brother, or no brothers? I thought you had said she had a brother, too.",A: No.,"[1, 2, 3]"
"Q: No brother. So it was a family of girls. And from your father's side, were there brothers and sisters?",A: Yes.,"[1, 2, 3]"
"Q: Okay. Who were --ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp deg October 8, 2015","A: He had two sisters. Unfortunately, I lost their pa -- their pay -- the picture. Had a beautiful picture of them. One sister married a Polish guy, so she was deported first, when they started to deport Jewish people from Germany, she was deported with her husband that perished --","[1, 2, 3]"
Q: Before the war?,A: -- and perished right away.,"[1, 2, 3]"
Q: Okay.,A: Never heard from her.,"[1, 2, 3]"
Q: Never heard from her?,A: No. The other sister went to Spain.,"[1, 2, 3]"
Q: Do you know their names? Do you remember their names?,A: [have to -- I have to -- I don't want to get things mixed up.,"[1, 2, 3]"
"Q: If you don't, it's okay.","A: I can't -- I'm a little nervous, to be honest with you.","[1, 2, 3]"
Q: I--I understand.,"A: I don't know. I don't really know. She had a daughter, too, and that was my cousin, and I was in touch with her -- with him -- Herta.","[1, 2, 3]"
Q: Herta.,"A: Herta Philipp.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp 8 October 8, 2015","[1, 2, 3]"
Q: Herta Philipp.,"A: Herta Philipp, yes.","[1, 2, 3]"
Q: Okay. And she's the one who went to Spain?,"A: She went to Spain, and she had a daughter, and a son.","[1, 2, 3]"
Q: And a son.,"A: Yeah, daughter and a son.","[1, 2, 3]"
Q: And they survived the war?,"A: Yeah, in Spain.","[1, 2, 3]"
Q: Okay.,"A: They came to America, and -- and my cousin was drafted, I think he was in the army in [indecipherable]. They found him -- they found him after a short time, they found him dead in a -- in a hotel room.","[1, 2, 3]"
Q: Oh dear.,"A: They thought it would be suicide, so we had a hard time to get -- get him a proper funeral, because Jewish people don't believe in suicide, so the rabbi wouldn't want to come.","[1, 2, 3]"
Q: Oh dear.,"A: But we finally managed that he got a decent burial. And my cou -- my female cousin, she died of cancer about 10 - 15 years ago.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
Q: So you -- you had contact with them after the war?,"A: Yes, I did.","[1, 2, 3]"
Q: Okay.,"A: They had pictures, you see, and they gave me those pictures. Somehow I lost them.","[1, 2, 3]"
Q: Did you --,"A: I got careless and threw them away, I guess.","[1, 2, 3]"
"Q: Well, people, when they stayed, or were in the places of either Germany, or the occupied territories, lost everything. They didn't have any photographs. So usually, it was, if they have any pictures of their families before the wars, it's because other people had them, whom the photos had been sent to, and then they resupplied, you know, the individual.","A: Well, that's the way it was in Hamburg, then. After the -- we lived in different places in Hamburg, and then one day they -- the German government said that all Jews have to live closer together, and only in certain houses.","[1, 2, 3]"
"Q: Oh, I see.","A: So we had to move in an apartment house where -- where mostly Jewish people, family, in that house.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp 8 October 8, 2015","[1, 2, 3]"
"Q: So this is the same kind of procedure as in the occupied countries, let's say, as in Poland, where ghettos were created, but it just didn't have a barbed wire around it. Is that what --",A: No.,"[1, 2, 3]"
Q: No.,A: It didn't have a barbed wire. I have pict -- I have picture here that I'll sh -- I want to show it to you.,"[1, 2, 3]"
"Q: We'll take a photo -- we"" ll look at it later.",A: When I was depor -- deported from this building --,"[1, 2, 3]"
Q: Okay.,A: I--canI go on?,"[1, 2, 3]"
"Q: Well, I'd like to talk about your childhood. Can we talk about your child --","A: Oh yeah, I can tell you my childhood in Hamburg.","[1, 2, 3]"
Q: Please do.,"A: And it was an incident, I don't know how old I was, could have been six or seven year old, I wore a Tyrolean outfit, leather pants.","[1, 2, 3]"
Q: Lederhosen.,"A: Lederhosen. Well, a man came -- came to the door, to the house door, and told my parents we had to come to the police, all three of us. And there we were told thatInterview with Gary H. Philipp 6 October 8, 2015 I could never wear those pants ever again, because I am Jewish. Only -- only Aryan people are allowed to wear pants.","[1, 2, 3]"
Q: These lederhosen.,"A: And I was -- I was shaking inside, you know, o-of fright. There was that, yes.","[1, 2, 3]"
"Q: And you were then still a you -- a little boy, if that was --","A: Yeah, six or seven years old.","[1, 2, 3]"
Q: So you also were quite little when Hitler came to power.,"A: Yeah, he came to power 1933.","[1, 2, 3]"
"Q: Thirty-three. Do you have any memories, do you think, of --",A: I saw him in person.,"[1, 2, 3]"
Q: Did you?,"A: Yes. One day we -- I was in the street, and all of a sudden they said, oh, he's gonna march by in a-- in a minute or two. They -- we couldn't cross the street, I had to stand there, and he was -- there were about six or seven people on each side of him, and he marched by. Yeah, I saw him in person.","[1, 2, 3]"
"Q: And was he shorter than everybody else, taller than everybody else?","A: Yeah, no, he was short, he was short.","[1, 2, 3]"
Q: He was short.,"A: He was short, yeah.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
Q: Was this -- were there a lot of people on the side of the street?,"A: Yes. Screaming, having the arms up, heil Hitler. Yes.","[1, 2, 3]"
"Q: Were you alone then, or with your parents?","A: No, I was alone. Was alone.","[1, 2, 3]"
Q: And was this like a military parade of some kind?,"A: Yes, so -- yeah.","[1, 2, 3]"
Q: And in Hamburg.,A: In Hamburg.,"[1, 2, 3]"
Q: Do you remember the street?,"A: No, it was cur -- very close to -- it was like this, next street he came to was Grindelallee.","[1, 2, 3]"
Q: Grindelallee.,"A: And that is -- was a very Jewish neighborhood, very Jewish, so --","[1, 2, 3]"
"Q: So it was a march on purpose, through a Jewish neighborhood.",A: I guess so. I guess so.,"[1, 2, 3]"
Q: One could make that assumption.,A: Yeah.,"[1, 2, 3]"
"Q: So, do you have any memories of before your age six, like before Hitler comes to power?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp a October 8, 2015",A: Not really.,"[1, 2, 3]"
Q: Not really.,"A: Not really, that -- that's all I me -- almost know.","[1, 2, 3]"
Q: Okay.,A: I want to bring out one important thing.,"[1, 2, 3]"
Q: Okay.,"A: This is not -- of course we had to -- I do remember we had to fill out papers, everything what we owned, everything what we owned. My parents had to put down even their wedding ring, everything, every silver, everything. Furniture, everything. They wanted to know what you have.","[1, 2, 3]"
Q: An inventory.,"A: Inventory. Radio, everything. I remember that. We couldn't -- I think it started in deg38, somewhere in there. We couldn't go to any grocery stores. We had to go to only one special stores -- store for Jewish people. And the line was tremendous. And people on the outside would laugh, pointing. Oh, look at those Jews, they have to stay in line to get their stuff. And I do remember we had an old age home very close to where I lived, three houses. I did a couple shopping in that store for older people, I did that. I remember that. And they gave me 50 cents or something, you know.","[1, 2, 3]"
"Q: I take it your parents rented your accommodations when you were in Hamburg?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015","A: Yes, they rented.","[1, 2, 3]"
Q: They rented.,"A: They rented. My mother had a very nice lady friend. She met her from the first apartment we had in Hamburg. When we came to Hamburg, she lived next door.Her husband had a big radio store in one of the main streets -- main streets in Hamburg. And this lady already had a car; she was blonde. And she took my mother, every second week they went someplace outside Hamburg, some nice place, and they had coffee and cake, and I sometimes, or most of the time, went with them.","[1, 2, 3]"
Q: Was she Jewish?,"A: The problem was, her husband was a big Nazi.","[1, 2, 3]"
Q: Oh my.,"A: He was a -- he was a big Nazi. And one day, later on, she was sitting our modest little apartment, it was just terrible, towards the end. She was sitting there, and she said -- she took her hands, and she put it over her head, and she said, oh my God, what could we do, we didn't have our fuehrer? And my mother and I were speechless. We just looked at each other, didn't say one word. And then, of course, that's -- that was [indecipherable] we didn't hear any more. It was -- her husband Interview with Gary H. Philipp 0 October 8, 2015 didn't want that she would be in contact with us any more. I have a picture here. And --","[1, 2, 3]"
"Q: Were there other -- were there German people who were -- I mean, you mentioned her, were there others who were friendly?",A: Yes.,"[1, 2, 3]"
Q: There were?,"A: Yes, yes. But they were silent. You were not supposed to talk to Jewish people on the street any more. You couldn't go to the movies, you couldn't go to any place, except to the Jewish store, where you get your butter and your breads and everything.","[1, 2, 3]"
"Q: So, did you ever see a movie when you were growing up?","A: Yes, I saw a lot of movies. I love movies. I went by myself, it was very cheap, 30 cents, or so.","[1, 2, 3]"
Q: And they let you in?,"A: Yeah, they let me in. And I don't know what year it was when it says the Jews are not allowed in the movie. My mother went once. She took a chance. She wanted to see the -- she wanted to see the movie. And I must say, my mother didn't look particular Jewish, so she didn't have a-- she had a no-normal nose, so she was okay.","[1, 2, 3]"
"Q: So she got to see it.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp * October 8, 2015",A: Yes.,"[1, 2, 3]"
"Q: What was -- what was the movie, do you n -- do you remember, did she talk about --","A: Yeah, I don't remember. My first movie -- one of my first movies I do remember was ""Ramona"" with Loretta Young and Don Ameche, and I'm still thinking about it, how beautiful it was, how I -- impressed I was about the movie.","[1, 2, 3]"
Q: The glamour times.,A: Yes.,"[1, 2, 3]"
"Q: You know, they portrayed these glamour times.","A: I was six, seven years old, eight years. Yeah, I remember that movie.","[1, 2, 3]"
Q: Did -- you said your father lost his job. How did that happen?,"A: Well, my father lost his job, he could not get any work any more. He had a bicyc --he got -- got himself a bicycle, and -- and there was a coffee company, they would -- they said to him, you can take 10 pounds of coffee, and so -- and then he got -- he take that coffee and peddled around to Jewish families, and they bought the coffee from him; and also sausage. I don't know where he got the sausage from. And you will see, when I show you, my father aged, it was unbelievable. Between 1933 and deg41, he looked like an old man. He lost all his hair. It was very difficult, very difficult.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
Q: When was he born? What year was he born?,"A: I think it's either 1890 -- ""94 or 96. I'm -- I always get it mixed up.","[1, 2, 3]"
Q: So he was a young man?,"A: But I think you can -- yeah, sure, my father was only 47 years old when he -- my mother was in her late 30s. When I come to --","[1, 2, 3]"
Q: Okay.,A: -- when she was -- when they were killed. Yeah. I want to tell you one more story,"[1, 2, 3]"
Q: Okay.,"A: -- of that episode in Hamburg. So they put us in this building, there were maybe four or six more Jewish fa -- people living there, and -- and few Aryan people, but very few. And there was -- we were the third floor, and there was a -- and the second floor was Dr. Besser(ph) is his na -- was his name. And each apartment had a -- they had a window to the stairway, milk, so you couldn't look in the apartments.","[1, 2, 3]"
"Q: So it was milky, kind of window?",A: Yes.,"[1, 2, 3]"
Q: Okay.,"A: [indecipherable] sun, always.","[1, 2, 3]"
"Q: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp 8 October 8, 2015","A: On the si-- on the sixth of November, that's my birthday, we got the notice that we have to, within 24 hours, we have to leave the apartment.","[1, 2, 3]"
Q: This is what your --,"A: And leave the -- and leave the key at the police station. And they were -- that we have to gather at the Freemason building. Well, it-- I guess we got the letter in morning, and they always had the lights on, Dr. Besser(ph). We happened -- after a couple hours, we looked -- I stepped -- we stepped out of the door and we looked over the rail, we could see the light was out. We ne -- we knew exactly what ha -- what -- what happened. They killed themselves. They didn't want to go ina concentration camp. As we were, standing there, looking over the railing, another woman, a German woman came out. She was the -- she took care of the building, to see that everything was all right. I know her name even, va -- Willis(ph). She said in German [speaks German]","[1, 2, 3]"
"Q: Oh yeah, so --",A: I thought -- I thought I didn't hear right. So that was that.,"[1, 2, 3]"
"Q: Can you translate for us what that was, what it is that she said.",A: I can't translate that into English.,"[1, 2, 3]"
Q: In an ascheimer -- in an ashcan.,"A: In the garbage with the --ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
Q: The Jews should be put --,"A: All the Jewish garbage, or something like that, I don't know.","[1, 2, 3]"
"Q: The Jews should be packed into a garbage can, something like this.",A: Yes.,"[1, 2, 3]"
Q: Like an ashcan.,A: [ll never forget it.,"[1, 2, 3]"
Q: Yeah.,"A: And I always swore I was going to do something about it after World War II, I-- to confront her, or do something, but I didn't. I had other things on my mind.","[1, 2, 3]"
Q: Well --,"A: So, that was that.","[1, 2, 3]"
"Q: Now, how old were you -- th -- you said this happened on your birthday.","A: It was exactly my 14"" birthday.","[1, 2, 3]"
"Q: So that would have been 1940, or 19 --",A: Forty-one.,"[1, 2, 3]"
Q: Forty-one.,"A: So, now we come to that.","[1, 2, 3]"
"Q: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp 8 October 8, 2015","A: So, we -- we went to the freema -- Freemason building. They had different tables there that had -- that were -- my mother -- my parents had to take the -- the rings off, the passport another place. They stripped us totally. And then we had to sleep on the floor. On the floor. [indecipherable] And people are starting to cry, and you know how it goes. And next morning they had, outside they had trucks, covered trucks.","[1, 2, 3]"
Q: In the truck.,A: Yes.,"[1, 2, 3]"
"Q: And were you already there, with your father?","A: I was there then, with my father, too. Went to the railroad station. Railroad station they had a -- an old out -- outdated train waiting for us. I don't remember it was hot or cold, that I don't remember. And they said we are going somewhere east, they didn't tell us exactly where, to work.","[1, 2, 3]"
Q: Did you have any luggage with you?,A: One luggage each was it.,"[1, 2, 3]"
"Q: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp 8 October 8, 2015","A: So, we were in this train two days, I think. At least two days, two nights, or three nights, I don't know. And we s-- s-- came to Minsk.","[1, 2, 3]"
Q: That's east all right.,A: Minsk.,"[1, 2, 3]"
Q: That all -- that's very far east from Hamburg.,"A: Yes, yes.","[1, 2, 3]"
Q: That's in Belarus.,"A: As the -- as the train stood still, and I look out, I saw -- every few steps I saw a soldier, or SS with a gu-- with a --","[1, 2, 3]"
Q: With a gun?,A: -- guns.,"[1, 2, 3]"
"Q: Before we get there, can you tell me what was the train ride like? Were you in cattle cars, were you in --","A: No, this was not a cattle car.","[1, 2, 3]"
Q: Describe it.,"A: It was an old, outdated, third-class. In those days they had first and second and third class.","[1, 2, 3]"
Q: Okay.,"A: Which they don't have today any more.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp m October 8, 2015","[1, 2, 3]"
"Q: Can you describe what it looked like, what the train ride -- did you have a place to sit, did you have a place to lie down?","A: No, no place --","[1, 2, 3]"
Q: How many people --,A: --no place to lie down. You had to sit for three days.,"[1, 2, 3]"
Q: Okay.,"A: And it -- and it just -- in a chair, just a regular chair.","[1, 2, 3]"
"Q: And was it overcrowded, the train, or -- | mean, the -- the compartments? Was there --","A: Well, every seat was filled.","[1, 2, 3]"
Q: Okay.,"A: Every seat was filled. They had a --a volunteer nurse, a Jewish -- from the Jewish organization, she was sitting there. I remember something like this.","[1, 2, 3]"
Q: Were there facil --,"A: About food, I don't know nothing about food.","[1, 2, 3]"
Q: Nothing about food.,A: I don't remember.,"[1, 2, 3]"
"Q: Facilities of any kind?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp 8 October 8, 2015","A: Yeah, must have been. It must have been, because I remember later when -- when we didn't have it.","[1, 2, 3]"
Q: Okay.,"A: So it must have had, yes.","[1, 2, 3]"
"Q: Okay. And were there soldiers on the train? Were there, within the compartments themselves, did you have the [indecipherable]",A: I don't know. I can't remember.,"[1, 2, 3]"
Q: Okay. Okay. Just wondering.,"A: The doors were locked, we couldn't get out, that I know.","[1, 2, 3]"
Q: Could you see --,A: Doors and windows were locked.,"[1, 2, 3]"
"Q: Could you see through the windows, as you were go --","A: You could see, yes.","[1, 2, 3]"
"Q: Okay. Did you see mostly landscapes, or any --","A: Yeah, landscape.","[1, 2, 3]"
Q: Okay. And it was -- you couldn't tell where you were going?,"A: No. No. It was two days at least, like I said.","[1, 2, 3]"
Q: Yeah.,"A: Two days, two nights, or three.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp "" October 8, 2015","[1, 2, 3]"
"Q: Yeah, yeah. Okay, so there you were in Minsk, you see the soldiers with their guns --",A: They started screaming.,"[1, 2, 3]"
Q: Okay.,"A: The minute they opened the door, they said, raus, you Juden [speaks German], raus, raus. And then they had those -- those gu -- those big guns. They were hitting people in the back because they didn't run fast enough to the trucks, sitting on the other side of the street. They were covered trucks. And the trucks were high, so most people could not get in. So they picked the people up and threw them in there.And I remember I was one of the last ones. I was on top, I don't know how many people were any which way under me.","[1, 2, 3]"
Q: So it was like a pile of people.,"A: Piles of people, just thrown in th -- in this truck, and I was on top of it. And then they started to move. And I can't tell you -- it took 45 minutes, an hour, I don't know the time, how long it took until we got to the ghetto. It was supposed to be called sonderghetto, special ghettos for German Jews.","[1, 2, 3]"
Q: I see.,"A: It had a wire. And we got in, and we saw a red building, a big, red building.","[1, 2, 3]"
"Q: Brick?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp *deg October 8, 2015","A: Brick building. And it was a school before. It was a school in the old days. And we were staying there, we're standing there, and then they, through the [indecipherable] and then, I don't know what happened, I was short, so I could not see it all, only could hear it, there were so many tall people in front of me. They put several people against the wall, against the wall, and I heard the -- I heard them shooting them, and they were killing them, that was the first thing.","[1, 2, 3]"
Q: From this group that had come from Hamburg?,"A: Idon't know what kind of -- I don't know, I only know they're shooting. I couldn't tell you. Then -- then they announced again, over the speaker, we need so many volunteers to go inside the building and clean up. What happened was, they had Russian Jews living in there before, and wa -- and then when the announcement came that German Jews are coming, they killed all those Russian Jews. Inside you saw where people were eating doing this and that.","[1, 2, 3]"
Q: So-,"A: All the utensil were all laying around, to the top of -- they had one big stove like this, where they had several different utensil -- cooking utensils. We had to take all that and throw it out, out of the window.","[1, 2, 3]"
"Q: So, it was out la --","A: [indecipherable]ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Gary H. Philipp * October 8, 2015","[1, 2, 3]"
Q: So that was like they were caught in the middle of a meal.,"A: Yes. So then they put us in -- you know what an aula is, aula?","[1, 2, 3]"
"Q: No, you explain it.","A: Every school has an aula, a big room, usually.","[1, 2, 3]"
Q: An auditorium?,"A: Yeah, like an auditorium upstairs. They put more people there, regular rooms they put less people. But we were in the a-aula, on the -- my parents and I.","[1, 2, 3]"
"Q: So, was this a two story building, a two story --","A: No, more than that. No, was more, at least four or five.","[1, 2, 3]"
"Q: And this was in the middle of Minsk, in the city of Minsk, the ghetto?",A: No.,"[1, 2, 3]"
Q: Outside?,A: It must have been outside.,"[1, 2, 3]"
Q: Outside.,A: Must have been outside. But our ghetto -- our ghetto touched the Russian ghetto.There was only wire between.,"[1, 2, 3]"
Q: I see.,"A: They had more than 70,000 Russian Jews on the other side, and we were 12,000, after a few weeks, from Vienna, another one from Berlin, another one fromInterview with Gary H. Philipp * October 8, 2015 Cologne, all mixed, you know? And what they did, the food was so bad, they gave us soup, it was like barley soup. They put -- you ever heard -- it's called in German, they put saltpeter in the -- in this soup. That means that they want to make men sterile, they didn't want that they have sex. They didn't want to have more babies, or anything like that. That was the start with that. And then a piece of bread, like a piece of pie, the shape. And maybe a little margarine or butter, something like that.So, what people did when they got their luggage -- if they got their luggage, many people didn't get their luggage -- they would take what -- the belongings they had, they would go with something to the Russian, where the Russian concentration camp was.","[1, 2, 3]"
Q: The -- the ghetto. The Russian Jewish ghetto.,"A: Yeah, and they would -- they would give us bread for exchange things.","[1, 2, 3]"
"Q: Di -- is that -- did you get your luggage, your family, were you --","A: Yes, yes.","[1, 2, 3]"
"Q: Okay. And so, were you able to do something --","A: Yeah, we did that for a while. Doesn't last too long, you know.","[1, 2, 3]"
Q: No.,"A: Well, anyway, I was there for two years.","[1, 2, 3]"
"Q: So what did you --ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Gary H. Philipp % October 8, 2015","A: Two years in this horrible place. And we always heard shooting at night, we never know where the shooting took place, we don't know. Somewhere.","[1, 2, 3]"
