Question,Answer,topics
"Q: Yeah, did she teach you how to do anything?",A: I don't know.,"[1, 2, 3]"
"Q: Did she teach you any sort of, like, kitchen skills or household skills or anything like",A: She was very -- very musical.,"[1, 2, 3]"
Q: Did she play an instrument?,"A: Yes, an organ.","[1, 2, 3]"
Q: An organ?,A: Uh-huh.,"[1, 2, 3]"
Q: And did she teach you the organ too?,"A: No, she didn't.","[1, 2, 3]"
Q: Did she play for you?,"A: Oh, yes.","[1, 2, 3]"
Q: Did you like it?,"A: She was very, very musically inclined. She was -- what is it? She knew -- UNIDENTIFIED MALE SPEAKER: Perfect pitch. UNIDENTIFIED MALE SPEAKER: She had perfect pitch.","[1, 2, 3]"
Q: Did you like it?,"A: Perfect pitch, yeah, she did. She brought the perfect pitch.","[1, 2, 3]"
Q: Did she play outside the family? Did she ever play for other people?,A: No.,"[1, 2, 3]"
Q: No? Okay. So she didn't have concerts or --,"A: Oh, no.","[1, 2, 3]"
"Q: -- anything like that? And your father, what sort of things did he teach you?",A: He exercised a lot.,"[1, 2, 3]"
Q: He exercised a lot?,A: Yeah. We just --,"[1, 2, 3]"
Q: And did that mean that the kids had to exercise a lot?,A: Walking mostly.,"[1, 2, 3]"
Q: Okay.,"A: And then go to the gym, the gym, gymnastics.","[1, 2, 3]"
Q: He was before his time.,A: Yeah.,"[1, 2, 3]"
"Q: People didn't do that, didn't have as much consciousness about that in earlier","A: Maybe not -- maybe not in the United States.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial Missy esr! entior oboe desta ealess lp osonal abaukarcess andInterview with Matilda ""June"" Bakker 13","[1, 2, 3]"
Q: That's true. That's true. I'm trying to get a sense of which of your parents had the,A: My father.,"[1, 2, 3]"
Q: He did?,A: Yeah.,"[1, 2, 3]"
Q: Why?,"A: Well, I didn't --","[1, 2, 3]"
Q: In what way? What about your father was -- provided that influence? What about his,A: [have no idea. UNIDENTIFIED FEMALE SPEAKER: Was he good with money?,"[1, 2, 3]"
Q: In what way? What about your father was -- provided that influence? What about his,A: What?UNIDENTIFIED FEMALE SPEAKER: Was he good with money?,"[1, 2, 3]"
Q: Was he good with money?,"A: Oh, yes. But my mother was too.","[1, 2, 3]"
Q: Okay.,A: What?UNIDENTIFIED FEMALE SPEAKER: Who taught you how to balance a checkbook.,"[1, 2, 3]"
Q: Who taught you how to balance a checkbook?,"A: [have no idea. Do you remember? The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview. eae rights ee eee RSSRE BPS Sea IS: Memorial Missy esr! entior oboe desta ealess lp osonal abaukarcess and Interview with Matilda ""June"" Bakker 14 UNIDENTIFIED MALE SPEAKER: I do know that you resented your mother's fanatical religious --","[1, 2, 3]"
Q: Who taught you how to balance a checkbook?,"A: Yeah, yeah. Yeah, when David was -- how old when you first started to go? UNIDENTIFIED MALE SPEAKER: To St. Johns?","[1, 2, 3]"
Q: Who taught you how to balance a checkbook?,A: No. UNIDENTIFIED MALE SPEAKER: To Holland?,"[1, 2, 3]"
Q: Who taught you how to balance a checkbook?,A: To Holland. UNIDENTIFIED MALE SPEAKER: Seven.,"[1, 2, 3]"
Q: Who taught you how to balance a checkbook?,"A: Every summer, David --","[1, 2, 3]"
Q: David is your son?,"A: Yeah, right there.","[1, 2, 3]"
Q: Okay. David is your son.,"A: And every summer, he went to stay in Holland, because I wanted him to know myfamily. And he stayed with my brother or my younger brother or my older brother --well, they were both younger than I am, but -- and sometime they stayed with my parentsa little bit too. And what did you say you -- about the music?UNIDENTIFIED MALE SPEAKER: Well, with your mom, I remember one time I wasplaying a song. They had a little pump organ in the hallway.","[1, 2, 3]"
Q: They had a pump organ in the hallway.,A: They what?,"[1, 2, 3]"
Q: Your grandmother had a pump organ in the hallway.,"A: Oh, yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Matilda ""June"" Bakker 15UNIDENTIFIED MALE SPEAKER: And I played a song, and she was singing -- shedid not know the words, but she was singing the notes from the kitchen while she waspeeling potatoes. So she was just singing the letter notes --A, B, C, D -- you know, just --","[1, 2, 3]"
"Q: That's pretty cool. That really shows, you know, how musical she was.","A: Oh, yeah. Yeah, she mentioned the notes when she was singing.","[1, 2, 3]"
Q: Okay. So let's go back to your father. You said he was the person who was the,A: Yeah.,"[1, 2, 3]"
"Q: In what way? Why would he be more of an influence than your mother, for example?",A: Because I hated her religious.,"[1, 2, 3]"
Q: Okay. So she was trying to -- was she forcing you and your brothers to go to church,A: Yes.,"[1, 2, 3]"
Q: And --,A: But my father took us to the beach.,"[1, 2, 3]"
Q: Okay. So it must have been that he didn't share that degree of religious feeling.,"A: No, he didn't.","[1, 2, 3]"
"Q: No, he didn't?","A: Well, when they first got married, they were not.","[1, 2, 3]"
Q: Isee.,A: She became it later.,"[1, 2, 3]"
"Q: Okay. Were they happy together, your parents?",A: I think so.,"[1, 2, 3]"
Q: Yeah?,"A: Yeah. Yeah, there was no problem between the two of them.","[1, 2, 3]"
Q: Okay.,"A: And he let her be religious the way she wants to. He let her go. But he was not, andhe did not want us to be like our mother.","[1, 2, 3]"
Q: Why do you think that was?,A: He wasn't brought up like that.,"[1, 2, 3]"
Q: But what about your mother's religiosity did he want to keep from you and your,"A: That, I don't know.","[1, 2, 3]"
Q: Okay.,"A: They didn't start out that way. My mother became religious when they had beenmarried for a while, for --","[1, 2, 3]"
"Q: Did you used to have family dinners together, the whole family?","A: Oh, yeah.","[1, 2, 3]"
Q: And at lunchtime too?,"A: No. At lunchtime, we -- he did not for lunch. At what age?","[1, 2, 3]"
"Q: I would say, you know, if your father came -- did he come home for lunch from work,","A: I don't remember.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Matilda ""June"" Bakker 17","[1, 2, 3]"
"Q: You don't remember. But when you had meals together, was there much discussion?","A: Oh, yes.","[1, 2, 3]"
Q: What was the usual topic?,A: I don't know.,"[1, 2, 3]"
Q: Okay. Did you talk about -- did you talk about your school and your classes and your,A: I suppose so.,"[1, 2, 3]"
Q: Okay. Did they ever talk about politics?,A: I don't know.,"[1, 2, 3]"
Q: Okay.,"A: Oh, that's true. Yes.","[1, 2, 3]"
Q: What would your mother insist on doing?,A: Reading the Bible.,"[1, 2, 3]"
Q: At dinner?,A: After dinner.,"[1, 2, 3]"
Q: After dinner.,"A: At night, not during the day or the after -- yeah. UNIDENTIFIED MALE SPEAKER: And this was out loud.","[1, 2, 3]"
Q: After dinner.,A: Huh?,"[1, 2, 3]"
Q: Okay.,A: What did you say? UNIDENTIFIED MALE SPEAKER: Out loud.,"[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
Q: How did your brothers feel about this?,A: I don't really know.UNIDENTIFIED MALE SPEAKER: Geurt was okay with it. He liked it and becamevery religious and has always been.,"[1, 2, 3]"
Q: Okay. Q: Okay.,A: He knows much more better than I do because -- UNIDENTIFIED MALE SPEAKER: He was there every summer.,"[1, 2, 3]"
Q: Okay. Q: Okay.,"A: He was there every summer. And that was when it was -- everything had changedmuch more than -- than I was still there. More -- because my mother was not thatreligious when I was little, and she was -- When you were there, she was very religious.","[1, 2, 3]"
"Q: So your son David is saying that your younger brother Geurt -- Q: -- ""Geurt"" became quite religious like your mother in his later years?",A: Not like -- not like my mother.,"[1, 2, 3]"
Q: Not like your mother?,"A: No. The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview. eae rights ee eee RSSRE BPS Sea IS: Memorial Missy esr! entior oboe desta ealess lp osonal abaukarcess and Interview with Matilda ""June"" Bakker 19 UNIDENTIFIED MALE SPEAKER: He was very religious. It gives you an idea of how religious.","[1, 2, 3]"
Q: Not like your mother?,"A: Well, he's -- well, he goes to church every Sunday, and he believes in the Bible and --but he is not in the least bit trying to do -- trying to recruit anybody else.","[1, 2, 3]"
Q: So he is not imposing this on anybody else?,A: No.,"[1, 2, 3]"
Q: But your mother did?,A: Yes.,"[1, 2, 3]"
"Q: Okay. And your older brother, from what your son says, was not particularly so.",A: He wasn't religious at all. He was just like my father and me.,"[1, 2, 3]"
Q: Okay.,A: I will tell you something.,"[1, 2, 3]"
Q: Okay.,"A: During the war, when I was in the resistance, sometimes Nazis would come to the door and find out things. And my mother, she would -- she would go to bed when something like that was happening, because that happens during the war, people would -- the Nazis would go -- UNIDENTIFIED MALE SPEAKER: Raids.","[1, 2, 3]"
Q: Okay.,A: Huh?,"[1, 2, 3]"
Q: They would have raids?,"A: Raids.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial Missy esr! entior oboe desta ealess lp osonal abaukarcess andInterview with Matilda ""June"" Bakker 20","[1, 2, 3]"
Q: Okay. So they would go and search the houses?,A: Yeah.,"[1, 2, 3]"
Q: Okay. All right.,"A: And my mother -- because my mother said, ""God says that you shall never lie, and Icannot lie. So then I have to tell them what I know about you."" And then --but she wentto bed. She -- she acted like she was asleep or sick or whatever. And my father told theNazis that I was in Germany working for them.","[1, 2, 3]"
Q: So your father had no problem with that kind of twisting of the truth?,"A: No, he did not have any problem with it. But she disappeared because she said, ""Godsays you may not lie.""","[1, 2, 3]"
Q: Okay. So --,A: So that's how idiotic it was.,"[1, 2, 3]"
"Q: Well, she went to bed when she wasn't sleepy, so that could be a sort of kind of lie.",A: No.,"[1, 2, 3]"
Q: Was it a public school that you attended?,A: It was a private school.,"[1, 2, 3]"
Q: It was a private school?,A: Was it?UNIDENTIFIED MALE SPEAKER: Yeah.,"[1, 2, 3]"
Q: So you went to a religious private school?,A: Yeah.,"[1, 2, 3]"
Q: Did it belong to the same church as your mother?,A: I think so. I don't really know.,"[1, 2, 3]"
"Q: Okay. Did you have any friends in the school? Did you, you know, have -- were you","A: Oh, yes.","[1, 2, 3]"
Q: Yeah? Did you have best friends?,A: Did I have what?,"[1, 2, 3]"
Q: Did you have best friends?,"A: Oh, yes.","[1, 2, 3]"
Q: Tell me about them a little bit.,A: I don't remember.,"[1, 2, 3]"
Q: Do you remember -- tell me a little bit about the place you lived. Was it an apartment,"A: I think when I was very little, it was an apartment. Later they bought a house, but -- UNIDENTIFIED MALE SPEAKER: It was a row house.","[1, 2, 3]"
Q: Do you remember -- tell me a little bit about the place you lived. Was it an apartment,A: Huh?UNIDENTIFIED MALE SPEAKER: It was like a row house.,"[1, 2, 3]"
Q: A row house?,"A: A row house, yeah.","[1, 2, 3]"
Q: Was it a big place? Was it spacious or kind of cramped?,"A: Well, it -- UNIDENTIFIED MALE SPEAKER: It had a separate room for the cats.","[1, 2, 3]"
Q: Was it a big place? Was it spacious or kind of cramped?,A: Yeah.,"[1, 2, 3]"
"Q: So you had -- tell me, you had some animals?",A: Yeah.,"[1, 2, 3]"
Q: What kind?,"A: My mother had -- always, she had six or seven cats, and she had a separate room for -- just for the cats. Well, it was three levels.","[1, 2, 3]"
Q: Okay. And did each child have its own bedroom?,"A: Oh, yes.","[1, 2, 3]"
Q: Okay. Did the maids sleep in?,A: Yeah.,"[1, 2, 3]"
Q: Okay. Was the house in the center of the town or in a residential area?,"A: Well, there were several. I lived in several different places. It was -- how do youmean? What do you mean by that?","[1, 2, 3]"
Q: I'm trying to get a sense of whether you were very much a city girl and lived in the Q: A city girl?,"A: Well, no, not so much.UNIDENTIFIED MALE SPEAKER: The country boy says.UNIDENTIFIED FEMALE SPEAKER: Could you walk to school?","[1, 2, 3]"
"Q: Yeah, did you walk to school?","A: Oh, yes.","[1, 2, 3]"
Q: Was it far away then?,A: No.,"[1, 2, 3]"
Q: Okay. Okay. What are some of the subjects that you were taught in school?,A: I don't know. I don't know.,"[1, 2, 3]"
Q: Did have you any favorite teachers?,A: I don't know that either.,"[1, 2, 3]"
Q: Okay. Aside from the people you've told me about --your parents and your brothers -,A: I would have to think about that.,"[1, 2, 3]"
Q: Okay.,A: That was later. That was when I was -- that was my fiance.,"[1, 2, 3]"
"Q: Oh, you had a fiance?",A: I started -- he asked me to be his girlfriend when I was 18.,"[1, 2, 3]"
Q: So that would be 1938?,A: Yeah.,"[1, 2, 3]"
Q: And what was the name of this person?,A: Gorfum Barahike (sp).,"[1, 2, 3]"
Q: Gorfum Barahike (sp)?,A: Yeah.,"[1, 2, 3]"
Q: How did you meet him?,"A: Oh, I've known him. We lived close together. And I don't know.","[1, 2, 3]"
Q: What kind of a person was he?,A: Well --UNIDENTIFIED FEMALE SPEAKER: Was he good looking?,"[1, 2, 3]"
Q: Was he handsome?,"A: Well, okay. UNIDENTIFIED MALE SPEAKER: Your families were close.","[1, 2, 3]"
Q: Was he handsome?,"A: The families were close, yes. UNIDENTIFIED MALE SPEAKER: The families had known each other.","[1, 2, 3]"
Q: Was he handsome?,"A: That's -- you're right, the families were close.","[1, 2, 3]"
Q: Okay. And when he asked you to be his fiance -- is that it? Or his girlfriend? Those,"A: Well, I --","[1, 2, 3]"
Q: Did he ask you to marry him?,"A: He was -- yeah, we were going to get married in the long run, because we had to gocollege -- finish college first.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Matilda ""June"" Bakker 25","[1, 2, 3]"
Q: Aha.,"A: And that -- and then you're in the war. That was an entirely different -- became anentirely different story, and we couldn't. And it was impossible to get married then and --would you like to see a photo?","[1, 2, 3]"
"Q: I would like to see a photo, but I would like to see one later, after we finish talking.",A: Oh.,"[1, 2, 3]"
"Q: Tell me, did you --",A: Because the important -- the whole important part of that is that we both were in theresistance during the war.,"[1, 2, 3]"
Q: Did he bring you into the resistance?,"A: No, he didn't.","[1, 2, 3]"
Q: Did you bring him into the resistance?,A: No.,"[1, 2, 3]"
Q: You -- were you in the same activities or separate activities?,A: Separate activities.,"[1, 2, 3]"
Q: Did you know about one another's activities?,A: No.,"[1, 2, 3]"
Q: Okay.,"A: No. Oh, no, because -- because if you were arrested and they were trying to geteverything out of you, if you didn't know it, you couldn't tell them.","[1, 2, 3]"
"Q: Exactly. I want to go to the nineteen -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: But he was -- the thing was, I was -- I was fairly lucky one day, because we were --we were going to get married. Now, the -- whoever was going to get us married said hewould do everything in private, because we were in the resistance and we couldn't doanything. Obviously, we couldn't --","[1, 2, 3]"
Q: You couldn't do -- you couldn't have a public wedding?,A: No.,"[1, 2, 3]"
Q: Okay.,"A: So anyway, but it never happened. Because one day we were going to -- to a meetingof people that --secret stuff in there, in the resistance. And we lived -- we lived in -- for awhile, we lived in the same house and with a couple of other students, because he was inDelft, in the technische hoogeschool.","[1, 2, 3]"
Q: Technical high school or something?,A: Technical --,"[1, 2, 3]"
Q: Technical college?,A: -- college.UNIDENTIFIED MALE SPEAKER: Like MIT.,"[1, 2, 3]"
"Q: Oh, more than a technical college then.",A: What did you say? UNIDENTIFIED MALE SPEAKER: Like MIT.,"[1, 2, 3]"
"Q: Oh, more than a technical college then.","A: Yes, yes, yes.","[1, 2, 3]"
Q: Okay.,"A: That's something else they had. And he was almost finished. But we were both in the resistance, in different parts doing different things. And later, after the war, I heard what he had been doing. He had been in contact with England all the time. UNIDENTIFIED MALE SPEAKER: He had a transmitter.","[1, 2, 3]"
Q: Okay.,"A: He had a transmitter. But I didn't know it at that time. Because if they had arrestedme and then asked me, you know, you never know, because they would torture you to getthe things out of you. So -- but anyway, one day I said -- you know, we were in a train onthe way home, and I said, ""I'm not going to go home with you now, because I haven'tseen my parents for quite a while, and I have to tell them a few things."" And I keep up todate with each other, with my parents. So I got out of the train, and I went to my parents""house and -- well, that was -- never even talked about anything. And the next day, I wentto the place where we were supposed to meet, and he didn't show up and he didn't showup. And then later -- and then one of his friends came by and say, Oh, you're here. Yeah,that's right. He said, Last night or -- no, early, early this morning, they -- the Nazisknocked on the door, and they arrested him and -- anyway, four students who lived there.He was almost -- he was not quite through college yet, but he was almost through college.But at that time, it was --the college was really not working normally because it was --","[1, 2, 3]"
Q: War time?,"A: It was war time. And this morning they were arrested, and they were taken out of theapartment where they lived, and where I lived, too, for -- so --","[1, 2, 3]"
Q: And you didn't see him again?,"A: I never saw him again.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Matilda ""June"" Bakker 28","[1, 2, 3]"
Q: You never saw him again?,"A: No. Because after the war, the Germans had very exact records of everything theydid. Everything was on paper.","[1, 2, 3]"
Q: Okay.,A: And they had taken him to a camp.,"[1, 2, 3]"
Q: A concentration camp?,"A: A concentration camp. And three weeks after he was arrested, he was killed and shotto death.","[1, 2, 3]"
Q: I thought you had said that he had survived the war. I was under that impression.,A: No.,"[1, 2, 3]"
"Q: No, he didn't survive the war?",A: No.,"[1, 2, 3]"
Q: And you found out about this after the war?,A: Yeah.UNIDENTIFIED MALE SPEAKER: His name is on one of these.,"[1, 2, 3]"
Q: He was in -- how do you pronounce -- Q: Fooshed (ph)?,A: Fooft (ph).,"[1, 2, 3]"
"Q: Okay. Q: No. So he was -- the Nazis who came to arrest him -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: Yeah.,"[1, 2, 3]"
"Q: -- were they Dutch collaborator Nazis, or were they German?",A: They were Germans.,"[1, 2, 3]"
Q: They were Germans.,"A: Yeah. UNIDENTIFIED MALE SPEAKER: Well, in Firft (ph), there were a lot of Dutch.","[1, 2, 3]"
Q: They were Germans.,A: Huh? UNIDENTIFIED MALE SPEAKER: There was a lot of Dutch SS in Firft (ph).,"[1, 2, 3]"
Q: They were Germans.,A: Yes.,"[1, 2, 3]"
Q: Okay.,"A: That's true, yeah.","[1, 2, 3]"
Q: But you didn't know this at the time?,"A: No, I didn't know this at the time. I was hoping that he would come -- come homeafter the war.","[1, 2, 3]"
Q: What kind of a person was he?,A: Very smart.,"[1, 2, 3]"
Q: Very smart?,A: Yeah.,"[1, 2, 3]"
Q: And --,"A: And he was -- yeah, he was in contact with England and -- yeah. I guess he did -- heknew a lot that I didn't know that the Germans wanted to know.","[1, 2, 3]"
"Q: What a young man, you know -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: The funny thing was that he was -- I loved him very much. And on the other hand, he was very fairly bossy. UNIDENTIFIED MALE SPEAKER: He was a control freak.","[1, 2, 3]"
"Q: What a young man, you know -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: He was a control freak, yes. And I am not like that. I want to do my own thing.","[1, 2, 3]"
Q: Yeah. Yeah.,"A: And most of the time -- we loved each other very much, and most of the timeeverything was okay. But my brother always said if you -- ""Your marriage would neverhave lasted."" That's what my brother said.","[1, 2, 3]"
Q: Because he was bossy?,A: Yeah.,"[1, 2, 3]"
"Q: Let's step back a little bit. In the late 1930s, you were already a young lady, you",A: You started --,"[1, 2, 3]"
Q: -- you started going out. Did you take an interest in politics? Did you take an interest,"A: When the Germans invaded the Netherlands and took over and were the boss, and theGerman queen went to England and stayed there.UNIDENTIFIED MALE SPEAKER: The Dutch queen.","[1, 2, 3]"
Q: The Dutch queen.,A: The Dutch queen.,"[1, 2, 3]"
Q: Yeah.,"A: What did I say?UNIDENTIFIED MALE SPEAKER: ""The German queen.""","[1, 2, 3]"
Q: Was this Wilhelmina?,A: Wilhelmina.,"[1, 2, 3]"
