Question,Answer,topics
Q: -- tell me what business he was in?,"A: No, I don't remember any more.","[1, 2, 3]"
Q: Okay.,"A: No. But we were very comfortable. I was going to gymnasium, I had privatepiano lessons. I had -- I went to -- for gymnastic, special gymnastic because I was alittle overweight, yeah.","[1, 2, 3]"
Q: It doesn't look it at all.,"A: No, not now, yeah.","[1, 2, 3]"
Q: No.,A: Til 1939.,"[1, 2, 3]"
Q: We'll come to 1939.,A: Yeah.,"[1, 2, 3]"
Q: At this point I'd like to still get a sense of what your childhood was like. Tell me,"A: No, no.","[1, 2, 3]"
Q: Okay.,A: Sh-Sh -- she was home.,"[1, 2, 3]"
Q: And she took care of you.,A: Yeah.,"[1, 2, 3]"
Q: All right.,"A: Took care of two of us, yes.","[1, 2, 3]"
"Q: Describe your home to me. What -- did you live in an apartment, or --","A: Apartment, yes.","[1, 2, 3]"
"Q: Okay, what did it look like? Describe it to me, if you can remember.",A: It-- we had separate bedroom together.,"[1, 2, 3]"
Q: The two girls.,"A: With -- the sisters, yes.","[1, 2, 3]"
Q: Yeah. Did you --,A: It was a small apartment. Nobody had big apartments at that time[indecipherable] two bedrooms and a kitchen.,"[1, 2, 3]"
"Q: Was the building an -- sort of like a 19"" century building, like they often have in",A: They're very old buildings --,"[1, 2, 3]"
Q: Yeah.,"A: -- very old, yes.","[1, 2, 3]"
Q: Yeah. Many stories?,"A: Not -- not very comfortable. Didn't have a-- a bathroom, separate bathroom.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.9Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: That was one of my questions.,"A: No, no.","[1, 2, 3]"
Q: No?,"A: No, we didn't have separate bathroom.","[1, 2, 3]"
Q: Did you have running water?,"A: Yes, we had running water, and we had gas, yeah --","[1, 2, 3]"
Q: Did you have electricity?,"A: Yes, we had electricity too, yes.","[1, 2, 3]"
Q: Okay.,A: We had special coal -- coal and -- stove for coal an-and wood.,"[1, 2, 3]"
Q: So would that heat the apartment?,"A: To -- to heat the apartment, yes. In each room -- in each room was a special stove","[1, 2, 3]"
Q: Pve seen --,A: -- built.,"[1, 2, 3]"
"Q: Yeah, I've seen some of these stoves that had beautiful tiles on them.","A: Exactly, the beautiful tiles, yes.","[1, 2, 3]"
Q: Okay.,"A: But you have to do it every day, and take the ashes out every day, yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.10Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
"Q: Yeah, yeah. So it was heated by coal, you had gas --",A: Yeah.,"[1, 2, 3]"
Q: -- you had electricity. Did you have a radio --,A: No.,"[1, 2, 3]"
Q: -- in your home? No.,"A: No, it -- it -- the radio exists already that time, but my parents said, we won'thave radio because you have to study. You have to study that this -- this will disruptyou, your studying, to listen to radio.","[1, 2, 3]"
"Q: Well, like people said about television --",A: Yes.,"[1, 2, 3]"
Q: -- a few generations later.,A: Yeah.,"[1, 2, 3]"
Q: Yeah. Did your mother have any help at home with --,"A: Yes, we did have help.","[1, 2, 3]"
Q: Okay.,A: Yes.,"[1, 2, 3]"
Q: What kind of help?,"A: She was coming to -- to clean the house, because we have -- we didn't havecarpets, we have -- like now, you have plain wood, wooden floor, but beautiful bu -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.11Interview with Irena BachDecember 12, 2015beautiful floors. You had to wax them, you have to clean them, it was a very bigjob, to polish them, to have a nice -- nice shine to it, yeah.","[1, 2, 3]"
"Q: Mm-hm. You say that your family was comfortable, yes?",A: Yes.,"[1, 2, 3]"
"Q: Did that mean that you also were able to take vacations, and travel, and things","A: We didn't travel outside the country, but we did have vacation in Poland, yes,we did.","[1, 2, 3]"
Q: Where would you go?,A: Wi---we'd---one was Krynica --,"[1, 2, 3]"
Q: Okay.,"A: -- that my -- my parents have a -- have an picture together. That was Krynica, thename.","[1, 2, 3]"
"Q: And is that in the mountains, or by the sea, or was that --","A: No, no mountains, no.","[1, 2, 3]"
Q: No.,A: But we went to mountains in the Carpartha -- Carpathic --,"[1, 2, 3]"
Q: Carpathian mountains.,"A: Yeah, that was mountains, beautiful mountains. And ye -- Yeremsha(ph), youcall Yeremsha(ph). I went for -- for the summer, and overnight the kolon -- kona --kolonia, you call kolonia.","[1, 2, 3]"
"Q: Okay, what is that, a kolonia?",A: That -- o-overnight camp.,"[1, 2, 3]"
"Q: Oh, I see.","A: Overnight for g -- for girls, for girls, yes.","[1, 2, 3]"
"Q: Okay. Was that a camp associated with a group, or --",A: Wi-With school.,"[1, 2, 3]"
Q: With school?,"A: This was from school, yeah.","[1, 2, 3]"
Q: And did you -- what kind of school did you go to?,A: I went to gymnasium.,"[1, 2, 3]"
Q: A public school?,"A: After six years, cl-class was re-regular school, we had go to -- if you -- if you canafford, because you have to pay for gymnasium. That was all private.","[1, 2, 3]"
Q: It was all private.,"A: Private, yes.","[1, 2, 3]"
Q: Okay. Did your gymnasium -- was it a religious place?,"A: No, no.","[1, 2, 3]"
Q: No. Was it Polish in the sense of --,A: No.,"[1, 2, 3]"
Q: No.,A: Just -- just everybody could --,"[1, 2, 3]"
"Q: Could go to it, okay.","A: -- could attend it, and I went there for four years --","[1, 2, 3]"
Q: Okay.,A: -- til the -- the war broke.,"[1, 2, 3]"
Q: Yeah.,A: Yeah.,"[1, 2, 3]"
Q: And instruction at school was in Polish?,A: Yes.,"[1, 2, 3]"
"Q: Okay. And at home, what language did you speak?",A: Only Polish,"[1, 2, 3]"
Q: Only Polish.,"A: Always Polish, yeah.","[1, 2, 3]"
Q: Did you ever speak Yiddish?,"A: No.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.14Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: No.,A: Never spoke Yiddish.,"[1, 2, 3]"
Q: Did you know any other languages?,"A: At that time, no.","[1, 2, 3]"
Q: Okay.,A: No.,"[1, 2, 3]"
Q: So we were -- so it sounds that your par -- your parents were assimilated into,"A: Very assimil -- yes, yes, very assimilated, yes, yeah.","[1, 2, 3]"
Q: Okay.,A: In--in gymnasium I took German language.,"[1, 2, 3]"
Q: So you understood German.,"A: As a second language, yes.","[1, 2, 3]"
Q: Okay.,A: You can choose English or German. I took the German.,"[1, 2, 3]"
Q: Okay. Did -- was your family religious?,A: No.,"[1, 2, 3]"
"Q: Not at all, or just a little, or --","A: Just a little. Just a little, yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.15Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Okay. All right.,"A: Just for high holidays, we observe high holidays, we observe Passover, Passoverholidays, but nothing special.","[1, 2, 3]"
"Q: Tell me, what do you remember of Lvov itself? Very few people know of it --a","A: You mean, how the city?","[1, 2, 3]"
Q: Mm-hm.,A: The city? Lvov is a very big city. I think it's about hundred thousand people.,"[1, 2, 3]"
Q: Okay.,"A: And a lot of Jews, a lot of Jewish people --","[1, 2, 3]"
Q: Okay.,A: -- lived in Lemberg -- in Lvov.,"[1, 2, 3]"
Q: Lemberg in German.,"A: In German, yeah.","[1, 2, 3]"
Q: Yeah.,A: Yeah.,"[1, 2, 3]"
Q: Were there other nationalities there as well?,"A: Yes, Ukraine.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.16Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Ukrainians.,"A: Polish, Ukraine and Jews.","[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
"Q: And were you -- in ya -- the place where you lived, was it a neighborhood that","A: No, it wasn't Jewish, it was Polish and Ukraine nabe -- neighborhood, yes.","[1, 2, 3]"
Q: Okay.,A: And now it's Ukraine.,"[1, 2, 3]"
Q: Yeah.,A: Lvov is Ukraine.,"[1, 2, 3]"
Q: Yeah.,A: Yeah.,"[1, 2, 3]"
Q: Now it's called Lviv.,"A: Lviv, they call Lviv.","[1, 2, 3]"
Q: Yeah.,A: Yeah.,"[1, 2, 3]"
Q: Did you have friends when you were growing up?,"A: Oh sure, yeah, from school.","[1, 2, 3]"
Q: From school?,"A: School friend, yes. We have --","[1, 2, 3]"
Q: Who were not Jewish?,"A: Yes, they were Jewish --","[1, 2, 3]"
"Q: Oh, they were --","A: -- Jewish girls, yeah, I ha --I have one very close Jewish girl -- girlfriend. And wehave a very small family, I had my mother's sister, yeah.","[1, 2, 3]"
"Q: So, from both sides of your family, tell me a little bit about your mother and",A: My mother has two sisters.,"[1, 2, 3]"
Q: Okay.,"A: One lives in -- in Lvov, and one lives in Krakew, yeah.","[1, 2, 3]"
Q: So that's clear across the country.,A: Yeah.,"[1, 2, 3]"
Q: To the other side.,"A: Yeah, it was five hours by train --","[1, 2, 3]"
Q: Okay.,"A: -- to go to Krakow. My father, I don't remember any family from his side.","[1, 2, 3]"
Q: Really?,A: Yeah.,"[1, 2, 3]"
"Q: No grandparents, no --",A: I don't know.,"[1, 2, 3]"
Q: -- nothing.,"A: No grandparents. I have a grandmother yes, a very nice grandmother.","[1, 2, 3]"
Q: From your mother's side.,"A: Yes, mother's side. She lived with us for a while too.","[1, 2, 3]"
"Q: Did your parents ever tell you about their own childhoods, and how they were","A: No, no.","[1, 2, 3]"
Q: No?,"A: It was a very difficult life for them, so they -- they didn't want us t -- us even toknow or talk about it.","[1, 2, 3]"
"Q: Really? How did you know that it was difficult, then?","A: Because I -- they -- they didn't want to talk about it. So I figured out, must bedifficult.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.19Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Okay. Okay. Did you remember as you were growing up what kind of -- what,"A: My father was reading the papers from -- from beginning til end, and we willalways have discussion, politics.","[1, 2, 3]"
Q: Really?,"A: A politics discussion and -- and si-since Hitler came to power, so we always talkabout the -- about what's going on in German -- in Germany, what's going on inEurope, yeah.","[1, 2, 3]"
"Q: Well, that's --","A: We talk about that, and we talk about our school.","[1, 2, 3]"
Q: Okay.,"A: About the school, what we're going through.","[1, 2, 3]"
"Q: Well, you anticipated one of my questions, because I often ask people, did",A: But -- but we were our neighbors.,"[1, 2, 3]"
Q: Yeah.,"A: They were our neighbors, so we know about the war, the first World War, withthe -- was going on. It was on the same place, on the same grounds, and my parentsremember that.","[1, 2, 3]"
Q: Did they tell you about the first World War?,A: No.,"[1, 2, 3]"
Q: Okay.,A: No.,"[1, 2, 3]"
Q: Okay. But they would remember about --,"A: Yeah, well, they remember, yes. And so we knew, special when he came in the30s, Hitler to the power, so it's something to talk about.","[1, 2, 3]"
"Q: Do you remember what you would be saying, what your parents would say?",A: First -- the first thing was the -- the Jewish problem. That was the first problem in--in Germany.,"[1, 2, 3]"
"Q: Mm-hm, what to do.",A: And then the refugees are start -- started to come in.,"[1, 2, 3]"
Q: Were there any refugees that came to Lvov?,"A: Oh, a lot of German is -- yes, a lot of -- we helped them a lot, too.","[1, 2, 3]"
Q: Really?,"A: Yes, we did.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.21Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
"Q: Okay. Because I remembered speaking with some German Jews who would say,","A: They were forced to leave, yes.","[1, 2, 3]"
"Q: Yes, and go to Poland.",A: Yes.,"[1, 2, 3]"
Q: In what way did your parents help them?,"A: They -- they lived with us for a few -- few months or few days. They wererelatives, but far -- far rel -- rel -- related to us. So I-- I never knew that I have them.","[1, 2, 3]"
Q: Okay.,A: But didn't last too long because they went to Siberia.,"[1, 2, 3]"
Q: They were deported to Siberia?,A: Yeah.,"[1, 2, 3]"
Q: And do you know why?,A: A lot of them --,"[1, 2, 3]"
Q: Okay.,A: -- because they were refugees.,"[1, 2, 3]"
"Q: Because they were refugee -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: Because they were refugees, yes. They didn't have any p -- si-- papers, what doyou need the papers for, the Russians. And they couldn't survive.","[1, 2, 3]"
"Q: Okay. So they had come to Poland because they, at some point, had had a Polish","A: N-Not only because of -- because that -- the closest country that they could runaway, because they were deported. They said, go whatever you -- you want to go, atthat time.","[1, 2, 3]"
Q: Right.,A: At that time. That was in 1939. We were occupied by the Russian in deg39.,"[1, 2, 3]"
"Q: I understand. I -- and we'll come to that. What I am talking about now is before,",A: Yeah.,"[1, 2, 3]"
Q: When did you -- was it -- did refugees start coming soon after Hitler came to,A: A little later on.,"[1, 2, 3]"
Q: A little later on?,"A: Yeah, late -- yeah, before -- before the war started.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.23Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Okay.,"A: Before the war they -- in deg39, they came maybe two, three years before.","[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
Q: Okay. Now what about the Polish -- Polish politics. Was that of interest at home?,"A: Yes, we were very interested, yeah, we were very interested what's going on --","[1, 2, 3]"
Q: Okay.,"A: -- what's going on in Germany, yes.","[1, 2, 3]"
"Q: All right. What about in Poland, in Poland itself? Did your father read and talk","A: Yes, yes, yes. But it was quiet, in Poland, was very quiet. We didn't have anydemonstration at that time. It was quiet, yeah. Everybody was busy with their ownbusiness.","[1, 2, 3]"
Q: Did you -- did you ever experience anybody saying or doing anything to -- that,A: Before the war?,"[1, 2, 3]"
Q: Before the war.,A: No.,"[1, 2, 3]"
Q: Okay.,"A: No, no, it's -- not any demonstration against je -- Jews in Poland, no.","[1, 2, 3]"
Q: Okay. Did you feel at home in Lvov?,"A: Yes, til -- til it's started in Germany, so we s -- we s -- we felt a little, too. We felta little --","[1, 2, 3]"
Q: In what way?,A: -- not -- not very -- very comfortable to be Jew in Poland.,"[1, 2, 3]"
Q: Okay.,A: I felt it in school.,"[1, 2, 3]"
Q: You did?,"A: Yes, I did felt in school.","[1, 2, 3]"
Q: How did that express itself?,"A: It didn't bother me at all, it didn't bother me at all, this -- but I didn't like that,most of what was there.","[1, 2, 3]"
Q: But this was still a Polish school?,"A: Yes, yes.","[1, 2, 3]"
"Q: And it was a private school, if it was gymnasia.","A: Private -- private school, yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.25Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
"Q: And how did it expre -- how did -- what happened, that you felt it from --","A: Di---di-- nothing happened, nothing happened. But I didn't like it when we havea subject religion.","[1, 2, 3]"
Q: Okay.,A: That was our subject too. So we have to divide the room. The Jewish girls --they're only girls.,"[1, 2, 3]"
Q: Okay.,"A: Jewish girls in one room with -- with the rabbi, and they teach us our religion,and move to another room with the priest with the other girls.","[1, 2, 3]"
Q: The Catholic girls.,"A: Catholic girls have a religion, and that's what I don't li -- didn't like it.","[1, 2, 3]"
Q: Why not?,A: I didn't like it because I felt the -- the division was dividing. They're dividingalready Jews and non-Jews.,"[1, 2, 3]"
Q: Okay. It became a point of sensitivity.,A: Yeah.,"[1, 2, 3]"
Q: Yeah. Did you have girlfriends who were not Jewish?,"A: We were friendly, but they were not close friends, we were not close friends, no.","[1, 2, 3]"
Q: Okay. Okay.,A: That was a -- the separation already then.,"[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
Q: Did your parents have -- have a social circle that included --,A: No.,"[1, 2, 3]"
Q: No.,"A: Just a family and some friends, yeah, some friends, who never survived, yeah.","[1, 2, 3]"
"Q: But were -- yeah, but they're all Jewish?","A: Yes, yeah.","[1, 2, 3]"
"Q: Okay. You said that you weren't very religious, but you did -- you did go on",A: Yes.,"[1, 2, 3]"
Q: To --,"A: The high holidays, yes.","[1, 2, 3]"
Q: The high holidays.,A: Yeah.,"[1, 2, 3]"
Q: Okay. Did you belong to any youth groups?,A: No.,"[1, 2, 3]"
Q: No?,A: We didn't have any that time.,"[1, 2, 3]"
Q: Okay.,A: No.,"[1, 2, 3]"
"Q: Tell me about the kolonia that you went, because you say that was associated",A: Yes.,"[1, 2, 3]"
Q: So what kind of -- what kind of experience was that?,"A: Oh, it was very pleasant, very pleasant, yeah. We went hiking, we wentswimming. Th-The air wasn't as air in the city, was very, very different. And the s-see -- the scenes was just beautiful, this is a very nice part of Poland, beautiful partof Poland, yes. The Carpathi(ph).","[1, 2, 3]"
Q: Yeah. So it sounds like it was like a summer camp.,"A: Yes, it was a summer camp, yeah.","[1, 2, 3]"
Q: Yeah.,"A: After school, yeah.","[1, 2, 3]"
"Q: Yeah. And it was for boys and girls together, or just the girls?","A: No, no, just sep -- everything was separate, yeah.","[1, 2, 3]"
Q: All right. Did you have a chance to finish gymnasium?,"A: If I have what?The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.28Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Did you finish your gymnasium studies?,A: IfI finish my education?,"[1, 2, 3]"
"Q: Yes, your gymnasium education.",A: No.,"[1, 2, 3]"
Q: No.,"A: I couldn't finish, no, I had only four years.","[1, 2, 3]"
Q: Okay.,A: Four years of gymnasium.,"[1, 2, 3]"
Q: And how many years should it have been?,A: Six.,"[1, 2, 3]"
Q: So two more years?,A: Yeah. Yes.,"[1, 2, 3]"
"Q: Two more years. Tell me a little bit about your parents"" personalities.",A: About what?,"[1, 2, 3]"
"Q: Your -- the personalities of your parents. What kind of a person was your mother,","A: Yeah, it was difficult, because I was still a child, you know, when a 14, 15 inEurope, you're a child, not like here.","[1, 2, 3]"
"Q: Yes, I know, I know.",A: Yeah.,"[1, 2, 3]"
Q: I know.,A: Yeah. So --,"[1, 2, 3]"
"Q: Well, were they outgoing?",A: You don't think about that -- their personality.,"[1, 2, 3]"
"Q: I know, I know. And I know it's a bit of a strange question. But what I'm trying",A: Yeah.,"[1, 2, 3]"
"Q: Your mother for example, did she have any hobbies that she particularly liked?","A: No, no.","[1, 2, 3]"
Q: No.,"A: No, no. Her hobby was just home. Just home. And my father was the business --business he --","[1, 2, 3]"
"Q: Were they extroverted, or introverted people? That is, were they people who",A: No.,"[1, 2, 3]"
Q: No?,"A: No.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.30Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: They were more quiet?,"A: They were quiet, yeah, that's right.","[1, 2, 3]"
Q: And what are some of your earliest memories from your childhood? Some,"A: Yeah, I remember very well when my aunt lost her husband.","[1, 2, 3]"
Q: The one in Krak6ew?,"A: And I- and I liked them a lot, and I-- my uncle. And I liked them a lot, and I--they -- they kept quiet, they didn't -- didn't tell me that he passed away.","[1, 2, 3]"
Q: Okay.,"A: But through other person I found out, and I felt very, very badly about it, as Ididn't go to the funeral. That -- that time the children didn't go to funeral.","[1, 2, 3]"
Q: Okay.,"A: They kept themselves quiet, not to tell bad news. Don't say bad news to a child.","[1, 2, 3]"
"Q: Yeah, yeah. So that was a shock.","A: So I don't -- I still remember that, yeah.","[1, 2, 3]"
"Q: That was a shock, yeah. Now, was there -- was there talk outside of your family","A: That was -- well, wit -- first they took Poland, and then Czechoslovakia.","[1, 2, 3]"
Q: No.,A: In--in'41.,"[1, 2, 3]"
"Q: No, no, no. It wa -- first Czechoslovakia was taken, I believe in ""39.","A: Oh yes, I remember, that par -- part of czecho --","[1, 2, 3]"
"Q: Yes, that's right.","A: Yes, now I remember, yes.","[1, 2, 3]"
Q: Yeah. Was that something that --,"A: Yes, the f-- of course, yeah.","[1, 2, 3]"
Q: Okay.,"A: They di-- what -- that's why they were talking on a -- that they gonna spread this-- Hitler always say, we need |-lebensraum --","[1, 2, 3]"
Q: Yeah.,"A: --lebensraum, the -- it mean that they are -- they are too small, they have tospread around. We are gonna take the whole Europe.","[1, 2, 3]"
Q: Okay.,"A: Yeah, that's what he was talking about. His speech was terrible, his speech was --","[1, 2, 3]"
Q: You had heard it?,"A: Ye --no, I didn't, we -- we didn't have radio, no.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.32Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
"Q: Oh, of course not, of course not.","A: No, but from the pa -- newspaper.","[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
"Q: So the newspapers would reprint his speeches, or at least part of those speeches.",A: Yes.,"[1, 2, 3]"
Q: Okay. Do you remember that last summer before the war?,"A: Yes, wi---I still will -- when the Russian came over, I went to school. We weregoing still to school, the two years --","[1, 2, 3]"
Q: Okay.,"A: -- the two years we were going to school, to deg31.","[1, 2, 3]"
"Q: To 41, you mean.","A: ""41, yeah.","[1, 2, 3]"
"Q: Okay, but let's start with the day the war begins, you know? The war started on","A: 739,","[1, 2, 3]"
Q: Do you remember how you found out about it?,"A: Yes, the bombs are falling on our head, and we were running to cellar.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.33Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: Okay.,A: That's how.,"[1, 2, 3]"
Q: Whose bombs were these?,A: The ba -- what bombs?,"[1, 2, 3]"
Q: Yeah.,A: German bombs.,"[1, 2, 3]"
Q: They were German bombs.,"A: German bombs are falling, yeah. Fallish -- in tre -- in three weeks, German tookover the whole Poland.","[1, 2, 3]"
Q: Okay. Did they come --,"A: It wasn't -- there wasn't an army. It was a -- it -- it -- they call army, but it wasn'tarmy. We didn't have any ammunition, we didn't have any plane, we didn't haveanything to defend ourselves --","[1, 2, 3]"
Q: Okay.,A: -- in Poland. So the German took over Poland in three weeks.,"[1, 2, 3]"
Q: Did you see German soldiers in Lvov?,"A: Of course, yeah.","[1, 2, 3]"
Q: Yeah?,"A: They came to our apartment.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.34Interview with Irena BachDecember 12, 2015","[1, 2, 3]"
Q: In 1939?,"A: Yeah -- no, ""41.","[1, 2, 3]"
Q: Okay. I'm talking about 1939.,A: 739.,"[1, 2, 3]"
Q: Y-Y-You say ger --,A: The Russian.,"[1, 2, 3]"
"Q: It wa -- okay, so this is something I'd like to make clear. The war starts on",A: No.,"[1, 2, 3]"
Q: No?,"A: The Russian came from one side, and the German come in from the other side.","[1, 2, 3]"
Q: Okay.,"A: But in ""39 the Russian came over to -- to Lvov.","[1, 2, 3]"
Q: Okay. Do --,A: They divided Poland.,"[1, 2, 3]"
Q: Okay. All right.,A: Yeah.,"[1, 2, 3]"
