Question,Answer,topics
Q: Okay.,A: My mother was not.,"[1, 2, 3]"
Q: Do you know where she was -- her family was from?,"A: You know, I really don't know.","[1, 2, 3]"
Q: Okay.,A: But apparently not too far away from Rohrbach.,"[1, 2, 3]"
"Q: And your father's family, do you know about how many generations would have been in Rohrbach by Bietingen?","A: As far as I have found out, approximately four or five grandfathers.","[1, 2, 3]"
Q: That's quite a bit.,"A: Yes.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
"Q: That takes us back into the 18"" century.",A: Oh yes.,"[1, 2, 3]"
"Q: You know, and maybe even the 17"".",A: Yes. There was a family business --,"[1, 2, 3]"
Q: Okay.,A: -- that was passed on from eldest son to eldest son.,"[1, 2, 3]"
Q: And what was that business?,"A: Butcher shop. Butcher, handling of cows, cattle.","[1, 2, 3]"
"Q: Was it a kosher butcher shop, or was it a regular butcher shop that everybody would shop at?",A: I think -- I think everybody. There was --,"[1, 2, 3]"
"Q: Okay. So, gentiles and Jews.",A: Yes. The village was too small to take care of a kosher business.,"[1, 2, 3]"
Q: Okay. Were your parents religious?,A: I would have to say yes. We -- there was a synagogue.,"[1, 2, 3]"
"Q: That was my question, my next one.","A: And apparently my father served as cantor. And his brother, his older brother, with whom he was in business, was president of the congregation, such as it was. Itontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern deg June 8, 2016 was a small congregation, of course. And they were un -- the village was unable, or the Jews were unable to hire any rabbi, so the men took turns conducting services.","[1, 2, 3]"
"Q: Oh, I see. And do you remember going to the synagogue?",A: [have a vague memory of it.,"[1, 2, 3]"
Q: Okay.,"A: And apparently, there was a mikveh, and the cemetery right outside the building.","[1, 2, 3]"
"Q: About how many Jewish families do you think were there, of the 500, or 600 or so, inhabitants?","A: From what I have gathered from the internet, maybe 15 families. Maybe 15.","[1, 2, 3]"
"Q: Okay, so if we even put four people per family, we'd be saying 60 people.",A: At the most.,"[1, 2, 3]"
"Q: At the most, okay. Was it a well-integrated community?","A: It must have been at one time, but of course, as time came on, it -- it changed.","[1, 2, 3]"
"Q: Okay. Did -- did your mother help out in the butcher shop, or no?",A: No.,"[1, 2, 3]"
Q: Okay.,A: She took care of the house.,"[1, 2, 3]"
"Q: All right. Can you describe to me where you lived?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern deg June 8, 2016","A: I been trying to find the house on the internet, going onto Google search. I've not been successful, but I do have a memory of it.","[1, 2, 3]"
Q: Please de -- what is in your memory of the house?,"A: Well, let me explain that, closer to this time, my daughter, my eldest daughter, and her husband, who was serving in Germany -- he was with the n-- ASA.","[1, 2, 3]"
Q: The ASA?,A: Yes.,"[1, 2, 3]"
Q: What is the ASA?,A: The es -- the -- out of Fort Meade.,"[1, 2, 3]"
"Q: Oh, so he's with the American military?","A: No, not the military.","[1, 2, 3]"
"Q: Okay, so A --I don't know what ASA is.",A: It's a security --,"[1, 2, 3]"
"Q: Okay, okay.","A: At --at one point, we decided to visit them, but I was reluctant to go at first, but we did go. And they took us all over, showing us places. At one point they asked whether I wanted to go back to Rohrbach, and I said no. Until just the day before we were to come back to the States. It was too late. But, at a later time, maybe a year or so later, my younger daughter and her husband visited the elder daughterontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern "" June 8, 2016 and her husband. And I described the house that we had lived in, and they decided to go.","[1, 2, 3]"
Q: And look for it.,A: And they found it.,"[1, 2, 3]"
Q: Did they?,"A: And they told the story of how they walked around looking at the building from different angles, taking pictures. And a woman who -- came out, and wanted to know what they were doing there. And she explained that this the house their father and family had lived in. And she said, I often wondered what happened to those boys. My folks told us about it. She invited them into the house and served them tea, coffee, refreshments, and they looked throughout the house. The house itself was very unusual, because my father had it built.","[1, 2, 3]"
Q: Okay.,"A: And it was the first house in the village that had running water, and a running toilet.","[1, 2, 3]"
"Q: Well, you know, that's what -- you anticipated some of the questions that I have.",A: Yes.,"[1, 2, 3]"
"Q: Because I always ask people, what kind of modern conveniences did you have in your --ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","A: It was -- it was the first building, or first house in Rohrbach that had a pull chain for the toilet, and the villagers would come in to experience this phenomenon.","[1, 2, 3]"
Q: You have a museum piece there.,"A: I been trying to find that house on the internet, I've not been successful. But I understand that the synagogue has changed hands several times. And I think at one time it was a bakery, and a grocery. I have no idea what it is now.","[1, 2, 3]"
"Q: So the building remained, but it no longer was a place of worship.",A: No.,"[1, 2, 3]"
Q: Okay. What is the address of the house that your father built?,"A: That's what I've been trying to determine. As close as I can come to it, it's at the corner of Herm(ph) gassen and Bunder(ph) gassen.","[1, 2, 3]"
Q: So Herm(ph) gassen and Bunder(ph) gassen.,A: Yes.,"[1, 2, 3]"
"Q: Okay. And was it in the center of town, or was it on the outskirts?",A: That I don't know.,"[1, 2, 3]"
"Q: You don't know. In your mind's eye, can you paint a picture for me of what did the house look like? Was it two story, one story?","A: Td say, I think three story.","[1, 2, 3]"
"Q: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","A: It was a very big house, on a very large lot. There was a side yard, there was a backyard, which was a garden. And --","[1, 2, 3]"
Q: Was it stone?,"A: Yeah, brick building, yes.","[1, 2, 3]"
Q: Okay.,"A: And the family had a farm -- let's say a garden, full of planted vegetables and such.","[1, 2, 3]"
"Q: When you say you had running water, does that also mean you had a bathroom with a bathtub in it?",A: Yes.,"[1, 2, 3]"
Q: Okay.,A: Yes.,"[1, 2, 3]"
Q: And did you have electricity?,A: Yes.,"[1, 2, 3]"
Q: And how did you heat the home?,A: I don't recall.,"[1, 2, 3]"
Q: What -- do you think it might have been coal?,"A: It could have been. Interview with Henry Stern 8 June 8, 2016","[1, 2, 3]"
"Q: Would you have coal ovens? You know there's these very sometimes, ornate and glazed type of tile. Does that ring a bell in your memory?",A: No.,"[1, 2, 3]"
Q: Okay.,"A: No. As I say, I was very young.","[1, 2, 3]"
Q: Okay. And was it the nicest looking house in Rohrbach by Bietingen?,"A: I think I'm prejudiced. I really don't know whether the -- probably -- it was probably the most modern house, at the time.","[1, 2, 3]"
Q: Does that mean that your father was well-to-do?,"A: I wouldn't say that he was rich by any means, but the family was confortable.","[1, 2, 3]"
Q: Okay. Did you have an automobile?,"A: No, no. That's interesting. The first automobile that I saw, was when a cousin, who had just gotten married, she and her husband drove into the village on their honeymoon. And I remember vaguely, a night trip we took to visit an au -- an au -- aunt in, oh, in bent -- Bensheim.","[1, 2, 3]"
"Q: Bensheim, mm-hm.",A: Yes. And I don't even know where Bensheim is in Germany.,"[1, 2, 3]"
Q: Al-- it's near Rohrbach by Bietingen. I don't know either.,"A: No. Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
"Q: So, it was a rarity to see an automobile --",A: Yes.,"[1, 2, 3]"
Q: -- in the village.,A: Very unusual.,"[1, 2, 3]"
"Q: Okay. So what was the mode of transportation for most people, aside from their feet?","A: Td say probably horse cart, that type.","[1, 2, 3]"
Q: Okay. Was there a railway station?,"A: Not that I know of, no, but the --","[1, 2, 3]"
"Q: And was the travel between towns in, let's say, to Frankfurt, which is a large city, were there buses?","A: No. In fact, one of the things I read is that if youngsters wanted to go beyond an eighth grade, which was the only education in Rohrbach, a one school -- one room schoolhouse -- but if they wanted to go beyond eighth grade, they had to go to Bietingen, and the only way they could go is to walk, bicycle, horseback --","[1, 2, 3]"
Q: I see.,A: -- ora cart.,"[1, 2, 3]"
"Q: Okay. So, it was -- it was isolated, in some ways?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern 6 June 8, 2016","A: Yes. They estimated the --I say, the information I have gotten from the internet is that it was about a one hour walk --","[1, 2, 3]"
"Q: The eight kilometers, yeah.",A: -- to -- to Bietingen.,"[1, 2, 3]"
"Q: Yeah. Was it an agricultural community, in general?",A: I would say yes.,"[1, 2, 3]"
"Q: Okay. And tell me a little bit about your parents"" personalities, as you remember them, being a small child.","A: Well, we saw very little of my father, for the most part, because he did a lot of traveling. His main job is to buy cattle for the butcher shop, and he would have to go from village to village, and to market to market to buy the cattle.","[1, 2, 3]"
"Q: So, a horse and cart.",A: Yeah.,"[1, 2, 3]"
Q: Okay. You had a horse at home?,"A: I don't recall one, no.","[1, 2, 3]"
"Q: Okay. Okay, so he would -- that -- it wasn't that he was standing in the butcher shop, and --",A: No.,"[1, 2, 3]"
"Q: Okay.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern 6 June 8, 2016","A: That was his brother. His brother was the butcher, and at one point my father became an apprentice butcher, which he later used once, after emigrating.","[1, 2, 3]"
Q: Okay. Did they have any other employees?,A: Not that I know of.,"[1, 2, 3]"
Q: So it was really a family -- small family business.,A: Right.,"[1, 2, 3]"
"Q: And did your mother have any help at home, or was she running the household entirely?",A: She was running the household.,"[1, 2, 3]"
Q: And you said your father was from the village.,A: Yes.,"[1, 2, 3]"
Q: And he had one older brother. Did he have any other siblings?,"A: Yes, he did, but I don't know where they were. I -- I know there was a brother by the name of Joseph --","[1, 2, 3]"
Q: Okay.,A: -- who also emigrated.,"[1, 2, 3]"
Q: Okay. And did you know your grandparents?,A: Just vaguely.,"[1, 2, 3]"
"Q: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","A: [remember -- I don't remember my grandfather, but I have a sl -- slight memory of my grandmother, because she lived with the aunt that we visited at Bensheim.","[1, 2, 3]"
"Q: I see. I see. And did your mother have relatives that were nearby, that you knew?","A: Well, it's a strange family mixture.","[1, 2, 3]"
Q: Okay.,"A: So it's hard to say ye -- for me to say yes or no, because we -- the Morgenstern branch of the family intermarried with the Stern family.","[1, 2, 3]"
Q: So this was not the only Morgenstern-Stern marriage?,"A: Oh no, no. William Morgenstern, who was responsible for bringing us to America, was originally married to Elsie Stern, who was the sister of my father.","[1, 2, 3]"
"Q: So, he had a sister, too.","A: Yeah. Now, she died at a young age, and then Bill remarried. So, there's that one connection. Trying to think of the other connections, cause it gets confusing. When Siegfried married Bill's sister, Reshe(ph), Rachel --","[1, 2, 3]"
Q: So that's your father.,A: My father.,"[1, 2, 3]"
Q: Okay.,A: Married the Morgenstern -- Reshe(ph) Morgenstern. So that is --,"[1, 2, 3]"
"Q: Another connection. Interview with Henry Stern a June 8, 2016","A: -- another connection. We can go even further, the -- there's another inter- marriage with the Moritz family. Another family that was brought over to the States.","[1, 2, 3]"
Q: Okay.,"A: It just goes on and on, and --","[1, 2, 3]"
"Q: Are they all from about the same place, the same area in Germany?",A: Pm not sure.,"[1, 2, 3]"
Q: Okay.,"A: But they have to be nearby, because travel was a bit difficult.","[1, 2, 3]"
"Q: And, aside from William Morgenstern and Elsie, where there others who had come to the United States before?","A: Yes. Bill ha-had a brother, Saul Morgenstern, and at one point William -- Bill and Saul were prospecting in the west.","[1, 2, 3]"
"Q: In the 19"" century?","A: Yes. Apparently they came over as young men. Don't ask me when, but they were young. Eventually William moved to Newport News, Virginia. Saul stayed out west, in Texas, and he opened several businesses, but he ended up in Borger, Texas, running a clothing store. Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
"Q: Okay. And back in Germany, the Morgenstern family, was it also involved in businesses, as far as you know?",A: I--I don't know.,"[1, 2, 3]"
Q: You don't know.,"A: A lot of history, unfortunately, has disappeared because our parents never tu -- discussed things like that.","[1, 2, 3]"
Q: Okay.,"A: They really didn't tell us about the family, and what we have been able to gather is memories from different members of the family. And it's all hearsay, actually.","[1, 2, 3]"
"Q: I understand. Sometimes that hearsay is unbelievably accurate, and sometimes it's not, but you need more verification to determine whether it is, you know. And that's sometimes not so easy to come by.","A: Right. And that's one reason I've been going on the internet, getting information.In fact, I utilized the local Mormon church to get on the internet. And I was able to retrieve the manifest of the ship that we came over on.","[1, 2, 3]"
Q: And what was that man -- ma -- ship name?,A: The SS Manhattan.,"[1, 2, 3]"
Q: Okay. We'll come to that part.,"A: Okay.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
"Q: But, by asking you questions about your larger family, I have many purposes in mind. I guess the primary purpose is, still through the eyes of a young child, to kind of get a-- a sense and a picture of what -- how large was your world, and how many people populated it, you know.","A: Very small, but --","[1, 2, 3]"
"Q: And so, you don't have a memory of aunts and uncles coming through, and -- and sort of being there for family celebrations, or things like that?","A: No. The only memory like that is s-say when a cousin, cousin Ruth --","[1, 2, 3]"
Q: Right.,A: -- and her husband drove into town on their honeymoon.,"[1, 2, 3]"
Q: Okay.,"A: The only other thing is the time, once or twice, that we visited my aunt in Bensheim, cause I have a memory of that. We used to tease our cousin, cousin Ruth.","[1, 2, 3]"
Q: Okay.,"A: They had a piano, and they had a stool, which rotated. And both Walter and I used to irritate cousin Ruth by sitting on that stool, and just turning and turning.","[1, 2, 3]"
"Q: Well, that's fun.","A: It was fun for us --ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern * June 8, 2016","[1, 2, 3]"
Q: Yeah.,A: -- but not for her. That's one memory I have.,"[1, 2, 3]"
"Q: Okay. So cousin Ruth sounds like she was rather comfortable, too.",A: Oh yes.,"[1, 2, 3]"
"Q: If you have a piano, and you have a car --",A: Oh yes.,"[1, 2, 3]"
Q: Do you know how that came about?,"A: No, I don't.","[1, 2, 3]"
Q: Okay. Do you have any picture of Bensheim in your mind?,A: No.,"[1, 2, 3]"
Q: Okay. Tell me -- you say your father was away a lot --,A: Mm-hm.,"[1, 2, 3]"
"Q: -- you know, so was it that your m -- your m -- your mother, the person that -- the adult that was the one who was the most significant, that you would see daily --",A: Oh yes.,"[1, 2, 3]"
"Q: Okay. Tell me about her, a little bit.",A: What can I say?,"[1, 2, 3]"
"Q: What kind of person was she? Was she shy, was she outgoing? Did she have --","A: She was -- she was rather shy.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
Q: Was she?,A: Yes.,"[1, 2, 3]"
Q: A quieter type of person.,"A: Very much so. In those days, especially in Germany, women didn't speak up very much.","[1, 2, 3]"
"Q: Okay. Does that mean that, even though he was absent, your father was the dominant influence at home?",A: Oh yes.,"[1, 2, 3]"
Q: Okay. Did they get on? Did they get on?,"A: As a lot of marriages do, yeah. They tolerated each other.","[1, 2, 3]"
Q: Okay. Was it an arranged marriage?,A: Yes.,"[1, 2, 3]"
"Q: Oh, okay.",A: Which is why there was so much intermarriage in the families.,"[1, 2, 3]"
Q: And who would have done the arranging?,A: I don't know.,"[1, 2, 3]"
"Q: Okay. Do you have any earliest memories of your own life? Like glimpses, or episodes, or things like that, while you're still there?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern 8 June 8, 2016","A: Well, our house was on a corner lot. If you go beyond that -- if you take a right turn at the corner, there was a bakery, a community bake-house, where all the women gathered, to bake the bread for the week. And beyond that is where Ludwig, the brother, had his home. That was the family estate, where the butcher shop was [indecipherable]","[1, 2, 3]"
Q: So Ludwig was the elder brother?,"A: Yes. Now, I remember -- one thing I do remember as a youngster. Turning right on that corner, there was a big hay wagon that sat there all the time, empty.","[1, 2, 3]"
Q: Who did it belong to?,"A: [have no idea, but I used to play on that, and I fell off that wagon, and I have a little scar here, because of that. That's one memory I have.","[1, 2, 3]"
"Q: That would do it, you know. Di-- wa -- did this mean, when the women would go and bake bread at this communal bakery, that this was for the entire village?",A: Yes.,"[1, 2, 3]"
"Q: Okay. And so, they didn't do it at home?",A: No.,"[1, 2, 3]"
Q: All right. Was your mother a good housekeeper?,"A: Yes, I'd say so.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
"Q: Okay. Did you have any -- did she prepare any particular dishes that you remember, that you liked?","A: The only one I can remember -- first of all, my father being in the butcher business, we always ate meat. We never knew about fish. Vegetables, whatever grew in the garden. But the one dish that I recall, that I've never had since, at a Passover, at a Seder, there was one dish intermingled with all the others, and it was kastanien und kvetchin(ph).","[1, 2, 3]"
Q: Kastanien und kvetchin(ph).,A: Chestnuts and prunes mixed together.,"[1, 2, 3]"
Q: Sounds like it could be tasty.,A: That's one thing. That's one I remember.,"[1, 2, 3]"
Q: Was he a strict father?,A: Yes.,"[1, 2, 3]"
Q: Were you close to him?,"A: Not at the time, no.","[1, 2, 3]"
"Q: Were you and your brother buddies, or did he have his own life?",A: I guess we were.,"[1, 2, 3]"
"Q: Okay. Did you have -- did you have any childhood friends that you recall?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern 8 June 8, 2016","A: No, the only one that would come close to it, would be my cousin Ruth. That was Ludwig's daughter.","[1, 2, 3]"
"Q: Ah, was Ludwig --","A: So, there are two Ruths now, we're talking about. Ruth Stern --","[1, 2, 3]"
Q: Okay.,"A: -- and the other cousin, Ruth Sherch(ph). She was a Loeb(ph), she married a Sherch(ph).","[1, 2, 3]"
Q: Okay. When did things change?,"A: Sometime, I would say, in the early 30s.","[1, 2, 3]"
Q: Before Hitler came to power?,"A: No, no, that was before. I have no recollection of --","[1, 2, 3]"
"Q: He came to power in ""33.","A: Yes, so after ""33, and before we emigrated in ""36 --","[1, 2, 3]"
Q: Okay.,"A: -- things changed. Cause, as I mentioned, we had a garden --","[1, 2, 3]"
Q: Yes.,A: --in the back of the house.,"[1, 2, 3]"
"Q: Yes.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern *deg June 8, 2016","A: Somebody threw salt all over the vegetables that were growing, and ruined the crop. At one point, a gang invaded the house, broke into the house.","[1, 2, 3]"
Q: Why?,"A: And my recollection of it was being awakened, and someone with face paint, as Halloween, gruesome paint, shone a flashlight on his face, and woke me up.","[1, 2, 3]"
Q: Oh my goodness. That is terrifying for a little child.,A: Yeah. That was the idea.,"[1, 2, 3]"
"Q: Did they loot, when they broke into the house?","A: I don't think so, because my father chased them out. He carried a walking stick and he started thrashing around.","[1, 2, 3]"
Q: Okay. Did you ever know who it was?,A: No.,"[1, 2, 3]"
"Q: Did you assume it was -- or did your parents assume it was someone from the village that knew y -- that they knew, generally.","A: Idon't know. Could have been somebody out of Bietingen, a larger area, just -- they had the -- Hitler had the gangs --","[1, 2, 3]"
Q: Of course.,"A: -- working throughout the area. It was the beginning -- as I mentioned, I'm pre- Holocaust.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern a June 8, 2016","[1, 2, 3]"
Q: That's right. I understand.,A: We just saw the beginning of it.,"[1, 2, 3]"
"Q: Yeah. But that beginning is also part of the story, part of the larger story.","A: Mm-hn, right.","[1, 2, 3]"
"Q: And one of the -- you know, what were the first steps that were taken, that people experienced.","A: Yeah, well, harassing the Jews.","[1, 2, 3]"
"Q: Did you feel that, when you would go outside the house, as a little boy?","A: Only one recollection of it, and that was when I was in school.","[1, 2, 3]"
Q: Ah.,A: I was in school only about a half a year.,"[1, 2, 3]"
Q: Okay.,"A: I was just -- had just turned six. And it -- so I'd mentioned it was a one room schoolhouse, eight grades.","[1, 2, 3]"
Q: Okay.,"A: And I remember three of us, because I don't remember anybody else, any other Jewish people. But Walter, Ruth and I were called together by the teacher, and said, get out, and don't ever come back.","[1, 2, 3]"
"Q: Really? The teacher?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern *8 June 8, 2016","A: [remember sitting on the steps, before we decided to go home, and we never went back to school, in Germany.","[1, 2, 3]"
Q: Do you remember telling your parents about this?,A: Oh yes.,"[1, 2, 3]"
Q: And do you remember their reaction?,"A: They said, that's what's going on. And shortly thereafter, my mother decided it was time to leave, at the prompting of Bill Morgenstern, who was aware of what was going on, and suggested that we all get out.","[1, 2, 3]"
Q: Okay. So this must have been 1935 or 1936.,"A: Right. Well, late deg35, cause we emigrated in February of 1936.","[1, 2, 3]"
"Q: Okay. What about your father and your uncle's butcher shop? Was that affected, at the time?","A: [had no recollection of it, but it had to have some effect. My father was reluctant to leave.","[1, 2, 3]"
Q: Why?,"A: Like so many other Jews in Germany, this will pass. You know, how they thought.","[1, 2, 3]"
Q: So --,"A: E-Everyone thought that Hitler could be controlled.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern "" June 8, 2016","[1, 2, 3]"
Q: What about your uncle? Do you know what -- what his thinking was?,"A: No, but he was -- he left when the time came, too, cause shortly after we arrived, maybe within a half a year, Ludwig, Emma, his wife, and daughter Ruth, also emigrated --","[1, 2, 3]"
Q: Okay.,A: -- through the efforts of Bill and Roselyn(ph).,"[1, 2, 3]"
Q: Okay. So it was really be -- your mother's connection.,A: Yes.,"[1, 2, 3]"
Q: And your mother's desire.,A: Insistence.,"[1, 2, 3]"
"Q: Okay. Do you remember her -- I mean, for a shy person, to be that firm?","A: Well, at that time, I think she got to be protective.","[1, 2, 3]"
"Q: Yeah. Well, I mean I -- wer -- there are several mothers in this room.",A: Okay.,"[1, 2, 3]"
"Q: And I can't imagine, but -- but I know how difficult it would be for me to hear, when my six year old would come home, and have something to say like that, you know, and children are so vulnerable. And that's the -- the first thing you want to do is -- is safeguard them from that.","A: Mm-hm.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern *deg June 8, 2016","[1, 2, 3]"
"Q: Do you remember your journey out of Rohrbach, how you left?","A: Well, we had to go to Hamburg, that's where we boarded the ship. And we sailed from Hamburg. And we had one stop, and that was in LaHavre, France.","[1, 2, 3]"
Q: Were your parents able to take any of their assets out of Germany?,A: Nothing to speak of.,"[1, 2, 3]"
"Q: Okay. Some people reported that they were able to send their furniture abroad, that they were able to get some of their money, even, into other bank accounts. Or they -- they tran -- they -- they bought jewelry, and they took the jewelry with them.",A: [know nothing like that.,"[1, 2, 3]"
Q: Okay.,"A: Basically, we came over with nothing.","[1, 2, 3]"
Q: Okay.,A: I think the limit was around 50 dollars a person.,"[1, 2, 3]"
"Q: Okay. Do you remember the leave-taking, from your relatives in Rohrbach, or --",A: No.,"[1, 2, 3]"
"Q: -- or the trip to Hamburg, and how you did it?","A: No, I don't.","[1, 2, 3]"
Q: Okay. Do you remember the boat?,"A: [remember a little bit about it.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern * June 8, 2016","[1, 2, 3]"
Q: Okay.,"A: The -- the only incident I recall is, apparently I had something like a penny, ein pfennig.","[1, 2, 3]"
"Q: Ein pfennig, yeah.","A: And I put it in the slot machine, and it ended up, got a dime. And I felt rich.","[1, 2, 3]"
"Q: A dime, U.S.?",A: Yes.,"[1, 2, 3]"
Q: U.S. dollars? On the boat?,A: Yes.,"[1, 2, 3]"
Q: Not bad. That's a profit.,"A: I think that was the beginning of -- what, the gambling places on ships. They added slot machines.","[1, 2, 3]"
Q: Oh my goodness. Was this a passenger --,A: Yes.,"[1, 2, 3]"
"Q: -- ship, okay. And who paid for the passage?",A: I assume my parents.,"[1, 2, 3]"
"Q: Do you remember what the -- whether it was a large passenger ship, whether there were --","A: Very large.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Henry Stern * June 8, 2016","[1, 2, 3]"
Q: Okay.,"A: I mean, I have a picture of it.","[1, 2, 3]"
Q: But I'm thinking more from your own memories. Were there other German Jews on the boat?,A: Not that I know of.,"[1, 2, 3]"
Q: Okay. Did any of the other passengers make an impression on you?,A: No.,"[1, 2, 3]"
"Q: When you were told to leave school, by that German teacher, how did that affect you?","A: I was just bewildered. I didn't know what to think, or what to do. This was an auth -- authority figure, says go, don't come back. What does a six and a half year old boy do to that?","[1, 2, 3]"
"Q: Yeah. So, i-- you're more -- you're, you know, sort of like you lost your moorings.",A: Yeah.,"[1, 2, 3]"
"Q: And your brother and Ruth, how did they respond?",A: Pretty much the same way.,"[1, 2, 3]"
"Q: Okay. Okay. Do you know how long it took for the boat to come to the -- the ship to come to the U.S.?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Henry Stern 8 June 8, 2016","A: Let's see, I think about 10 - 11 days.","[1, 2, 3]"
Q: Okay. And where did you dock?,A: In New York.,"[1, 2, 3]"
Q: Ah.,A: And Bill Morgenstern met us at the ship.,"[1, 2, 3]"
Q: And so you saw the Statue of Liberty?,A: Yes.,"[1, 2, 3]"
Q: Do you remember that?,"A: Vaguely, yes.","[1, 2, 3]"
"Q: Vaguely, okay. And do you remember meeting him?","A: Oh, I remember that, yes.","[1, 2, 3]"
Q: Can you describe that for me?,"A: This was a man da -- I didn't understand that he was responsible, but I remember j-- walking down the gangplank, and meeting him there.","[1, 2, 3]"
