Question,Answer,topics
"Q: I'm sure when the people heard it was from a little girl they were -- they were not annoyed. So you -- tell me again, the year you were born. The year you were born. What -- what --",A: The -- the -- the year that I was born?,"[1, 2, 3]"
Q: Mm-hm. What was the year? I forgot.,A: 1934.,"[1, 2, 3]"
"Q: 1934, okay. Your mother, what was her name, her first name?",A: Janina(ph).,"[1, 2, 3]"
Q: And her maiden name?,A: Szlarinska(ph).,"[1, 2, 3]"
"Q: Szlazinska(ph), yeah? And your father's name?",A: Rudolf(ph) Zimmerman.,"[1, 2, 3]"
"Q: That's not a very Polish name, Zimmerman.","A: Well no, and I know very little, but my father and I hardly knew each other.","[1, 2, 3]"
Q: Did you -- do you have any memory --,A: That's the way the war turned out.,"[1, 2, 3]"
Q: I see. Do you have any memories of him?,"A: Very little. We managed to communicate after the wa -- second war a little, but my parents were in the process of diso -- divorce, anyway.","[1, 2, 3]"
Q: When you were little?,A: Hm?,"[1, 2, 3]"
Q: They -- were they in the process of divorce before the war?,"A: Well, that's what I had been told.","[1, 2, 3]"
Q: I see.,A: Those things were too -- too -- let's say serious matters to be discussed with the child that's five or six.,"[1, 2, 3]"
Q: Yeah.,"A: And I don't know too much, and later on things just were different. We were -- mother and I were in refugee concentration camps, being shifted here and there, and --","[1, 2, 3]"
Q: He was not with you?,A: He was not with us.,"[1, 2, 3]"
"Q: I see. Before we get to those parts of your story --Interview with Mira Zimmerman deg January 23, 2015",A: Hm?,"[1, 2, 3]"
"Q: Before we get there, to those s -- experiences of being refugees, I still want to talk a little bit about your very first years.",A: My very first --,"[1, 2, 3]"
Q: First years.,A: Where?,"[1, 2, 3]"
Q: In Grodno.,"A: Oh, in Grodno.","[1, 2, 3]"
Q: So-,"A: Well, how could I tell you very much?","[1, 2, 3]"
"Q: Well, I'll ask some questions.","A: Oh, okay.","[1, 2, 3]"
"Q: Okay. So, before the war started, did all three of you live in the same place; your mother, your father and yourself?","A: Well, that was th-the property that my mother inherited, and she -- she was in the process of starting a berry and fruit gardens.","[1, 2, 3]"
Q: Oh really? What kind of -- tell me a little bit about your mother's family. Your grandparents and the larger family. What kind -- did they -- were they well-to-do?,"A: I can tell you only that I had a picture in my mind of a family portrait of my mother, a very stately, white collar laces, and very po -- but that's was -- that what IInterview with Mira Zimmerman deg January 23, 2015[indecipherable] that that portrait was stolen in Russia with the few belongings we had, and that's all I can tell you. I don't remember even my grandmother, and she was supposedly looking after me for a while.","[1, 2, 3]"
Q: Really? And you have no memory of her?,A: No.,"[1, 2, 3]"
Q: Okay.,A: Just that photograph.,"[1, 2, 3]"
"Q: Okay. What kind of a place did you live in? Was it a large apartment, or a house?",A: The house was in a country where the -- mother's property was. That was outside Grodno.,"[1, 2, 3]"
Q: Was it -- did it have a lot of land?,"A: She didn't have a lot of land, you know, ma -- eight -- maybe 80 acres or something.","[1, 2, 3]"
Q: Eighty acres?,"A: Something -- something not -- not very big, but she -- I think she -- she was the one that directed the arrangement for the g-gardens, and --","[1, 2, 3]"
Q: Okay.,"A: It was still the sa -- somewhat in the process of being formed, anyway, at that time, and this is -- here is the beginning of the war, too.ontactrefiranneGaushariarg a hither atrmedortabeattfiexaliaton Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
"Q: Yeah. But 80 acres, if we're talking about eight-zero, that's a lot of acreage.","A: Well, I-- I don't know exactly hectares, and --","[1, 2, 3]"
"Q: Ah, do you remember how many hectares?","A: No, I don't remember.","[1, 2, 3]"
Q: Okay.,A: But I think it's listed somewhere. I don't remember exactly.,"[1, 2, 3]"
"Q: The reason I focus on this, because I want to get a sense of whether your mother's family were landowners.","A: Oh, this was the la -- the la -- that property was given by the government because of mother's brother be -- taking part in a Polish ri -- let's see, the rise of that territory, because remember, Poland was divided be-before that.","[1, 2, 3]"
Q: And divided in what way?,"A: Well, div-divided de-depending which -- how shall I say? Which -- there is a Polish word, and an English word, and I can't -- Poland was divided --","[1, 2, 3]"
Q: It was partitioned?,A: -- by its borders. Borders were shifted.,"[1, 2, 3]"
Q: I see.,"A: Into -- depending on which was -- which was Austrian, which was Russian, German.ontactrefiranneGaushariarg a hither atrmedortabeattfiexaliaton Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
"Q: And you were -- Grodno was in which part of the -- part te -- part of the territory, of those three places?","A: As far as I know, on the -- it was Russian.","[1, 2, 3]"
"Q: I see. And then, does that mean that your mother's brother took part in some kind of battles, or some kind of --","A: Well, he -- he wa -- he de-deserved some compensation from the government, because he put -- he was in that category of helping the -- those that fought for the liberation of Poland.","[1, 2, 3]"
"Q: Thank you. That's what I wanted to understand, how it is that he got some land.","A: Yeah, mm-hm.","[1, 2, 3]"
Q: Okay. Okay. And so the land was then given to him.,"A: Well, th-the land could -- given to the mother's parents. After they passed away, they simply -- he, and the brother died --","[1, 2, 3]"
Q: I see.,A: And mother was the owner.,"[1, 2, 3]"
"Q: So does that mean she had no other bro-brothers and sisters, just the one brother?","A: The all -- sh -- there was a sister also, that she also died. Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
Q: I see. Do you remember their names?,"A: The -- the brother was Valenti(ph), and -- well, that's what Mother told me, Valenti(ph), and the sister was Natalia(ph).","[1, 2, 3]"
"Q: Did you ever play in those orchards where she was going to grow berries? Did you ever play outside in those orchards, where she was going to grow berries?","A: Well, she -- are you asking me if they were planning to -- to -- to start the business together?","[1, 2, 3]"
"Q: No, no. Iam asking if you have any memories of what the land looked like.",A: Oh.,"[1, 2, 3]"
"Q: That's what I want to know. Did you ever go and play there, did you walk there?","A: No, no.","[1, 2, 3]"
Q: No.,"A: Nothing, nothing. You have to keep on remembering that ""39, what the second World War, I was merely probably around five-ish.","[1, 2, 3]"
Q: Five years old?,A: Six.,"[1, 2, 3]"
Q: Yeah.,"A: Child memories.Interview with Mira Zimmerman 8 January 23, 2015","[1, 2, 3]"
Q: I know.,A: Don't -- I really recall almost nothing.,"[1, 2, 3]"
"Q: I know, I know. The -- sometimes there's one episode, or another episode.","A: I--I remember one thing about my father and ber -- before the war. Once he came in late, and he brought in a gift for me.","[1, 2, 3]"
Q: Really?,A: It was a dog.,"[1, 2, 3]"
Q: A dog?,"A: Like a Dobermeyer(ph), but very small. He could put it in his pocket.","[1, 2, 3]"
Q: Really?,"A: It was that small. And anyway, that dog was my playmate from then on.","[1, 2, 3]"
Q: What was the dog's name?,A: The dog's name was Figa(ph).,"[1, 2, 3]"
Q: Figa(ph).,A: Fig. Fig.,"[1, 2, 3]"
Q: That's sweet. That's very sweet.,"A: Because he could fit it into his pocket, he was so small.","[1, 2, 3]"
Q: That must have been quite a present.,"A: Well, it wasn't the fact that it was a present, but it was the -- the -- the gift to itself.Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
Q: Yeah.,"A: And that was -- I --I tried to keep that kind of a -- that memory of my father, that's all.","[1, 2, 3]"
Q: Do you remember what he looked like? What did your father look like?,"A: Oh, I remember that because later we s-sort of met in England.","[1, 2, 3]"
Q: After the war?,A: After the war.,"[1, 2, 3]"
"Q: Okay. So tell me, what --","A: After the war, we're -- he was in a hospital in -- i-in Scotland, I think, for one, and then England. He rented, or he boarded, I should say, with an English family.And when we da -- when the refugee camps of the second World War refugees were dissolved, people were sent everywhere. We couldn't go back because we were afraid we -- the Russians would send us back to Siberia.","[1, 2, 3]"
Q: Okay.,"A: So Mother and I were brought to England, and --","[1, 2, 3]"
"Q: Okay. I-- we'll get -- we"" ll get to that part of your story, but right now I wanted to get a sense of how your father looked. Was he a tall man, was he thin, was he dark, was he --Interview with Mira Zimmerman 6 January 23, 2015","A: He was the average height. I don't have any photographs, if that's what you're talking about, prior to second World War, because anything that was there, it was stolen, or ravaged, or --","[1, 2, 3]"
"Q: Yeah. And your mother, tell me a little bit about your mother before the war.","A: She was very energetic. She took -- tried to get the -- those gardens started. My father didn't help any, he was -- he had the problem.","[1, 2, 3]"
"Q: Okay. Okay. Did you have -- did -- when World War II started, it was when Germany invaded Poland on September I*, 1939.",A: Mm.,"[1, 2, 3]"
Q: Did your parents talk about that? Do you remember hearing the adults talking about the war starting?,A: About the what problem?,"[1, 2, 3]"
"Q: Th-The war, the World War starting.",A: The war prob -- I don't remember anything. I was too small to -- to -- to even eva -- even if I'd heard anything -- discussion --,"[1, 2, 3]"
Q: I understand.,A: -- to paid attention to anything like that.,"[1, 2, 3]"
"Q: Do you remember foreign soldiers in Grodno, or in your home?","A: Well, I remember when the -- the Russians armies entered to the territory. There were a lot of sabotage and we had to dodge the bu-bullets in Grodno.Interview with Mira Zimmerman 6 January 23, 2015","[1, 2, 3]"
"Q: Oh, so you were in Grodno, and you were -- and there was shooting going on in town?",A: The what?,"[1, 2, 3]"
"Q: There was shooting, so that you had to dodge bullets?",A: There were --,"[1, 2, 3]"
Q: You -- you're saying there was a lot -- people had to dodge bullets in Grodno?,"A: Yeah, well, my mother had the infection of some sort. She -- I don't know why --why she got that, but she needed medical attention, and she had to look for a way to get to the hospital. She left me with some people, and she went to get the medical attention. And 0 -- in the process of crossing parts of Grodno, you had watch out, as I said, dod the -- dodge the bullets. There were wou -- they were -- they were still fighting, certain sections.","[1, 2, 3]"
Q: I see.,"A: It was very frightening, but other than that I can't tell you, other than when it settled down and -- and supposedly law and order was established all over again, and the Russian sys -- system --","[1, 2, 3]"
"Q: Was implemented? You know, was --","A: We returned to the country home, and found that we didn't have the keys to the house. We didn't have simple things that are required to -- to live. We were robbed. The house --Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
Q: So while you had been --,A: -- the house was torn apart. There was -- there was nothing that we didn't -- Mother didn't have a pot to -- to cook in.,"[1, 2, 3]"
Q: Who did that?,A: Some neighbors returned some of the items that they thought we didn't need again.,"[1, 2, 3]"
Q: Who did the robbing?,"A: Well, th-the [indecipherable] the partisans, when the -- the law cha-changed from Polish to Russian, then back to -- to Polish. I-It -- it was su -- su -- somewhat frightening, but we had very little that we could take with us, when they took us to Siberia. They were --","[1, 2, 3]"
"Q: So was it Polish partisans, or Russian partisans who had robbed you?",A: The what?,"[1, 2, 3]"
"Q: You said it was partisans who robbed your home, your country home.","A: Well, there were partisans ravaging the country. But our partisans were a Russian [indecipherable] whatever, and -- and they were also German [indecipherable]. And they ravaged the country.","[1, 2, 3]"
"Q: I see. I see.Interview with Mira Zimmerman a January 23, 2015","A: It-- it wasn't a -- with us, it was only Mother that looked after me. My father was called to the armies, when the war broke out.","[1, 2, 3]"
Q: I see. So he had to report to his military unit. He -- he was not there?,A: No.,"[1, 2, 3]"
Q: He was not there.,"A: No, he wasn't there.","[1, 2, 3]"
"Q: So do you remember the night, or the day that you were deported to Siberia?","A: The night, well, the -- you heard the thud of the horses running, circling the house. And then the dog started yapping.","[1, 2, 3]"
Q: Figa?,A: And in Russian the [indecipherable] get up and get dressed.,"[1, 2, 3]"
"Q: Who was at home, just you and your mother?","A: Just you and me, or -- and my mother.","[1, 2, 3]"
Q: That must have been terrifying.,A: The what?,"[1, 2, 3]"
Q: It must have been terrifying.,A: Sar --,"[1, 2, 3]"
Q: Scary. It must have been very frightening.,"A: Oh, it mu -- mu -- scary. It was. But I was confident cause my mother was there.Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
"Q: Yeah, yeah, yeah. So what -- what happened? Did they come into the house?","A: No, they did not circle, the -- the -- they're going in, barged in. The few items that we still had were put on the sleigh, and we were marched off to the railway station.","[1, 2, 3]"
Q: Do you have any idea why they came to arrest you?,"A: You didn't need that. The Russians needed free labor, and this was a free labor.","[1, 2, 3]"
"Q: But why you, why your mother? I mean, what can a five year old child do with free labor?","A: Well, that's -- you can ask. And I -- I never had any explanation that was logical.","[1, 2, 3]"
Q: So you didn't know.,"A: We didn't -- we didn't participate in any political uprisings, or whatever, right now. We tried to simply live, and survive on what we still had. But the -- the Russian command decided that they wanted additional thing, they wanted our labor force.","[1, 2, 3]"
"Q: Well, one of the reasons I asked about the land earlier, is that sometimes --",A: The mark?,"[1, 2, 3]"
"Q: About your land, how much land your mother had.","A: Oh, that. We did-didn't have much land, it was just like a small farm.Interview with Mira Zimmerman *deg January 23, 2015","[1, 2, 3]"
"Q: Sometimes the people who were deported, were those who had land.","A: Well, th -- th -- there were, of course, some people that they -- that -- that did have, but we didn't.","[1, 2, 3]"
Q: I see.,"A: Or, Mother didn't.","[1, 2, 3]"
"Q: So, did your father find out what happened to you?",A: We didn't hear from him.,"[1, 2, 3]"
"Q: Do you -- was he deported eventually too, or does he -- you -- the next time you see him, he's in England. Was he arrested by anybody?",A: In Poland?,"[1, 2, 3]"
"Q: Your father, yes.","A: He wasn't arrested, he -- in Russia, about halfway through the war, Stalin and Hitler's got at each other's throats. And that time it was -- you se -- you were asking just now, he was arrested. He -- he was with us, sent to the same camp.","[1, 2, 3]"
"Q: Oh, so when -- when they came to get you --","A: To same -- to the same camp by the Russians, but when the war ended, or we, in the -- during the time that the --","[1, 2, 3]"
"Q: Can I interrupt? I'm going to interrupt. Hang on just a minute. When the soldiers came, the Soviet soldiers came to arrest you and deport you --","A: Yeah.ontactrefiranneGaushariarg a hither atrmedortabeattfiexaliaton Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
Q: -- were you alone with your mother and nobody else?,A: Nobody else.,"[1, 2, 3]"
Q: So where your -- your father was gone?,"A: Well, your father -- my father was called to the army, and nobody could -- could get communication from, because there was a break in communication","[1, 2, 3]"
"Q: Of course, of course. But then later you say he was in the same camp with you.","A: Well, that was in Siberia.","[1, 2, 3]"
Q: So what happened to him? How did he get to Siberia?,"A: Well, the-they -- they kee -- when the -- when the -- after Yelta, he was -- well, the men who are called, they could join Polish units that were being formed to help Stalin [indecipherable]","[1, 2, 3]"
"Q: That was in -- yes, that's in 1941.","A: Yeah, that's right.","[1, 2, 3]"
"Q: So, was your father a prisoner of war at that point?","A: At that point, what he was first ta -- arrested by the Russians, but then the Polish units were formed, and supposedly we lost con -- total contact with him.","[1, 2, 3]"
Q: I see. I see. I see. Okay.,A: He was [indecipherable] he had to be in one of the units that were being formed to help Stalin at Yelta.,"[1, 2, 3]"
"Q: Yelta is in 1945. That's -- the Yelta Agreement is after the war.Interview with Mira Zimmerman 2"" January 23, 2015","A: Well, this was --","[1, 2, 3]"
Q: Can we break for a second please? [break],"A: What happened then, I don't know. A2: Okay, so when she was arrested, it was my -- they were separated, her parents.","[1, 2, 3]"
Q: Can we break for a second please? [break],A: There was --,"[1, 2, 3]"
"Q: Correct. Q: Yeah, that -- but I was confused because he was with them you say, in the labor camp -- Q: -- and yet, he wasn't with them -- yeah, he wasn't with them --Interview with Mira Zimmerman 8 January 23, 2015 Q: They were separate. Okay, fine. Okay, so let's go back to the moments, and the -- then the night where -- where you and your mother are taken by sleigh from your home, with the few items that you have, and you're taken to the train station.",A: Yeah.,"[1, 2, 3]"
Q: What happened then? What did you see when you got there?,"A: Well, you -- they stuff you in a shelf-type wagons that they transport cattle in, and -- and take you to Siberian wasteland.","[1, 2, 3]"
Q: But you didn't -- did you know that at the time? Did anybody tell you where you were going?,"A: No. You don't get to -- any kind of information, just to [indecipherable] did you ever see the film, ""Dr. Zhivago?""","[1, 2, 3]"
Q: Yes.,"A: Well, that -- th-that scene when they were cleaning the debris from the thing, that was routine thing for the transportation.","[1, 2, 3]"
"Q: I can't imagine, as a five year old child, what -- what kind of a feeling you had.","A: What kind of what? Interview with Mira Zimmerman 4 January 23, 2015","[1, 2, 3]"
"Q: A feeling. You know, when you're taken from the middle of the night, on a sleigh, to a train station. Were you terrified?","A: Of course. I mean, th-the child, it doesn't translate to them the same tune, it seems. The child -- I could hold my mother's hand, so that was a reassuring. But other than that, no.","[1, 2, 3]"
Q: Were there other children on the train?,"A: The wagons were packed, the whole train was like that.","[1, 2, 3]"
Q: Do you remember anything about the journey?,A: The what?,"[1, 2, 3]"
"Q: About the time you were on the track -- on the train, on those cattle cars.",A: Do I-- do I remember what?,"[1, 2, 3]"
"Q: The journey. The -- the moments, the days you were on the train. What it looked like.",A: The Germans?,"[1, 2, 3]"
"Q: The journey. The jour -- the trip. When you were on that train, how -- you know, you were there for a while, yes?","A: Well, the -- it -- it's -- the train took a while, but the -- did I remember what was that que --","[1, 2, 3]"
"Q: Do you remember anything about what the place looked like, the cattle car, the other people?Interview with Mira Zimmerman 8 January 23, 2015","A: Well, as I pointed out, that scene in ""Dr. Zhivago,"" with the -- that prisoner being shackled and throw a -- cleaning the debris off.","[1, 2, 3]"
"Q: The debris, mm-hm.","A: But other than that, it -- we didn't really [indecipherable] very much. There was a -- this place that once we get part of the road, we had to go by sleighs. And it was a very stormy night, and we had -- Mother had problem trying to keep me alive, because the -- the sleigh kept turning over. It was very difficult for her. The driver di-- wa -- didn't -- couldn't see very well. So Mother had to help out. But they di-- got us to a place where they gave us some hot, washed down soup. But it was hot, so they gave us that.","[1, 2, 3]"
Q: And what did they give you to eat on the train itself?,A: Nothing.,"[1, 2, 3]"
Q: How did you feed yourself?,"A: So people -- people had some supplies. Those that had it, got fed, and those that didn't, had problem.","[1, 2, 3]"
Q: Did anybody die on the way?,A: I don't remember.,"[1, 2, 3]"
Q: Okay. Okay. Do you remember the -- the name of the place you were taken to?,A: No.,"[1, 2, 3]"
"Q: Do you remember what it looked like?Interview with Mira Zimmerman *deg January 23, 2015",A: It was like a -- like a army settlement thing. Sort of a camp that was no longer in use.,"[1, 2, 3]"
"Q: You mentioned that when the soldiers came to deport you, you heard the hooves of their horses, and they took you by sleigh. Does that mean you were deported in wintertime?",A: Deported?,"[1, 2, 3]"
Q: Taken from your home. Were you -- was that wintertime?,A: But who we talking about?,"[1, 2, 3]"
Q: Yourself and your mother.,A: My -- we were there in the wintertime.,"[1, 2, 3]"
Q: Okay.,A: All the time.,"[1, 2, 3]"
"Q: The first deportations that I have heard of from Poland were in February, 1940.",A: What? I can't -- can't --,"[1, 2, 3]"
"Q: Can we stop please? [break] So, people in the cattle cars, nobody fed them. If they had food with them, they were okay, if they didn't have anything, they had problems.","A: Yeah, well, I think they -- they used the water that cooled the engines in the locomotives to make some broth or something like that, I think. So that was a partInterview with Mira Zimmerman "" January 23, 2015of the, quote, food that we had. But in -- in the wagon -- in the cattle cars, there really wasn't very much assistance, except guards to make sure that you stayed with the train, and --","[1, 2, 3]"
Q: Were they -- would they shoot people? Did they shoot people if they tried to run away?,"A: I don't think anybody tried to, but --","[1, 2, 3]"
Q: Okay.,"A: -- they just had -- th-there was a -- one moment that I remember in the cattle train. We were passing certain points along the route, and all of a sudden, the whole train started crying. It was the border. And -- and someone started singing one of the prayer songs.","[1, 2, 3]"
"Q: So, when you were leaving Poland. When you were leaving Poland --",A: Mm-hm.,"[1, 2, 3]"
Q: -- and you were passing the border.,A: Yeah.,"[1, 2, 3]"
Q: People realized it.,"A: Well, it was a very moving moment, but --","[1, 2, 3]"
"Q: Yeah. Yeah. When you got to where you had to -- where they took you, you were then taken by sleigh, and the sleigh kept overturning?Interview with Mira Zimmerman 8 January 23, 2015","A: Well, it -- the sleigh -- th-the -- this -- the -- they had -- that territory had very bad snowstorm, and we were right in the middle of it. But we had a -- some kind of soup, I think, to -- we were fed, a little. Other than that, I don't remember.","[1, 2, 3]"
"Q: When they took you to the place that had been an army barracks, you told me, yes, it had been some sort of military place, was that correct?","A: Well, yeah, it -- I don't know if it was, quote, my -- my label of describing it as a military place, but it was a -- arranged sort of like the -- like what you come across sometimes, the old, unused -- no longer used military camp, or station.","[1, 2, 3]"
"Q: And w -- did -- was it a huge place, and did you -- was it a big place with lots of people in it?","A: No, it wasn't particularly lar -- big place. Just a few barracks.","[1, 2, 3]"
"Q: And you s -- and then th -- that's where you had to live, was in those barracks?","A: Ah, yeah.","[1, 2, 3]"
Q: Yeah.,A: More or less. I don't remember what was in between that --,"[1, 2, 3]"
Q: Were they heated?,A: The what?,"[1, 2, 3]"
Q: Was the -- was there heat in those barracks? Was it warm inside?,"A: Well, there's plenty of wood, so you had to make your own wood.Interview with Mira Zimmerman "" January 23, 2015","[1, 2, 3]"
"Q: Your own fire? Did people make their own fire, inside the barracks?","A: Yeah, I think you could use the facility that they had -- th-there were two camps that they m-moved us to, Mother and I, but I don't remember very much about the -- one of. I just remember that they -- Mother had to work very hard as a lumberjack.","[1, 2, 3]"
Q: She was a lumberjack?,A: [remember that.,"[1, 2, 3]"
Q: Did you go with her when she worked? Did you go with her when she was --,"A: No, I was in a camp, but Mother had two, quote, jobs in order to give me sustenance. After work, she tended to -- to my needs, and her own.","[1, 2, 3]"
"Q: It -- it sounds -- are you -- all right, let's pause. [break] So your mother -- I -- your mother must have had an un -- incredible hard life there.","A: Well, she did, because I -- and I was partially responsible, I was a burden. She -- she could do so much -- a woman can do so much, but in her case, we didn't have possessions to -- so we could exchange and sell things. We didn't have very much to sustain us.","[1, 2, 3]"
Q: Did anybody help you?,"A: No -- no. There was a-- one incident, I had the be -- some kind of an infection, or -- on the foot, and they send me to the felcher(ph) -- doctor in camp. It's a -- that just stayed with the kids that were -- if the husband was with the family, they Interview with Mira Zimmerman *deg January 23, 2015 allowed the woman to stay and look after the child, or children. But usually, in a case like this, you don't work, you don't eat. And when they -- when the -- the supplies came in, sometimes the supplies were somewhat ridiculous, because they would send ball gowns at the time that you need warm boots. So you couldn't --","[1, 2, 3]"
Q: Crazy.,A: -- you couldn't even buy things.,"[1, 2, 3]"
Q: Was the camp part of -- was it isolated from other buildings? Was there a village nearby?,"A: No, no, very little -- distances were considerable, th -- for one things, and secondly, you didn't have any maps, or whatever, and so that was th -- that territory was wild.","[1, 2, 3]"
Q: Were there any local people that you met there?,A: No.,"[1, 2, 3]"
"Q: So your only interaction, the only contact you had was with other people who were deported, and the guards.","A: And the guards, yeah, something on that order.","[1, 2, 3]"
Q: Was -- was there a fence around the camp? Was it like a prison?,A: There wasn't no need. Nobody knew where to go.,"[1, 2, 3]"
"Q: So you were in the middle of nowhere.ontectnetonancedjusetneey for tarher biormatoerabouttfisestecion Interview with Mira Zimmerman * January 23, 2015","A: Although I think some section of -- did have a ga -- a barbed wire, but I don't remember too much.","[1, 2, 3]"
Q: Is this the place you stayed for a long time?,"A: Well, the longest time that the camps were in operation supposedly, the beginning of the second war, and when the Yelta release started pouring --","[1, 2, 3]"
Q: You mean -- hang on just a second.,"A: -- started for -- forming -- [break] -- yelt -- Yelta directed, or released several thousand prisoners be -- that they were supposedly ready to form units to help Stalin fight inter -- Hitler.","[1, 2, 3]"
Q: I'ma little confused. I'm a little confused.,A: Yeah.,"[1, 2, 3]"
"Q: Because I reme -- I thought it was when Germany attacked the Soviet Union, then there weren't enough soldiers to help defend the allies, and the Polish government in exile came to an agreement with Stalin.","A: Yeah, yeah, well --","[1, 2, 3]"
Q: Was that it?,A: That's it.,"[1, 2, 3]"
"Q: That's it. And then that's why these units were formed.Interview with Mira Zimmerman * January 23, 2015","A: Well, that's why the units were formed, and Polish government to Polish forces outside Russia tried to participate, and I -- start these units that also helped some civilians. And we were the civilians.","[1, 2, 3]"
Q: How -- how did you find out about it?,"A: Well, it's a-- someone managed to get out of prison and wor-work himself back to the camp, and tell us about it. Although the Russians were supposedly -- supposed to inform us, they didn't.","[1, 2, 3]"
Q: They didn't. I see.,"A: They -- we found out, or at least I was told that they -- the residents of the camp found out, when this guy came in from prison, after he was released.","[1, 2, 3]"
"Q: I see. So how did -- did people then -- let's say they"" ve known now that they can leave, but the -- the guards don't let them? Did they let them leave when they found out, or did they still say no, you can't?","A: Well no, you di-- you didn't say anything, I mean, they only -- theyll had to admit that you can le -- go, and try and draw in some of those forming units, but then nothing was ce-certain. Mother and I -- Mother decided to try and draw in those units. She s -- she told them she wa -- would give me to a pryude(ph), which is like an orphanage, that she will give me to the orphanage, and sh-she would join as a nurse.","[1, 2, 3]"
Q: Okay.,"A: That worked fine, and she had the permit that that -- she could do so, but the commandant left the -- for some business or something, and then the next commandant didn't know about the release Mother had, and the -- th-they said -- the -- the assistant wouldn't okay it. So Mother decided to join the car -- th-the sleigh that took the men to join one of the units nearby.","[1, 2, 3]"
Q: Okay.,A: And somehow it was difficult for her to get few pieces together and join the -- the sleigh as it left the camp.,"[1, 2, 3]"
Q: So this was --,"A: We -- we walked -- we walked past the commandant, but Mother didn't have the permit to -- to leave the camp --","[1, 2, 3]"
Q: So this is --,A: -- any longer. So we is -- we ran away.,"[1, 2, 3]"
Q: This is that place that was in the middle of nowhere?,"A: Yes, it is.","[1, 2, 3]"
Q: In those bark -- in those barracks?,A: It is.,"[1, 2, 3]"
Q: And you ran away from there?,"A: Well, we ran away because that was there -- that was a way to -- to, quote, freedom. Interview with Mira Zimmerman * January 23, 2015","[1, 2, 3]"
