Question,Answer,topics
Q: Really. Did your father have any of his own family in Berlin?,"A: No. He had a cousin -- an uncle, yeah. It was a brother from his father.","[1, 2, 3]"
Q: Uh-huh.,"A: And -- but not a relationship because my father came to Germany, maybe he didn't speak German then and they made fun of him.","[1, 2, 3]"
"Q: Oh, I see. So he was -- I mean, he was actually quite alone in raising you and your brother? There wasn't any large -- you know, extended family to help?","A: No. But, you know, neighbors, children from neighbors that were my age. And then my father, he had a store, a men's store, and he had a partner, and they lived near us, and they had three children, and the lady of the house, she always say about me, ""She is sweet like sugar, but she is bitter like galla(ph).""","[1, 2, 3]"
Q: Really?,"A: Yeah. But her daughter what was more or less my age, maybe a year older, was not - - was a little bit handicapped --","[1, 2, 3]"
Q: Oh.,A: -- mentally.,"[1, 2, 3]"
"Q: Oh, I see. So she was sad that --",A: Yeah.,"[1, 2, 3]"
Q: Yeah.,"A: But they divided. The partner moved out to another place, and then he went to France. And funny thing, when we are in Montevideo, was it, or Buenos Aires -- I think in Buenos Aires.","[1, 2, 3]"
"Q: Uh-huh. When you were there, yeah?","A: Yeah, we had a young man what lived in the neighborhood, one day he came to me, ""Jutta, you know the lady what knows you when you was a child?"" I said, ""Oh."" And, ""Yes, ."" ""Ahh,"" I say, ""yeah, I remember the name."" So I went and she was in Buenos Aires, they lived in Buenos Aires, and her older daughter died in France. She was older.","[1, 2, 3]"
Q: The one who was handicapped?,"A: That was handicapped? Oh, she find a guy what married her.","[1, 2, 3]"
Q: Oh. Oh.,"A: And she was not very good -- good looking, and she -- and I went to the wedding.","[1, 2, 3]"
"Q: Oh, did you?",A: With my mother's husband.,"[1, 2, 3]"
"Q: But -- so who was the lady who had helped raise you who ended up in Buenos Aires, what was her name?","A: What raised me? I had several that raise us. I had one that is my half-sister, my father had a daughter with her; her name was Johanna.","[1, 2, 3]"
Q: Isee.,"A: Johanna Sashovec(ph). But she -- he had a daughter that I'm still -- I met the daughter more or less -- Werner, + when they came to us? Maybe 28, no, 27, and I know about her, and when I was a child -- she is six years younger than me. When I was a child, she said, ""Jutta, what you like, a brother or a sister?"" So I did not understand much, but then it came to me.","[1, 2, 3]"
Q: Isee. So there was -- there was a lady who came into your father's life?,"A: Yeah. And she took -- I have -- no, I have not a photo from her, I think. And she put me -- when I was six years old, she put me to school, and she bought me the big -- what you have when you go to school, how do you say, the sac d'etude.","[1, 2, 3]"
"Q: Oh, yeah, sort of like a little backpack?","A: Yeah. I had a big one when you see the photo. She took care of me, but since my father didn't like to marry her, her mother came and took her back to -- from where they came, Senftenberg.","[1, 2, 3]"
Q: Uh-huh. So your father didn't remarry ever?,"A: Yeah, then he remarried when I was -- in 1934.","[1, 2, 3]"
Q: Uh-huh.,"A: He went -- a single man, and he met a lady there in the cafe, and I think they danced, I don't know, and she was not Jewish, but, I don't know, she said she would convert to Judaism when he would marry her. And I don't know, my father married her, and they had twins, but one of the twins died in , and my father was not there. My father went -- after the Kristallnacht, he went underground.","[1, 2, 3]"
Q: We will talk about that. Right now I want to talk a little bit more about your childhood and -- what part of Berlin were you living in?,"A: It was +, which was in this time Berlin in vier.","[1, 2, 3]"
"Q: N4, in other words?",A: Yeah.,"[1, 2, 3]"
Q: So it sound like to was sort of in the middle of Berlin?,"A: Yeah, yeah.","[1, 2, 3]"
Q: What did the neighborhood look like?,"A: It was a mixed neighborhood. Everybody was friends with friend, what I remember.","[1, 2, 3]"
Q: Uh-huh. Was it a working class neighborhood?,"A: Yeah, a working class.","[1, 2, 3]"
Q: Okay. Did you live in an apartment building?,"A: We had -- we had -- my father had a store, and hinder the store was an apartment.","[1, 2, 3]"
Q: Uh-huh. Behind the store?,"A: Behind the store, yeah.","[1, 2, 3]"
Q: And this is the store that he had a partner with at one point?,"A: Yeah, when they started. He came from another -- from Berlin, __strasse, ___strasse, I think he lived before.","[1, 2, 3]"
Q: Okay. And was your father a tailor? When you say he had a men's store --,"A: No, he was a kaufmann.","[1, 2, 3]"
"Q: Okay. So, I mean, he was a -- he was a store -- okay --","A: Storekeeper, yes.","[1, 2, 3]"
Q: Astorekeeper. So it was all men's goods?,"A: All men's store, yeah.","[1, 2, 3]"
Q: Okay. Okay. Did he make a decent living?,"A: Oh, yes.","[1, 2, 3]"
"Q: Did -- did you have anybody -- I mean, did you have a cook at home, too, to help prepare the meals?","A: No, we had a housekeeper. Housekeeper, they lived with us; they cooked and took care of us.","[1, 2, 3]"
Q: Uh-huh. How would you characterize your childhood?,A: Sometimes a little bit lonely; sometimes okay. I was -- as I was a child was observed.,"[1, 2, 3]"
Q: You mean --,A: Iwas always quiet and looking at people and seeing what they do.,"[1, 2, 3]"
Q: Would you say that you were a happy child or not?,"A: I[-- I think I was a happy child. And I loved children. Children, they love people.","[1, 2, 3]"
Q: Did you feel the lack of having a mother?,A: I didn't know what it meant in this time.,"[1, 2, 3]"
Q: Uh-huh.,A: They divorced when I was still by those people in care.,"[1, 2, 3]"
Q: Uh-huh.,"A: And I met my mother the first time I think I was four or five years old, and my brother came and took me by the hand and run with me, I didn't know why, but since Iwas little, they catch me and took me back and said, ""You have visitor, Jutta. This is your mama."" I looked at her, didn't know what to do with her.","[1, 2, 3]"
"Q: What did she look like to you, do you remember?",A: I don't remember.,"[1, 2, 3]"
Q: And how --,"A: Then a few years later I saw her once again. She looked to reconnect with her son, but was not very interested in her daughter.","[1, 2, 3]"
Q: Oh. And is this before -- did she still live in Berlin?,A: What?,"[1, 2, 3]"
"Q: Did she -- when she didn't live with you anymore, --","A: No, she lived -- she had brothers in Berlin.","[1, 2, 3]"
Q: Isee.,"A: Yeah. They were in ?sus? -- how do you say, Schneider, :","[1, 2, 3]"
Q: How did you start school? Did you start school at age six or so?,"A: Yeah, 1929, when I was six.","[1, 2, 3]"
Q: Okay. What kind of memories do you have from school?,"A: From school, it was elementary school from the state, and I was very good in math. I learned it fast. | was a good learner in everything. The only thing, I couldn't sing. I didn't have the voice, so they put always in my -- how would you say .","[1, 2, 3]"
Q: In my report card?,"A: Yeah, they put always a five in as a bad note. And then in later years they say, ""No, Jutta, you are such a good student, it look no good the five, we will put you have not gut heren.""","[1, 2, 3]"
"Q: Ah, so you don't have good hearing, yeah. Did you -- what kind of personality was your father? Tell me a little bit about him?","A: My father was a very good person, very -- he liked people. He liked -- on Friday, Saturday came all the -- what came and asked for food. He always prepared a -- he was prepared and gave them the food, and then one day some of them said, ""Oh, we don't like food, we would prefer the money,"" you know, for drinking.","[1, 2, 3]"
"Q: Yeah, of course.","A: So my father, ""If you prefer money, then you have to go somewhere else.""","[1, 2, 3]"
Q: Yeah.,"A: No, he was a gentleman.","[1, 2, 3]"
Q: And did he spend time with you when he could?,"A: Oh, yes, yes. And I remember the movie was not spoken, it was written.","[1, 2, 3]"
Q: Yeah.,"A: And I didn't go to school yet, I couldn't read, but my brother was nearly four years older, so he knew. My father told him, ""Take her to school, take her with you so she can see it, too."" And my brother didn't like it why he had to read me then what was written there.","[1, 2, 3]"
"Q: So when he went to the cinema, you wanted to go as well?",A: Yeah.,"[1, 2, 3]"
Q: And he had to then tell you what was going on?,"A: Yeah. He said, ""Learn to read,"" but I didn't go to school yet.","[1, 2, 3]"
Q: Yeah. Were you close with your brother?,A: Iwas closer to him than he to me.,"[1, 2, 3]"
Q: Isee. I see. Did that change at some point? When children are small --,"A: No. No, my brother left the house when he was 18 years on his birthday. When my father married, and my stepmother, she criticized my brother too much, and my father and my brother were very close in the beginning. And so he left. She criticized him.","[1, 2, 3]"
Q: What did he do?,A: Defend me.,"[1, 2, 3]"
"Q: He defended you, your brother did?",A: Yeah.,"[1, 2, 3]"
Q: Yeah.,"A: My stepmother, she liked that I clean this and this, and I was 10 -- 10 years old, 11 years old. So he said, ""Why she cannot have friends to come?"" ""She has to clean the house.""","[1, 2, 3]"
"Q: So in some ways your stepmother -- do you think it was a little bit like Cinderella, Ashenputtel?","A: No, my father didn't realize this.","[1, 2, 3]"
"Q: Was your stepmother German, did you say, or Jewish?","A: My stepmother was German, yeah, and she converted to Judaism, told her to and to get a husband.","[1, 2, 3]"
Q: Yeah.,A: So --,"[1, 2, 3]"
Q: Were you ever close to her or not?,"A: Iwas not close and I was not far, but I hold my distance. But she has -- she had a sister; I liked her sister. She was married without children. And later, when I started to earn money, I gave her all the money, my stepmother, and I had other people -- other lady, she had a little store, and once a week mostly she called me if I not make the bookkeeping, I was good in numbers, and she gave me money. I didn't ask for the money, but she gave me. And one day she asked me, ""Jutta, what you do with the money?"" I said, ""I save it."" ""Oh, where do you save it?"" With my -- with the sister for my stepmother. And later, much later, when I already was married and far away, she -- when I spoke -- she called -- no, I called her, and she said, ""You made money with her, and you give it to my sister, not to me."" People are strange.","[1, 2, 3]"
Q: Yeah.,"A: But I was glad that I saved the money that when I needed it to leave Germany, I didn't have money, so I had money. I had to pay for the -- go to Hamburg to get my visa and a lot of things, taxicab, and for the -- to help me with the luggage and things like this, each one like to be paid.","[1, 2, 3]"
"Q: Well, tell -- well, that sort of begs the question of couldn't your father help pay for these expenses?","A: My father was not there. My father went underground, and then he went to France and lived in France.","[1, 2, 3]"
Q: Isee. So we will come to that part. Let's -- let's talk a little bit about again school life and -- and your neighborhood in Berlin.,"A: Yeah, [had a lot of friends, older, younger, yeah. We were mixed, all mixed. But then afterward that Hitler came and took the Jews, we were more together than the other ones. I had -- in the building where we lived, above us lived a family. I don't know, Inever saw the father, so maybe from divorce or she didn't have a father, and she -- they always invited me, and she played with me, and her grandmother was very nice, ""Jutta, come up, come up."" And then after Hitler, she from the window told, ""Oh, Jews. Oh, Jews."" So I felt a little bit put by side.","[1, 2, 3]"
Q: Ofcourse. Of course.,"A: Really, I didn't know what was the difference. My father was not a religious man.He was an atheo.","[1, 2, 3]"
"Q: He was atheist, you say?",A: My father was an atheo. He didn't believe in nothing.,"[1, 2, 3]"
"Q: Isee. But for a small child, such things are both painful and confusing.","A: Yeah, it is. But then when I became eight years, nine years, I heard from + organization, and I had other one that took me with them, so I was interested in Judaism.","[1, 2, 3]"
"Q: So your parents; that is, your father and your stepmother, tried to find other playmates for you and other activities for you?","A: Oh, I looked for myself.","[1, 2, 3]"
"Q: Oh, you did.",A: Yeah.,"[1, 2, 3]"
Q: Okay. How did your neighborhood change by the 19 --,A: I think the neighborhood was mostly the same.,"[1, 2, 3]"
Q: Yeah?,A: Yeah. It was working class here. It was mostly the same. It changed a little bit when my father married.,"[1, 2, 3]"
Q: And that was what year?,A: He married in December 1934.,"[1, 2, 3]"
Q: Okay.,"A: It was already forbidden Jews to marry Christians, but she insisted and she converted to Judaism, and she went to in Prague, she lived three months to get the papers, and then she said to my father to come to Prague, that they can marry.","[1, 2, 3]"
Q: And what was her name?,A: Elna(ph) Shilla(ph).,"[1, 2, 3]"
Q: Elna(ph) Shilla(ph)?,A: Yeah.,"[1, 2, 3]"
Q: And you said that you had a half-sister --,"A: Yeah. No, this is from the other lady.","[1, 2, 3]"
Q: From the other lady?,"A: Yeah. Really, I met my half-sister from the other lady when we lived in Argentina, and I invited her to come to Argentina so she could live with us if she likes a year, so I met her, and I brought her to my brother, too. So it is funny, we sent her the money to come, and then he went and paid also, but he was not a big giver, but he didn't like to look shabby.","[1, 2, 3]"
Q: Yeah.,A: And she was a year with us.,"[1, 2, 3]"
Q: And she lived -- did she grow up with her mother?,"A: Yeah. And the mother later married, and she had from the -- the mother had another daughter and a son.","[1, 2, 3]"
Q: And did they live far from you?,A: Yeah. Senftenberg.,"[1, 2, 3]"
Q: Senftenberg?,A: Idon't know who -- Werner?WERNER PREUSS: Near Berlin.,"[1, 2, 3]"
Q: Okay.,A: Itis not too far away from Berlin.,"[1, 2, 3]"
Q: Okay.,"A: Iremember my father sent each month the money for the girl, 40 Marks, but when -- when he left Germany, he -- nobody sent more money.","[1, 2, 3]"
Q: Was -- was -- was her mother Jewish?,"A: No, no.","[1, 2, 3]"
Q: Also not. And you --,A: They are nice people.,"[1, 2, 3]"
Q: Pardon?,"A: They are very nice people. And when she went to Senftenberg for vacation, she always took me with her.","[1, 2, 3]"
Q: Oh.,"A: Isay to her ""tante.""","[1, 2, 3]"
Q: That's to -- to your half-sister's mother?,A: What?,"[1, 2, 3]"
"Q: You said you would say -- you would call your half-sister's mother ""tante,"" yes?",A: Yeah.,"[1, 2, 3]"
Q: What was her name?,A: She was no tante.,"[1, 2, 3]"
"Q: No, no, no, but what was her name, her full name?","A: Johanna -- Johanna, and maiden name Sashovec(ph).","[1, 2, 3]"
Q: Sashovec. Johanna Sashovec.,A: They come -- I think they are from Posen.,"[1, 2, 3]"
"Q: Isee. Your father you said at one point -- your father had this business -- the store together with somebody else, but then that person left?","A: Yeah, yeah, they divided, and the other, he opened up a store, the same store a few blocks away, but must be that he didn't go away with him, they left Germany and went to France. His wife had family in France. And then after years I met her again in Buenos Aires, and they told me that they came to South America, and the older daughter died.","[1, 2, 3]"
Q: Isee. The one who had been handicapped?,"A: No, this was a second one. She was more or less my age. The older daughter was three years older than me, three or four years.","[1, 2, 3]"
"Q: Did your father have business difficulties after 1933, after Hitler comes to power?","A: No, in'38 to -- when was the Christmas -- the glass?","[1, 2, 3]"
Q: Kristallnacht.,"A: Kristallnacht. People came to ?streiten lang? and cried against the Jews, ""Oh, that's a Jewish store."" But there were some between those people that said, ""No, come, come, come, +,"" so it was not destroyed.","[1, 2, 3]"
Q: Isee. That's unusual.,"A: Yeah. But after, my father didn't open up again.","[1, 2, 3]"
"Q: Isee. So he was able to maintain the store until Kristallnacht, and after that no?","A: No, he closed it. No, they didn't destroy it.","[1, 2, 3]"
"Q: Okay. But here is my question. Between 1933 and 1938, was it harder for him to make a living?",A: No. It was okay.,"[1, 2, 3]"
Q: It was okay?,A: Yeah.,"[1, 2, 3]"
Q: Yeah. How come he was in hiding?,"A: Why -- it came a time where they went and looked for Jewish men to take them to Sachsenhausen, and a lot of -- a lot of what he met disappeared in Sachsenhausen, so he disappeared, too, but not at Sachsenhausen. He went underground.","[1, 2, 3]"
Q: How long did he stay away?,"A: Okay. When he was crossing the to --I think to Bergen somewhere, they catched him and they sent him back to Berlin, and then he had to go every week to the police that he was there.","[1, 2, 3]"
Q: So he had to register with the police --,A: Yeah.,"[1, 2, 3]"
Q: -- every week?,"A: But after -- I don't know how long it took, a few months maybe, he didn't need to go anymore, but then before the war -- maybe four or five months before the war he disappeared again, but the store was closed. He didn't open it up after Kristallnacht, so --","[1, 2, 3]"
Q: So how did you eat? How did you live?,A: Okay. He made it -- he made the business without a store.,"[1, 2, 3]"
Q: Isee.,A: Yeah. He bought and sold to other stores.,"[1, 2, 3]"
Q: Uh-huh. So he became more like a wholesaler --,A: Yeah.,"[1, 2, 3]"
Q: -- rather than to -- direct to customers?,"A: Yeah. And we had a lot of -- my father had friends what was not Jewish, and one of them said, ""Abraham, why you don't convert? I spoke with the vater.""","[1, 2, 3]"
"Q: ""I spoke with the priest""?","A: Yeah, it was a priest, but my father was not interested. He didn't believe in one; how he would believe in another one.","[1, 2, 3]"
"Q: Well, yeah, that is logical. That makes sense.",A: Yeah.,"[1, 2, 3]"
Q: Did his manner change? Did he -- did the pressure show on him of all these things that were going on?,A: Maybe. Maybe.,"[1, 2, 3]"
Q: Did you see this change at home?,"A: Okay. Since he had not a wife at home, he liked to go out and play cards.","[1, 2, 3]"
Q: Uh-huh.,"A: Inthe cafe, cafe Moka Eftiin","[1, 2, 3]"
Q: Uh-huh. That's before he married your stepmother?,A: Yeah.,"[1, 2, 3]"
Q: Okay. And then --,"A: My stepmother, and then she organized it to play the cards at home, then so her father came and somebody else from her came, and my father learned Schach. Schach.","[1, 2, 3]"
"Q: Oh, Chess?","A: Yeah. So they played Chess. And then when they married, they came -- always came the relatives from her for dinner. I thinks it better in our house or looked to save money. And they sent me out to buy in the feinkost.","[1, 2, 3]"
"Q: In the good food, yeah.","A: Yeah. And bring this, and bring this. And this was after hours, maybe it was 7:30, 8:00. And then when Hitler was there, they always go, ""Oh, Hitler, we will have each one a car for free, the auto.""","[1, 2, 3]"
Q: Really.,A: Yeah.,"[1, 2, 3]"
Q: That's what people would be saying in the streets?,"A: Yeah, when the Germans were winning the war.","[1, 2, 3]"
"Q: Were you -- when you were a teenage girl in the 1930s, like a young teenage girl, were you frightened to go out on the streets after Hitler came to power?","A: No, I was not one what like to go out if its dark.","[1, 2, 3]"
Q: Uh-huh.,"A: +, but I -- I was not an unafraid adventurer.","[1, 2, 3]"
Q: Uh-huh. Did --,A: Iwasa house girl. I liked to read.,"[1, 2, 3]"
"Q: Well, it also sounds that as if -- did you feel somewhat abandoned; that is, when your stepmother came on the scene, did your father's attention --","A: No, she was jealous of my brother, and -- and for me, she looked that she has somebody what helps with the housekeeping. Even you know what I didn't like, she had a very nice mother, no, and the mother came every day to us, and she let her wash the dishes and all this. I think it was terrible. And all for food? So I don't know if the people had money.","[1, 2, 3]"
Q: I don't understand. Can you repeat this. Her mother would come every single day?,"A: Yeah, every single day to help her and to wash and to iron, and she was madam.","[1, 2, 3]"
Q: Isee. I see. So she got other people to do those household chores?,"A: Yeah, what -- when she found something, yeah.","[1, 2, 3]"
"Q: When -- when Krystallnacht came around, you were already about 15 years old?","A: Yeah, I was working. I was a kaufmannischer lehrling in a big store, in household appliances. Nota store. It was for major --","[1, 2, 3]"
Q: It was wholesale is that?,"A: Yeah, yeah, you could buy there. And then was Krystallnacht, and after this the -- the boss came to me and said, ""Jutta, my wife works in the -- to help young people who went and moved to London for education, and so she would take care of you."" And I said to my father, ""Papa, they will take care of me and I can go to London and learn English and this and that."" ""No. How would you go to England?"" He didn't allow it.","[1, 2, 3]"
Q: Oh. Oh. So they -- they had offered you a way of leaving?,"A: Okay. And so I lost my job in this office. And in the same building was a woman, she was sewing, no, .","[1, 2, 3]"
Q: Uh-huh.,"A: And I went up to her, and I liked to sew, so she said, ""Okay, you can come. I will teach you and learn and you can help me."" And I went, and I was there five, six months, then she got from the arbeit office --","[1, 2, 3]"
"Q: From the labor office, yeah.","A: From the labor office another girl in my age which she should employ and teach, no, lehrling.","[1, 2, 3]"
Q: Uh-huh.,"A: And this lady one day say to me, ""Jutta, you have to be careful of Jews."" I said, ""Oh, yes? How I know who is a Jew?"" ""They have horns.""","[1, 2, 3]"
Q: Really?,A: Yeah.,"[1, 2, 3]"
Q: So she didn't know you were Jewish?,"A: No, I didn't -- I said to nobody what I was.","[1, 2, 3]"
"Q: Even at that age, you know, you knew?",A: Yeah.,"[1, 2, 3]"
Q: You knew not to.,"A: Yeah, ""has horns."" (Laughing.) Say how I know who is Jews. Most of the people took me for I don't know. When we were married, they took me for Italian.","[1, 2, 3]"
Q: Did you have many such incidents -- did you have -- were there many such sorts of exchanges that you would hear in the late thirties?,"A: We were very mixed. I had boyfriend, he was my age, more or less, his father was not Jewish, but the parents were divorced.","[1, 2, 3]"
Q: Uh-huh.,"A: And what I feel bad, when I left Germany, he took one of my luggage to the train station, and the mother, the sister for my stepmother, she was even more than the stepmother, she was later very happy when I left, and he was Jewish. He was raised by his mother, but the parents were divorced, and he took the bicycle and left Berlin, and then the mother was so preoccupied that they were looking for him, and they brought him home again, and I'm sorry I think maybe he perished.","[1, 2, 3]"
Q: So did he leave because he was so unhappy that you were leaving?,"A: No, no. He was -- this was already 1940.","[1, 2, 3]"
Q: Isee.,A: ITleft'41.,"[1, 2, 3]"
Q: Oh. When did your father start thinking of leaving?,A: Idon't know. It was just before the war.,"[1, 2, 3]"
Q: Uh-huh.,A: Inever saw him again. I was 16 years old.,"[1, 2, 3]"
Q: Tell me what happened?,A: He went underground.,"[1, 2, 3]"
Q: He went underground?,"A: Yeah. He went to France when he wrote, and then later the French occupied -- the Germans occupied France, and France delivered the Jews to the Germans.","[1, 2, 3]"
Q: And he was one of them?,A: He was killed.,"[1, 2, 3]"
Q: You found out after the war?,"A: No, he was killed in the concentration camp.","[1, 2, 3]"
Q: What -- do you know anything about the details?,"A: No. After the war, my brother was in the English Army, he went to the police where he lived in France, and this is what the neighbors told.","[1, 2, 3]"
Q: That he had been shipped off to a concentration camp?,"A: Yeah, the Germans took him.","[1, 2, 3]"
"Q: So when -- after he left in Kristallnacht, did he ever come back?","A: Yeah, and after Kristallnacht, they catched him on the .","[1, 2, 3]"
Q: Yeah.,A: And then they -- he had to go every month to the police.,"[1, 2, 3]"
"Q: That's right, to register.",A: Yeah.,"[1, 2, 3]"
Q: And then at some point -- when did he go underground?,A: This must be four or five months before the war started.,"[1, 2, 3]"
"Q: So that would have been 1939, April something?","A: Yeah, 1939, yeah. And I left in January ""41, and then I was with my stepmother. She was not good, she was not bad, but that's hard. For her it was hard, and for me, too. But one day I cleaned my library and one book fell down, and I took the book up and pulled the letter out. This was a letter my mother had sent to me in ""38, --","[1, 2, 3]"
Q: Uh-huh.,"A: -- to see what was going on in Germany, it is not good; if I wouldn't like to come live with her. And my father said, ""What, you will write her? You don't know your mother.You don't know what person she is."" So I never answered the letter. But then when I found this letter, I saw the address, and I wrote her a letter if she still is interested in me, if she can sponsor me.","[1, 2, 3]"
Q: Uh-huh.,"A: And she sent me the paper for Uruguay. And I didn't know how she looked, and Werner was on the ship, and he saw a lady call, ""Is Jutta Popower on the ship?"" And then he came to me, ""Jutta, I think the lady what is calling is your mother."" It was true.","[1, 2, 3]"
"Q: What happened to your brother? When he left at age 18 because your stepmother was criticizing him all the time, where did he go? What did he do?",A: Who?,"[1, 2, 3]"
Q: Your brother.,A: My brother?,"[1, 2, 3]"
Q: Yeah. What was his --,A: He was in the English Army.,"[1, 2, 3]"
Q: How did he get there from Germany?,"A: He was -- when he was 18 years old, he left the house on a trip to England, and in England they took his passport and everything away, and after it was his time to leave England, they shipped him over to Germany. But he didn't come home. He went to Belgium, and in Belgium he entered into -- did something from +, this was a Jewish school to teach -- he learned in like an engineer plan, things like this, for two years, and then was from Dunkirk that the English took all the people out while the Germans started the war. It is before the war. So he came to this --","[1, 2, 3]"
"Q: Oh, so you're talking about Dunkirk?","A: Yeah. He came to England, and then he came to England, they deported him to live on the Island of Man. Did you hear of that one?","[1, 2, 3]"
"Q: Yes, I've heard of that.","A: Yeah, okay.","[1, 2, 3]"
Q: So was he a prisoner there?,"A: No, no, it is not a prison. It is one of -- for people that was illegal that would come to look for safety from Europe, from Germany. And then he applied to enter as a soldier in the English Army, and he came to the English Army, and he was a -- he fixed when the tank or something couldn't work anymore, he fixed this. This is what he learned. And he was to the war; he was in the Army.","[1, 2, 3]"
"Q: Well, this is -- it is simply -- I've heard of other German Jewish refugees coming to England --",A: My brother was not German.,"[1, 2, 3]"
Q: Pardon?,A: My brother had a Polish passport.,"[1, 2, 3]"
Q: Isee.,A: He was born in Russia.,"[1, 2, 3]"
Q: That's right. That's right. There makes the difference.,A: Uh-huh.,"[1, 2, 3]"
