Question,Answer,topics
Q: -- or did you visit in the store?,"A: Oh yeah, I--","[1, 2, 3]"
Q: Yeah?,"A: -- we visited as children, but I was too young at the time --","[1, 2, 3]"
Q: I see.,A: -- to work in there.,"[1, 2, 3]"
"Q: What kind of a place was it, the store?","A: The store is still existing today. They now sell some china in the store. It's in theold city of Bratislava, and it's in the middle of the city, it was a very nice area.","[1, 2, 3]"
"Q: Was it something your father bought, or had it been something that had already","A: It had been established, and he bought it from his boss, where he started learningthe business.","[1, 2, 3]"
"Q: I see, okay. And what was the name of the store?","A: The name of the store is stoffhandlung, not-nothing special. [indecipherable]","[1, 2, 3]"
Q: Was it called Isela(ph)?,"A: They called it a stoffhandlung, what stoffhandlung is --","[1, 2, 3]"
"Q: Well, textiles.",A: Textile -- textile store.,"[1, 2, 3]"
"Q: Okay, so he didn't have like his family name on there.",A: [really don't think so.,"[1, 2, 3]"
Q: Okay.,"A: But he was known there, because it was many, many years over there.","[1, 2, 3]"
Q: And -- excuse me -- tell me a little bit about your mother.,"A: My mother was born in Vienna, and she was in the fashion business. She haslearned it, and when she came over to Bratislava, her mother stayed in Vienna andkept the store. It was a store also in fashion. My grandmother had the store, yeah.","[1, 2, 3]"
Q: And --,"A: Her father died very early. He had studied [indecipherable] University, but hedied very early, died in his early 40s.","[1, 2, 3]"
"Q: That's your grandfather, mm-hm.","A: Yeah, he died in his early 40s.","[1, 2, 3]"
Q: Did you -- did you know your grandparents?,"A: [knew my grandmother, the one from Vienna.","[1, 2, 3]"
Q: I see.,A: My father's parents were no longer alive when I was born.,"[1, 2, 3]"
Q: I see. What was your language at home? What language did you speak with one,A: German.,"[1, 2, 3]"
"Q: And did you ever speak Yiddish, or was that just not part --",A: No.,"[1, 2, 3]"
Q: Okay.,"A: No, it was not.","[1, 2, 3]"
Q: Okay. Were --,"A: But I did learn later on in life, in France.","[1, 2, 3]"
"Q: Yeah. Were your parents, would you say they were assimilated into --","A: No, they were -- they were Jewish. They were -- it was called neologen, which issomething like conservative here.","[1, 2, 3]"
Q: Okay.,A: Yeah.,"[1, 2, 3]"
"Q: So they belong -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: We had the kosher home.,"[1, 2, 3]"
Q: Okay.,"A: And because both of my parents worked, we had the nanny. And the nanny --","[1, 2, 3]"
Q: Took care of --,"A: -- was there to take care of us, yeah.","[1, 2, 3]"
Q: Was she -- she -- was she a local person?,"A: She was from Sudeten-Deutschland, I don't know.","[1, 2, 3]"
Q: So she was German?,"A: She was German, and Roman Catholic. Very religious person, and very niceperson.","[1, 2, 3]"
Q: Was she someone you were very close to?,"A: Yes, we were very close to her.","[1, 2, 3]"
Q: And were you close also to your parents?,"A: Very much so, yes.","[1, 2, 3]"
Q: Di--- was there one that you felt a little bit closer to than the other?,A: Not really.,"[1, 2, 3]"
"Q: Okay. What were their personalities like, your mother and your father?",A: I think they were very nice people.,"[1, 2, 3]"
Q: Were they extroverts? Were they shy?,"A: No.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Alice Tyroler degMay 8, 2013","[1, 2, 3]"
Q: Were they sociable?,"A: Yeah, very sociable, they had lots of friends. And -- but, for example, the storewas closed on Saturday, but they reopened at night. So the Saturday was spent athome, and then they would go to a cafe house, I don't know what you call it.","[1, 2, 3]"
Q: A coffeehouse. A coffee house.,A: A coffeehouse with -- meet with friends and pay the next day. So they were --,"[1, 2, 3]"
Q: So this way they would enjoy their Sabbath --,A: Yeah.,"[1, 2, 3]"
Q: -- but they did not break any rules.,"A: No, no.","[1, 2, 3]"
Q: Okay.,A: That was a kosher home and we went to the Orthodox temple because my fatherliked the place better.,"[1, 2, 3]"
Q: Did you go regularly?,"A: [indecipherable] didn't go, but he went more, specially for the high holidays,and usually during a regular year, there were local little places where one went topray on Friday night, or -- so he took us with him.","[1, 2, 3]"
"Q: Tell me, did you speak Slovak at all?","A: Yeah, a little bit, but --","[1, 2, 3]"
Q: A little bit.,"A: --I'm fluent, of course, but we did not use it at home.","[1, 2, 3]"
Q: What was the -- what was the social situation like in Bratislava between the,"A: Oh, of course.","[1, 2, 3]"
"Q: Ah, okay, okay.","A: I went to a -- the first school, the first five years, I went into the so-calledNeologen Schule, which was the conservative school, where boys and girls wenttogether to school, and from there on I went into the German gymnasium.","[1, 2, 3]"
"Q: Oh, these were public schools, or was the first one a religious school?","A: No those were religious school, but -- yeah.","[1, 2, 3]"
Q: But the German gymnasium was a public school?,A: Public? I don't know what you call a public school.,"[1, 2, 3]"
Q: Something where a --,A: Yes.,"[1, 2, 3]"
Q: --a school where children of various backgrounds --,"A: Yes, yes.","[1, 2, 3]"
Q: -- whether they were -- yeah.,A: Yeah.,"[1, 2, 3]"
"Q: And sponsored by the state, basically. That's what it is.","A: Probably, yeah.","[1, 2, 3]"
"Q: Yeah. And did your parents socialize with people who weren't Jewish, who were","A: Yeah, they had friends.","[1, 2, 3]"
Q: Okay.,A: Yes.,"[1, 2, 3]"
Q: Okay. Did -- oh --,"A: I went -- by the age of 12, I was about 12, it was in 1938 when Hitler came toVienna. My mother picked my old grandmother up and brought her over to us.","[1, 2, 3]"
Q: We'll come to that. I want to fill -- still ask --,A: Sorry.,"[1, 2, 3]"
Q: It's okay. I still want to ask a few questions.,A: You can erase it or something.,"[1, 2, 3]"
"Q: No, no, no, this is fine. I want to ask you a little bit about your brother.",A: Okay.,"[1, 2, 3]"
Q: What -- he was a few years older.,A: Three years older.,"[1, 2, 3]"
Q: Three years older.,"A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.12Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
Q: And what kind of a person was he? Was he somebody who played with you as a,"A: We were most of -- yeah, we were quite close, and he was a very good reader, andhe was in charge of my -- my mother told him, you tell her what to read, and --","[1, 2, 3]"
Q: Oh really? Yeah --,"A: --I can read -- I could read what I read, yeah. He was very generous, so --","[1, 2, 3]"
Q: Was he a studious person?,A: Yes.,"[1, 2, 3]"
Q: Okay. What were some of his interests as a child?,"A: He has various interests, mostly -- most of the things are read -- reading. He alsowent to the German gymnasium, of course, earlier than I did, so he went longer. AndI stayed only til the second grade, then I -- they wouldn't let me come any morebecause I was Jewish.","[1, 2, 3]"
Q: Yeah.,"A: So, I went one year into another gymnasium, which was teaching not -- there wasnot German, it was mixture between Czech and Slovak. And there I was a year.","[1, 2, 3]"
"Q: I forgot to ask, did you speak Slovak at home? I mean, Czech at home as well?",A: No.,"[1, 2, 3]"
"Q: No, just Slovak.",A: No.,"[1, 2, 3]"
Q: Okay.,A: Just German.,"[1, 2, 3]"
Q: Yeah. And -- but did you know the Czech language?,A: Yeah.,"[1, 2, 3]"
Q: Okay. Is it very different from Slovak?,"A: Yeah, Czech is more like closer to the Polish language, and Slovak more to theRussian. It -- it's a little different.","[1, 2, 3]"
Q: Uh-huh. Did you speak any other languages?,"A: Yes, we spoke French. We had the private tutor at home. And at this time,unfortunately, wasn't English that he taught us, but it was French. And she was therefrom, I think when I was -- we started when we were seven years old, I was seven.My brother already had started earlier, and I only had to, for a few years, becausecouldn't go on.","[1, 2, 3]"
"Q: Tell me, was your family well-to-do? Would you have considered them a well-to",A: Middle class.,"[1, 2, 3]"
Q: Pardon?,A: Middle class.,"[1, 2, 3]"
Q: Middle class.,"A: Middle class, yeah.","[1, 2, 3]"
Q: Yeah.,"A: They were not rich, but comfortable.","[1, 2, 3]"
"Q: Did you have -- by comfortable, did your parents, for example, own a car?","A: No, they did not.","[1, 2, 3]"
Q: Okay. Did they have a radio?,A: Oh yes.,"[1, 2, 3]"
Q: Okay.,A: More than one.,"[1, 2, 3]"
Q: Yeah?,"A: Yeah, that -- but we spent Saturday night --","[1, 2, 3]"
Q: Listening to the --,A: -- in the dark --,"[1, 2, 3]"
Q: Yeah.,A: -- detective stories.,"[1, 2, 3]"
Q: Ooh.,"A: Yeah, it was dark, and it was very exciting.","[1, 2, 3]"
Q: And you'd listen to the detective stories on the radio?,"A: Yes, I [indecipherable] The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.15Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
"Q: Well, tell me about some of your memories ah -- if you have an earliest memory.","A: Oh, I have the very pleasant memories until a certain time, and then we had towatch when we went out to school.","[1, 2, 3]"
"Q: Yeah, we're gonna get there.",A: Because it was difficult.,"[1, 2, 3]"
"Q: Yeah, we'll -- we'll -- oh, I lost my train of thought for a minute.",A: You'll find it.,"[1, 2, 3]"
Q: Who are some of your friends from school?,A: Mixed.,"[1, 2, 3]"
Q: Cl -- anybody particu --,A: --in the beginning --,"[1, 2, 3]"
Q: Yeah?,"A: --in the beginning, in the -- the first five years, they were mostly Jewish children,because we went to a Jewish school. Later on it was mixed.","[1, 2, 3]"
Q: Okay. Did you have a best friend?,A: I more than one. I don't know exactly.,"[1, 2, 3]"
Q: Okay.,"A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.16Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
"Q: And how were you as -- growing up? Were you a quiet girl, or were you more","A: I think it was more quiet, and I like to read, and jump rope, and we started veryearly with swimming. I don't know if you know that, but in Europe the sport that wehad was gymnastic, and swimming.","[1, 2, 3]"
"Q: Much more -- mu -- much more emphasis on individual sports, rather than team",A: Yeah.,"[1, 2, 3]"
Q: Okay. When y --,"A: Gymnastic, yeah.","[1, 2, 3]"
"Q: Yeah. When you were still a child, before the war, was there discussion of anti-",A: Not before I was 10.,"[1, 2, 3]"
Q: Okay.,"A: I don't remember before I was 10, no.","[1, 2, 3]"
Q: Okay. But after 10? That would have been in 1936. Did you sta --,"A: We heard the radio, sure.","[1, 2, 3]"
Q: You heard about it?,"A: We heard about it, yeah, they talked the radio about it, what's going on inGermany [indecipherable]","[1, 2, 3]"
"Q: Okay. Okay, so what's going on in Germany, but not necessarily in Slovakia?",A: There was nothing going on over here.,"[1, 2, 3]"
Q: Okay.,A: We're just fine.,"[1, 2, 3]"
"Q: But did people -- people who were Gentile, did they -- were there -- were there",A: Not -- not before --,"[1, 2, 3]"
Q: Okay.,A: -- when everything turned around.,"[1, 2, 3]"
"Q: All right. Well, so, I've held off til now --",A: Right.,"[1, 2, 3]"
Q: -- but let's -- yeah --,A: Right.,"[1, 2, 3]"
"Q: -- let's -- let's go there, let's go to that part.",A: Okay.,"[1, 2, 3]"
"Q: You mentioned earlier that -- that in 1938, your mother brought your grandmother",A: Yes.,"[1, 2, 3]"
Q: Why?,A: Because Hitler occupied Vienna.,"[1, 2, 3]"
Q: How -- what happened -- what happened to her? How did that affect her? Was her,"A: Well, she obviou -- she must have locked the door and walked away.","[1, 2, 3]"
Q: Okay.,"A: My mother took her over to us, and she stayed with us.","[1, 2, 3]"
Q: Did she talk about what it wa -- had been like in Vienna when he annexed,"A: She was before already, back and forth, it's very close.","[1, 2, 3]"
Q: Yeah.,"A: I don't know if you know, it's just across the Danube. And -- but the finalholding was in ""38, I think.","[1, 2, 3]"
"Q: So, in those years, from ""36 onwards, you started hearing about what was going","A: We also -- yeah, we also saw already things change in -- in Slovakia.","[1, 2, 3]"
Q: In what way?,"A: In deg38, there were already Hitlerjugend, there was Bund Deutsche Madchenabout th -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.19Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
Q: In czech -- in czecho -- in Slovakia.,"A: Yeah, in Bratislava, yeah. And they didn't like us. They insulted us. We didn'ttake it as an insult.","[1, 2, 3]"
Q: How did the --,A: We were proud of it.,"[1, 2, 3]"
"Q: How did this express itself? Did they come to the store, did they not --","A: No, not to -- not as far as I know, not to the store or anything. But what happened,for example, we were in the Zionistic organizations, and when you had to go homeat night, you had to watch out.","[1, 2, 3]"
Q: Were you scared?,A: My brother -- my brother came home with bloody nose [indecipherable],"[1, 2, 3]"
Q: Yeah.,A: Yeah.,"[1, 2, 3]"
Q: Were you ever confronted on the streets?,A: Yes.,"[1, 2, 3]"
Q: Many times?,"A: No, not too many time, about --","[1, 2, 3]"
"Q: Can you tell us a little bit about that, if you remember.","A: They were most -- mostly tr -- calling names and insulting, and there was theBund Deutsche Madchen, and [indecipherable] The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.20Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
"Q: So you -- so you would walk by, and somebody would see you, and they would","A: Yeah, and this -- and I didn't go out at night at this time. We didn't -- I mean, thegirls didn't [indecipherable] didn't go out by it -- herself.","[1, 2, 3]"
"Q: And your -- when you came home, would you tell your parents about what was",A: Not if I didn't have to.,"[1, 2, 3]"
Q: And reason why?,A: Wasn't pleasant. Why make them unhappy as in -- they were already?,"[1, 2, 3]"
Q: So in some way you were protecting them?,"A: I don't know, I mean --","[1, 2, 3]"
Q: Uh-huh. What were the discussions at home about all these changes?,"A: For example, at a certain time, we started -- there was a swimming club. Theystarted it -- I started it, I think I was seven, to train real -- a real thing, and it wascalled Bakhovka(ph). They still -- we are still in contact with some of the peoplewho still alive. And so we could do it til after a certain [indecipherable] I don'tknow the date.","[1, 2, 3]"
Q: That's okay.,A: [have no idea about the date.,"[1, 2, 3]"
Q: That's okay.,A: Gymnastic was private also. Also ended because we had other things on -- on ourmind.,"[1, 2, 3]"
Q: Okay.,A: So-,"[1, 2, 3]"
"Q: So, I mean, the swimming club is something you were forced to leave, or your","A: I don't know, I think they stopped it.","[1, 2, 3]"
Q: Okay.,"A: [really don't know. I haven't thought of those things in about 80 years, so -- or 75years.","[1, 2, 3]"
Q: Yeah.,A: That's a long time.,"[1, 2, 3]"
Q: Yeah. Did you notice that -- if your parents were more nervous than they had been,A: It was very unpleasant.,"[1, 2, 3]"
Q: I guess what I'm trying to get a sense of is whether or not what was going in the,"A: For example, one thing that I remember very clearly, that my father had his bestfriend, who had a large store with oriental rugs across the street, and he lived acrossthe street from us, and one day when he left the house, our house, to go home at The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.22Interview with Alice TyrolerMay 8, 2013night, a group of men attacked him. There was a -- like a tramway(ph) -- I don'tknow the --","[1, 2, 3]"
"Q: Mm-hm, a trolley car.","A: Trolley car. And they beat him, and we s -- we saw it from the window, andcouldn't do anything. This is something that I remember.","[1, 2, 3]"
Q: What was the name of his store?,A: Brishla(ph).,"[1, 2, 3]"
Q: Brishla(ph).,A: Brishla(ph).,"[1, 2, 3]"
Q: Tippihandlu(ph)?,"A: Tippihan -- Tippihandlu(ph) Brishla(ph), yeah.","[1, 2, 3]"
Q: Tippihandlu(ph) Brishla(ph). And what street was it on? Because if it was,"A: I think it was Durament(ph), I'm not --","[1, 2, 3]"
Q: Durament?,A: Yeah.,"[1, 2, 3]"
Q: Uh-huh.,"A: I'm not quite sure. We had to leave before -- on [indecipherable] where we grewup, up to about -- when I was about 10, there we had the second floor of an house.","[1, 2, 3]"
Q: Was it an apartment?,A: It was an apartment which had the [indecipherable] was known as horseshoe.,"[1, 2, 3]"
Q: Uh-huh.,A: Yeah.,"[1, 2, 3]"
Q: And was it a large place?,A: [indecipherable] Think it was six or seven rooms.,"[1, 2, 3]"
Q: That's pretty spacious.,"A: Was a bedroom, children's room, dining room [inaudible] like a --","[1, 2, 3]"
Q: Master bedroom.,A: [indecipherable] no.,"[1, 2, 3]"
Q: Oh.,A: Like a li-,"[1, 2, 3]"
Q: A library.,"A: -- something, it was --","[1, 2, 3]"
"Q: Den, yeah?","A: Something like this, it was [indecipherable] mostly for the man, you know.","[1, 2, 3]"
"Q: Uh-huh. Herrenzimmer, yeah.","A: Yeah, with books and -- and everything. And then was a guest room, whensomebody came. I think was ne -- before, next to the children's room was Nanny'sroom, Nanny's room.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.24Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
"Q: Did your mother have any other, or did your family have any other help at home",A: Yes.,"[1, 2, 3]"
Q: Was there a housekeeper?,"A: There was a cook, and a maid.","[1, 2, 3]"
Q: Okay.,A: They lived in the house.,"[1, 2, 3]"
Q: Okay. How -- did relation --,"A: And they had -- they had -- no, they were not Jewish. About -- when we hadHanukah, they had in their room a Christmas day. My mother made sure of that, yes.","[1, 2, 3]"
Q: That's very nice.,A: So they can --,"[1, 2, 3]"
Q: Celebrate --,"A: -- celebrate their holidays, yes.","[1, 2, 3]"
"Q: Yeah. As these changes were going on, for the worse, did things change?","A: They had to leave, sure.","[1, 2, 3]"
Q: They had to leave.,A: My mother was not allowed to have.,"[1, 2, 3]"
Q: Okay. Did your nanny have to leave as well?,"A: She had to leave, but she left only officially. She took an apartment somewherenot far away, but she spent the days with us anyway.","[1, 2, 3]"
"Q: So her attitude, and her relations didn't change with -- for you?","A: Oh, no.","[1, 2, 3]"
"Q: Okay, okay.","A: Oh no. You will hear towards the end, what happened.","[1, 2, 3]"
"Q: Okay, okay.","A: She saved my mother and my brother in her apartment with her sister, during thewhole time.","[1, 2, 3]"
Q: Oh my.,"A: And she knew if they caught her, she will be shot with them, okay?","[1, 2, 3]"
"Q: Okay, okay.",A: So -- but it was in -- that was already in 1945. So she was all the years with us.,"[1, 2, 3]"
Q: That's am -- that's amazing.,A: Yeah.,"[1, 2, 3]"
Q: That's amazing.,A: She was like an aunt.,"[1, 2, 3]"
Q: Yeah.,A: She was no employee.,"[1, 2, 3]"
"Q: Yeah. Tell me what -- how things developed further, as the 30s come to a close.","A: As ""30 comes to a close, we had to move to another apartment again, because thiswas no longer available for -- for Jews.","[1, 2, 3]"
"Q: So -- oh, so it was a rented apartment?","A: It was always -- we only had the apartment, we did not own a house.","[1, 2, 3]"
"Q: Okay, okay. And did you have to move to a different neighborhood?","A: Well, not a bad neighborhood, but a different neighborhood, yeah.","[1, 2, 3]"
Q: And it's at this point that your nanny no longer stayed with you? That is --,A: Yeah.,"[1, 2, 3]"
"Q: Yeah, okay.",A: But she was there always.,"[1, 2, 3]"
Q: Do you remember the date that Hitler annexed Czechoslovakia?,A: No.,"[1, 2, 3]"
Q: Okay.,A: No.,"[1, 2, 3]"
"Q: I believe it was in 1939. I think it was March, but I'm not sure.",A: I'm not sure of that.,"[1, 2, 3]"
"Q: Okay. But how did that ki -- how did that resonate in Bratislava, when that",A: The Slovaks were different from the Czechs.,"[1, 2, 3]"
Q: Okay.,A: The Czechs stayed against the German. The Slovaks greeted them with pleasure.,"[1, 2, 3]"
Q: Why?,"A: The president of Slovakia was a Catholic priest, who was very happy andcooperative with -- with the Germans.","[1, 2, 3]"
Q: How do you explain that?,A: [have no idea.,"[1, 2, 3]"
Q: It's so diametrically different.,"A: [have no -- yes, yes.","[1, 2, 3]"
Q: How did this -- how was this experienced on a personal level?,A: Very unpleasant.,"[1, 2, 3]"
Q: Did -- what happened to your father's business?,A: My father's business was arizeered(ph)?,"[1, 2, 3]"
Q: Aryanized.,"A: I don't know, I don't know.","[1, 2, 3]"
"Q: Ar-Aryanized, yes.","A: Aryanized, yes? I don't know exactly when and how, I just don't remember.","[1, 2, 3]"
Q: Do you remem --,A: It was not important enough for me.,"[1, 2, 3]"
Q: Yeah. Was there a change in him?,"A: I don't think so. He was a born optimist.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.28Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
Q: Was he?,A: Yeah.,"[1, 2, 3]"
Q: What would he say when things like this would happen?,"A: It won't last long. He did not want to leave Bratislava because he said, thesepeople are all my friends, they're not going to do anything to me. And it was verysurprising.","[1, 2, 3]"
"Q: Well, tell me about some of that.","A: I don't know exactly the time, but they came to -- they came to get me once forthe first time for it, but I was ill. I had a infectious disease, so they didn't come in.So if -- they came a second time. They took me and my mother and took us to -- tothe police. And from then on, to Novaky, to the camp.","[1, 2, 3]"
Q: Had -- had Czechos -- had Slovakia already declared its independence?,A: I don't know how it worked. I really don't know how it worked.,"[1, 2, 3]"
Q: Okay. Do you remember --,A: I wasn't interested.,"[1, 2, 3]"
Q: Of course.,A: I don't know if you understand what I mean.,"[1, 2, 3]"
Q: Oh yeah.,"A: It was, who cared? And they were willing to sell us, supposedly was the onlyhead of the state supposedly, I don't know if it's true. That's what I heard. Then Dr.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.29Interview with Alice TyrolerMay 8, 2013Tiso, the president, paid for each Jew that was deported, he paid the Germans to takethem.","[1, 2, 3]"
Q: What a -- what a betrayal. Do you remember how those guards looked when they,"A: They were Slovaks, Slovaks. Was called Hlinka, Hlinka guard.","[1, 2, 3]"
Q: Okay. Were they young?,"A: Yeah, I think so.","[1, 2, 3]"
Q: And what was their manner like?,"A: They brought us to the police, and there were all kinds of our friends over therealready sitting.","[1, 2, 3]"
Q: How old were you?,A: How old was I? That was in -- I think I was almost 16.,"[1, 2, 3]"
"Q: So it was in ""42?","A: Yeah, it was in ""42. I had in the meantime, after school, my father had a verygood friend who had a bakery, including like a patisserie, where people would havetables. It still exists today in Bratislava.","[1, 2, 3]"
Q: And which chi --,"A: It's called Konditorei Mayer. They were German, but very nice. They werefriends of my parents, cause they had about four stores away from my parents"" store.And so when they throw me out of school, I don't know if you're interested in that -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.30Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
"Q: Yes, I want to know about that.","A: When they threw me out of school, what do you do at the home all day long? So,this friend of mine, the -- the ha -- the Uncle Mayer, they called him, told my father,why don't you let her come, and she can learn in my bakery, to -- to bake and tocook, etcetera.","[1, 2, 3]"
Q: And did you do that?,"A: And then I-- yeah. And when my father came with the idea home, I said, whyshould I go to learn to bake and to make hors d"" oeuvres -- you know, the very noble,elegant things? What do I need it for? So he said, when you're going to have later ona cook, cook in your house, then you can supervise better, and you're going to knowhow to do things.","[1, 2, 3]"
Q: Did that make sense to you?,"A: No. Now, or then?","[1, 2, 3]"
Q: Then.,A: No. But it was better than hanging around doing nothing. So I worked there for afew month then.,"[1, 2, 3]"
Q: Mm-hm. But just a few months?,"A: Yeah. About a year, or something like that.","[1, 2, 3]"
Q: Mm-hm. And what was the experience like?,"A: Very hard work, learning very, very nice things.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.31Interview with Alice TyrolerMay 8, 2013","[1, 2, 3]"
Q: Can you still make them?,"A: Yeah, if I wanted to, but --","[1, 2, 3]"
Q: You don't want to.,"A: -- not now, nah.","[1, 2, 3]"
"Q: Nah. Did -- at that point, was -- in Slovakia, were you forced to wear yellow","A: Yes, the big one.","[1, 2, 3]"
"Q: Okay. And when did that come in, fairly --",A: I don't know.,"[1, 2, 3]"
Q: Okay.,A: [really don't know.,"[1, 2, 3]"
Q: But fairly soon after all of the changes?,"A: I think so, yeah.","[1, 2, 3]"
Q: Okay.,A: But I can find out those things for you whatever you -- whenever you need it.,"[1, 2, 3]"
"Q: No, no, I-- I'm not so much -- sometimes I'm interested in dates and things, but","A: And then I had a third year in the other one, in the mixed one.","[1, 2, 3]"
Q: In the mixed one.,"A: Czech and Slovak, yeah.","[1, 2, 3]"
