Question,Answer,topics
"Q: Yeah, yeah.","A: It -- it becomes overlaid with, I guess a skin. Like an anecdote gets a kind of polish on it that is almost impossible to --","[1, 2, 3]"
Q: To remove that skin.,"A: -- to remove that skin and get back. But it's an interesting thing to do. I think it's what one would do in -- in analysis, I think. When you've got -- you -- you go back to -- to the -- to the -- to the -- to the -- I want to say real, but you go back to the -- to the event as it happened, or try to. And that's an interesting -- so this is interesting thing to do. I don't know how -- how well I can unpack what was -- what was wrapped up.","[1, 2, 3]"
"Q: Well, we-we'll divide our -- our -- your story into a few parts. So let's -- we'll go from 28 to 38 bef -- before you actually leave Vienna. So when you think about your parents as","A: Well, once again, as -- as with all those memories, I don't know what are the memories, and what are the stories told me.","[1, 2, 3]"
"Q: Mm, mm.","A: I mean, I have a lot of memories being a cute kid, very cute, and very much beloved. I was the only grandchild, the only child, the only grandchild, the only niece of two loving uncles. So I was a big deal. I will tell you the embarrassing story which explains this. My mother loved to tell the story against -- she felt it a story against herself, that she took me with her to a ladies"" cafe yousa, a -- a coffee klatch. And all the ladies were talking with each other and at the end, as my little coat was being put on, I was reported to have said, here one knows nothing, here one speaks of nothing. I might have been five, or six. And my mother said, what do you mean? And I said, here they don't know that I dance on my toes. Here they don't know that I -- I can do the figure eight on the ice. No, I must have been older, seven -- six or seven [indecipherable]. And my mother was embarrassed and realized that I had been made too much of, and too much admired and too much praise.But I always thought that I'm incredibly lucky to have been brought up by two of the best people in the world that I know. My mother and my Uncle Paul, who -- who were both witty, loving, very, very, very much attached to me. Gave me a lot of space to show off.That was a world in which my poor very lar -- father, who was a six-footer, which was unusual for -- for a European Jew, I think, who was a -- who was an accountant, a chiefontectnetonancedjuhetneey for tare biormatierabouttfisoeecionaccountant in the Bank of Cooksbrock and company, was an outsider. He was odd man out. He was not able to laugh, he was not able to participate in the fun that we had before he walked in the door. He was very dear and very lacking in imagination and became, when I was five -- this certainly is a datable event, and one that I remember, became very ill. He was a bleeder.","[1, 2, 3]"
Q: Oh.,"A: I suppose not th-the worst degree of bleeder, otherwise he wouldn't have survived, but he's -- he was taking my mother is the story, for a bicycle ride along the [indecipherable] the -- the dia -- the Danube -- I don't know what an [indecipherable] what -- what -- what -- what broke down -- wh-what -- what is -- what is supposed to hold the water in?","[1, 2, 3]"
Q: Dike?,"A: Yeah. Anyhow, it was a long road, and they were -- they were riding along it and some partridges -- he saw some partridges and he took his hands off the bicycle and clapped and fell off and began to bleed. And I remember we were in my grandfather's house in the village of Fischamend, which is some half an hour by train from Vienna.Very close now, 10 minutes now from the modern V-Vienna airport, and th-that my grandfather had a house on the main square of the village, a huge house with a store, with my grandfather's straggled store at the bottom. And I remember my parents had their own room back there. My father -- remember my father flat on -- on the bed. He had -- he -- ]-[ remember particular that he was not allowed to have a -- a pillow, and oddly enough I cannot bear to lie for two seconds without a pillow under my head. But that -- he -- there was a bucket of ice water next to his bed with little balls of butter which he wassupposed to eat. I don't remem -- I have no idea what kind of a theory that was, but that was -- that's certainly one of my earliest memories of going to see my father lying flat.And it was really from that moment on that he was essentially -- well, in and out of hospital is overstating it, but I -- I do remember coming home from school and my mother saying, put -- don't take off your coat, we're going to go see Daddy, who was once again in the hospital, always with his head flat on the -- on the -- on the white sheet.My mother was always cooking diet for him. I think one of the -- one of the perhaps mistakes my mother made in her very, very lovely relation with me is to use me as a friend to c -- to -- to co -- to have headaches with and to complain of my father's illness, which stood for a lot of other weakness and incapacity, I think.","[1, 2, 3]"
Q: So your -- your relationship to your father never became as close as your relationship with your mother?,"A: It was not -- my relationship to my father was one of regret, that I was not responding adequately to the affection he had for me. I understood that I was not responding, and I re -- I was sorry for him. So was a g -- and my -- th-the man in my life was my Uncle Paul, who was then --","[1, 2, 3]"
Q: Not your father.,"A: -- seven years younger than my mother, who lived with us while he went to the -- to study at the -- at medic -- at the school of medicine, a -- ma -- University of lon -- of Vienna, and lived with us and read stories to me and played the guitar for me and told me about things like -- I remember that he had a professor called Professor Tort -- I mean, Professor Death, and he told me about -- I -- I can't think of the word now, hypo -- hyp --hypnosis. I mean, here I was in my -- about seven years old, learning these fascinating things from my uncle, who would sit by my bedside and tell me -- tell me -- tell me about the world.","[1, 2, 3]"
Q: Right. Was your father jealous of Paul?,"A: My father wooed me. He wooed me by taking me out for ice cream, and my mother had told us not to have ice cream, it would spoil my lunch. It was always something the matter with what -- what my poor father did. I have a curious memory around the Christmastime and Vienna was full of -- of Christmas things. My father said, I'll take you across the street to look into the toy shop, because it has a Father Christmas there, a Santa Claus. And I said, I've already seen it. And I st -- to this day I regret not giving him the satisfaction of being able to --","[1, 2, 3]"
Q: To take you.,"A: -- give me something that I might enjoy. These are -- I mean, the -- in fact, my relationship to my father seems very vivid, but it is not a -- not a -- it is always a little sad. And of course, he became very ill. As soon -- when we -- when we came to England -- one of the chapters in my book is called ""The Alien"", and what it's about is my father being ill in a foreign country.","[1, 2, 3]"
Q: Right.,A: You know what it's like if you're not home and you have a cold?,"[1, 2, 3]"
Q: It's terrible.,"A: And here he was, being ill in a w -- in a world -- you know, he was -- he was supposed to be the one who knew English, but when we came to a -- I'm -- I'm jumping to the next chapter --","[1, 2, 3]"
"Q: It's okay, right.","A: -- but when we came to England it was my mother who promptly learned the language, who managed to do all the things that needed doing -- my father, who was incapacitated, only partly because of his illness.","[1, 2, 3]"
Q: So did he know English in Vienna?,"A: He knew English, but he didn't know it when he got to England.","[1, 2, 3]"
"Q: England. But he -- so did you learn some English as a kid, before you left?","A: I did, es -- I -- we had English -- English lessons in clu -- in school.","[1, 2, 3]"
Q: In school.,A: Which I don't think that did very much except introduce a couple of --,"[1, 2, 3]"
Q: Right.,"A: -- of words, which always seemed to me very peculiarly spelled. I went around saying pictooray. How can that be picture?","[1, 2, 3]"
Q: Pictooray [indecipherable],A: It makes no sense. Picstooray.,"[1, 2, 3]"
Q: Right.,"A: [indecipherable]. But then when Hitler came, my cousin Inga and I were sent to a young lady, a young English lady who struck me as alien for two reasons. She was not Catholic. It struck me. I understood, I learned that she was something else, she wasProtestant, which seemed to me very peculiar, because in -- in -- in -- in the other people, the other world in -- in -- in Vienna was Catholic.","[1, 2, 3]"
Q: Catholic.,"A: And the other thing is that when my friend, my cousin Inga and I came outside to go home, outside they waited for her -- her -- her boyfriend, who was a nats -- an SS man.","[1, 2, 3]"
Q: Really?,A: Yeah.,"[1, 2, 3]"
"Q: Did you like school when you went, as a kid?","A: You know, I remember loving school, but when I think back of it, I'm not so sure. I remember when my children were small and I would go with them or pick them up and I walked into the school, I had a real yucky feeling and I realized, did I really like school?I'm not so sure.","[1, 2, 3]"
Q: You're not so sure.,A: That's for sure.,"[1, 2, 3]"
Q: So what do you re -- what do you remember about it? Do you remem -- did you like ta,A: About school?,"[1, 2, 3]"
"Q: Yeah, did you like teach --","A: Oh, I was -- I was -- I was -- I was the good -- I was a good student.","[1, 2, 3]"
Q: I imagine.,"A: I was a very good student and I was a prig. I remember the first time I talk -- well in -- in -- ina Viennese school -- let me tell you about the Viennese school. You sat at a deskin pairs and you had your hands like this. I have to show it. Yeah, I know that, yeah. Like this.","[1, 2, 3]"
"Q: Like that, right.",A: Your thumb was underneath the desk and your hands were -- I don't know what they thought you would do with your hands if you let them loose. God knows.,"[1, 2, 3]"
Q: You had to stay like this?,"A: You had to stay like this. It seems improbable, but that's what I remember. And you did not talk to your person sitting next to you. Oh, and if you misbehaved, you had to stand next to your desk while the lesson went on. If you were really bad, you stood in the corner. The famous you stand in the corner.","[1, 2, 3]"
Q: Right.,A: Is that a concept in America --,"[1, 2, 3]"
Q: Yes.,A: -- standing in the corner?,"[1, 2, 3]"
Q: Oh yeah.,"A: Well, we stood in the corner. That hardly ever happened though. But I once spoke to my -- to the child sitting next to me about some practical thing, like do you have a pencil, and the teacher said Lore, stand up next to your desk. And I stood up next to my bed and I howled. My virginity had been ruined, I was no longer the person who had never stood next to her desk. And the da -- the teacher -- my mother said the teacher afterwards said to her, I had to si -- make her sit down, I was frightened that she --","[1, 2, 3]"
Q: She was howling?,A: I was howling.,"[1, 2, 3]"
Q: Did you have lots of friends?,"A: I-I -- I -- [had best friends, yes, I did --","[1, 2, 3]"
Q: Best friends.,"A: -- have best friends, yes. My cousin Inga was my best friend. And a couple of other children who had come. We -- had play -- play -- play dates. And one of the children actually not in my school, but with whom I had a play date is still an acquaintance, is still a friend. Now, I ha -- married to a Welsh doctor, living in England and that is the one -- that's the one lef -- that's the one person still -- whom I still know from that period.","[1, 2, 3]"
"Q: Yeah, right. This one --",A: Then there was Ilse.,"[1, 2, 3]"
Q: Mm-hm.,"A: Who was sent to the camps with her parents, who have diphtheria and was -- was -- became deaf and was gassed. And I know that because her cousins, the cousins who were with them in the camps came out, and my mother many years later, they -- they made a bakery in -- in -- on Broadway, above -- above colum -- Columbia [indecipherable] Hospital.","[1, 2, 3]"
Q: University? Uh-huh.,A: And my mother was a -- was a -- worked in that -- in that bakery.,"[1, 2, 3]"
Q: Huh.,"A: And my cousin Inga came to England early because her father had a -- was an importer exporter and had a London partner, so they came out.","[1, 2, 3]"
Q: This was -- this was a mixed sc --,A: We are talking --,"[1, 2, 3]"
"Q: This was a mixed school, yes? It was boys and girls?",A: No.,"[1, 2, 3]"
Q: It wasn't? Just girls?,"A: [indecipherable] only girls, yes.","[1, 2, 3]"
Q: Is that typical?,"A: I think it was universal. I cannot imagine having any school that was mixed. I'm just thinking am I -- am I -- no, it was -- it was not mixed.","[1, 2, 3]"
Q: It was not mixed.,"A: No, no.","[1, 2, 3]"
"Q: And it wasn't just Jewish kids, it was a mixed --","A: Well, it was Jewish kids within a week after Hitler came.","[1, 2, 3]"
Q: Right.,A: But that's --,"[1, 2, 3]"
Q: But before then --,"A: Before that, it -- yeah.","[1, 2, 3]"
Q: -- it was -- it was --,A: And I remember that we learned how to sew. We made hem stitching. And th --,"[1, 2, 3]"
Q: Hem stitching?,"A: Yes, one of the things we learned.","[1, 2, 3]"
"Q: So was it -- was it a very different kind -- do you know this -- wa -- very different kind of school than the boys had? Did you -- you had sewing, I'm sure they didn't have that.",A: [have no -- I have no idea about -- about boy's school except through my Uncle Paul.,"[1, 2, 3]"
Q: Uh-huh.,"A: Which is, of course, a generation, or half a generation earlier, who went to the gymnasium.","[1, 2, 3]"
Q: Right.,A: Which was a different -- different kind of --,"[1, 2, 3]"
"Q: Right, right.","A: -- education, yes, I would think.","[1, 2, 3]"
"Q: Was there a lot of talking about politics when you were growing up, before -- before Hitler comes? Do you hear about Hitler in Germany? [indecipherable] hear things?","A: Yes, I remember -- I remember -- now here I'm coming across one of those problems that what a -- what -- what I me -- I mean, yes, except in my book, for instance, I start with this event of a dinner where this was discussed, but I'm sure it was discussed constantly. And my Uncle Paul saying we should leave. Now, this is 30-something, if I remember it. I mean, I'm born in thirt -- in ""28 --","[1, 2, 3]"
"Q: ""28, right.","A: left in 738, at 10, right?","[1, 2, 3]"
Q: Right.,"A: So when does it -- I mean, I -- I must have been six.","[1, 2, 3]"
Q: S -- the Nazis come in in 733.,"A: Th -- ma -- but -- but in Austria, it was not a ma -- 733 --","[1, 2, 3]"
"Q: Is nothi -- it do-doesn't happen, right.",A: Is -- y-you know -- you know what the political re-realities were? The Spanish Civil War.,"[1, 2, 3]"
Q: That was more --,A: Over the radio.,"[1, 2, 3]"
Q: Uh-huh.,"A: We got our news over the radio, and I remember hearing about the Spanish Civil War and having one of those total revelations. There is always war. I suddenly knew as a child, there is no place -- time when there isn't war. I understood that, because I had seen the first World War pictures in my grand -- you know, iv -- a -- postcards with pictures of young ladies who -- and -- and messages to soldiers. You know, in -- in the sort of circular -- the -- the oval sha -- the oval shape. And I knew about the first World War, and here was the Spanish Civil War, and it came to me that war is one of the things tha- that -- that's -- that's always there in the world.","[1, 2, 3]"
Q: Did that scare you?,"A: And what -- horrified me, as a -- and it was one of those real-realizations that -- that stays with you for life. But I do remember my Uncle Paul saying, probably not that realistic, because he didn't do it either, we should all leave. And my father making fun of him, saying what do you mean leave, where are we going to go? Going to go to the jungle and eat coconuts? And I said to my mother, what is go -- and I had that -- you know, that -- that -- you know that feeling that the -- the -- the release of gall into your -- into your --I don't know how you can feel gall in you, but that's the -- that's the experience I remember. And turning to my mother and saying I -- what -- what's going to happen? Is there going to be a war? And my mother said no, no, no, no, don't worry. And my thinking, okay, I won't worry. I'm just going to not worry, cause I don't know how to worry. The problem was, when you're a child -- or not -- when you're a grown-up too, somebody mentions a calamity, and you kind of believe it, but how do you imagine it?What -- what is it going to be?","[1, 2, 3]"
"Q: Right, right.","A: What's going to happen? Who's going to do what to whom, you know? So, let's not think about it.","[1, 2, 3]"
"Q: But for you, you did write a sh -- a | -- a -- before the book, I think, on ""Other People's Houses"", where you start talking about every -- no, it's something else, but everywhere around you is calamity. When you -- when you realize when you had children --",A: That's the end of it.,"[1, 2, 3]"
Q: Yes.,A: That's actually the last -- the last -- yes.,"[1, 2, 3]"
Q: It's the last -- the last line that there's a calamity all --,A: The -- the -- the thing that I think se --,"[1, 2, 3]"
Q: -- surrounds.,"A: -- that seems to me something that came to me as a result of hearing about the Spanish Civil War, th-the end of my -- my book says I'm -- at the moment -- in a moment of -- of -- of peace. I have a husband, I have children --","[1, 2, 3]"
Q: Right.,"A: -- my mother is here, nobody is sick. It feels like a -- an island, the season of -- of peace in the -- on an island, surrounded by calamity.","[1, 2, 3]"
Q: Surrounded by calamity.,"A: And by that I mean it isn't calamity -- it's not only the calamity -- the -- a political calamity -- I mean death is -- is a calamity, it's the final calamity, so --","[1, 2, 3]"
"Q: Right. Right, right, right.","A: -- yeah, there are no -- there are no good outcomes.","[1, 2, 3]"
Q: Right.,"A: But that was -- that was a very, very early --","[1, 2, 3]"
Q: That's interesting.,A: -- it's a -- was a very early understanding.,"[1, 2, 3]"
Q: Your mother didn't work when you were a kid.,A: No.,"[1, 2, 3]"
Q: Wi -- before -- before she came to England --,A: No.,"[1, 2, 3]"
Q: -- right? But was -- she was a musician?,"A: She went to the music academy in Vienna, was a talented -- talented pianist, but of -- not -- not -- not in the grand -- in the grand s-style.","[1, 2, 3]"
Q: What does that mean?,"A: I mean, she was not going to be a concert pianist.","[1, 2, 3]"
"Q: Uh-huh, uh-huh.","A: She wa -- she was a -- did not like to perform, but there were -- there was a piano in our house and -- and she wa -- she practiced. She had th-this imagination of -- I mean, there is always -- there was always practicing going on. In fact, I remember her playing Chopin and say -- an-and -- and I s -- I used to sit and listen, and I thought this was really something else, this was [indecipherable] lovely. And my mother would say, Chopin is nothing to Bach. And I thought, oh Bach -- I didn't know what Bach was.","[1, 2, 3]"
Q: Right.,"A: And I don't know which of those things Bach was, but Bach -- I took -- I took my -- my -- my taste from my mother.","[1, 2, 3]"
Q: So you like Bach?,"A: You che -- I like Bach better than Chopin, I --","[1, 2, 3]"
Q: Still?,A: -- didn't re -- oh yes.,"[1, 2, 3]"
Q: Yes?,"A: Oh, I've go -- I mean I -- yes, I caught up.","[1, 2, 3]"
Q: You caught up and --,"A: Yes, I think -- I think pretense is sometimes a very good teacher, because you -- if you say Bach is better, then you begin to listen to Bach, and you say hm.","[1, 2, 3]"
Q: Hm.,A: But i -- it takes you years to catch up with your -- with your phony --,"[1, 2, 3]"
Q: Right. Did your mother teach you piano as well?,"A: She did, it was a disaster.","[1, 2, 3]"
Q: Why?,"A: Well, because I -- I didn't want to practice.","[1, 2, 3]"
Q: You didn't want to do that.,"A: | -- I did eventually take piano for quite a time and became a reasonable proficient, but the fact that I no longer remember a note is a sign that I was really not -- that was not my -- you know, I thought at one point I was going to be a painter, I was going to be a pianist, I was going to be a -- oh, I was going to be a -- an ice -- ice skater.","[1, 2, 3]"
Q: Really?,A: But actually I was a writer. I was always going to be a writer [indecipherable],"[1, 2, 3]"
Q: You were always going to be a writer.,A: Once I settled down to that one.,"[1, 2, 3]"
"Q: Right, right. Was your house very religious?","A: Not at all. I find it interesting that my grandparents, my mother's parents, my Hungarian born grandparents did not have any notion of Yiddish and had absolutely no relation with -- with the ortho -- orth -- I-I mean, the Orthodoxy is just too far away. I don't think my par -- grandparents would have known when the Jewish holidays were.","[1, 2, 3]"
Q: Hm.,"A: My mother's family. However, my grandmother would not eat ham. She served it to us, but wouldn't eat it.","[1, 2, 3]"
Q: Interesting.,"A: Whereas my father's parents, who had died by the time my mother married, ow -- h-he was -- came from Pressbourg, one of those places that was Hungarian in language, but became Czech by the time the first World War was over. I gather that they were Orthodox, or that there was -- you know, everybody you talked to had -- everybody's father or grandfather was chief rabbi of something. Well, mine were too, except I've never -- I've never followed through on that.","[1, 2, 3]"
Q: So you're not sure.,"A: [""""m not sure, but I th -- I'm sure they were religious, and that my father said to my mother, we are going to have a kosher house, we're going to have a religious house, and my mother said like -- like how? And then there's a sort of a nasty story. This is one of the nasty stories, that my father asked my mother to light Shabbas candles and she did, and then he took out a cigarette and lit the cigarette on the candle, and Mother said -- my mother --","[1, 2, 3]"
Q: That's the end.,"A: That's the end of that. That was the end of her. And yet, she would say the Shema with me every night.","[1, 2, 3]"
Q: Every night?,"A: Every night. I -- | mean at some point, I -- I was made to say the Shema by my mother. I don't understand it. And we did spend the high holidays in the synagogue, but it was a synagogue that was created only for the high holidays, it was really a -- a Jewish restaurant. And I think -- that's what I remember.","[1, 2, 3]"
Q: We have to change the tapes. Q: You went to Hebrew classes?,"A: Yes, God save the [indecipherable]","[1, 2, 3]"
Q: When --,A: He-Hebrew classes are famously unsuccessful.,"[1, 2, 3]"
Q: Really?,"A: I went to two Hebrew classes, one in Vienna, and one in -- in the f -- my f -- in -- in Guilford and they were both terrible. Why are they so awful? The wa -- I -- I remember the one in Vienna mostly because there was a naughty boy there, and I made it my job to inform him. I did not do a good job. My job at reforming him and telling him not to clap the -- you know, to keep opening and closing the -- the -- the -- the lids of the desks, and sitting still. It -- it didn't work, but I also remember absolutely nothing I learned there. I did not -- I was supposed to learn the -- the -- the Hebrew letters, and it's gone. I mean, there's nothing left at all -- of this at all. I just remember this being unsuc -- unsuccessful teaching. And that --","[1, 2, 3]"
Q: And you're trying to keep this bad boy [indecipherable],"A: I was -- I was going to reform him, yes.","[1, 2, 3]"
"Q: Reform him, yes. You have that in you, right?",A: No longer.,"[1, 2, 3]"
Q: No longer,A: It's gone. I got tha -- rid of that.,"[1, 2, 3]"
"Q: Oh, that's good.","A: Those were my wild oats, reforming little boys.","[1, 2, 3]"
Q: So why do you think your mother was having you do the Shema?,"A: I cannot imagine, because she was very disappointed in me, in her old age, because Ibecame fascinated by Hebrew texts. I ha -- with my -- with my dear friend Jules Harlow,Rabbi Jules Harlow, translated the -- wrot -- did the translation of the wa -- the book ofAdam to Moses, which was published by [indecipherable]. I mean I -- I did -- I -- I -- Inow attend a -- a -- a monthly Genesis seminar. My mother is very disappointed in me,she really had -- she was a genuine non-believer and thought this was all a[indecipherable]. So her, in my childhood, making me say the Shema is a mystery to me.Perhaps my father wanted it. It's one of those things that has no --","[1, 2, 3]"
Q: Was this very uncomfortable for you because you --,"A: Not at all, no.","[1, 2, 3]"
Q: -- not at --,A: No.,"[1, 2, 3]"
Q: -- it wasn't.,A: It was okay.,"[1, 2, 3]"
"Q: No, it was all right.","A: I mean, I had my -- I had my bath and said the Shema.","[1, 2, 3]"
"Q: Did you say the -- the Shema in bed, right before --","A: Said the Shema in bed, I -- as I remember, yes. I also remember that those highholidays that we spent in -- in the -- in the synagogue, I remember sitting with my motherupstairs with the women -- must have been a synagogue. It must have been a synagogue.ontectnetonancedjuhetneey for tare biormatierabouttfisoeecion","[1, 2, 3]"
Q: Must have been a synagogue of some kind if you [indecipherable],"A: And downstairs I remember my father with his prayer -- with the sh -- what do you call it, the -- the --","[1, 2, 3]"
Q: The tallis?,"A: With the tallis, doing the -- that -- that curious, that to me very curious bobbing up and down. I remember being allowed to go out with the other children when we got obstreperous and w-w-we -- there were -- there were some stairs and there was a little boy and I who made a lot of noise clattering up and down the stairs and co -- and -- and sliding on the banisters. The shamas came and gave us a bad time and made us go outside, and that's -- those are th -- my memories of that. Oh, and we had Seders and the Seders were always -- my father actually, I wa -- think very tenderly of my father sitting patiently at the head of the table, doing what he was supposed to do as the leader of the Seder and everybody else making fun. My -- my Uncle Paul would put the parsley, th-the -- the bitter herbs into his lapel. My mother would come down the [indecipherable] and make a line and top them up and ma -- and make a summation. I mean, was a -- it was a - - it was a good joke then. And I always, of course, spilled the red wine. Always --","[1, 2, 3]"
Q: Always.,"A: -- spilled the red wine on the white tablecloth. Every time, yes. That was my thing for me to do was to spill the red wine.","[1, 2, 3]"
Q: But not on purpose.,"A: Not on purpose, no.","[1, 2, 3]"
Q: But you would spill it.,"A: Every time, as I remember, yes.","[1, 2, 3]"
"Q: And that's tough to get out of the white tablecloth, isn't it?",A: And that was my degree of my Jewish education.,"[1, 2, 3]"
"Q: So, this place that you went to that was a synagogue sounds like it was Orthodox, but you wouldn't know, right?",A: I wouldn't know.,"[1, 2, 3]"
"Q: Because of the separation of men and women, one would think that it was in s --","A: Oh, but wasn't that [indecipherable] I think --","[1, 2, 3]"
Q: It's Conservative as well?,"A: I'm not su -- I wonder whether there were in Vienna in 1935, Reform synagogues? I'd","[1, 2, 3]"
Q: You think you [indecipherable] I don't know.,A: -- would they -- I mean you would know more about it than I. I don't know.,"[1, 2, 3]"
"Q: No, I don't know.",A: I -- [really don't know whether there was any such thing.,"[1, 2, 3]"
Q: I don't know.,A: I--I--,"[1, 2, 3]"
Q: I -- 1-it's maybe even Conservative --,"A: -- am now very much in doubt that mu -- it must have been a synagogue. I think it -- only that we didn't go there, except on the high holidays.","[1, 2, 3]"
Q: Right.,A: That I thought it only existed on --,"[1, 2, 3]"
Q: Existed on the holiday.,A: -- I think that. I -- I -- I -- that -- that seems to me a more reasonable explanation than - - than --,"[1, 2, 3]"
"Q: Now, for those people who may watch the interview, who don't know what a Shema is, could you explain what the Shema is?",A: No.,"[1, 2, 3]"
"Q: Oh, you don't --","A: Well, it is the one -- isn't it the sort of daily prayer?","[1, 2, 3]"
Q: Mm-hm.,A: And that's about as much as I know about it.,"[1, 2, 3]"
Q: Do you remember it? The Shema?,A: I don't.,"[1, 2, 3]"
Q: You don't. Did your mother translate it for you?,A: No.,"[1, 2, 3]"
Q: No. She just told you to say it. Shema Yisrael --,A: Eloheinu echad.,"[1, 2, 3]"
"Q: Yeah, that's part of it --",A: Then the elohein --,"[1, 2, 3]"
Q: -- there's a [indecipherable],A: -- there's an eloheinu echad [indecipherable],"[1, 2, 3]"
"Q: Yes, yes.","A: No, I don't know it.ontectnetonancedjuhetneey for tare biormatierabouttfisoeecion","[1, 2, 3]"
Q: And how long did you say this? Did you --,A: As long as I was at home with my parents.,"[1, 2, 3]"
Q: In Vienna.,A: In Vienna.,"[1, 2, 3]"
Q: And that -- not later.,"A: Well, there was no later. There was no later. Afterwards we -- we sta -- we spend a little time in Fischamend with my grandparents. I have no particular memory, but I would have thought that that would be an evening ritual that would continue. Then, when we got thrown out of the Fischamend house, I had to go and stay with a friend because there was nowhere for us to live. And from then on I went to -- on the Kindertransport.","[1, 2, 3]"
"Q: Right, and so you [indecipherable]",A: Lived for only four months with a Jewish family. All the other families I lived with --,"[1, 2, 3]"
Q: Were not Jewish.,A: -- were not Jewish.,"[1, 2, 3]"
"Q: Right. So when you went back with your parents, with your mother and father, that's - - that was --",A: My father had died --,"[1, 2, 3]"
Q: Died --,A: -- my -- and I was then with my mother ma -- the f -- I lived with my mother for a little while in London where we shared a -- an apart-apart --,"[1, 2, 3]"
Q: Right. And then sh --,A: -- a-- aroom while I went to the university. Then she went on to join the family in the Dominican Republic.,"[1, 2, 3]"
"Q: The Dominican Republic, right.","A: I then joined them, those -- m-my grandparents and uncle had absolutely no relation with --","[1, 2, 3]"
"Q: Right, right.",A: -- with Jewish performance. But I had a little time of being Orthodox in the first -- with the Cohens. I loved it.,"[1, 2, 3]"
Q: You loved it.,A: I really liked that.,"[1, 2, 3]"
"Q: Well, we'll get -- we'll get to that in a -- in a second.",A: But it's also -- it's --,"[1, 2, 3]"
Q: It's --,A: A-And then I come back in my -- in my -- in my -- in my late life to a -- a real -- real fascination with the texts.,"[1, 2, 3]"
Q: And just --,"A: I've gone to Talmud classes, I --","[1, 2, 3]"
Q: Really?,"A: Yes. I mean, superficially.","[1, 2, 3]"
"Q: Yes, but it's interesting --","A: Yeah, yeah.","[1, 2, 3]"
Q: -- that there's such a move.,"A: Yeah. Somebody asked me the other day, one of -- one of the many things you get asked, give me your seven -- seven favorite books, right? The Bible. Grimm's Fairy Tales.","[1, 2, 3]"
Q: Right.,"A: But the Bible comes first, as literature, you know? So, what can I tell you?","[1, 2, 3]"
"Q: But as a kid growing up, there's very little connection --","A: No, no.","[1, 2, 3]"
"Q: In -- in Vienna. There's these strange kinds of connections, but no real knowledge with respect to what this is, so you don't even know what the Shema --",A: Only one thing.,"[1, 2, 3]"
Q: Mm-hm?,"A: A friend of mine, Ruth Gay -- I don't know -- you probably know her work.","[1, 2, 3]"
"Q: I do know the name, yes, yeah.","A: Yeah. Ruth Gay once said to me, did you have any non-Jewish friends in Vienna? And I -- I thou -- I looked my -- I thought the kids with whom I played --","[1, 2, 3]"
