num,question,answer
63,So Herm(ph) gassen and Bunder(ph) gassen.,Yes.
64,"Okay. And was it in the center of town, or was it on the outskirts?",That I don’t know.
65,"You don’t know. In your mind’s eye, can you paint a picture for me of what did the house look like? Was it two story, one story?","I'd say, I think three story."
66,"Okay. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern "" June 8, 2016","It was a very big house, on a very large lot. There was a side yard, there was a backyard, which was a garden. And —"
67,Was it stone?,"Yeah, brick building, yes."
68,Okay.,"And the family had a farm — let’s say a garden, full of planted vegetables and such."
69,"When you say you had running water, does that also mean you had a bathroom with a bathtub in it?",Yes.
70,Okay.,Yes.
71,And did you have electricity?,Yes.
72,And how did you heat the home’?,I don’t recall.
73,What — do you think it might have been coal?,"It could have been. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern s June 8, 2016"
74,"Would you have coal ovens? You know there’s these very sometimes, ornate and glazed type of tile. Does that ring a bell in your memory?",No.
75,Okay.,"No. As I say, I was very young."
76,Okay. And was it the nicest looking house in Rohrbach by Bietingen?,"I think I’m prejudiced. I really don’t know whether the — probably — it was probably the most modern house, at the time."
77,Does that mean that your father was well-to-do?,"I wouldn’t say that he was rich by any means, but the family was confortable."
78,Okay. Did you have an automobile?,"No, no. That’s interesting. The first automobile that I saw, was when a cousin, who had just gotten married, she and her husband drove into the village on their honeymoon. And I remember vaguely, a night trip we took to visit an au — an au — aunt in, oh, in bent — Bensheim."
79,"Bensheim, mm-hm.",Yes. And I don’t even know where Bensheim is in Germany.
80,Al — it’s near Rohrbach by Bietingen. I don’t know either.,"No. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern "" June 8, 2016"
81,"So, it was a rarity to see an automobile —",Yes.
82,— in the village.,Very unusual.
83,"Okay. So what was the mode of transportation for most people, aside from their feet?","I’d say probably horse cart, that type."
84,Okay. Was there a railway station?,"Not that I know of, no, but the —"
85,"And was the travel between towns in, let’s say, to Frankfurt, which is a large city, were there buses?","No. In fact, one of the things I read 1s that if youngsters wanted to go beyond an eighth grade, which was the only education in Rohrbach, a one school — one room schoolhouse — but if they wanted to go beyond eighth grade, they had to go to Bietingen, and the only way they could go is to walk, bicycle, horseback —"
86,I see.,— or a cart.
87,"Okay. So, it was — it was isolated, in some ways? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern : June 8, 2016","Yes. They estimated the — I say, the information I have gotten from the internet is that it was about a one hour walk —"
88,"The eight kilometers, yeah.",— to — to Bietingen.
89,"Yeah. Was it an agricultural community, in general?",I would say yes.
90,"Okay. And tell me a little bit about your parents’ personalities, as you remember them, being a small child.","Well, we saw very little of my father, for the most part, because he did a lot of traveling. His main job is to buy cattle for the butcher shop, and he would have to go from village to village, and to market to market to buy the cattle."
91,"So, a horse and cart.",Yeah.
92,Okay. You had a horse at home?,"I don’t recall one, no."
93,"Okay. Okay, so he would — that — 1t wasn’t that he was standing in the butcher shop, and —",No.
94,"Okay. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern me June 8, 2016","That was his brother. His brother was the butcher, and at one point my father became an apprentice butcher, which he later used once, after emigrating."
95,Okay. Did they have any other employees?,Not that I know of.
96,So it was really a family — small family business.,Right.
97,"And did your mother have any help at home, or was she running the household entirely?",She was running the household.
98,And you said your father was from the village.,Yes.
99,And he had one older brother. Did he have any other siblings?,"Yes, he did, but I don’t know where they were. I — I know there was a brother by the name of Joseph —"
100,Okay.,— who also emigrated.
101,Okay. And did you know your grandparents?,Just vaguely.
102,"Okay. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern "" June 8, 2016","I remember — I don’t remember my grandfather, but I have a sl — slight memory of my grandmother, because she lived with the aunt that we visited at Bensheim."
103,"I see. I see. And did your mother have relatives that were nearby, that you knew’?","Well, it’s a strange family mixture."
104,Okay.,"So it’s hard to say ye — for me to say yes or no, because we — the Morgenstern branch of the family intermarried with the Stern family."
105,So this was not the only Morgenstern-Stern marriage?,"Oh no, no. William Morgenstern, who was responsible for bringing us to America, was originally married to Elsie Stern, who was the sister of my father."
106,"So, he had a sister, too.","Yeah. Now, she died at a young age, and then Bill remarried. So, there’s that one connection. Trying to think of the other connections, cause it gets confusing. When Siegfried married Bill’s sister, Reshe(ph), Rachel —"
107,So that’s your father.,My father.
108,Okay.,Married the Morgenstern — Reshe(ph) Morgenstern. So that is —
109,"Another connection. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern . June 8, 2016","— another connection. We can go even further, the — there’s another inter- marriage with the Moritz family. Another family that was brought over to the States."
110,Okay.,"It just goes on and on, and —"
111,"Are they all from about the same place, the same area in Germany?",I’m not sure.
112,Okay.,"But they have to be nearby, because travel was a bit difficult."
113,"And, aside from William Morgenstern and Elsie, where there others who had come to the United States before?","Yes. Bill ha-had a brother, Saul Morgenstern, and at one point William — Bill and Saul were prospecting in the west."
114,"In the 19"" century?","Yes. Apparently they came over as young men. Don’t ask me when, but they were young. Eventually William moved to Newport News, Virginia. Saul stayed out west, in Texas, and he opened several businesses, but he ended up in Borger, Texas, running a clothing store. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern "" June 8, 2016"
115,"Okay. And back in Germany, the Morgenstern family, was it also involved in businesses, as far as you know’?",I—I don’t know.
116,You don’t know.,"A lot of history, unfortunately, has disappeared because our parents never tu — discussed things like that."
117,Okay.,"They really didn’t tell us about the family, and what we have been able to gather is memories from different members of the family. And it’s all hearsay, actually."
118,"I understand. Sometimes that hearsay is unbelievably accurate, and sometimes it’s not, but you need more verification to determine whether it is, you know. And that’s sometimes not so easy to come by.","Right. And that’s one reason I’ve been going on the internet, getting information. In fact, I utilized the local Mormon church to get on the internet. And I was able to retrieve the manifest of the ship that we came over on."
119,And what was that man — ma — ship name?,The SS Manhattan.
120,Okay. We’ll come to that part.,"Okay. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern a June 8, 2016"
121,"But, by asking you questions about your larger family, I have many purposes in mind. I guess the primary purpose is, still through the eyes of a young child, to kind of get a—a sense and a picture of what — how large was your world, and how many people populated it, you know.","Very small, but —"
122,"And so, you don’t have a memory of aunts and uncles coming through, and — and sort of being there for family celebrations, or things like that?","No. The only memory like that 1s s-say when a cousin, cousin Ruth —"
123,Right.,— and her husband drove into town on their honeymoon.
124,Okay.,"The only other thing is the time, once or twice, that we visited my aunt in Bensheim, cause I have a memory of that. We used to tease our cousin, cousin Ruth."
125,Okay.,"They had a piano, and they had a stool, which rotated. And both Walter and I used to irritate cousin Ruth by sitting on that stool, and just turning and turning."
126,"Well, that’s fun.","It was fun for us — Contact reference@ushmm.org for further information about this collection Interview with Henry Stern June 8, 2016"
127,Yeah.,— but not for her. That’s one memory I have.
128,"Okay. So cousin Ruth sounds like she was rather comfortable, too.",Oh yes.
129,"If you have a piano, and you have a car —",Oh yes.
130,Do you know how that came about?,"No, I don’t."
131,Okay. Do you have any picture of Bensheim in your mind?,No.
132,Okay. Tell me — you say your father was away a lot —,Mm-hm.
133,"— you know, so was it that your m — your m — your mother, the person that — the adult that was the one who was the most significant, that you would see daily —",Oh yes.
134,"Okay. Tell me about her, a little bit.",What can I say?
135,"What kind of person was she? Was she shy, was she outgoing? Did she have —","She was — she was rather shy. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern oe June 8, 2016"
136,Was she?,Yes.
137,A quieter type of person.,"Very much so. In those days, especially in Germany, women didn’t speak up very much."
138,"Okay. Does that mean that, even though he was absent, your father was the dominant influence at home?",Oh yes.
139,Okay. Did they get on? Did they get on?,"As a lot of marriages do, yeah. They tolerated each other."
140,Okay. Was it an arranged marriage?,Yes.
141,"Oh, okay.",Which is why there was so much intermarriage in the families.
142,And who would have done the arranging?,I don’t know.
143,"Okay. Do you have any earliest memories of your own life? Like glimpses, or episodes, or things like that, while you’re still there? Contact reference@ushmm org for further information about tis collection Interview with Henry Stern oS June 8, 2016","Well, our house was on a corner lot. If you go beyond that — if you take a right turn at the corner, there was a bakery, a community bake-house, where all the women gathered, to bake the bread for the week. And beyond that is where Ludwig, the brother, had his home. That was the family estate, where the butcher shop was [indecipherable]"
144,So Ludwig was the elder brother?,"Yes. Now, I remember — one thing I do remember as a youngster. Turning right on that corner, there was a big hay wagon that sat there all the time, empty."
145,Who did it belong to?,"I have no idea, but I used to play on that, and I fell off that wagon, and I have a little scar here, because of that. That’s one memory I have."
146,"That would do it, you know. D1 — wa — did this mean, when the women would go and bake bread at this communal bakery, that this was for the entire village?",Yes.
147,"Okay. And so, they didn’t do it at home?",No.
148,All right. Was your mother a good housekeeper?,"Yes, I'd say so. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern o June 8, 2016"
149,"Okay. Did you have any — did she prepare any particular dishes that you remember, that you liked?","The only one I can remember — first of all, my father being in the butcher business, we always ate meat. We never knew about fish. Vegetables, whatever grew in the garden. But the one dish that I recall, that I’ve never had since, at a Passover, at a Seder, there was one dish intermingled with all the others, and it was kastanien und kvetchin(ph)."
150,Kastanien und kvetchin(ph).,Chestnuts and prunes mixed together.
151,Sounds like it could be tasty.,That’s one thing. That’s one I remember.
152,Was he a strict father?,Yes.
153,Were you close to him?,"Not at the time, no."
154,"Were you and your brother buddies, or did he have his own life?",I guess we were.
155,"Okay. Did you have — did you have any childhood friends that you recall? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “ June 8, 2016","No, the only one that would come close to it, would be my cousin Ruth. That was Ludwig’s daughter."
156,"Ah, was Ludwig —","So, there are two Ruths now, we’re talking about. Ruth Stern —"
157,Okay.,"— and the other cousin, Ruth Sherch(ph). She was a Loeb(ph), she married a Sherch(ph)."
158,Okay. When did things change?,"Sometime, I would say, in the early 30s."
159,Before Hitler came to power?,"No, no, that was before. I have no recollection of —"
160,He came to power in °33.,"Yes, so after °33, and before we emigrated in ’36 —"
161,Okay.,"— things changed. Cause, as I mentioned, we had a garden —"
162,Yes.,—1n the back of the house.
163,"Yes. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “° June 8, 2016","Somebody threw salt all over the vegetables that were growing, and ruined the crop. At one point, a gang invaded the house, broke into the house."
164,Why?,"And my recollection of it was being awakened, and someone with face paint, as Halloween, gruesome paint, shone a flashlight on his face, and woke me up."
165,Oh my goodness. That is terrifying for a little child.,Yeah. That was the idea.
166,"Did they loot, when they broke into the house?","I don’t think so, because my father chased them out. He carried a walking stick and he started thrashing around."
167,Okay. Did you ever know who it was?,No.
168,"Did you assume it was — or did your parents assume it was someone from the village that knew y — that they knew, generally.","I don’t know. Could have been somebody out of Bietingen, a larger area, just — they had the — Hitler had the gangs —"
169,Of course.,"— working throughout the area. It was the beginning — as I mentioned, I’m pre- Holocaust. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ut June 8, 2016"
170,That’s right. I understand.,We just saw the beginning of it.
171,"Yeah. But that beginning is also part of the story, part of the larger story.","Mm-hm, right."
172,"And one of the — you know, what were the first steps that were taken, that people experienced.","Yeah, well, harassing the Jews."
173,"Did you feel that, when you would go outside the house, as a little boy?","Only one recollection of it, and that was when I was in school."
174,Ah.,I was in school only about a half a year.
175,Okay.,"I was just — had just turned six. And it — so I’d mentioned it was a one room schoolhouse, eight grades."
176,Okay.,"And I remember three of us, because I don’t remember anybody else, any other Jewish people. But Walter, Ruth and I were called together by the teacher, and said, get out, and don’t ever come back."
177,"Really? The teacher? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “ June 8, 2016","I remember sitting on the steps, before we decided to go home, and we never went back to school, in Germany."
178,Do you remember telling your parents about this?,Oh yes.
179,And do you remember their reaction?,"They said, that’s what’s going on. And shortly thereafter, my mother decided it was time to leave, at the prompting of Bill Morgenstern, who was aware of what was going on, and suggested that we all get out."
180,Okay. So this must have been 1935 or 1936.,"Right. Well, late °35, cause we emigrated in February of 1936."
181,"Okay. What about your father and your uncle’s butcher shop? Was that affected, at the time?","I had no recollection of it, but it had to have some effect. My father was reluctant to leave."
182,Why?,"Like so many other Jews in Germany, this will pass. You know, how they thought."
183,So —,"E-Everyone thought that Hitler could be controlled. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern ” June 8, 2016"
184,What about your uncle? Do you know what — what his thinking was?,"No, but he was — he left when the time came, too, cause shortly after we arrived, maybe within a half a year, Ludwig, Emma, his wife, and daughter Ruth, also emigrated —"
185,Okay.,— through the efforts of Bill and Roselyn(ph).
186,Okay. So it was really be — your mother’s connection.,Yes.
187,And your mother’s desire.,Insistence.
188,"Okay. Do you remember her — I mean, for a shy person, to be that firm?","Well, at that time, I think she got to be protective."
189,"Yeah. Well, I mean I — wer — there are several mothers in this room.",Okay.
190,"And I can’t imagine, but — but I know how difficult it would be for me to hear, when my six year old would come home, and have something to say like that, you know, and children are so vulnerable. And that’s the — the first thing you want to do is — 1s safeguard them from that.","Mm-hm. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016"
191,"Do you remember your journey out of Rohrbach, how you left?","Well, we had to go to Hamburg, that’s where we boarded the ship. And we sailed from Hamburg. And we had one stop, and that was in LaHavre, France."
192,Were your parents able to take any of their assets out of Germany’?,Nothing to speak of.
193,"Okay. Some people reported that they were able to send their furniture abroad, that they were able to get some of their money, even, into other bank accounts. Or they — they tran — they — they bought jewelry, and they took the jewelry with them.",I know nothing like that.
194,Okay.,"Basically, we came over with nothing."
195,Okay.,I think the limit was around 50 dollars a person.
196,"Okay. Do you remember the leave-taking, from your relatives in Rohrbach, or —",No.
197,"— or the trip to Hamburg, and how you did it?","No, I don’t."
198,Okay. Do you remember the boat?,"I remember a little bit about it. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016"
199,Okay.,"The — the only incident I recall is, apparently I had something like a penny, ein pfennig."
200,"Ein pfennig, yeah.","And I put it in the slot machine, and it ended up, got a dime. And I felt rich."
201,"A dime, U.S.?",Yes.
202,U.S. dollars? On the boat?,Yes.
203,Not bad. That’s a profit.,"I think that was the beginning of — what, the gambling places on ships. They added slot machines."
204,Oh my goodness. Was this a passenger —,Yes.
205,"— ship, okay. And who paid for the passage?",I assume my parents.
206,"Do you remember what the — whether it was a large passenger ship, whether there were —","Very large. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016"
207,Okay.,"I mean, I have a picture of it."
208,But I’m thinking more from your own memories. Were there other German Jews on the boat?,Not that I know of.
209,Okay. Did any of the other passengers make an impression on you?,No.
210,"When you were told to leave school, by that German teacher, how did that affect you?","I was just bewildered. I didn’t know what to think, or what to do. This was an auth — authority figure, says go, don’t come back. What does a six and a half year old boy do to that?"
211,"Yeah. So, 1— you’re more — you’re, you know, sort of like you lost your moorings.",Yeah.
212,"And your brother and Ruth, how did they respond?",Pretty much the same way.
213,"Okay. Okay. Do you know how long it took for the boat to come to the — the ship to come to the U.S.? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016","Let’s see, I think about 10 - 11 days."
214,Okay. And where did you dock?,In New York.
215,Ah.,And Bill Morgenstern met us at the ship.
216,And so you saw the Statue of Liberty?,Yes.
217,Do you remember that?,"Vaguely, yes."
218,"Vaguely, okay. And do you remember meeting him?","Oh, I remember that, yes."
219,Can you describe that for me?,"This was a man da — I didn’t understand that he was responsible, but I remember j — walking down the gangplank, and meeting him there."
220,What did he look like?,"Bill Morgenstern, with the wavy hair, dark hair. About five — eight, nine. He was an impressive man, dressed in overcoat, as I recall."
221,Was he alone?,"Mm-hm, yeah. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern ~ June 8, 2016"
222,And —,"He had to be. He had a business in Newport News, he couldn’t leave it for long. Somebody had to take care of it, so I guess Roselyn(ph) took care of it."
223,"Okay. And remind me again, he had come over with his brother?","Not with his brother, but they had come over as young pe — young men."
224,"Young men, okay. And he had been then, in the States for several decades?","Several years, at least. Had to have been at least 10 years."
225,Okay. What was his business?,He owned the China Palace and Gift Shop.
226,In Newport News.,Right.
227,"Okay. Porzellanba(ph) in Germany — in German, it would be, you know, china shop.",That’s right.
228,When did you stop speaking German?,Almost immediately. That was one rule that [indecipherable] set forth. We speak only English.
229,Okay. Your parents as well?,"That’s right. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern * June 8, 2016"
230,Okay. Do you remember the journey from New York to Newport News?,No.
231,"Whether it was by train, or by car, or anything like that?",I have no recollection.
232,Okay. So tell me a little bit more about William Morgenstern. Did you get to know him?,"Somewhat, yes."
233,"He’s a relative, after all.","Oh yes, a very important relative that — and he had a nice house, small house, that we lived in for a while. One bedroom, one bathroom — not one bedroom, a one bathroom house, that took care of his family, and ours, and — and others as well, eventually."
234,"Well then, tell us about what that — as I asked you to paint a picture of your house in [indecipherable] can you paint one for me, in words, of this house?","All right, that I may be able to do. I know the house was on 61st Street, near Virginia — just off Virginia Avenue, the second house off Virginia Avenue. And across the highway was a big structure, which was a water tower for the area. The house itself was wood. It was the — coal heated. And I remember many times Bill Contact reference@ushmm org for further information about tis collection Interview with Henry Stern “° June 8, 2016 would go down in the basement and stroked the furnace. And the coal truck would empty the coal down the chute, to the basement."
235,"Two story house, three story?",Two story.
236,Okay. About how many bedrooms?,"Either two or three, I don’t recall exactly."
237,"And so you say — so, it was modest house.",Yes.
238,"And his own family, you say it was Rosalie, his wife. And did they have children?",Roselyn(ph).
239,"Roselyn(ph), excuse me.",Ernestine.
240,Okay.,And her younger brother Jules.
241,"Okay. So, two boy — two boys in your family, and a girl and a boy in theirs.","Right. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ” June 8, 2016"
242,"And what kind of impression did they make on you, when you first arrived? You were European kids, and they’re American. Was there — did you sense any difference?","No, no. We got along."
243,So didn’t — that — that was seamless?,Right.
244,Okay.,I guess youngsters find it much easier to integrate.
245,Youngsters can play when they don’t speak each other’s languages.,Right.
246,It’s amazing. How long did you stay with him in the — in this way?,Less than six months.
247,Okay.,"I remember we moved into the shipyard apartments, which as I recall, were three separate buildings, large buildings. Rothe — roas — roach infested buildings. I mean, big."
248,The southern kind.,Never could get rid of them.
249,"Oh my goodness. Oh my goodness. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016","Iremember that. And before long, we moved to a house on 26"" Street, just off Huntington Avenue."
250,Did you — did any — did your family get any help from any agency?,I don’t know.
251,"Okay. So this sounds like entirely a private enterprise. Nothing that would have involved a community agency, a Jewish agency, a government agency.","Not that I know of. Remember, in order to bring immigrants into the country, the sponsor had to sign a paper, they would be responsible."
252,Yeah.,"The government didn’t want — couldn’t do anything, th — the government at the time, was handicapped. We were in a depression."
253,That’s true.,"And in addition to that, you had the American firsters — isolationists. They didn’t want to get involved with other people. And of course — and before Father Coughlin, and so on, they were quite influential, at the time. So, what could the government do? The politicians were scared, they wanted to stay in power. As we have right now."
254,"Politicians have always wanted to stay in power. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ” June 8, 2016","Right. So it was up to individuals, and Bill and Roselyn(ph) were granted permission to support 125 people."
255,That’s amazing.,"And when they filled that quota, they persuaded other people to sponsor immigrants."
256,"Well, this 1 — this is not inconsequential, you know. Can you tell me a little bit about your memories of who — what they were like, what were their personalities? Like I asked about your father and your mother, what can you tell me about them’?","Well, Roselyn(ph) was a beautiful lady. She was outgoing, and just friendly with everybody. Bill was a doer. He served many terms as president of the congregation, Rodef Sholom. As a businessman, he was friendly to everybody."
257,Was he particularly well-off?,"No, far from it. In fact, Ernie — Ernestine, his daughter, tells the story of coming downstairs one morning, and found her father with his head 1n his hands, on the table, worried that he didn’t have money to buy food that day."
258,Wow.,We were coming out of the depression at the time. How many pieces of china and gifts were — were being bought at the time?
259,"Not many, cause that’s not a necessity. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern ” June 8, 2016","That’s right. So, he was struggling."
260,But that just underscores the unusual part of the story.,Right.
261,"That despite that — did he talk about his own family in Germany, did he talk about Germany, did he talk about getting people out, did he —","No, not — not to me, no, not that I’m aware of."
262,Okay. Were you the first ones that came over?,We were the first that they brought over.
263,"Okay. And so, how did your father get on his feet financially, and your mother?","My father took a job, the only job he could get, I assume, in a warehouse, at five dollars a week. My mother would bake cakes, that she would sell on order, from people in the community. In addition to that, she became the janitor of Rodef Sholom temple. And many is the time, after a rain, she had to go down to the temple and bail water out of the basement."
264,That’s not easy.,No.
265,Did they find it hard to adjust here?,"My father did, yeah. My mother, not too much. But eventually — https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern a June 8, 2016"
266,"What was — excuse me for interrupting, but what was hard for him, in the adjustment?","He was used to the German way, what he had been doing. He was his own boss all those years, and suddenly he was working for someone in a warehouse in a—a business he knew nothing about."
267,"Had they — had he had higher education, your father?",I don’t think so.
268,And your mother?,"I doubt it. I don’t think women at the time, or girls at time —"
269,It was unusual.,Yeah.
270,It was unusual.,"But I would say within a year or so, he opened up a grocery, again on 26"" Street, just a half a block up from where we were living. And if I remember correctly, the store was opened after sundown on s — on Saturday, first day. And Bill Morgenstern came to the house afterwards, and said, how did — asked how he did, and the answer was, we took in eight dollars. And Bill said, that’s great. I remember that much, because we were coming out of a rep — depression. Eight dollars was a lot of money then. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern * June 8, 2016"
271,"Yeah, particularly if it was five dollars a week that he was earning —",Right.
272,"— you know, in the warehouse.",Right.
