num,question,answer
29,Ninety percent Jewish.,Outside — outside were [indecipherable]
30,Okay.,"They called it new town, you know."
31,How would you say it in Polish?,Nowe Miasto.
32,"Nowe Miasto, okay. And — but within the town itself?",Yeah —
33,Mostly Jewish?,"Mostly Jewish, yeah. In the town was about 15 percent maybe Jewish, but I don’t know exactly is. Interview with Arie Letzter ‘ May 22, 2016"
34,"Oh, you mean 50 percent non-Jewish.","Non-Jewish, yeah."
35,Yeah. Tell me about your — your family. Can you tell me about what your father’s name was?,My father’s name was Haim.
36,Haim. Haim Letzter.,"Haim Letzter, yes."
37,Was he from Kolbuszowa?,"Yes, he was born in Kolbuszowa."
38,Do you remember the date of his birth?,No.
39,The year?,No — it’s ’86.
40,Nineteen — 1886.,1886.
41,And your mother’s name?,My mother’s name was Taller(ph). T —
42,"Her maiden name. Interview with Arie Letzter ° May 22, 2016","Her mai-maiden’s name. But they had — my grandfather had a — Israelovich(ph), that’s — he kept his name, and his mother kept her name. I don’t know the reason for it, but that’s how it was, and she was a Taller(ph) [indecipherable] always knew, but also Israelovich(ph)."
43,Mm-hm. So what was your mother’s first name?,Scheindel(ph).
44,Scheindel(ph) Taller(ph)?,Yes.
45,Israelovich(ph)?,"And Israelovich(ph), yeah, the —"
46,"Israelovich. And were — was her family also from Kolbuszowa, or from —",Yes.
47,— someplace else?,"No, sh — Kolbuszowa as far as I know, Kolbuszowa."
48,"Okay. And for the generations before then, had — did you know if they all came from this place, or had moved there from someplace else?",I really don’t know.
49,Okay.,"I knew only they came — they were born in Kolbuszowa. Interview with Arie Letzter ” May 22, 2016"
50,"And can you tell me this, was Kolbuszowa in the last — in the 19 century, was it the part of Poland that belonged to Austro-Hungary, or the part that belonged to the Russian empire, or the ger — or the Prussians?","I think that was Austria, and then the Russians came in and made that pogrom, I know —"
51,Okay.,— in twenty something like this.
52,In the 1920s?,Yes.
53,Wow.,Or ’19 [inaudible]
54,"Okay, so during the first World War?",Yeah. Yes.
55,Did your father fight in the first World War?,"My f-father was in Vienna, and my mother also in Vienna, they run away to Vienna. And my father work for the government. He would deliver — he worked for — to make uniforms —"
56,Uh-huh.,"— for the — for the soldiers. Interview with Arie Letzter "" May 22, 2016"
57,So he had a contract?,"He had the contract with them, yeah, he worked with them."
58,Okay.,"And after the war, they came back to Kolbuszowa, because my mother’s mother was 1n Kolbuszowa, and the father, too. My father was — had a-all family in the United States, he was only one."
59,"Ah, who le — who was left in Kolbuszowa.",Left in ko — kolba — there. And that’s how he was always in Kolbuszowa.
60,So in — in — can I make the assumption that your father kind of stayed behind and — stayed because your mother had a family.,That’s what I think.
61,Yeah.,"That’s I’ll —I understand now. Before, I couldn’t understand this."
62,Yeah.,"But as I grew up, I saw what’s happening, because he didn’t have no brothers, nobody around."
63,"How many brothers and sisters did he really have, even if they weren’t there?","Oh, there were — in America it was about one, two, three — three, maybe four — four brothers, I think. Not from the same mother. Interview with Arie Letzter "" May 22, 2016"
64,"Oh. So his — was he — did his mother die in childbirth or something, or from disease? Do you know anything about the story?","I don’t know about this, no."
65,Okay.,"I know that there — my grandfather remarried, he had other children, and my father, he was the oldest, and he took care mostly of them."
66,"Oh, I see.","Yes, yeah."
67,"What was your father it — was your father’s profession as a tailor, or was it something else?","My father, as far as I know, he always dealt — he went to Warsaw to buy, to Tarnow to buy ready-made goods —"
68,Okay.,"— and brought it into Kolbuszowa. But he also could — he gave out also work in the city, in our city. So he had to cut the — this pattern, or whatever it was, and he gave it out to work."
69,So it was more than just a one man tailor shop?,"Yeah, right. And he gave it out, he thi — didn’t — we didn’t have a factory [indecipherable] Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter "" May 22, 2016"
70,"Okay. Did you ha — did he have any kind of office space, or — or storage space?",We had — we had a store.
71,Okay.,"Small store, yes."
72,Okay.,"And we used to go on the markets; every day in the week was a different market in these small cities. We used to go from the — Kolbuszow to these small cities. We had special people which came, they knew what we doing. The same people came for us to go to the small cities, and go back to Kolbuszowa, after the day work."
73,"Okay, so would they — what would they do at — the people who would go to the small cities, to — to the marketplace, would they sell ready-made goods?","Yeah, ready ho — ready-made goods."
74,"Ready-made goods, okay.","Yeah, yes."
75,And the ready-made goods were what kind?,For men.
76,"Men’s suits, men’s clothes?","Men’s suits, coats, pants, yes."
77,"Any women’s clothes, or no? Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter : May 22, 2016","There was a time where, as a child I remember [indecipherable] for women also, but not any more, I didn’t know — I don’t remember any more. Ma — not my age, I didn’t remember."
78,Did your father have any higher education?,I don’t know.
79,Okay.,"I know he had to take care of a lot of kids, and he did. And they all went to United States."
80,Except him.,"Except him, because he was married."
81,"Did he inherit the store from his father, or did he found it by himself?",I don’t know. I think by himself.
82,Okay. Okay.,"Yeah, he was also young when he got married. I’m not sure —"
83,How old was he?,"’'m not sure, but in the 20s somewhere."
84,"Okay, he was in his 20s, yeah.",Yeah.
85,"Well, people got married younger. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter "" May 22, 2016","Yeah, right, exactly, yeah."
86,"And your mother, tell me a little bit about her family.","Her family, they had — they had about four sisters, I think there were. And —"
87,What did their father do?,"Their father do it — you know, my grandma and grandpa, they took care of — what do you call it — a big farm."
88,"They managed it, or they owned it?",They manage this.
89,Okay.,"Not — not manage, I’d say, my grandmother took the milk every day from that — from the big place, three times a day they came with fresh milk, and — and my grandfather, they had woods, you know, and — and he took care of to sell some land and everything, for the same people. They call it a Graf."
90,A Graf?,"A Graf, the — the big sha — big company — I mean, they belong to a Graf."
91,You mean like a Count?,Yes.
92,He was nobility?,"Yes. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter . May 22, 2016"
93,Was he Polish or Austrian nobility?,I have no idea.
94,"Well, you know, if it’s a Graf, then it’s probably Austrian.",It could be.
95,Because that’s the German word.,"Yeah, could be."
96,Yeah.,I remember the Graf.
97,Oh yeah? You remember him? Do you —,"Who, my grandfather?"
98,Uh-huh.,"Sure. He died in ’37, I think. Yes."
99,So you would — you knew your mother’s side of the family?,"Yes, mostly, but n-not my father’s side."
100,"Yeah. And do you know — do you remember the name of the parti — the nobility, the man whose —",I have no idea.
101,Okay.,"I knew the Graf, that’s it. Interview with Arie Letzter ° May 22, 2016"
102,Okay.,"And three times a day, they delivered milk."
103,That’s a lot of —,Three times.
104,Yeah. Th — I guess there was no pasteurization.,"No, no."
105,Yeah.,"And, you know, that’s was something early. And when the war started, when the Germans, my grandmother, we made a meeting from the family, what we should do. And this was September 1“, 1939. And there was a meeting, but I was not at the meeting, but I was a child, 14 years old. And mine sisters al — my sisters also not, just the parents, I think, were there."
106,"You know something, I’d like to hold onto this —","Okay, good."
107,— because we’re sti — I’m still trying to get a sense of —,"Yeah, right, right."
108,— prewar life.,"Yeah, but the one thing there —"
109,"I know, one goes to — I know, I know, I know. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter "" May 22, 2016",Yeah.
110,"Did your grandmother help your grandfather in this job, in this work that he’d had for this —",I ha — don’t know. I’d — he’d never mixed in to Grandma’s business.
111,Okay.,So I guess he himself did it.
112,Okay.,"Was a very honest man, quiet man, and — and that —"
113,Did you like him?,"Oh yeah, it — he died something very peculiar."
114,How? What happened?,I was Saturday by a friend of mine.
115,You were what by a friend of yours? I was —,"Oh, my friend, my friend’s family. And I used to go Saturday [indecipherable] Saturday there was no school, nothing, so I went there lot of times. And the one Saturday, they came back and they spoke in Hebrew a lot, because he was a Hebrew teacher, the —"
116,"Your friend’s father? Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter "" May 22, 2016","The family, the [indecipherable] father. And they spoke Hebrew, and I didn’t understand Hebrew. And what they spoke, I don’t know, but I saw that I am not welcome now here, or — or whatever it is, something happened, I didn’t know what. So I said, I’m gonna go home."
117,Okay.,"As I walked home, about halfway home — it wasn’t too far — somebody comes over to me, did you he — when did this happen that your grandfather died?"
118,So this is the first time you hear it?,"Yes. And of course, you know how I felt about this, it was terrible."
119,Yeah. Devastating.,"It was on a Saturday. Just like this, died. He was about 76 or 78 years old."
120,"Was it a sudden heart attack, was it —","Something like this. He was sick already, but I don’t know how sick he was. In that time, you never knew how sick somebody is."
121,"Yeah, yeah.","But he never complained. Never complained, yeah. And I didn’t go to the funeral, because they didn’t take a lot kids go to the funeral. And when they came back from the funeral, I ask my my mother, can you tell me why are people getting born, to die? Interview with Arie Letzter "" May 22, 2016"
122,What a question.,Yeah.
123,What a question from a child.,"Yeah. Why are we born? What for, that we have to die?"
124,And she said?,We'll talk about it.
125,And did you?,I don’t think so.
126,"Well, it’s a kind of question that how — not many would have even any kind of answer.","I know. It was hard for her to give me the answer, she didn’t want to go in to make me even worse off, so we —"
127,Yeah. And this was her father.,"This was her father, yeah."
128,Was she close to him?,"Oh, sure. They used to see each other every day. We di — they didn’t far from us. He used to go the — the daughters used to come every day."
129,"Yeah, yeah. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter “ May 22, 2016","It was completely a different life. She was never alone, the grandmother with grandfather."
130,How many children did they have —,They had —
131,— in addition to your mother.,"— oh, about — altogether with my mother, I think eight."
132,That’s a lot.,"Lot of kids, yeah."
133,Did they all survive —,The war?
134,— into adulthood? That is — or did they die from childhood diseases?,Not of — now — I know for — I don’t know nothing about that.
135,"Okay. So in other words, you knew that there were eight aunts and uncles?","Yeah, because one lives — two of them, I think lived in Belgium. Or three, three. Yeah, three were — and five where th — were in Poland."
136,What language did you speak at home?,Yiddish.
137,Yiddish. Did your parents speak German?,"Yes, they knew German. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter May 22, 2016"
138,Okay. I would have thought so because they were in Vienna.,"Right, exactly, yeah."
139,Okay.,And they spoke very good German.
140,And did you also learn Polish?,"Yes, I went to Polish school, I had to go to Polish school."
141,Okay.,"Yeah, actually on September, I finished that time, seven grades, when the war started."
142,Okay.,I had to go to night school already.
143,We’ll talk about that.,Yes.
144,"We'll talk about that. In your own family, did you have brothers and sisters?",Yes.
145,"Were you the youngest, or the oldest?",In the middle.
146,You were in the middle.,"Had t-two sisters and two brothers. Were five kid — Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter “ May 22, 2016"
147,Can you tell —,— five kids.
148,"Can you tell me their ages, or their — when they — in their — you know, who was the oldest, who was the next —","Yes. My oldest was this oldest sister, then came my brother."
149,What was her name?,Gittel(ph).
150,Gittel(ph).,And then came my brother Wolf(ph).
151,Okay.,Then came my brother Hirsch.
152,Okay.,"And then came my name, and then came my little sister."
153,And what was hers?,Mindel(ph).
154,Mindel(ph). What year was your — what year was your oldest sister born?,"I don’t know exactly, but I think she was about 26 when the war started."
155,"Okay, so she would have been born in 1913.","Something like this, yeah. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter a May 22, 2016"
156,Okay. So she was considerably older than you.,"Beca — be — yeah, because I had — I have here pictures here from —"
157,Was she 0 — married when the war was over?,"No, no."
158,No.,"She had a boyfriend already, but she was not married, no."
159,So then comes Wolf(ph).,"Wolf(ph), yeah."
160,Wolf(ph). And how — about how much older than you was he?,He was about eight years older.
161,So that would have made 1917.,Sevent —
162,Something like —,—°18— ‘18.
163,1918.,"Yeah, something like this, yeah."
164,And then —,Then came Hirsch.
165,"Two years older, three years older? Interview with Arie Letzter o May 22, 2016",Four. Everywhere was four years old.
166,So there was four years apart every —,Oh yeah.
167,"Ah, okay. And then you, and then Mindel(ph) must have been born in 1929.","Something like this, yeah."
168,Okay. Was your family very religious?,"Yes, we were. All the Jews were very religious, but we didn’t go — have this payos."
169,You were not Hassidic.,"No. We didn’t want to, my mother didn’t push it to it."
170,Okay.,"My father would like to, but my mother won. Didn’t have this whole thing, it — as — I can show you pictures from my fa — brothers and sisters that this was not the case. My mo — my father wanted to do everything for my brother to put in a long thing, but my mother said no, they can’t —"
171,And why? Why was she — why did she not want this?,"My mother was different somehow than my father somehow. My father was more religious. My mother was religious, too, but sh — a different way. But my Interview with Arie Letzter May 22, 2016 father didn’t insisted, or beat somebody. I never heard somebody got hit from my father or my mother. No — nobody was hit [indecipherable]"
172,"Was he a gentle man, your father?","Nobody hit nobody. There was never argument, my mother and father. Never that."
173,"Was theirs an arranged marriage, or was —","I don’t know. No, I don’t think so, because was the same city."
174,Okay.,"So that was — was — maybe at that time they arrange on — everything when they arranged, but they knew each other."
175,Mm-hm. So they might have had some say.,"Yeah, right, right."
176,"Would you say that your parents were comfortable, or was your family well off, or in — on the poorer side? How would you describe —","I would say from one to 10, let’s say —"
177,Okay.,"— we were not poor. This means about 5 - 6, but we were not rich. There was always food on the table. Never — nobody was hungry."
178,"Okay. Okay. Describe to me your home. Interview with Arie Letzter “° May 22, 2016",We had the apartment.
179,"In the center of town, or —","Yes, everything neat — nearly was the center, but we were really in the center of town."
180,Okay.,Had about three rooms.
181,"Was the apartment building a stone building, or a wood —",Stone.
182,Stone.,Yes.
183,Okay.,"It was not my father’s, he just paid the rent or something, whatever the — I don’t know —"
184,Okay.,I don’t know exactly.
185,Was it the kind — I want to get an — a— a picture in my mind.,"Yeah, yeah."
186,"Was it built in the 19"" century, or was it a modern building that was —","No, I think was built in the 18"" century. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter ut May 22, 2016"
187,"In the 18"" century even?",Yes.
188,It was a couple hundred years old.,"Not a couple in the years, because those — this — we — we left of — was °39."
189,Okay.,"The war started in ’39. Maybe 10 years — in 1900, so — 1890 or something like that."
190,"Oh, I see, about 1890s.","Yeah, yeah, something —"
191,"Okay, so was in the — yeah.",— something like this.
192,Okay.,With stones.
193,Did it have modern conveniences? Did it have plumbing inside?,"No, no. This didn’t exist [indecipherable]"
194,"Well, that’s what I want — you know, people here, we won’t know.","Oh, I know, I understand that."
195,Yeah. Was there electricity?,"No. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter “ May 22, 2016"
196,Okay. So how did you light the place?,With a lamp.
197,Uh-huh.,We had the lamp.
198,Kerosene lamp’?,Kerosene lamp.
199,Okay.,"I mean, that’s how — mostly the town was like this."
200,And what about heating? How did you heat it?,We have stove.
201,Okay.,Kachelofen. Kafli — Kaflin(ph). Kafala(ph).
202,"Yeah, Kafolen(ph).","Yeah, it was big, it was big, yeah. My mother baked by herself everything, bread and everything. And Thursday night she started up, til Friday, and — and Friday everything was —"
203,"Ready? Interview with Arie Letzter ” May 22, 2016","— ready, and we had a girl to clean, and — and this was the Shabbat. And sometimes when we went to sh — to the synagogue, my mother stayed at the door, and she had a measurement there. She wanted to see how we grew."
204,"Okay, so what would she do?",She had to have a marker there.
205,"So when you’d go out, she would mark.",No.
206,Okay.,By the door.
207,Okay.,Next to door. And she knew exactly how much you grew.
208,Interesting.,Yeah.
209,"Yeah. Tell me a little bit about their personalities, both of your parents.","As I told you, I never heard a big word between them. And life was tough sometimes, it sometimes was easier. But I didn’t know so much about it because I still was a kid. But I knew a lot —"
210,"Okay. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter * May 22, 2016","— because I always — my ears were open always. And the main thing, we were not hungry. If you talk to people in the city, they gonna tell you that, oh yes, this was a good home."
211,Was there friction between the Jews and the non-Jews in Kolbuszowa?,"There’s no question about it, yes."
212,Okay.,"Especially later, in the years of — when Pilsudski died —"
213,"I wanted to ask you about that, mm-hm.","Oh yes, after this, became a little tougher. Was written in Polish to come into the store [speaks Polish]"
214,What does that mean?,"If you are Polish, go buy by the Polish for things which you need [indecipherable]"
215,Okay.,"There was a store — couple of stores, they wrote this down. [speaks Polish]"
216,Yeah. Yeah.,[speaks Polish] what they needed.
217,"Did you lose customers? Did your father lose customers? Interview with Arie Letzter » May 22, 2016","We didn’t have losing customers because steady customers was only for groceries. For suits and — and coats, and this, this was not steady customers. They went everywhere where they can find cheaper, with the right price."
218,Mm-hm. Did you help your father in the store?,Oh yes.
219,What did you do?,"I put away things. Merchandise used to come, from Warsaw, let’s say, and me, my middle brother, bet on what price my father paid for it."
220,Oh really?,Yeah.
221,Yeah?,"And we knew how the — my father marked the price, how much he paid. So let’s say if the ba — garment was 10 dollars — 10 zlotys, he’s put in 40 zlotys. Three times mu — this didn’t mean nothing, that just the customer shouldn’t know exactly how much he paid for it."
222,Okay.,"Not for this price, it has nothing to do with the price, which was — and that’s how I bet with him."
223,"So you would see the final price, and then you would — Interview with Arie Letzter * May 22, 2016","Yeah, I — of course, if he didn’t see — we saw only the merchandise, and then we looked inside, we found it."
224,Okay. And who was right more often?,"Both of them. I don’t know exactly, I don’t remember. But it was — was something. Not my older brother."
225,No?,"No. He was not interested in this. He wanted to go to United States. He was learning English privately, and with friends, and he didn’t want to know nothing about this."
226,Okay. He was not interested in the store.,No.
227,But were the two of you the — truly interested in what your father’s business was?,"I guess so. If not, we — we wouldn’t look like this. I mean, it was —"
228,Okay.,"— came in there just to betting, you know, it’s — because we will know — who knows better about the ma — the costs, how my father paid for it, you know what I mean? It was not new merchandise, was old merchandise."
229,"Oh, was it? Interview with Arie Letzter * May 22, 2016",Yeah.
230,Okay.,And that’s why the prices were —
231,Different?,"Different. And we had new also, but the new ones is — was strictly one price, you know. But it — this was different. You had to look over the whole coat and then see the pr — to find out the price."
232,What did y — did you see your father in action as a businessperson?,"Oh yes, sure, of course."
233,What did you learn from him? Wha — how — what was his manner’?,"He tried the best for the customer, because this way he always came back."
234,Okay.,"Even if he didn’t buy it, but they came to see it. And this was very important. He knew as honest as — as it is. So always he had to buy something, or the two brothers th — recommended one another to go into the store."
235,"Did he also do custom made suits, or custom made, in addition to ready-to-wear?","No, he didn’t. Not that I know of it. It could be that pants — could be somebody needed special —"
236,"Okay. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter ~ May 22, 2016",— that he could arrange this.
237,I take it that — that all of the boys in the family were dressed through him? That is you — your own clothes?,"Of course, yeah."
238,Yeah.,Yeah.
239,"Oh, I just had a thought. Let’s go to Pilsudski.",Yes.
240,He died in 1935.,"In ’35, yes. I remember this."
241,Do you? Tell me a — tell me about that.,"It was a very b — terrible feeling. We knew Pilsudski was a right man, and the Jews were not — that he was not anti-Semite. And this was a terrible thing for us. And when Smigly-Rydz(ph) came in, was already a different story, it was — somehow that’s how we f — we felt."
242,"Did — did life change, that affected you in some way, your family?","I am gonna tell you something. The principal of the school was Polish, a Polish man, because we went to Polish school. He was a anti-Semite that you never saw something like it. I remember he came in in the morning, and everybody had to say Interview with Arie Letzter * May 22, 2016 good morning, of course, we were all stand up, I stood up, and in the front of me was sitting a boy, a Jewish boy, and he had the payos. He walks over to him, he takes by his ears, and starts shaking him. He says [speaks Polish]."
243,What does that —,Without no reason at all.
244,What does that mean?,"You Jew, they smell from onions, and this and that."
245,The poor boy.,Imagine the feeling what we had about this.
246,And he’s the principal of your school.,He’s the principal of the school. Imagine this.
247,And this is after Pilsudski’s death. Or he was like that anyway’?,"It — it was — it was before, but this was already after he died, because at that time —I don’t remember it because so far — it was too far already. Because it was a difference in four years, whatever it was. You go seven years to school, so I didn’t — but we all — the — the Christians always, when it was, let’s say palze(ph), I mean."
248,It was a — recess.,"Recess. We all stayed together, and their stayed together. Sometimes there was fights for no reason at all. It was not a good feeling. Interview with Arie Letzter *° May 22, 2016"
249,Was there talk in your family of wanting to emigrate to Palestine? Were there Zionists in your family?,"Oh yes, yes, my — my oldest dow — my oldest sister, she has — she was in a place where th — orga — organization were there — were there, and they wanted to emigrate to Israel. But nobody let you — no, you couldn’t go nowhere. In Poland you couldn’t go nowhere."
250,They closed —,"Everything was closed up, was."
251,You mean travel was forbidden?,"No, sa — not forbidden, they didn’t give you — you permission, you didn’t have the passports, the d — the documents."
252,So it was difficult to get external documents?,"Yes, sure, of course. To get permission that would go out from Poland. And then you had to have permission who do — who’s going to take you in. There was nowhere to go."
253,Okay.,We were surrounded.
254,"So, it wasn’t a financial issue, of not having enough money to leave, it was more than that? 37 Interview with Arie Letzter May 22, 2016","I guess it was more than this, but eventually — it didn’t help everything. It could maybe help, not too much. But there was nobody to give us permission."
255,Did you — did you yourself ever have closer contact —,With who —
256,"— with Gentiles, with any of the Polish children, or —",No.
257,No.,We had fights.
258,Only that.,"They lived in Nowe Miasto, in this — in this side. Sometimes with stones, with this, and we fight sometimes. We — we played military. If somebody that was wounded, we gave him a — some kind of —"
259,"A—a-—oh, a commemoration, some —",Yes. Kids.
260,Yeah. Was — did it — did Kolbuszowa have more than one synagogue’?,"Oh yes, yes."
261,"Okay. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter * May 22, 2016","There were about three or four. And then there was smaller groups, which they had synagogues for — just for — for any people, whatever it is, the rabbis separately — they separately —"
262,And did it have a church?,"Of course there was a church, a big church there. A big church."
263,"But I would take it probably not many, because if it’s only 15 percent of the population —","But — but they came out from the — from the side, from the outside."
264,Okay.,We had kids which came five kilometers every day —
265,Wow.,"—1n the winter, with red cheeks. And they came in, we got bread — they gave them bread with — with some kind of white pig, you know, the — the —"
266,Lard?,"— lard, yeah. And coffee. And they were — I remember they had such a red cheeks after this. It’s [indecipherable]"
267,"Well, you know, the coffee certainly woke them up.","Yeah, in the — in the winter especially, I’m talking about."
268,"Yeah, yeah. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter ” May 22, 2016","And they walked so much, I mean."
269,"Well, in your school, if the population of the town was, let’s say, 90 percent Jewish —",Yeah [indecipherable]
270,— was the school also about 90 percent Jewish?,"Not so much, because they came from our side."
271,I see.,"They came from Nowe Miasto, from all around."
272,Okay.,"But ab — 50-50 I would say, yes."
273,"Okay. Okay. At home, did your parents ever talk much about the world outside, the political things that were going on?",When there was the Kristallnacht.
274,That’s one of my questions.,"Yes. And I was by my grandmother. And she, every day was — my mother was there, and sister were there, grandfather, whatever. The grandfather was dead already. And they start talking, and then I see it, they don’t want — I shall hear, so I made myself that I sleep. And I heard everything what’s go — going on. But I couldn’t understand so much. Contact reference@ushmm.org for further information about tis collection Interview with Arie Letzter ” May 22, 2016"
275,"What were they saying, your mother and —","That — that they heard about the Kristallnacht, that a lot of Jews got killed, and that they’re taking away the business and everything, I mean. But I couldn’t understand so much what’s going on."
276,"So you heard things, but it didn’t make sense.","Didn’t make sense to me, I mean — we knew that we [indecipherable] because we used to talk outside. Kids, and — the older one, you heard what they’re talking about. There was a special lamp there, not far from ma — my house, and they were talking for hours. And — but you couldn’t understand of so much. Nobody could anyway."
277,"Were there Jews coming into Kolbuszowa from Germany, that you were —","Yes, which — yes, some of it."
278,Okay.,"They came back with she — they throw them out, which they were born in Poland, in Kolbuszowa, they came [inaudible]"
279,Did your family know of any of these people?,"Yes, yes. Actually, my father had cousins or something which they came, yeah."
280,And what were — they were telling you?,"This is very bad. Very bad. Was very bad. Interview with Arie Letzter a May 22, 2016"
281,"So in your home, you — it’s not only Polish — what was going on in Poland politically —",Yes.
282,"— that you too — talked about, it was what was going on in Germany.","Yes, course, all over the world was talked about, because there was newspapers."
283,Okay.,Which they came from Rzeszow.
284,Okay.,"Every day, three times a day, or something like this."
285,"Was it a particular paper that your father read, or your mother read?","I don’t know, because I d — I don’t remember these things, but —"
286,Did they have a radio?,No.
287,No radio.,"My brothers — my brother be — belonged to an organization, and my ma — my sister there had a radio, and they knew what’s was going on. There was not too many radios around that time."
288,Did people have cars?,"No, only one big person which dealt with livestocks, whatever it was. Interview with Arie Letzter * May 22, 2016"
289,What was the economy of —,Poland”?
290,— Kolbuszowa’?,"It was not too good, was a poor city."
291,Okay.,"Very poor city. But nobody died from hunger. It was organized. If somebody didn’t have, was taken — being taken care of with."
292,"So you do get news from the outside, you do have people coming from Germany, refugee to — Jews who had been born in Poland, lived there, and were thrown out.",Oh yeah.
293,You’re getting news that things are not good there.,Yes.
294,Even your mother and your grandmother talk about Kristallnacht.,Yes.
295,"And the kids talk about war outside, you know, they — amongst themselves.",Not so much.
296,"Not so much. Interview with Arie Letzter “ May 22, 2016","No, they were — they were standing — this was a group of people, older kids, I mean, but there were grown up people there, you know, to talk about the war. So we listened, but some did, and some didn’t. They want to play, you know."
297,Sure. Sure. Let’s go now to — to what you started to tell me about before. Do you remember when the war actually started?,Of course.
298,Tell me about — where were you?,I was in Kolbuszowa.
299,And what — in a home?,Was frida — frida — Friday morning.
300,Okay.,"And it — there was a alarm [indecipherable] off. We didn’t know what happened. And then right away, at six o’clock in the morning, we knew about it."
301,You knew at six o’clock in the morning?,"Oh yeah. And also, we went outside, we heard planes going through us."
302,So you already saw German planes.,Yeah.
303,"Or were they Polish planes? Interview with Arie Letzter “ May 22, 2016","No, they were German planes. And of course there must be also Polish planes, also, but not too many."
304,"I forgot to ask one other question, excuse me. Was there a cinema in —",Yes.
305,— Kolbuszowa’?,Yes.
306,Did you go to the cinema?,Yes.
