num,question,answer
28,You didn’t go to Jewish religious school. You said you were raised as a Christian. How did your parents meet? How did they find each other?,"Ok. My mother was adopted by her, actually by her aunt, yes. It was a sister actually from my grandmother, if you understand what I mean. And the sister of my grandmother was living in Brno. And she was actually married to a man named Liebel which was Jewish and this was actually a friend of my father. And so actually my father met my mother in this family. You understand what I mean?"
29,"Yes, I do.",This 1s a little bit complicated.
30,"It’s ok. So you went to school. Did your friends know you were half Jewish? Your school friends, did they know that your father was Jewish?","I think so, yes, because actually I attended a school. The first school I attended was a German school. And just for four years. And there were not only half Jewish people like me, but even Jewish people, Christian people altogether. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 8 December 21, 2012"
31,"Did you, did anybody make fun of you when you were young because you were part Jewish? Any of the other children make —","I don’t think that at that time, that I attended a school. In the early 30s the children were caring about who is Jewish or who is Jewish."
32,"Ok. Let’s move on a little bit. So you were going to school. And when did things start to change, when did conditions start to change?","Well actually the conditions start to change when my parents divorced, because my mother took her flat in Brno as well, but apart of my father. And then I started actually to see my father only once a week."
33,"They got divorced in 1934, you said.","Yes, 1934."
34,"Did you, you were eight years old in 1933. Had you heard of a man named Hitler at that point?",Say it again in 1933.
35,In 1933 when Hitler —,"Yes, the date."
36,When Hitler came into power.,"Hitler. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 9 December 21, 2012"
37,Did you hear about him when you were a little boy of eight years old?,"No, no, no. I did not no. I did not know because this was the time I was too small to understand what was going on and nobody talked about it."
38,Did you speak German?,"I, yes. I speak, actually I spoke both, German and Czech."
39,"Then you are living with your mother and then what happened. When did things, the next thing?","Things actually changed very late. And this was of -- because of the factory actually got out of business in 1937. This was the time before Hitler. And so my father actually was only the counsel of Uruguay and this was his job for the time when Hitler came in. And so actually my father, because of his job was actually higher job and so actually he got through the Holocaust I think a little bit, I little, just a little bit later, just in 42. But —"
40,"Let’s stay in the 1930s for the moment. Ok. Now were you aware of the September 1938 Munich agreement, with Chamberlain and so forth.",Oh of course I were. Yes.
41,You were 13 years old.,"Yes, I was but I was aware of that, yes."
42,Do you remember talking about it with your parents or what your feelings were?,"Actually I did not have the opportunity to talk to my father about this because I think my father was trying to hold me out of this thing. So I actually I told, I talked about this just with my https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 10 December 21, 2012 mother. And my mother was I think not the right person to explain all these things to me. So actually I got my information just from other people and what I actually find out by this time, by the newspapers or by the radio."
43,What were your thoughts? Do you remember what — were you frightened? What kind of —,"No I was, I was never frightened."
44,You weren’t.,"I was never frightened. I was just, just getting aware of that with my father will be in the future something happens. And actually it happened then yes. But I could not, I was too young actually to make a decision or to tell my father it will be better to stay out of the country or go away. And my father was still very I think sure of that, that because he 1s a counsel, nothing can happen to him."
45,But he was staying in Brno still?,He was still staying in Brno. This was a mistake.
46,"At that time, in 38, what did Hitler mean to you as a 13 year old boy?","Actually he meant very much to me because at the time when the Germans came in, so actually immediately they, because of my appearance, yes, they could think that I am Jewish."
47,Oh really.,"So when I met some soldiers for example in the streets or outside of my home, so they started to ask me about that. So I was very well aware that what’s going on. And what can happen in the future. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 11 December 21, 2012"
48,Imean you were a young boy. You’re talking about the spring of 1939 when the Germans came in.,"Yes, yes. That was the time. Because this was actually the time that I could understand what’s going on. I was at that time 14 or 15 years old and at that age you can understand what’s going on. And the second thing was that yes, what was your —"
49,Could you understand Hitler’s speeches? Did you ever hear any of Hitler’s speeches?,"Oh yes, I heard it. I heard, I heard very much of these speeches because my mother was listening to him. And we could understand this very well and we were aware what’s going on."
50,Did you talk these things over with your other school friends?,No. Never.
51,Why not?,"Because at that time I was in the Czech school and there in the Czech school there were the political talking, yes. Amongst the children, the students, yes. Was actually not, not common."
52,Do you remember spending time with non-Jewish children your age? Did you do sports and things like that?,With not Jewish?
53,"Yeah, your friends who were not Jewish. Did you have non-Jewish friends?","Of course, I had not Jewish friends, but I had even Jewish friends because at that time when I started to go to the gymnasium this was the late 30s, so I had Jewish friends. Later I did not. I think from 1940, when I changed from the gymnasium to the chemical school yes, at the age of https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 12 December 21, 2012 15, so I actually had no Jewish friends anymore. Because at that time no Jewish people were in the class with me."
54,Were you interested in sports?,"Oh yes, I am interested in sports from my very —"
55,"What did you do when you were that age in sports, with the non-Jewish students?",With the not Jewish. Actually I started doing some athletics and from 1940 I started to swim.
56,"Let’s get to 1940. So now you’re in, you said you’re in a chemical school.","Yes. I can tell you why. Because at that time, in 1940 it was forbidden for people with a parent, with a Jewish parent, to go to the gymnasium to the higher classes. It was allowed only to go to a chemical school or to a, to a what we called actually not a gymnasium, yes. And I don’t have the right expression for it now. It’s —"
57,"What were your thoughts when you couldn’t go to the, they told you, you couldn’t go to the gymnasium anymore?","No, actually it was not bad because I decided at that time I want to be a chemist. So this was actually was not actually something I didn’t like or something like that. I wanted to be a chemist."
58,"Did other Jewish students go with you, switch?","No, no Jewish people was in my class anymore."
59,"Oh right you said they were not in class anymore. But there were other half Jewish students still in the class. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 13 December 21, 2012","No, not even that."
60,You were the only one.,"I was the only one, yes."
61,It’s 1940 and you started the new school and then what happened?,"Well, first I went maybe moment, it was, yes. I was three years without actually anything happened. But —"
62,"Did you know what was happening in the rest of Europe, what Hitler, what the Germans were doing in the rest of Europe?","Of course, I know yes. I knew about it because my father actually was, was taken to the Holocaust in 1942 and —"
63,Where was he taken?,"He was taken to Terezin, to Theresienstadt, Terezin. And not only my father but my aunt and my grandmother as well."
64,Were you able to say goodbye to him?,"Yes, I was able to say goodbye to him but I actually did not know. I just thought that he will not return. But I didn’t, of course I didn’t know it by sure. If you know what I mean."
65,Yes. So what was it like —,"Because there was still a hope that something will happen in the meantime. So my father can return and so nobody was sure about it. Because — https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 14 December 21, 2012"
66,"Did he say anything special to you, when you said goodbye?","He did not. Actually he did not and I actually was — I didn’t talk to him so open how I should and how he could. And we were aware — I thought that actually he is holding back something to me because I was at the age of 16 at that time and I think he was not of the opinion that I can understand the whole thing and that I, he wanted probably to hold me out of it."
67,Yes. So did you have any contact with him after he left?,"No, I did not have. I only got two postcards and there, of course was nothing important because this was everything censored and he couldn’t actually be open or, or tell me something."
68,How long was he in Terezin?,Just a short time. I don’t know actually how long but I think not longer than a couple of weeks.
69,And then what happened?,Then he was transported to other areas and actually I don’t know where because I have more - when I investigated about that so I got more answers. So actually I don’t know for sure what happened to him.
70,So he did not survive?,"No, no, no he did not survive."
71,"He did not survive. Ok. Yeah, so now you’re with your mother and it’s as you said 1942 and you’re going to school. Did you talk about the war with your other friends? Or did you talk about the Germans among the other boys? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 15 December 21, 2012","Oh yes, for sure. We talked about it because I can tell you something. In our school, it was a Czech school. In the beginning of this, of the fourth class which was in 1933, they came, the Germans came in the school and took —"
72,You mean 1943?,1943. Did I say something else?
73,You said 1933.,"No, no, no, no. 1943."
74,1943 the Germans came to your school.,"The Germans came to the school and took the most part of the class to Berlin for some forced work. We were at that time in our class, a number of 39 people. From this 39 people were five girls and the other ones were boys. Yes. And they took from the class 23 of us and we went to Berlin for forced work. Forced work means we just were taken for help after the bombing and actually they took the people who actually died by the bombing and took them into the, so there couldn’t — for example, happened something with a mill or something like this when the corpse would be a longer time in the bombed area."
75,So you were 18 years old by this time.,"No, no I was younger than that. I was 16."
76,I thought you said it was 1943.,"Yes, but in 1943 I was three, four, oh yes, excuse me I was 18. Yes. Yes, of course. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 16 December 21, 2012"
77,What did your mother say to you when you had to leave?,"My mother actually was so surprised that she said nothing because she didn’t know what to say because this was something that has never happened before. This was not because I was a half Jewish. This was because I was actually at, in a Czech school and even the Christian, all the people were taken to Berlin."
78,How long did you stay in Berlin?,Half a year.
79,And then?,"Then I returned to school and in a short time, I made my examination and after that I went to, I got a job. In the job I actually was just one and a half months, and they took me because I was half Jewish."
80,How did they come and take you? Can you describe that?,They didn’t take anything. They just sent a letter. I had to come to a certain place and there I was told that I will be taken to a camp.
81,Do you remember where the place in Brno was?,I’m afraid not.
82,"Were there other students, other young men with you that day that you had to report, were there other boys?","[had of course to report with other, with other people but I didn’t know them at that time. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 17 December 21, 2012"
83,Did you take anything special with you?,"No, I don’t think so. I just took what I had on me and some very, very few things, almost nothing."
84,Did you say anything special to your mother?,"I said my mother, she should not be afraid. Because I am young enough to, if I will be able so I will come back."
85,Were you very religious? Was your mother a religious Christian?,"She wasn’t, she was not very much religious but she went to church sometimes and she prayed and but she was not actually a religious woman. She was not."
86,Did you go to church with her?,Just sometimes at Christmas or something like that.
87,"You’re reporting, you’re being sent away. What month in 1943, do you remember?",It was September.
88,And was this 43 you said or was it 1943 or 44?,It was 44.
89,"44, oh ok, right. So September, and where did you go? Where did they send you to?","They sent me first to Prague, to a place where all these people were collected together so they could do for safe reason. But at that time, we didn’t know what actually will be done with us. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 18 December 21, 2012 We just were collected. It was, it was a former school building and the school building actually we met with other people. And then they transported us to the camp."
90,Which camp?,"It was the camp was, the name was Postelberg."
91,"What kind of a camp was it? What, how —","Actually it was a camp for half Jewish people and people who, Christian people who were married to Jewish women."
92,"Where was it near, where was it located?","It was located by — it was already on the area which was occupied. It was a German area, yes. It was not anymore that, in Bohemia. If you know what I mean. It was behind the border of the republic."
93,How do you spell that? How do you spell Postelberg?,P-O-S-T-E-L-B-E-R-G. Postelberg.
94,"You went there and what was, can you describe the camp to me?","The camp were actually situated in a, in a woods area which was from one side bordered by a river, a small river. From the other side by a rail track yes. And so it could be very well watched by a few people because they watched the rail track and they watched the river so we actually could, nobody could actually go out of the camp."
95,"What were the living arrangements like? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 19 December 21, 2012","The living arrangements. Very poor. It was actually barracks yes. You know the barracks which are already in concentration camps. So wooden, wooden buildings. It was a building, small area yes and we were actually situated with about ten people in one room. And actually what we did, we were jobbing actually for a construction company which built in the outside area from property at an airport. Actually it was an underground airport which were able when they landed to go into the ground, actually to be hidden before everything yes. There was just an area for landing and the, actually the planes were underground. But actually this was, it was actually what they wanted to build. We just started it on the field and we never finished it."
96,Was it all young men or were there women there?,"No. Because there were even older men because there were for example married to Jewish women and they refused to divorce so they were taken to this camp, and — actually there were people of all age."
97,"But all men, all men.","All, just men."
98,Just men. And did they give you enough food to eat?,Excuse me.
99,Did they give you enough food to eat?,"The food was actually very poor. There was of course a kitchen and which actually was, the cooks were out of the, out of the taken people. And the food was very poor but we actually worked in fields and the fields where we worked there were some — https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 20 December 21, 2012"
100,Potatoes or —,"Some, there was some food growing on the field. So we — I don’t know how is, it was a, the plant which other sugar made from."
101,I’m sorry the what? Say that again.,"Sugar, sugar."
102,Sugar cane you mean. Beets.,"Yes, sugar so, so we actually we —"
103,Are you talking about beets?,We tried to dig this out of the ground to eat this because we didn’t have enough food.
104,"Right, did you wear a uniform?","No, it was not uniform. We had just what we had all the time from home and it was getting from day to day was poorer and poorer and the shoes actually were replaced by just wooden --"
105,Clogs.,"Clogs and then we had nothing there. It was from day to day was, was worse and worse."
106,What did you talk about with the other young men?,"We actually talked, talked only to men who we actually knew about that he is safe. Because nobody knew if there, if there for example is somebody who is just listening to us because we are talking about it, then so we were very careful about that. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 21 December 21, 2012"
107,Did you talk about trying to escape?,"Sure we did, yes. Sure we did and I tried to escape and I did escape."
108,You did?,"Yes, I did."
109,Tell me about that.,Ok.
110,"When was that, what month?",This was in April 45.
111,"Ok, so you were there from September.","In April 45 I, I escaped. Of course it was very -- how to tell, it was a dangerous time because it was to escape. Some, we knew that some of the people who escaped before me they just took and then they came to other places for example to Terezin and just was very much more dangerous at that time."
112,"So there were no, were there Russian troops around or not in that part of the country?","No there weren’t. At the time I escaped in April. There was, there were no Russian troops. No, no troops at all. Not American troops and not Russian troops. At that time because it was beginning of April yes. And in April actually they -- at the of April, the Russian troops came to Brno. And this was at the time I was already back at home. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 22 December 21, 2012"
113,"Oh, ok. Can we go back in time? I meant to ask you. Were you aware of what happened when you were younger, were you aware of what happened in Lidice?",No.
114,You were not aware?,"No, no I wasn’t. Of course, at the moment yes, that it happened. Yes I was aware of this because I was aware for example that Heydrick was killed. And I was aware that somebody, something will happen to punish the people and to get actually the responsible people who did that. So I was aware of that."
115,But do you remember it as a very frightening time? For you?,Excuse me.
116,Do you remember that as being a very frightening time for you?,"Actually I was never frightened because I was too young to be frightened and when nothing happened actually to me at that time. It was the time before, before I go to the camps and before I went to Germany. So I actually wasn’t aware so I wasn’t, I was never afraid at the time."
117,"When you were in the labor camp and then in the later camp, did you have any connections with your mother?",At what time do you mean?
118,"Well when you were — https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 23 December 21, 2012","When I was in Berlin, so I had because there was a possibility to write home and to be actually in connection with the home. But later then of course not. We were, when I was in the camp it was very bad."
119,You had no connection with your mother when you were in P —,"No, no."
120,How did you escape? What did you do?,"I actually there was a — I told you before that the camp was bordered by one side by a rail track. And on the trail track there were some openings for water to escape. Yes, because. And through this — actually it was a, it was a tube. Yes. You could actually climb through the tube and go on the other side of the rail track and because all the area was in the woods. I told you that. Actually you just have to go through that and ended in a wood and then you could escape."
121,Did you do it by yourself?,"No, we were three of us."
122,"In the dark? You did it in the dark, at night?","Yes, at night. Of course and then after that we had to avoid any, any areas with people and just we tried to find out a train which 1s transporting in the morning some people to work. And we actually got among these people going to work and so by when the, avoided then go to Prague. We have to go around Prague and so we got in the maybe six or seven days to Brno."
123,You went back to Brno?,"Yes, of course I went home. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 24 December 21, 2012"
124,Were the other two young men from Brno also?,"Yes, we were, we were all three from Brno."
125,"Brno. Do you remember their names, of the other two?",Ah.
126,That’s all right.,"Excuse me. One, one was from Prague. And the other was from Brno. I can remember yes. The name was, I never —"
127,That’s ok.,"I talked just once, one time to him after that."
128,You get back to Brno. Do you see Germans?,"I got back, I got back with the train which arrived at 6:00 in the morning with, when the work started. Brno and then I went because I knew very well the surrounding from Brno, I went to a wooden area where I was hidden during the day and when the dark started, so I went to Luverno then and home."
129,You went back to your home you said?,Yes.
130,"And your mother was there? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 25 December 21, 2012","My mother was there, yes."
131,Oh my. What was that like to see her again?,"Oh I cannot, I cannot tell you but it was, she was very happy that I came back. You can imagine that."
132,And so then the next thing to happen.,"Ok, then in, I was it was just maybe a week before or ten days before the Russians came into Brno. So it was not a long time. Nobody knew about this because I got home. It was already dark so nobody could recognize me. Only in the street where I was living before that so nobody knew that I am home."
133,Did you stay inside?,"Yes I stayed inside and stayed inside until the Russians came to, to Brno."
134,What was it like to see the Russian troops coming 1n?,It was awful
135,Awful?,Yes it was awful.
136,Why was it awful?,"Because I can tell you why. Because I was living 1n an area. There were some cellars, some wine cellars yes. And the Russians found very well and easy out that there is wine in the cellars and they just got into the cellars and all the time were drunk. It was very, very bad at the time. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 26 December 21, 2012"
137,But you must have been very glad in the beginning to see the Russians coming?,"No, no it was not very happy about that."
138,"Well it meant they were, the Germans were defeated. Didn’t it mean that the Germans were defeated, that the Russians were there?",My mother was also German.
139,"No, I know that but I meant wasn’t she and weren’t you both happy that it was now Russians instead of Germans?",I don’t think so.
140,No?,No.
141,Ok.,"We were just, just regret that the Americans came not yet, but the Russians. Because it’s actually the first time after they came so two weeks yes were very, very bad."
142,And then the Americans came?,The Americans came just to the western area to Pilsen and to the rest of the area.
143,So they did not come to Brno?,"No, no, no, they don’t. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 27 December 21, 2012"
144,So then what happened?,"Yeah then I got repatriated yes. I came, I just remember that I, the day I was born on the 12tht of June I got my repatriation registration. And then I actually got the repatriation registration so I was able then to -- because I already finished. I had finished my secondary school so I tried to get the inscription to the university."
145,You are now 20 years old right?,"I was right, 20 yes."
146,What did it mean to you that the war was over?,"So I was very happy that the war was over and actually I could actually study chemistry which I did then. And I just, I was very happy that I survived it."
147,"Yes, and then at the end of the war did you think your father was still alive?","No, no, no. I, at the end of the war, I was 99 percent sure that he is not alive anymore because nobody was actually alive. Not only my father, but my grandmother and my aunt which stayed in Brno as well. So actually half the family stayed and half the family escaped so."
148,Where did they go to? Where did the other members go to?,"So my cousin went to United States and yes he, actually he became a very famous man there. He was a very, very known medical doctor at the University of San Francisco where he actually made some research work in the blood studies."
149,"What was his name? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 28 December 21, 2012","Brecher, George Brecher."
150,Where did some of your other relatives go?,"The other ones go to Israel and but my cousin, my other cousin, actually two of my cousins went to Israel and —"
151,When did these relatives leave?,"Ok, before the war."
152,They all left before the war? Ok.,"All, not all but most of them."
153,"The ones who did leave, left before the war.",Yes.
154,And the other ones did not survive?,"No, they did not."
155,"Now you’re 20 years old, and what do you then do? You start university?","I started university yes, of course, and I studied university for three years and then came the Russians. And then came the Russians and I had to leave the school."
156,"Really? Because? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 29 December 21, 2012","Yeah because of my relatives. Because, because of all the things happened. My, my father was actually was, they think —"
157,A capitalist?,He was a capitalist and actually a counsel of a South American country and so I had to leave the school.
158,"This is what, 1948?","1940, actually it’s the beginning of 1949. I was, I was almost done with the school."
159,And so what did you do?,"Well I went to -- actually I went to the military. Because I was of the age of, of 20 and this was the time to go to the military so I went for two years to the military."
160,What was your reaction when you found out after the war was over when you found out what happened to all the Jews? Did you remember your thoughts?,"Well this was actually because of my father and because of the family a very sad time because I knew that half of my family actually went through the Holocaust. And the other part of the family is in Israel, which I had not actually any, any knowledge about them, what they are doing. It was interrupted. Everything was interrupted."
161,Now you’re in the military for two years?,Yes.
162,"Did you just stay in Czechoslovakia? Did you stay in Brno or where were you? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 30 December 21, 2012","No, because I told you that I started with the age of actually 15, to swim. And this helped me in the military because there was, I was very good at the time and actually I was what they called a representative, which represented the country in swimming. So actually I got even in the military in a company which were just able to in the main time to do the sport, to continue the sports."
163,So you did a lot of swimming in —,"I did, actually the last time of my military only swimming."
164,Really?,Yes.
165,In the country?,"Yes and this was, this was even possible when they knew that my father was Jewish and he was a capitalist and everything. So everything was pardoned-ized, yes, and I was good in swimming so do the swimming."
166,"When you got out of the army, what did you do?","Then I started to do my, because I was educated in chemistry so I started to do my chemistry work."
167,In Brno?,In Brno.
168,"And who did you work for? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 31 December 21, 2012","For Zburovka Brno, which actually the, -- Zburovka means army, for arms factory yes. In the war time they made guns and rifles and things like that and in the, in the normal times they made some, some official with meant on and hunting rifles and something like that."
169,And so you worked there?,"Yes, I worked there as a chemist in the laboratory."
170,And you lived with your mother?,"I lived still with my mother, yes."
171,How long did you work for that factory?,For that factory I worked actually let me see. Many years.
172,What was it like under the rule of the Russians? Under the communist rule?,"Under the communist rules, it was everything very bad still. In the 60s and there started a time which was called the Prague —"
173,Spring?,"Spring time. And actually helped me to get a better job and because I was speaking some languages, so actually got even out of the country."
174,Where did you go?,"First I went to Egypt. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 32 December 21, 2012"
175,Egypt.,"Yes, Egypt."
176,To do what?,You have to do work for Zburovka of Brno which actually was delivering some military equipment to Egypt.
177,And then where did you go after that?,Then I went to Afghanistan.
178,And what did you do there?,The same thing.
179,Same thing?,Yes.
180,"And did you have a family by then, were you married?","At that time I was already, I had a family of course, but I was already not divorced from my wife, but we lived —"
181,Separate?,"Separate yes. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 33 December 21, 2012"
182,Do you have children?,"Yes, I have three children."
183,You were in Egypt. Then you were in Afghanistan and then where?,"Then I, then came the Russians again. Then came the Russians in 69. And then I escaped again to Germany."
184,"You got out to Germany, yeah. And did you work in Germany?","Yeah, of course I worked in Germany for maybe wait a moment. From 70 to 83. I worked in Germany."
185,"When you said you escaped, how did that work? How did you do that?","I just at that time I worked in Afghanistan. So I just from Afghanistan didn’t return to Czechoslovakia, but I went to Austria where you remember that I told you that my mother was actually a Viennese. So the other part of my family was living in Vienna. In Austria. So I actually went to this part of the family to join them and from there I went to Germany."
186,And where in Germany did you live?,"In Neuss, which is actually one town with Dusseldorf together."
187,Why did you go to Germany?,"Yeah, because I was actually in Germany I was actually how is the right word. I was -- because my mother was actually a German yes. I’m and my father was actually of German origin. So actually the German actually — https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 34 December 21, 2012"
188,Accepted you?,Accepted that Iam German. Because I actually you know that I even went some years to a German school so I actually spoke very well German so they actually granted me for German.
189,How did you feel —,"I didn’t have, I didn’t have any problems with -- to prove that I am of German origin."
190,But how did you feel living in Germany knowing that Germany was the one to start the war?,"Well it was a very long time since that because it was already you imagine that it was already 1970. It was actually 25 years later. So actually this thought were very, very a long way away and even the, the Germans at that time tried actually because they knew that I coming from and who I am and they tried to help me and after 25 years there were other people than the Germans, than the Nazis yeah. There were no Nazis. There were other people, younger people and who understood the situation and who actually were feeling that the Germans at the war time did not the right thing and so actually I did not have any problems to settle there."
191,Then you stayed in Germany and when did you leave?,I stayed in Germany for maybe 12 years.
192,Who did you work for in Germany?,"In Germany I worked for, you want the name of the company or —"
193,"Sure, do you remember the name?","The company was Longbine and Fundhauser for there I worked for seven years. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 35 December 21, 2012"
194,As a chemist?,As a chemist yes. And then I worked for Hillyer and Knur again as a chemist and the leader of the chemical laboratory. And then I went to United States.
195,"Where did you come, what city?","I came to Warren, Ohio."
196,And who did you work for here?,For Thomas Steel.
197,Who?,Thomas Steel. Thomas Steel Company.
198,And how long did you stay in the United States?,I stayed in United States maybe nine years.
199,"And you lived in Ohio, the whole time?","At that time I lived in Ohio, yes. And actually I retired there and I was actually of the opinion that I will stay there forever. For good, but what happened was that you know the situation in 1990. They opened the borders to the Czech Republic and so I just several times went to the Czech Republic and met friends there. And the people I knew before, so actually decided to go back to Europe."
200,"And so now you live in the Czech Republic and in Germany’? https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Hans Ziegler 36 December 21, 2012",I live in Germany.
201,You don’t live in the Czech Republic anymore?,"You cannot say. I have a flat there but return. Something between. I am, I pay my duties and my taxes in Germany and in the Czech Republic, I am only to visit."
