num,question,answer
10,"I think so. Let me see, C-z-. I’m totally wrong. {You can never tell.! How would you spell? I was going to say C-z-e- but you started me on R so--. That’s all right, that’s all right. S-z-o-w-. So it’s C-z-e-s-z-o-w? I wouldn’t even presume to pronounce it because I don’t know Polish. But you said Czeszow? Czeszoff (ph)? 3","Yeah, yeah. Exactly."
11,Good. Do you remember if your brother--? Were there youth organizations or any clubs that he was involved in when he was younger?,I imagine so.
12,"Were there any in your town, in Rozwadow?","Oh, yes."
13,Yes?,That he was involved in?
14,"No, no. Because he wasn’t very—he was there until he finished and then he went to a university which was Cracow.","Do you remember when he went to the university, how old he was?"
15,"When he finished high school — he was 18. This was the picture—that’s what he was when he finished. You see, they have to wear in the higher grades, uniforms.","When he was away in Czechowice, studying at the gymnasium, did he live there?"
16,Yes. With the family.,He lived there for the entire school year?
17,Yes.,So he rented a room from the family? Or did he stay with a--?
18,"No, he stayed with--.",So only he came home during the summertime?
19,"No, for holidays too.","For holidays also? {Other voice: Did they do any sports or anything?} When he come home, I don’t know. He wasn’t really a sportsman. He was quiet, good student."
20,Did he like to read? 4,"Oh, yes."
21,"When he was studying in the gymnasium and also public school, what subjects did he like, do you remember? No? Was he interested in like history or science, or--?",Maybe history.
22,What did he study at the university? He studied law?,"Oh, no. He wants to be a doctor but you know it was numerous clouds in Poland. So Jews they wouldn’t take, (50), I don’t know what. Because marks he has the best but he wasn’t accepted. So my parents sent him to Czechoslovakia, to Prague, in a medical school. He was there only a year or two, I don’t remember exactly."
23,Before the war broke out?,"Yeah, this was before the war."
24,You said only a year or two before the war. That’s when he went to Prague?,"No, this was longer than--. He was only, who remembers the dates? Sorry, I cannot remember the dates but I know that he was there only a year or two. He came back and he went to law school in Prague. Finished the university."
25,So he went to medical school for a year or two and then came back and went to law school in Cracow?,Yes.
26,"Okay. Let me ask you, your parents, what did your father do for a living?","{He wants you to tell him for the tape.} He was like in wholesale business. They have in the—how you call them—the big farmers, they have lots of things. They make their own whiskey. They have their things. The produce and the machines and everything. But there were places in Poland that they had more than now it—a place, or now an estate or something. So he was going there and buying like variants (76). A big amounts, ten tons, I don’t know. For those people, that was much cheaper than to buy there because they didn’t have in the industrial (81) state where we were living. So that’s what it was. He was always on the go."
27,Can you tell me a little bit about your house and what kind of street you lived on?,The house—we lived not far from a town. But the rest years—
28,So you lived a little bit outside of Rozwadéw? 5,"Yes, yes. So the last two years, no more than two years, my parents decided that they sold everything and they moved to Rozwadow. Built a house, two years before, this I know, two years before the war. But he was still in the same business like he was buying big amounts of grain and he makes, he rent a mill and he makes flour for the bakeries. Around the thing, Rozwadow and other places, that needed, the stores and the bakers. So this was until the war."
29,Do you remember what street you lived on in Rozwadow when you moved?,"Yes, Panska. P-a-n-s-k-a."
30,Was it a big house or a medium house or--?,Was six rooms. Yeah. He opened in that house and he finished in high school and he opened an office in the house.
31,Opened an office in the house? I see. Did your brother ever live in this house?,He did.
32,"He did? How long before the war did your brother start law school in Cracow, do you remember? A few years or—not pretty shortly before the war? Not too long before the war?","I know that he finished law school, the house. He had to help practice with a lawyer. He was two years with the lawyer. After this, he opened a law for himself. What year, do you want to know?"
33,So he had finished law school and was already a practicing lawyer before the war?,"Yeah, yeah. He was a practicing lawyer."
34,"That’s what I wanted to know. Do you remember, what his office in Rozwadow? Yes. Do you remember where it was in the city?",On the same street what I told you.
35,The same street your house was on?,"Yeah. {I thought the office was in the house.} Yeah, that’s right."
36,His office was in the family home?,"{Was in the house, right. } 6"
37,Now you said your father had an office also in your house?,He don’t have an office because this was really an outside business.
38,Must have been a pretty busy house. Did your brother have lots of clients?,"Yes, he had a very good practice."
39,Do you remember what kind of law he was practicing? Did he deal mostly with agricultural problems or--?,"No, everything. He had a good name as a good lawyer in that two years. Those people that my father was dealing came to him as a lawyer also."
40,For legal advice?,"I remember we didn’t have a telephone before the war. Because he was a lawyer, so he has to have a telephone. Very few people has a telephone."
41,So he got one for the house?,For his office.
42,Did he get married before the war?,No.
43,"No? Was he dating anyone before the war, do you remember?",He was too busy.
44,"Sounds like a lawyer, yeah. You said all this happened before the war—how long before the war, do you remember? How long did his practice run before the war started?",The two years.
45,Just two years? Let me go back just a little bit to when both you and your brother were born. Before WWI and I’m trying to get a grasp for where Rozwadow was. I’m trying to remember on the map. I’ve looked it up several times but I can’t remember. Was that part of Poland under Russian rule?,Austria.
46,"Austrian rule? Okay. Did your father fight in the war, in World War I? 7","He was in Russia, no. He was in Russia four years. {But he was a prisoner, so he did fight.} But he didn’t fight. {But he was a soldier. Yeah, they took him. He was a soldier because he didn’t have any choice, they took him and make him a soldier. Too bad I don’t have the pictures, he showed the pictures as a soldier."
47,He had pictures of himself in uniform?,"Oh, yeah, yeah. Very nice. From 14 to 18, he was in Russia."
48,"Did your brother--, before WWII, I know that Poland had a compulsory military service?",Yes.
49,Did your brother serve in the military?,No.
50,No? Was there a reason for that or--?,"I don’t know what it was. I think he didn’t have good eyes, good enough for a soldier."
51,"Can you tell me a little bit about when the war started, what your brother was doing, what happened when the Germans invaded Poland?","What happened was known to everybody that the German coming in the town. They start from the—how you say it—from the doctors, lawyers, businessmen--."
52,They came for them first?,"Yeah and everybody knows that. First thing, he had a sign over the house. So that sign we had to take off."
53,So they knew he was a lawyer?,"Yeah and then they take out, right away they take him. That’s what they did in Lvov. He and my sister and my younger brother left the house when it was known that the German come in already in the town."
54,"Oh, so they decided to leave before they knew what the Germans would do?","Yeah, yeah. Then they were going, just walk to Lvov. You know where this stands to Lvov. Well, it’s further, even with the train you have to go four or five hours. So it took them, I don’t know. My sister went and my younger brother with him. {Your sister, Clara.}"
55,They all walked to Lvov? 8,"Yeah. How they managed, I can’t tell you. It wasn’t too pleasant but they came to Lvov. In Lvov, was already the Russians."
56,The Russians were already in Lvov?,But the Russians were the good guys comparing with the Germans what they did to the people.
57,"Do you remember what day or how long after the invasion started, the Germans came to Rozwadow?",Not more than a week.
58,Not more than a week? Do you remember if your brother ever talked about being frightened or anybody in your family being frightened about what was going on in Germany before they invaded?,"No, no. Nobody knew."
59,Nobody really knew anything?,Nobody expected.
60,Did your father say anything about the Germans--?,"About the Russians, you mean?"
61,"No, no. About the Germans since he may have fought with them during the war, did he have anything to say about the Germans or--? Do you remember what he thought about the Germans at all?",I don’t know. Nobody talked too much about it.
62,"The reason I asked is that some people often say that their parents said that all the Germans were nice people, they had known them before the war and that kind of a thing?","Yeah, that they, yeah."
63,"They wouldn’t do, you know, the things that they were accused of?","No, no, they wouldn’t do it. They said the same thing."
64,"So we have your brother and your sister and your younger brother walked, I would imagine several weeks, to get to Lvov? 9","They didn’t have time, several weeks. I don’t know."
65,But they made it to Lvov somehow?,"Yeah. {Maybe they got rides with people going.} Oh, yeah, yeah. It was that people that my father was doing business, they have another place on the other side in Poland. So they have a son and that son run away too. Going, my brother met him on the way just like that. He went with a wagon and horses so he have them a ride. That what __."
66,But they didn’t plan to meet? They just happened to meet on the road?,"Yeah, that’s right."
67,So they went to Lvov. Do you know what they were doing there?,"In Lvov, we have friends and they have apartment. So the first thing they have a place to go in till they find out; they will think what to do. But they were staying there for a few weeks. In the meanwhile, the Germans came and told us to get out."
68,From your—from Rozwaddéw?,"From our house. So we start to go in the same direction. I don’t know why they are because when they left, they didn’t know where they go and we didn’t know where they go."
69,"Oh, so they didn’t have a specific plan to go to Lvov? They were just running to the East?","No, from other towns they run to Rozwadoéw. From Rozwadow, they—nobody knows where to go or why they go. It was just a terrible thing to live it through. What else you want to know?"
70,"Did you--? Now you were with your parents, right? Was it just you and your parents or other people?",My younger sister.
71,Your younger sister? And what’s her name again?,Anna.
72,Anna.,"{No, it’s Hanna. }"
73,"Oh, Hanna. 10",Hanna is Yiddish.
74,And you all also went to Lvov? Did you get there from rides or did you go on a train?,"We came to a little town and there we find out that a train is going, the last train goes out for that little town. So we head, I think, a ride into Lvov here."
75,"When you all came to Lvov, did you meet up with your brother and your other brother and sister?","Yeah, we met. Not right away because we have to stop in another town that the train didn’t go exactly to Lvov."
76,"You didn’t know that they were in Lvov, did you?","No, no but through people. So there were apartments and even those people were running from Lvov too so they left the apartment. So we had an apartment. Apartment! One room."
77,"One room for the four of you? And your older brother lived in a different apartment near you, or-?",In the same building.
78,In the same building?,Yeah.
79,Can you tell me what the Russians were doing in Lvov? Were there any restrictions on you as to what--?,"Don’t ask, the Russians was not--. First thing they take everything what they saw to take. Because they had, they didn’t have to pay. They went and nationalists— {nationalized} nationalized and it was stamped, they are coming and taking whatever they want."
80,Did your brother try to start to work or was there anything to do?,"He was working, they gave him a job."
81,The Russians did?,"The Russians did, yeah."
82,So he was practicing as a lawyer again?,No. He worked in an office.
83,Was he doing clerical work or--? 11,"I don’t know, I can’t tell you. But that, they did him a big favor. Because if they know, the Russians would, a few weeks later, two or three weeks later, the Russians came and took us to Russia. If he would be home, maybe he would go to Russia too."
84,But he wasn’t home when they came?,He was working and my sister too.
85,How long did you stay there before you left? How long were they were? Do you remember?,Who you mean?
86,Before the Russians took you from Lvov?,"Just a few weeks, maybe two or three weeks or maybe months. Could be a few months, it’s too hard to remember all those things."
87,Do you know what happened to your brother after you left?,"No. My brother was, he had a friend, not a friend he knew because she was an older lady already but she has apartment. Somehow he got her address and he was there, he lived there for a short time. He was working. Then after the war, I was talking to that woman and she says that one evening--. They knew that Russians taken already the people in the trains, not the trains, the cattle cars."
88,Taken out the Poles?,Huh?
89,Taking the Poles from--?,"The Poles also, the rich people first. First went the rich people. She says he came one evening and she said that somebody told him that they will come for him. He asked her to give him a blanket and a pillow that he has to—he wouldn’t sleep there that night. She never saw him again and nobody saw him again."
90,Would this have been in 1939 still?,"No, this would be in ’40 or 41. {Didn’t it say in that article in the book, didn’t it say how he was working though when he was in Lvov? He was working to help other people.} Yeah, in that book. {It might be useful for you to have that, if you can, to have it translated. }"
91,"Sure, talking about what he was doing in Lvov? 12","{Yeah, before the war. I think that’s why, in fact, they had an individual--. Not before the war, during the war. I think that’s why, in fact, he’s got that individual article in there, I don’t know. I don’t remember it that clearly but he was working to help other people to get out or do different kinds off—to save themselves in some way. In the process, somehow, he was caught up.! Helped the people, he sent in food to them. {Yeah, but that’s what he did and it does talk about that in the article.} This is a very nice article. {If you think you had it translation, could you send me a copy of the translation? }"
