num,question,answer
81,"What was she like, as a person? Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein : May 18, 2015","She was like — well, the women at that time, people didn’t look as young, and she wore a Sheitel. But, when we were even little, and it was so far — then we lived already in Schreiersgrtin, because we did not get no — already at that time, we didn’t get no living quarters, so that’s why we lived in that small town, Schreiersgriin. Nobody gave us to live already, that early in the year. When we could walk, my father took us, and walked us, as little children, every Shabbat Friday evening, up to his mother."
82,Really?,"And yesterday my s — my — my brother told me he remembers how she let us children in, but not my father."
83,Really?,"I—I didn’t remember that, that she didn’t let my father in. And they were rich, I can — I have proof, and — at that time, they had a kaufhaus."
84,"Oh, they had a — they had a —",Yeah.
85,— a department store.,Yeah.
86,"That’s huge, yeah. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein "" May 18, 2015","Yeah, at that time, what they had, that’s huge. Th-There was a lot of family there, Jewish family, and after the war I— I met some, some of them came back. But most of them got killed in the concentration camp."
87,"So, he used to take — did you — were you brought up Jewish, or were you brought up Protestant?","We brought — my mother really did not go to chur — church, nothing. She was — my mother was a hard worker. We were, before, you know, the — we did nothing. My father only talked Jewish to us. Because he —"
88,"So, only Yiddish?","Yeah, Yiddish, he talked to us. That’s why we knew, all the time. But we didn’t understand. You know, I was little then. And then, it got worse. By 1935, the — what is then — the pastor came to my mother’s mother, you know, maternal, and said — because we had already bad time, nobody wanted to give us live — to live, or nothing. He says, you bring the kids to the church, and we gonna protect them when we christen them. So, I have the paper. So that 19 —"
89,"So, you got christened?","1935, we got christened. Only, we — because later on, I didn’t know — only we three girls, I think. When my brother told me yesterday, he was — he was sick at that time, and there was emergency christening on him. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein : May 18, 2015"
90,I see.,So — and that’s —
91,"Okay, so — so your mother was not particularly religious, she did not go to church on a regular basis, or anything like that.",She had no time.
92,"Okay. And your — and your father tried to keep up the traditions in Jewish life, as much as he could, and he — so that he took you home to his mother’s place every Shabbat.","Yeah, every week."
93,Yeah.,When we were remember — I remember she always gave us toys.
94,She gave you toys?,"Yes, she had that — sold all that stuff."
95,Mm-hm. But she would not let him in the house.,"That’s what my brother said. I don’t — you know, I only was a — when she left, she left 1937, with — Rudy is the other brother."
96,Okay.,And — and my aunt went to South Africa.
97,"I see. So Rudy was your father’s brother. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein e May 18, 2015","Yeah, he ca —"
98,He was your uncle.,"— he came after my — no, he was the youngest, then came the sister, and then came the brother, I think."
99,"Okay, so it was Heinz?","No, it was Harry —"
100,Harry —,"— Lee — Leo, Rudy, and Edith."
101,"Okay, they — those were the four siblings.",Yeah.
102,"Okay. So you’re — let’s go back to the 1920s a little bit. Your mother meets your father, and they have a romance, and she gets pregnant.","Yeah. Could we shut that thing off, that is [indecipherable]"
103,"Okay, yes, we can. [break] Okay, so your — your father is sent to Argentina, and he returns, but your — your parents weren’t married when he was sent there — or were they married already?","Not — not when she sent him. When he came back, he married my mother."
104,"So, what happened with your mother, what happened with her parents? They must have not been very happy. Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein May 18, 2015","I don’t know if they’re happy or not, but they kept [indecipherable]"
105,Your sister?,Yeah.
106,"So, in other words, they — she gave birth to your sister in their home?",Yeah. Yeah.
107,"And so, did you know your maternal grandparents?",Yes.
108,What were their names?,Paula Hendel and Emil(ph) Hendel.
109,And how did they make a living?,"He — my grandmother, I think she was a housewife, and her father was a salesman."
110,A salesman?,Yeah.
111,Were they well-to-do?,"All right, yeah."
112,"Not rich, but not bad?","Yeah, okay."
113,"Okay. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein . May 18, 2015",Yeah.
114,What kind of a place did they live in?,"They had their own house, that’s came already from my grandfather’s parents."
115,Okay.,"And my mother’s grandparent — yeah, grandparents, they had a mill. That was out of town [indecipherable]"
116,I see. And were they from Treuen?,"No, they were from — from Langenfeld, at — yeah, my mother wa — my mother was born in Langenfeld."
117,"Okay. And when your father came back, you — he was sent away to Argentina when your — your mother got pregnant, what year did he come back’?","He must have come back 1930, 1931. I don’t know the date exactly."
118,Okay.,"All I just know, we found the picture yesterday."
119,Uh-huh. Of him?,From the ship.
120,"Oh, really?","Somebody had thrown, I think. Because — and we were laughing yesterday. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein © May 18, 2015"
121,"Okay. Did your parents talk much about how they met, and how they got to know each other, and — and all of these sorts of difficulties?","No —no, we only knew the beginning they told us, that because we be — you know, we could figure it out later, or — and you know, we could — and they were we — they were very devoted too, and my mother was a strong person. My mother wouldn’t gave us for nothing in the world, nothing. She stayed with my father, and"
122,Did they love each other?,Must have.
123,"Well, when you grew — were — were growing up, were —","Bu — because, they must have loved each other, because the Gestapo came to the house, and they offered my mother everything and anything to divorce him."
124,And she wouldn’t leave him.,No.
125,Wow. Wow.,"She converted, my mother."
126,To what? To Judaism?,Yeah.
127,"When did she — Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein May 18, 2015",After the war.
128,After the war.,"Yeah. In Berlin. And I will — I se — I converted back to [indecipherable] look at me, I — my husband, I — and I had my children Bar Mitzvahed."
129,"So — and, there were seven children in your family, so that was, you know, again, as I say, during turbulent times —","My mother worked, when my father — that is the other thing, so he used to work in — in the business, in his mother’s."
130,Yeah.,"But then when he came back, she never gave him a job. He did menial work all the time when he is home. He worked by the farmers, he worked in the quarries, he did anything work, was —"
131,"Was he educated, your father?",He had a ra — educated.
132,"Did he have a university degree, or a college —","I don’t know if he had the university degree, I don’t know that, but there were all — they went the Jewish school, because, like I says, they were a community there."
133,"Yeah, yeah.","And I don’t know if you ever heard Plauen — Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein May 18, 2015"
134,Yes.,— that is the next biggest city.
135,"Ah, near Plauen.","Yeah, not Plauen. Then he had to go, when he came back from —"
136,Argentina?,"No, from Buchenwald."
137,We'll get there. Let’s — we’ll get there.,"Uh-huh. He had to go to Plauen, working."
138,Okay.,"Sl-Slave labor, in a forced labor."
139,We’ll talk about all this.,Mm-hm.
140,Okay. Let’s talk about — let’s talk about your home life a little bit. You were born in Treuen.,Yeah.
141,"But your maternal grandparents lived in another place, is that right?","No, my — my mother’s parents? No, they lived in Treuen. I was born in that house, it’s still standing there."
142,"Tell me what that house looked like, if you can remember. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein “ May 18, 2015","I can remember. It was a big garden in there, lot of fruit trees. They had goats, they had chickens, and — and when I slept there, upstairs, under [indecipherable] wouldn’t you know it, they — they made the beds with straw [indecipherable] at that time. And for the toilet you had to come around the house. So —"
143,"So yeah, it was an old-fashioned kind.","Yeah, it’s no more like that, it’s modern now."
144,Yeah.,"So that — and I was the — born in Treuen, and they looked for living quarters. You know what I got told — and nobody gave them, already at that time."
145,In 1935”,"1932, Iam born."
146,"Oh, even in 1932?","Oh yes, we had already — I m — I mean, I didn’t know then, I was a baby, but I know from all — and then my — my sister was born a year and nine months later than I. Then, we lived already in that Schreiersgriin, in that little town, somebody gave them two rooms."
147,I see.,"Two rooms. And we lived in there, the end of the war."
148,"In Schreiersgrun’? Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein oS May 18, 2015",Yeah.
149,"And Schreiers — is it Schreiersgriin, or —",Schreiers — s-c-h-r-e-i-e-r-s-g-r-u - umlaut - n.
150,Schreiersgrun.,Yeah.
151,Schreiersgrun.,A very small town.
152,"Very small town, so —","With a lot of farmers, and with some factories."
153,"Now, did your mother have more siblings? Was she the only child, or did she have other —","No, she had more. She had, I think, three bro — three brothers and two sisters."
154,That’s also a large family.,"Yeah, at that time."
155,"Yeah, three brothers, two sisters, and your grandfather was a salesman.",Yeah.
156,Did they have land as well? Did they farm?,"No, he was not just a salesman, he worked for himself."
157,"Ah. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein a May 18, 2015",I don’t know what you say [indecipherable]
158,Okay. So was their house — was your grandparents house full of people? I’m wondering why they didn’t stay with your maternal grandparents. There was no room?,"Because all siblings, was some of them younger, too. And then, the older son, he with his family lived in the house, they made in the side. And he had two children. Yeah, they were older than me, they were — the daughter was as old as my sister, but then the son was a young — they lived in the house."
159,"Let’s go through your mother’s list of siblings. Your mother’s name was Charlotte, yes?",Yeah.
160,"And so, was she the youngest, or the oldest, or so —","No, she had the ho — older brother was Hans, her second one was Motte(ph), then my mother came."
161,"Charlotte, mm-hm.","And then came Lies — Liesel(ph), Louise, or whatever, and then Rolf."
162,"Rolf, okay. Did they accept your father?","Yes, they did. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein ° May 18, 2015"
163,"Okay, did they have trouble from the community, because they had a Jewish family member?","They did, and —"
164,"They did. So, your mother’s pare — your mother’s family, how did that show itself, the trouble that they had?","Ha— how — I don’t know really what is. Like I says, the pastor came, because everybody knew Levy, that horrid guys, Levy. Everybody knew. Very well-known people, my father."
165,"Because he married your mother, or because his family was rich?","No, because of the business. It was a bigger city, and people came there from smaller, and they were very well known."
166,"I see. I see. And so then of course, when he married your mother, that became known, too?",Yeah. Because nobody gave us to live.
167,"Yeah, yeah. So, the larger community, the larger German community — [phone ringing] excuse us, is that your — can we stop?",Yeah. [break]
168,"Okay. So, again, tell me this place that was sh — that you had the two rooms. What was the na — Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein ° May 18, 2015",Schreiersgrun.
169,"Schreiersgrin. Schreiersgriin. And, was that a village, or was it a town?",It was a little town.
170,Okay. About how mu — how big was it? Was it —,"I-I really don’t know, I thought last night, and I — I just remember — I just know in my class was like 12 kids. And sometimes we were like three classes in one room."
171,"Ah, so it’s small.",Yeah.
172,"It’s small, it’s small. And was it the kind of place you could walk from one end to the other, and — in a very short amount of time?","No, it was pretty long —"
173,Really.,"— from what — yeah, it was like [indecipherable]"
174,"Okay. So when your — your parents ended up living there, in Schreiersgriin —",Yeah.
175,"— in these two rooms, were they part of an apartment house, or was this a single family place? Describe it. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Edith Weinstein ot May 18, 2015","No, that — that was a — a twin — a twin house, and there lived more families in — just in our half of a twin. There was one — one older couple, they had two children, and then we. And upstairs was a family with a son. We had like one toilet down there. And at that time was no water in the house, we had to walk like two blocks down, and —"
176,And pump —,"Yeah, the pump."
177,What are some of your earliest memories as a child?,That is — that is the earliest memories.
178,Yeah?,"Yeah, how we lived there, and — and [indecipherable] people shunned us, some people don’t talk to us, but at that time we didn’t understand why."
179,"Did you feel that there were — would — did children not play with you, or did you not notice it?","We had no time really much, to play."
180,Tell me why.,"Why? Because when — as little children already, we had to make money, yeah. We - in there, in the forest, in the summer, we had to go pick blueberries, and we got — my sister got this one, we got — and then my other sister, and then we brought Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein “ May 18, 2015 them home, and do — God forbid we come home earlier [indecipherable] we head on home. My mother was strict with us. So — and then, my poor mother, because nobody bought from us, she sold them so we made money. We worked for the farmers, picking up potatoes when it came in September, October. We — we — we were — we — we did a lot of things, and later on, I — I remember — that is already much later, when I — I remember when my — my — from my father’s mother came to Schreiersgriin, before she left for Africa — she — she went for Africa, the rest, with the — with the sister and the brother, and she took a lot of people out of, and she cried when she couldn’t get us no more passage out of Germany. We — she — she forgave her son, and so we — we — we were left behind. And we — we just always did, and then my grandmother, she took on paper routes, or the some — we always had to work, had to make money."
181,To live.,We had to live.
182,Yeah.,"When my mother worked, and when — when we got older, she — 1n that Treuen, she hired out — she had the machine, she could sew good, and she — she did work. We deliver it, and bring new work, and — all the time."
183,"And you were little children. Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein ” May 18, 2015",As little children.
184,"Yeah, you were very —","Look, end of the war, I was 13 years old."
185,Yeah.,"And we — we did all that. And I remember that’s ahead of time when my — my sister was 14, and she could go out to work, sh-she couldn’t. Why didn’t she could? Because, when she would go out to work, they would have right — right away to take her to work camp. See, at that time, we didn’t know there is such a thing as concentration camp. I didn’t know when they took me fath — they said work camp. And there were no fathers home from the — from the German people, nobo — no father was home. When they took my father, they said he goes to a work camp."
186,"So, did other fathers go to work camps, too?","No, they went in the army. They’re soldiers. That is the — when did I notice, really, the difference?"
187,When?,"When I was five, six, and suddenly the Hitlerjugend. And we were not allowed. That’s the difference, we were Jews, we were not allowed to do that. We were —"
188,To join the Hitlerjugend.,"Yeah. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein * May 18, 2015"
189,Yeah.,"And all that stuff. Then we really began the difference. We were not allowed to go to a movie, we were not to have a radio. We — we were not allowed to have nothing. Then we only said — but really didn’t — and I tell you the truth, I didn’t know til the end of the war there was such a thing as concentration camp. Even I — when they took my father to Theresienstadt, 1942” Forty-two, yeah, when my sister was born, he was already no more home. Forty-two somewhere, it’s in the papers, we have it. My mother, my sister and I, we went to Plauen. He had to report to the Gestapo. In between, he did forced labor, when he came home from Buchenwald. It’s all in the be —"
190,"Okay, let’s — that is getting ahead of us a little bit. I’m still in the early, early years, where your father is working as — at any kind of job that he could get.",Any work he could get.
191,And — and your — your earliest memories are of this two room apartment that your parents have in a house.,"Yeah, that was not apartment, 1t was just two rooms."
192,Two rooms.,We lived til 1945.
193,"Yeah. And two other families were in the same building. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein "" May 18, 2015",Yeah.
194,And you’d have to go a couple of blocks to get — to get water.,"Yeah, later on they put water in."
195,Okay. And — and your father is still — he’s working in the area —,No.
196,— but he’s — and your — you remember going to your grandmother’s for Shabbat.,"Yeah, to Wolkenstein."
197,"To Wolkenstein. And that would be a two hour walk, did you say?","Yeah, hour and a half."
198,Hour and a half each way”?,Yeah.
199,"Wow, that’s quite a trek.","Oh, yes, he schlepped us."
200,"I can imagine, you know, seeing this man with, you know, children behind him, like ducks in a row, huh?","My mother didn’t go, but —"
201,"But he would go, and he would wait outside until —","That’s what my brother says. I don’t remember that, really."
202,"Okay. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein * May 18, 2015","I didn’t — but you — he must have been downstairs, in the business, you know [indecipherable]"
203,"Your grandfather, was he alive? Your father’s father?",Yeah.
204,And did he have anything to do with ostracizing your father? Did — was he against —,"No, I don’t think so. I really never met him."
205,I see.,"I really ne — ever — later, he went to Berlin to live."
206,Your grandfather?,Yeah.
207,"So, did he split with his wife?","Looks like, to me, how I can made out. My mother met him, and always she says he was very nice, to her, and —"
208,Okay.,Because they had a lot of family in Berlin.
209,"So, tell me a little bit about your father’s family, and how they decided to leave, and when they left, and tell me more about what happened with them. If they were such a prominent family in the region that everybody knew them — Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein * May 18, 2015","Yeah. Because they arrested the Jews. Every time they [indecipherable] arrest us and — and them, too, and they broke the windows on the business. And later I remember the Kristallnacht, when they’re burning all the books and all the stuff. And then they broke —"
210,Where did you remember — did you see any part of it?,Yeah.
211,Where?,"I saw, because people — people had to bring the books in the — in the — down in the squares a-and then — and the SS — I didn’t understand at the time, what that was."
212,It’s okay.,"You know, I was young."
213,You — you were a child.,But I saw them things.
214,"So tell me, how did it look where — where were you, and were you alone in your home, or were you outside, Kristallnacht?","We — we was — we were standing sometime outside, and sometime I stayed with my other grandmother, she helped us, and we just looked, cou-couldn’t understand. And you know the — and the Gestapo, the SS, they marched around, everything."
215,"So, Kristallnacht itself — Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein ~ May 18, 2015",Yeah.
216,"Kristallnacht itself, you were with your grandmother —","No, I[—I was home in — in the town."
217,You were in Schreiersgrtin?,Yeah.
218,"And your family was at home, entirely?","Yeah, yeah."
219,Your father was at home at that time?,Yeah. After that they took my father to Buchenwald.
220,"Okay, we’ll come to that. But that evening of Kristallnacht, do you remember whether anybody came into your home?","They always came the — in our home. I don’t know exactly if 1t — and then — they always came to our home. The Gestapo always came, and they borrowed my mother and my father. Even my father was not home, they borrowed my mother all the time, to give up them children, and she would never."
221,They wanted her to give you u — your chil — the children up?,Yes.
222,"To whom? What would they — what was going to happen? Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein . May 18, 2015","With them. They wanted to take us away, 1945 when the war ended, they found the paper, we were ready for transport."
223,"Okay, that’s 1945.",Yeah.
224,I’m talking when you’re still five or six years old.,Yeah.
225,Did they want to take you away then?,"Yeah, always. That’s why the church. The pastor came to my grandmother and says, bring the children to the church, we trying to protect them."
226,Okay. So that was 1935?,"Yeah, that’s on the record."
227,"Okay. So, Kristallnacht, you’re in your home.",Yeah.
228,And you see books being taken to be burned?,"We didn’t had no books wa — in — in the — in the — in the place, you know —"
229,Yeah.,— 1n the — in the square —
230,"Square. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein *° May 18, 2015","— of the down — they did all that, and the [indecipherable] looked everything, because in my town, in that Schreiersgritin, there was a other family, they were sh — Jehovah’s Witness."
231,Yes.,"They killed her father, and I remember, because they were really very religious, how they took the mother naked through the streets."
232,Really?,That was Jehovah’s Witness.
233,You saw this happening?,"That, I saw. I just remember having [indecipherable] not that I think about that all the time —"
234,"No, of course not.","— you know, I bra — but I remember that. And she was in my class when I went to school, and she was not — so I was lucky that we —"
235,She was not what?,"So-— she would not budge. She was really strong. So, they picked more on her, than on me. Just at the — you know, kids pick on you."
236,"Yeah. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein ” May 18, 2015","Like, I can tell you my sister, when we delivered the work my mother did at home, they waited for us in that little town, Feidenhaus(ph), all the kids waiting us already, and beating us up. My mother couldn’t do nothing about it. Could not s — all that they are under [indecipherable] where my grandmother lived, they had 10 kids down there, they waited for us to beat us up. We were the Jews, we had no rights. Even we — we converted, we were the Jews."
237,Yeah. There weren’t — were there any other Jews in the — in Schreiersgriin?,"No more, at that time. I think erma — in — in Wolkenstein, that is — see, that — that is the only mixed family I knew, Pausch(ph) was their name. He was a Jew, and she was a German. Really, he was a musician. That is tun — all that time, when I was little, not til later, that was all the mixed family. All when 1939 — 1940, in — my father had like — in that Wolkenstein was a lot of them, they all had big business — and in Treuen, the Jews, and they mostly were related. They all took most of them right away to concentration camp, all got killed. My father’s whole family got killed, just his mother and his sister and his brother went — from the family, went to South Africa."
238,"So tell me about how did they — how did — what happened that they decided to go to South Africa? Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein . May 18, 2015","Wa -— they decided, they took everything away. The business got taken away, the [indecipherable] every day they are — they are — they take every day something, you know? You couldn’t live — as a Jew, you were not safe in Germany. Even already young, even there were born already in Germany. You know, my father was already born in Germany. They were not safe."
239,"So your grandmother’s big kaufhaus was nationalized, was taken away from her?","Yeah. First when they left, I think 1t was my father took care of it, I think, yeah. But then, the Kristallnacht, they took everything away, because they are smashed the windows, and everything, and —"
240,Did you see those smashed windows?,I saw it on the pictures.
241,I see. But you didn’t go to the town and —,"No, bu — we were not allowed to — to leave the area. See, that was our thing what comes later, when the war broke out then, they brought forced labor in from the Ukraine, from Poland, from Holland, and they’re working there by the farmers, and — and in the factories. I don’t even know what there th — and when that — and prisoners of war, they brought that. You know, very deep Germany, and there went, by themself, to the farmers, the workplace, and in the nighttime they went Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein ” May 18, 2015 back in the barracks where they slept. And that’s how they kept us. We were not allowed to leave."
242,I see.,"That’s why we s — 1n that little town we stayed. I never went, all that time, to Wolkenstein no more, after that, or whatever. We went to Schreiersgriin, and Treuen, and little town what we — that’s — that’s all. We didn’t —"
243,Okay.,— we were under the supervision of the —
244,"The police, yeah, yeah.","The Gestapo, everybody."
245,"So, when we talk about — when we talk about your grandmother leaving —",Yeah.
246,This was before Kristallnacht?,Yeah.
247,She left before Kristallnacht?,1937.
248,"She left in 1937. And why is it that the older brother did not go with her? Contact reference@ushmm org for further information about tis collection Interview with Edith Weinstein ” May 18, 2015","Because they had a salesgirl in the store, a refined girl, and he was a refined man, you know? She had different kids, she — one she had [indecipherable] and one more refined."
249,Okay.,"At that time, I — and he married that woman."
250,The salesgirl?,Yeah.
251,Okay.,"So he didn’t go, and he stayed there, and he went with my father. To Buchenwald, they took him."
252,"Now, was the salesgirl German or Jewish?",German.
253,Also?,Yeah.
254,"So, both sons end up marrying —",Yeah.
255,— German women?,"Yeah. Contact reference@ushmm.org for further information about tis collection Interview with Edith Weinstein "" May 18, 2015"
256,"So, your grandmother leaves with her other two children, and she has enough money to do it?","Yeah, and she took a lot of people out of Germany."
257,"So who did she take out, besides her own children?","I don’t know, family, some relatives. Because there were a lot of people, they were a big family there. Not that I ever met them all, but I knew about them. The Hartzfelds(ph), the Korodovskis(ph), or — and they all had fur business, and — and other — they all business people. You know, the German Jews in — at that time, and down there, they were not poor."
