num,question,answer
74,"What did you — what were your impressions of the camp? Interview with Paula Blue "" August 7, 2009","The camp? There was — well, it was in October, the — the mud was — people — people get mired into — into mud, couldn’t they — it — it was incredible. It was in the Pyrenees, and it rained continuously, and there was no — no — yeah, and the latrines, and the — 1-it — 1— I mean, was pretty unbearable conditions."
75,The conditions were poor?,Very.
76,What did you — how did you [indecipherable],"Food — huh? Food was — I mean, hunger was one, which — which came after a few days already, you know, there was hunger in there, and rats, and vermin, and —"
77,In your —,"And we were 1n a barrack, the barrack we were in was a — in Gurs, there were — I think it was right next to a— what was it? A spozak(ph), a — a bag for [indecipherable] straw that the under-underground [indecipherable] ground. And there were no windows, there were just like — like shutters, like, wooden shutters there, the wooden barracks."
78,And were — were they heated?,"There was one small stove, one small heating stove. So who was lucky enough to get close to it was — was better [indecipherable]. I remember being next to a—a mother and a young girl, who didn’t sp — they spo — I don’t know what they spoke, Interview with Paula Blue "" August 7, 2009 either Spanish or Portuguese, but we just, you know, looked at each other and smiled at each other and she may — she may have been — she was ol-older at that time, she must have been a teenager, 15 at that time. And I remember sleeping next to her, and on the — the other side was my mother. And then they separated the chil — the — I don’t know if was voluntary, who did it, that they took children under 14 into separate barrack and they — but it was pretty voluntary. A — because the food that was distributed was more or less — they did try to give the children preference with food. But I do recall the Quakers, I mean, I think Quakers were very — were quite active in the — in — in Gurs actually. I don’t remember Rivesaltes, but Gurs they were quite active."
79,Can you describe how the — what the Quakers did in —,"I don’t know — I don’t — I have — I didn’t meet them, but we — we did know that the Quakers provided some — provided some food into the — was miserable, the kitchen was in a open barrack like a big —"
80,What kind of things did you eat?,"Oh, it was a sl — small slice of bread, which was divided. And the food itself was a — I remember the first few days when we came, the people of — there were some people there from — from Constance, too, who couldn’t eat it. So they gave the Interview with Paula Blue August 7, 2009 children, gave us the food. But you know, after a few days they become hungry too, and they — they actually ate the food."
81,Your —,"Hunger, I remember. Hunger and cold and wet. And the latrines, open latrines."
82,"You talked about the latrines, they were —","Open latrines, an open barrack, an open — not an open barrack, just a — a raised steps up, and the open — you know, just an open thing in the ground, like a — and the end of — the — what Gurs is known for is the mud. Mud, deep slime and mud that people got stuck in, and couldn’t — couldn’t get their — couldn’t get out."
83,"So, open latrines, I mean, my guess is that —",And open like a barrack.
84,And people were —,[indecipherable] themselves.
85,And —,"The women were separate from the men, had — in their own ilot."
86,"Tell me about in your barracks, you mentioned there were Spanish people because of the Spanish Civil War.","Yeah, right, right. Gurs — excuse me — Gurs was built by, I believe, by the Spanish, the — I suppose the anti-Franco Spain. I think they built — they built Gurs, Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue "" August 7, 2009 I mean. They were ilot F — I don’t remember what, ilot F, I believe. They were not behind barbed wire somehow. And there was — there was a whole [indecipherable] people there from everywhere, from — from — you had people — you had people from Germany. We met somebody from Constance by the way, who went to fight [indecipherable] against Franco, and — a non-Jew. So it was a mixed — a mixed kind of thing, but mostly Spaniards."
87,How did the different populations get along with each other?,"Yeah, well, they were separ — separated. They got along, I mean, as far as that goes. I mean, they had a lot of people that fled Belgium, for instance, Jewish people fled Belgium. They had to take long trip, until they got to — they were interned there already from the summer 1940 on, so they were there already when we came — when we ca — and the —"
88,What did the children do all — what did you do all day?,"What did we do all day? Y-You know, when Jewish people — somebody finds two — two Jew — two children, they make a school. So they did try. They tried to teach us French —"
89,And who —,"— in the hope of we — we make it out of the camp one of these da — one days — some days. Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue “ August 7, 2009"
90,"Were the educators other refugees, were they relief workers?","They are other refugees, right, yeah. Other [indecipherable] I mean, I don’t — deportees, in other words, right."
91,"Do you remember — do you have recollection of people who were particularly influential to you, or helpful?","A—1in Gurs itself? Not — not that I recall, ’'d say —"
92,"We talked about Andre Solomon briefly, is —","Oh, right, she — that was in Rivesaltes [indecipherable]"
93,That was later?,"Yeah, in Gurs — Gurs. There may have people — there may have been peoples that tried to help, or bought f — with — with food, or with — with the — but — like I said, Quakers, for instance. There may have been French Jews that may have [indecipherable] but — but I don’t — the — in Rivesaltes, French — French Jews did have — until the — the Germans occupied France, the-they had some clout."
94,Talking about the French population —,[indecipherable|
95,"— around Gurs, near Gurs —",I don’t know.
96,"Did you connect with them at all? Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue oS August 7, 2009",No.
97,Did they come to the camp to try to help?,"I don’t th — no, I-"
98,Nothing.,"No, no."
99,What about Judaism?,What about Judaism?
100,Was there Judaism?,"Yes, there was a — there was even a girls’ Haggadah, by the way. I don’t know if you’re familiar with that. You saw the girls’ Haggadah? Yeah, I don’t recall — led by Anspach, I believe, Leo Anspach, who — who was a — I think he was from Germany, a refugee from Belgium or somewhere. I don’t — I really don’t recall exactly, who — who seemed to be a — but we were depor — we were taken from Gurs early in — before Passover. If anybody knew — if anybody knew a holiday coming on, a thing like that."
101,"Right, 1941.","1941. So the people with children were assembled and were sent to Rivesaltes. Don’t ask me about the trip. I don’t know how — how I - Interview with Paula Blue “ August 7, 2009"
102,"Back up one second. You were — you s — while you were in Gurs, you saw your mother, you saw [indecipherable]","I saw my mother, I saw Leo. Like I said, some a — a — like a — is a— you know Ruthie, yeah, she was quite little, she was about three and a half years old. And some of the guards let us out, and sometimes we — you know, I — we went through the barbed wire from one [indecipherable] to get out. And we went to see — she had her father and her [indecipherable] and — and Leo was in same. All the — all the men, by the way, were in the — in one barrack in Gurs. They somehow were simply in one. The — the women, somehow, were dispersed through the camp from the — from that deportation, the — from the whole Baden, from that area."
103,How do you suspect your mother dealt with this day to day?,I don’t know. I don’t know.
104,She was just strong?,"Hm? Strong? She was strong. She was strong. She — she didn’t — yeah, she sort of didn’t do that well after my father left, we were in Constance, she didn’t do that well. She was ill, she was in the [indecipherable] the hospital. She was treated well, it was a Catholic nuns’ hospital, and there —"
105,This was in Constance?,"Hm’? Interview with Paula Blue ° August 7, 2009"
106,Was this in Constance?,"In Constance, still in Constance, right, she was ill. But once we were — we were in Gurs, she — she — she did — she held up. She held up."
107,"At this point are you back to writing to and from — re-receiving anything from your father, any words?","We didn’t — well, we — 1f— we were cut off, we were cut off."
108,You still had no correspondence from him.,"And we had correspond — some — we had correspondence. I think telegrams came through. There was correspondence, actually."
109,You were writing?,"We were writing, but we didn’t — I —I believe there was a telegram from ta — once we arrived there. We were writing to him, I don’t know how it got there, or who took the mail, I — I don’t recall."
110,Some of your letters are quite vague about your circumstances.,"Well, you don’t —"
111,You don’t really describe — was that purposeful?,Yes.
112,"Your letters, in some cases, are even upbeat. Interview with Paula Blue “° August 7, 2009","Yes. Yeah, yeah, well, couldn’t — I mean, didn’t — didn’t want to make it worse for my father when — than it was already."
113,"So in April of 1941, you’re moved to Rivesaltes, as a family?","Yes, it was in April, possibly, I— I don’t —"
114,Summer 1941”,"No, before."
115,Before.,"Before. May have been — I think it — End of Tape One Interview with Paula Blue ut August 7, 2009 Beginning Tape Two"
116,"Okay, so before Passover in 1940, you — 1941, excuse me, you’re moved to Rivesaltes. Again, do you remember’?","We were — s-sentiments. We — I don’t recall having — remembering any holiday, Jewish holiday, period. But apparently in Gurs I did — did have some [indecipherable] Haggadah, but in Rivesaltes we didn’t. We didn’t even know it was Passover, I mean, I — as far as I’m concerned, I mean, I didn’t — we didn’t."
117,You were moved with your mother and Leo.,Right.
118,Did you again live in separate barracks from Leo?,"Yes, mm-hm. He was in the men’s barracks. There was a men’s barrack in —"
119,Where were you in Rivesaltes?,I was together with my mother.
120,Do you remember the barrack?,"I think I wrote it down. Can’t remember. Ilot N? Yeah, I wrote it down because I got it from letter — from a letter. I — I wouldn’t — I wouldn’t remember it otherwise, like, you know, from the letters that the have — I have that. And the — so that we — we got to Rivesaltes. I don’t remember getting there, I don’t remember how we got there, or the — I remember walking a lot, but I— I don’t remember the — the trip. I — I Interview with Paula Blue _ August 7, 2009 —I don’t recall going from place to pla — I re — I know being there, but I can’t remember going from place to place. Leaving my mother, for instance with the OSE, going to the home. I remember leaving her, but I don’t remember getting there. It’s — it’s blacked out."
121,"So once you were in Rivesaltes, what was Rivesaltes like?","How can you describe Rivesaltes? Number one, it was huge. The barracks were rabbit cage like, you know, first we were on the second floor. An incident I recall is they took young men to — again, Vichy police came. I suppose they had an order from the Germans for forced labor somewhere. And again my mother panicked, Leo came into the barrack and the —"
122,Leo was how old at this point?,"Leo was — 1940 — he was born in fo — ’24, so he was 16 — 16, almost 17. And the — she — she threw a blanket over him and I sat on him so they shouldn’t — shouldn’t — to hide him."
123,And that — that worked?,"They — and — and that ha — they didn’t tou — yeah, he — he — he didn’t. But they took men, and at that time people didn’t know, because they were families [indecipherable] father was in England, or was safe, wa-was getting out already, but there were many, many families. And they took the men to we didn’t know Interview with Paula Blue ” August 7, 2009 where. Appar — some of them came back. Some of them came back and said they were building installation for the Germans in Normandy, which is interesting."
124,And you were living in a barracks. Describe the barracks. Describe what the —,The barrack was the —
125,"— inside was like, the daily life. Physical.","Y-Yeah, well you know, it was really long time, the hunger was — hunger was a — one of the big, big problems. People went through garbage cans, I mean, a — and the — the barracks were — cause in Gurs there were wooden barracks, I believe [indecipherable] in there. I don’t remember any windows there either, by the way. But they — they had like, you know, rabbit cage kind. I think girls were sleeping on the — on the ground on straw, bags of straw."
126,In Rivesaltes?,In the re — in — 1n Gurs.
127,In Gurs.,"In Rivesaltes they had the double the rabbit cage, first floor and second floor. It’s like the long — you see it sometimes in — in the — I think there’s one from [indecipherable] Rivesaltes. That’s the kind of thing they had in Rivesaltes too."
128,"You slept — Interview with Paula Blue * August 7, 2009","We were on top, we were on top, right. My mom and me were on top, the top floor."
129,Who were the other people in the barracks?,"Huh? It was a mixture of people, but there were many of them from you n — from — from — Jews from Germany that I remember primarily, and the others, I mean, we didn’t have that much contact with them and it was huge, I mean ba — I don’t know how many people it held."
130,"And so you were 13 at this point, do you — were there other preteens and teenage kids in the barracks with you that you could have befriended? Was there some kind of camaraderie there?","There was — what people th — primarily remember 1s — is the vermin. Fleas, lice. Fleas in Rivesaltes."
131,Were you able to bathe?,"Huh? There was a — there was a ba — yes, there were — there were showers there."
132,"There were showers, but there were still — you said —","There was water at a certain time only, and so forth and so on, in — in the — same as in — same as in Gurs. Or they put — somebody died at night in Gurs, by the way, they used to put — somebody died, they put him into the — the barrack where the — the [indecipherable] water, the fau — you know, th-they had water and the — some Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue * August 7, 2009 shower stalls, so they put the bodies there, which — which one of the kids were in the kids barracks [indecipherable] were going, ran into it early and there were, you know, the bodies of people, their bodies. One, I recall."
133,Do you know what happened to the people who were — who had —,"They had a cemetery. There was — there was a cemetery in Gurs, actually."
134,Do you recall seeing a cemetery in Gurs?,"Yeah, because we were in the ilot which was the last ilot, it was ilot M, and the — next to ilot M there was the — they buried the people."
135,And so —,[indecipherable]
136,"In Rivesaltes was it the same situation, where people —","I don’t know, I don’t know."
137,"Do you recall people being sick, dying?","Sick yes, dying I don’t — I don’t — I don’t recall. Not — not in the barrack I was in right away. I’m sure they did but I— I —I personally don’t — haven’t — haven’t experienced it like in Gurs."
138,And again the question: What did you do all day?,What it — did we do all day? I don’t know. Be hungry mostly.
139,"Your mother, what did she do? Interview with Paula Blue * August 7, 2009","Huh? I—I don’t — I d—Id-—TI don’t know, I don’t remember. Just — just —"
140,"Was there ever a point when you — when you or your mother or Leo, that you know of had to do any kind of labor, or —","We were taken, at one point in Rivesaltes we were taken to a — yeah, it wasn’t forced, I mean it was, you know, they — they took people, I suppose the — the — the farmers around needed help for — to pick —"
141,Harvest?,Huh?
142,To harvest?,"To harvest the grapes, I believe, and then they — the topinambur, which is sort of potato-like kind of — ugly kind of thing. So we were taken. We were together, which was actually — which — which was actually a relief to be out of the camp. And we — we were watched by Vichy police —"
143,Were you —,"— and we did work early morning til ni— evening, but — but my mother mentioned — there was another family there, a Jewish family with — also with two children. And we were living in — 1n a end — sort of a cave-like thing, we lived 1n, with — with a big pot over a [indecipherable] fire. And the — that t-two — two mothers cooked, or whatever were they cooked. It was good, but — Interview with Paula Blue “ August 7, 2009"
144,"So let me clarify, you were — you weren’t leaving in the morning from Rivesaltes and coming home in the evening —","No, no, we were out —"
145,— you were living at the farm.,"We were out — we — right, we were living on — I don’t remember where we were living, but it was a—I don’t recall exactly, but I remember it was cave-like."
146,How long did this — how long did this —,"I don’t remember, but it was — it was a relief to be away from the camp."
147,How was — how were the —,"Because food was — 1-1t wasn’t plentiful, but — but 1-1t was there, and there together with — my mother and Leo was there together with the other family, the same thing. I don’t remember sleeping conditions there, how it went. But, you know, it’s called vendanges, which means to — the — the — the grape harvest — harvesting — grape harvesting and something else, was potatoes or whatever it was. Potatoes didn’t exist in southern France altogether, didn’t see a potato."
148,"How did — I mean — so, at this point, you’re living, you’re doing — you’re leaving to do some harvesting, you’re coming — you went back to Rivesaltes.",Back to — we were taken back to Rivesaltes.
149,"And while you were out at the farm, did you interact at all with just French — Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue “ August 7, 2009","Yeah, Leo spoke a little French, which he learned in s — in school [indecipherable]. But they didn’t speak fr — they didn’t speak — it wasn’t French, it was Catalan, which is the — the language between Spain and the — Spain and France. So they spoke — they didn’t — don’t remember them speaking French, but like I say, it was Catalan, it’s a language that’s a mixture of a — so, we didn’t interact with them, just we — we harvested, we worked."
150,So you didn’t feel like there was — you didn’t have any chance to even know [indecipherable],"Flee, or to go, or it was — yeah, now in — in retrospect think maybe we were probably not far from the Spanish border, but we had — didn’t have a chance to get away."
151,And in retrospect —,"Or maybe could have, maybe — I — I don’t know."
152,"Also in retrospect, could these people have helped hide — hide the Jews, hide some of the Jews?","They — this — you couldn’t underst — they couldn’t understand us — we couldn’t — first of all, we only spoke German, by the way. Didn’t speak French. Leo spoke a few high school — high school French, but that’s all [indecipherable] I — I think it was just a— a woman with a child or two children our age. Contact reference@ushmm.org for further information about tis collection Interview with Paula Blue * August 7, 2009"
153,"And so — and when you’re 14, I believe, in 1940 — you were in Rivesaltes until when? When were you in Rivesaltes until?","Til October ’41, I think."
154,October ’41?,Yeah.
155,"And then in October ’41, what happened?","I — again, it must have been a — I suppose OSE, hm — either OSE or I don’t know who — who took us out, very frankly. I have no — no idea, I mean, somebody must have spoken to the parents, or my mother, and they —"
156,Do you remember how it happened?,How it happened?
157,Yes.,"No, I don’t know. I just know that I was leaving, I was leaving my mother, who"
158,Do you remember saying goodbye to her?,"Yeah, yeah, I remember her saying to — remember who you are, and the — to be good, and the hope to — to be reunited."
159,"Did your mother — did you feel that your mother had hope you would be reunited? Interview with Paula Blue *° August 7, 2009","I imagine so. Hope springs eternal, they say, but I— I re— I— I imagine so, that we should all be united — reunited with the — with my father hopefully, but the —"
160,Where were you taken?,"The — we — taken to a home in — OSE home, in cru — La Creuse(ph), which — which there’s about three homes there that they — they — many of the — many of the children or teenagers that were there were from the camp, and some of them were from — who were refugees or Kindertransport children from the — from Germany that were in the Paris area, and as the Germans came in they — they fled f-further. Many of the parents remember remaining in Germany didn’t know what happened to them, and they — so —"
161,How long were you at this home?,At the — hm?
162,In the —,The home?
163,The first — the first home that you were in?,"A— Marjolet? ’41 til — til about ’43, I believe."
164,Did your — your mother was not able to see you?,No.
